,Date,start,end,INP,T,INP_plus,INP_minus
435,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.448020284775,-20.0,0.936925894101,0.14835605476
436,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,15.824609506,-20.0,19.0381210322,12.9160836895
437,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.679138876423,-20.0,1.25021834965,0.293590167219
438,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,1.05190479584,-20.0,1.93483358705,0.455662571794
439,2016-10-13 00:00:00,2016-10-13 10:39:00,2016-10-13 14:42:00,1.34299405374,-20.0,2.16501453832,0.718586737892
440,2016-10-13 00:00:00,2016-10-13 10:41:00,2016-10-13 14:42:00,0.855189985536,-20.0,1.51881750001,0.390815583093
441,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,3.9443259278,-20.0,5.74679850351,2.48485335208
443,2016-10-17 00:00:00,2016-10-17 11:46:00,2016-10-17 14:49:00,1.07223142066,-20.0,1.94618896704,0.460678245858
444,2016-10-17 00:00:00,2016-10-17 15:10:00,2016-10-17 17:11:00,5.77534372705,-20.0,7.58511339427,4.21361124991
445,2016-10-18 00:00:00,2016-10-18 14:15:00,2016-10-18 16:10:00,2.66249704849,-20.0,4.15213458926,1.50691168164
446,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,2.13815195018,-20.0,2.68593073844,1.6531353381
447,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,1.16045274732,-20.0,1.61501462748,0.784778359662
448,2016-10-18 00:00:00,2016-10-18 10:55:00,2016-10-18 14:15:00,0.448060793448,-20.0,0.987079573575,0.18344201332
449,2016-10-18 00:00:00,2016-10-18 10:55:00,2016-10-18 16:10:00,0.34954431258,-20.0,0.703385314115,0.120147755488
450,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,21.65246903,-20.0,24.5157427806,18.9721286128
453,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.59709311977,-20.0,3.61790292448,1.74821313962
454,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,6.99142668029,-20.0,9.15683078031,5.121621226
455,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,1.30157059988,-20.0,2.36118428328,0.585816565615
456,2016-10-24 00:00:00,2016-10-24 12:05:00,2016-10-24 15:37:00,1.59207378954,-20.0,2.68312569028,0.803034467413
457,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,3.60771216404,-20.0,4.72160383874,2.64507649375
458,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,7.09048972046,-20.0,8.49595971485,5.81539814114
459,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,0.6710730913,-20.0,1.10236519978,0.346920652607
460,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.339819029836,-20.0,0.641297189598,0.143960577541
461,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.403132608583,-20.0,0.650770789409,0.217392488876
463,2016-11-02 00:00:00,2016-11-02 10:29:00,2016-11-02 15:29:00,0.183828728331,-20.0,0.436724853078,0.0413234081823
464,2016-09-26 00:00:00,2016-09-26 12:00:00,2016-09-26 15:00:00,0.493593144933,-19.0,1.03397563982,0.162448122816
465,2016-09-26 00:00:00,2016-09-26 12:11:00,2016-09-26 15:12:00,0.32250257774,-19.0,0.544595420198,0.160358637645
466,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.501649646231,-19.0,0.755255676914,0.300959498908
467,2016-09-28 00:00:00,2016-09-28 12:35:00,2016-09-28 15:35:00,0.395937507546,-19.0,0.940868320769,0.0881424967926
469,2016-09-30 00:00:00,2016-09-30 11:20:00,2016-09-30 13:55:00,0.317892334254,-19.0,0.545450227731,0.155426667189
470,2016-09-30 00:00:00,2016-09-30 14:21:00,2016-09-30 16:21:00,0.484225055998,-19.0,0.825939245977,0.234672696205
473,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.451917505175,-19.0,0.71058067782,0.252177469862
474,2016-10-03 00:00:00,2016-10-03 13:35:00,2016-10-03 16:36:00,1.01422116711,-19.0,1.47938552851,0.637725414786
477,2016-10-04 00:00:00,2016-10-04 10:33:00,2016-10-04 13:20:00,1.78850142527,-19.0,2.93361910224,0.950098319162
478,2016-10-05 00:00:00,2016-10-05 13:39:00,2016-10-05 14:39:00,8.91275678128,-19.0,13.0044939097,5.6213529862
479,2016-10-05 00:00:00,2016-10-05 11:16:00,2016-10-05 15:59:00,3.38277514977,-19.0,4.38821271269,2.51308316988
482,2016-10-06 00:00:00,2016-10-06 11:40:00,2016-10-06 14:10:00,0.128113351653,-19.0,0.260443803244,0.047004233396
483,2016-10-06 00:00:00,2016-10-06 14:24:00,2016-10-06 16:54:00,0.576824806023,-19.0,1.31375758243,0.16002536295
484,2016-10-06 00:00:00,2016-10-06 11:39:00,2016-10-06 14:13:00,0.607235683952,-19.0,0.97707333208,0.330756772896
485,2016-10-06 00:00:00,2016-10-06 14:20:00,2016-10-06 16:58:00,2.09633005492,-19.0,2.74198415083,1.53945178803
486,2016-10-07 00:00:00,2016-10-07 10:41:00,2016-10-07 12:41:00,1.31430635449,-19.0,2.52012778579,0.529712993372
487,2016-10-07 00:00:00,2016-10-07 13:02:00,2016-10-07 15:02:00,0.778820834302,-19.0,1.58939457663,0.282103301127
490,2016-10-10 00:00:00,2016-10-10 12:39:00,2016-10-10 13:39:00,1.3225823189,-19.0,3.11931158599,0.440519718477
492,2016-10-10 00:00:00,2016-10-10 11:29:00,2016-10-10 16:36:00,0.431939580733,-19.0,0.819261394856,0.180632495402
493,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.382943086122,-19.0,0.817215680242,0.137911871312
494,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,13.771093613,-19.0,16.76265307,11.0845198657
495,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.484754086303,-19.0,0.963910978318,0.191127958317
496,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,0.973565266689,-19.0,1.8564940579,0.377323042644
497,2016-10-13 00:00:00,2016-10-13 10:39:00,2016-10-13 14:42:00,0.849780199296,-19.0,1.50794575892,0.389227808396
498,2016-10-13 00:00:00,2016-10-13 10:41:00,2016-10-13 14:42:00,0.437180562896,-19.0,0.895852415432,0.177761822394
499,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,3.14742737542,-19.0,4.7813938608,1.85646089004
501,2016-10-17 00:00:00,2016-10-17 11:46:00,2016-10-17 14:49:00,0.682313827765,-19.0,1.36320106894,0.263830958166
502,2016-10-17 00:00:00,2016-10-17 15:10:00,2016-10-17 17:11:00,4.84992701532,-19.0,6.50980731307,3.43808390765
503,2016-10-18 00:00:00,2016-10-18 14:15:00,2016-10-18 16:10:00,2.16781981057,-19.0,3.53628747516,1.13340431989
504,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,1.82185359269,-19.0,2.32750935567,1.3789600059
505,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.721717454945,-19.0,1.08521362699,0.437108775405
508,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,17.6613347888,-19.0,20.2899167574,15.2156861535
511,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.38912221138,-19.0,3.3754750716,1.57469917572
512,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,6.64720783917,-19.0,8.7635116494,4.82650267467
513,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,1.08468124336,-19.0,2.06239980023,0.450822335604
514,2016-10-24 00:00:00,2016-10-24 12:05:00,2016-10-24 15:37:00,0.421932411949,-19.0,1.01630399449,0.129573408023
515,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,3.15458136664,-19.0,4.18716450942,2.27325422827
516,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,6.43350643108,-19.0,7.78577754947,5.21161372776
517,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,0.219205442243,-19.0,0.464152090312,0.0813984639654
519,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.335095482316,-19.0,0.560788298335,0.171300727417
523,2016-09-26 00:00:00,2016-09-26 12:11:00,2016-09-26 15:12:00,0.209064824233,-18.0,0.393402805587,0.0846757452407
524,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.457684494032,-18.0,0.702209223185,0.266075648239
527,2016-09-30 00:00:00,2016-09-30 11:20:00,2016-09-30 13:55:00,0.140543469736,-18.0,0.289691986716,0.0564871791687
528,2016-09-30 00:00:00,2016-09-30 14:21:00,2016-09-30 16:21:00,0.377983951505,-18.0,0.661516977424,0.186612755773
531,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.288789188457,-18.0,0.494019425714,0.142482088533
532,2016-10-03 00:00:00,2016-10-03 13:35:00,2016-10-03 16:36:00,0.561755310199,-18.0,0.911334861813,0.30084436766
535,2016-10-04 00:00:00,2016-10-04 10:33:00,2016-10-04 13:20:00,1.34267181867,-18.0,2.35931768356,0.632740524645
536,2016-10-05 00:00:00,2016-10-05 13:39:00,2016-10-05 14:39:00,4.37431886365,-18.0,7.38215859128,2.16681246935
537,2016-10-05 00:00:00,2016-10-05 11:16:00,2016-10-05 15:59:00,0.989567489012,-18.0,1.54565858946,0.569221971599
540,2016-10-06 00:00:00,2016-10-06 11:40:00,2016-10-06 14:10:00,0.0948528202637,-18.0,0.212395935739,0.0285310381218
543,2016-10-06 00:00:00,2016-10-06 14:20:00,2016-10-06 16:58:00,1.03899549898,-18.0,1.49135497877,0.675411848216
544,2016-10-07 00:00:00,2016-10-07 10:41:00,2016-10-07 12:41:00,1.15608843662,-18.0,2.25036303655,0.483041906864
545,2016-10-07 00:00:00,2016-10-07 13:02:00,2016-10-07 15:02:00,0.72174491811,-18.0,1.53231866044,0.225027384935
546,2016-10-07 00:00:00,2016-10-07 11:21:00,2016-10-07 13:06:00,6.81857170483,-18.0,8.49487118143,5.33788101067
550,2016-10-10 00:00:00,2016-10-10 11:29:00,2016-10-10 16:36:00,0.363852638693,-18.0,0.715777476766,0.147942529412
551,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.335005575878,-18.0,0.769278169998,0.0899743610679
552,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,12.112115064,-18.0,14.9187639112,9.61045192668
553,2016-10-11 00:00:00,2016-10-11 10:40:00,2016-10-11 14:03:00,0.367395942013,-18.0,0.793050340942,0.127272307113
554,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,0.597135328927,-18.0,1.25502590061,0.225931324401
555,2016-10-13 00:00:00,2016-10-13 10:39:00,2016-10-13 14:42:00,0.610512612713,-18.0,1.17534663954,0.243291754616
556,2016-10-13 00:00:00,2016-10-13 10:41:00,2016-10-13 14:42:00,0.398901542836,-18.0,0.857573395372,0.139482802334
557,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,2.45419375007,-18.0,3.91191756798,1.33946993216
559,2016-10-17 00:00:00,2016-10-17 11:46:00,2016-10-17 14:49:00,0.510782131318,-18.0,1.11482539066,0.169143243553
560,2016-10-17 00:00:00,2016-10-17 15:10:00,2016-10-17 17:11:00,4.38653858932,-18.0,5.97247613236,3.04863823636
561,2016-10-18 00:00:00,2016-10-18 14:15:00,2016-10-18 16:10:00,1.45241612984,-18.0,2.55550905008,0.68337538351
562,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,1.4861220134,-18.0,1.9418737073,1.0931324957
563,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.473127914301,-18.0,0.780265272739,0.244878048367
566,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,11.579384598,-18.0,13.6972657023,9.64443682699
569,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.28207220923,-18.0,3.23447021161,1.50160403141
570,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,5.8481468754,-18.0,7.82039583657,4.17149655996
571,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,0.788157536526,-18.0,1.57744839657,0.342726325605
573,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,2.94322480287,-18.0,3.94953437628,2.08817123386
574,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,4.4842186355,-18.0,5.58988374136,3.5089319447
577,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.318087276783,-18.0,0.543780092802,0.154292521884
581,2016-09-26 00:00:00,2016-09-26 12:11:00,2016-09-26 15:12:00,0.171879789822,-17.0,0.342041965736,0.0616665162694
582,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.334721074521,-17.0,0.541122423345,0.181235609058
584,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,7.08875026264,-17.0,8.26418564678,6.01042562157
585,2016-09-30 00:00:00,2016-09-30 11:20:00,2016-09-30 13:55:00,0.121540254084,-17.0,0.270688771064,0.0374839635166
586,2016-09-30 00:00:00,2016-09-30 14:21:00,2016-09-30 16:21:00,0.308666706977,-17.0,0.592199732896,0.117295511245
589,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.269352106393,-17.0,0.47458234365,0.123045006469
590,2016-10-03 00:00:00,2016-10-03 13:35:00,2016-10-03 16:36:00,0.444151495874,-17.0,0.757673772362,0.21929782846
593,2016-10-04 00:00:00,2016-10-04 10:33:00,2016-10-04 13:20:00,0.689787566313,-17.0,1.48371558336,0.202574120125
594,2016-10-05 00:00:00,2016-10-05 13:39:00,2016-10-05 14:39:00,3.28410114412,-17.0,5.9496716606,1.41886396098
595,2016-10-05 00:00:00,2016-10-05 11:16:00,2016-10-05 15:59:00,0.454246621747,-17.0,0.87231184444,0.171926982093
601,2016-10-06 00:00:00,2016-10-06 14:20:00,2016-10-06 16:58:00,0.585392110864,-17.0,0.936482595912,0.323077454831
602,2016-10-07 00:00:00,2016-10-07 10:41:00,2016-10-07 12:41:00,0.628651928191,-17.0,1.45536432225,0.22316760431
603,2016-10-07 00:00:00,2016-10-07 13:02:00,2016-10-07 15:02:00,0.634306275941,-17.0,1.35437163413,0.228097126902
604,2016-10-07 00:00:00,2016-10-07 11:21:00,2016-10-07 13:06:00,1.03434464319,-17.0,1.69864613205,0.565651936783
608,2016-10-10 00:00:00,2016-10-10 11:29:00,2016-10-10 16:36:00,0.306136717111,-17.0,0.658061555184,0.0902266078301
610,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,7.77587228541,-17.0,10.0799019612,5.7768283194
612,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,0.535878050754,-17.0,1.19376862244,0.164674046228
613,2016-10-13 00:00:00,2016-10-13 10:39:00,2016-10-13 14:42:00,0.410571556677,-17.0,0.865468332237,0.153287949841
614,2016-10-13 00:00:00,2016-10-13 10:41:00,2016-10-13 14:42:00,0.360622522776,-17.0,0.819294375312,0.101203782274
615,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,1.88294822638,-17.0,3.1507602489,0.958136203863
616,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,16.0164724636,-17.0,18.7101797074,13.5393398054
617,2016-10-17 00:00:00,2016-10-17 11:46:00,2016-10-17 14:49:00,0.431564580828,-17.0,1.03560784017,0.0899256930627
618,2016-10-17 00:00:00,2016-10-17 15:10:00,2016-10-17 17:11:00,2.04016593332,-17.0,3.12900962743,1.1993594293
619,2016-10-18 00:00:00,2016-10-18 14:15:00,2016-10-18 16:10:00,0.933943500465,-17.0,1.88333955773,0.318599617115
620,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,1.08560508271,-17.0,1.48474200678,0.749230334819
621,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.398934256038,-17.0,0.675244416043,0.201511588538
624,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,4.03809323362,-17.0,5.32401292702,2.93510687356
627,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.18877435484,-17.0,3.14117235722,1.40830617702
628,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,5.51204934806,-17.0,7.43708539999,3.88261194187
631,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,2.68457067942,-17.0,3.63921382833,1.88118353491
632,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,1.2114603179,-17.0,1.80200498717,0.751294063695
635,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.254740619778,-17.0,0.4563578542,0.115021446478
639,2016-09-26 00:00:00,2016-09-26 12:11:00,2016-09-26 15:12:00,0.139012841146,-16.0,0.293739830815,0.0442347538398
640,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.200539525882,-16.0,0.363333607749,0.090661327375
642,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,5.13601237333,-16.0,6.15922914102,4.2099063487
644,2016-09-30 00:00:00,2016-09-30 14:21:00,2016-09-30 16:21:00,0.174679897925,-16.0,0.386073243081,0.0554483829549
647,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.23887093374,-16.0,0.432038166369,0.104626838442
648,2016-10-03 00:00:00,2016-10-03 13:35:00,2016-10-03 16:36:00,0.295193335692,-16.0,0.548126437726,0.130928842733
649,2016-10-03 00:00:00,2016-10-03 13:47:00,2016-10-03 16:23:00,2.60429912724,-16.0,3.84238019424,1.61198294072
652,2016-10-05 00:00:00,2016-10-05 13:39:00,2016-10-05 14:39:00,2.2868724948,-16.0,4.57445030343,0.799628019503
659,2016-10-06 00:00:00,2016-10-06 14:20:00,2016-10-06 16:58:00,0.201940978606,-16.0,0.432173025369,0.0604847608581
662,2016-10-07 00:00:00,2016-10-07 11:21:00,2016-10-07 13:06:00,0.568363569459,-16.0,1.13460888992,0.197727031432
666,2016-10-10 00:00:00,2016-10-10 11:29:00,2016-10-10 16:36:00,0.229360111246,-16.0,0.541824029296,0.052910921989
668,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,0.61309797283,-16.0,1.31353457714,0.217647078268
670,2016-10-11 00:00:00,2016-10-11 14:10:00,2016-10-11 16:24:00,0.474620772581,-16.0,1.13251134427,0.103416768056
671,2016-10-13 00:00:00,2016-10-13 10:39:00,2016-10-13 14:42:00,0.333868849059,-16.0,0.788765624619,0.0765852422238
673,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,0.810121804584,-16.0,1.69463000158,0.268613607594
674,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,1.59735954543,-16.0,2.52553982235,0.885753854149
676,2016-10-17 00:00:00,2016-10-17 15:10:00,2016-10-17 17:11:00,0.859657490286,-16.0,1.61895827098,0.348393899675
678,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,0.226462921044,-16.0,0.41986642405,0.0958215942218
679,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.378103262073,-16.0,0.654413422078,0.180680594573
682,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,1.92462754906,-16.0,2.83984710931,1.19234132214
685,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.10317865641,-16.0,3.02199516418,1.35629197319
686,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,4.81500664066,-16.0,6.64635682374,3.27925510331
689,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,2.59989605246,-16.0,3.55453920137,1.79650890795
690,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,0.326979088387,-16.0,0.66211316752,0.122223424323
693,2016-10-31 00:00:00,2016-10-31 10:17:00,2016-10-31 17:30:00,0.177588859112,-16.0,0.351890917212,0.0651848621327
698,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.163256850787,-15.0,0.313517141157,0.0659124437763
700,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,3.29577463209,-15.0,4.13810019173,2.55055981551
705,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.198679297764,-15.0,0.379057023226,0.0772247096348
707,2016-10-03 00:00:00,2016-10-03 13:47:00,2016-10-03 16:23:00,1.19877681005,-15.0,2.06831901472,0.574999485871
720,2016-10-07 00:00:00,2016-10-07 11:21:00,2016-10-07 13:06:00,0.350915431418,-15.0,0.804278445255,0.0931612000145
731,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,0.682469890858,-15.0,1.4685511072,0.23938867452
732,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,1.173522114,-15.0,1.97869933445,0.584919479186
736,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,0.161840408522,-15.0,0.324043921808,0.0623990714184
737,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.357272268107,-15.0,0.633582428112,0.159849600607
740,2016-10-19 00:00:00,2016-10-19 10:04:00,2016-10-19 13:04:00,0.917475852507,-15.0,1.55301293261,0.464872105741
743,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,2.01807458494,-15.0,2.93689109271,1.27118790172
744,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,3.90670414151,-15.0,5.55150652062,2.55750040814
747,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,2.32029164216,-15.0,3.22408121375,1.56775807499
748,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,0.287377067544,-15.0,0.622511146677,0.0826214034793
756,2016-09-27 00:00:00,2016-09-27 10:57:00,2016-09-27 14:26:00,0.114188090601,-14.0,0.235562260068,0.0457298044936
758,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,1.50315705583,-14.0,2.09146946926,1.01195538546
763,2016-10-03 00:00:00,2016-10-03 10:32:00,2016-10-03 13:35:00,0.130243023097,-14.0,0.281901235769,0.0375079477565
778,2016-10-07 00:00:00,2016-10-07 11:21:00,2016-10-07 13:06:00,0.235109223665,-14.0,0.620437385133,0.0453898446336
789,2016-10-14 00:00:00,2016-10-14 10:39:00,2016-10-14 12:19:00,0.612696282907,-14.0,1.39877749925,0.169615066569
790,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,0.983825065575,-14.0,1.6994807386,0.48474397819
794,2016-10-18 00:00:00,2016-10-18 10:45:00,2016-10-18 13:52:00,0.138012098306,-14.0,0.300215611592,0.0385707612025
795,2016-10-18 00:00:00,2016-10-18 14:00:00,2016-10-18 16:15:00,0.197566346256,-14.0,0.401112300026,0.0729078849902
801,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,1.86513710516,-14.0,2.7506221267,1.15158190818
802,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,3.55274877648,-14.0,5.10340619854,2.29769000017
805,2016-10-27 00:00:00,2016-10-27 11:49:00,2016-10-27 15:58:00,1.49720124105,-14.0,2.22333710099,0.922321385533
816,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,0.485028535554,-13.0,0.827030861169,0.240136952992
848,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,0.886645763325,-13.0,1.60230143635,0.38756467594
859,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,1.64684389846,-13.0,2.46592865955,0.999688961927
860,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,3.35461386874,-13.0,4.9052712908,2.09955509243
874,2016-09-28 00:00:00,2016-09-28 13:34:00,2016-09-28 15:40:00,0.226705727229,-12.0,0.477869275961,0.0726529215481
906,2016-10-14 00:00:00,2016-10-14 07:30:00,2016-10-14 10:31:00,0.53256484125,-12.0,1.09228346185,0.189420806289
917,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,1.3868317523,-12.0,2.13901548056,0.806577848594
918,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,2.76743047725,-12.0,4.17367775847,1.65678184177
975,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,0.941734531308,-11.0,1.58995298127,0.465445905911
976,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,2.02066098851,-11.0,3.22293505051,1.11398557224
1033,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,0.715015121805,-10.0,1.28896305943,0.312997008735
1034,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,1.71729087854,-10.0,2.86528371308,0.86489668975
1091,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,0.508300891252,-9.0,1.00047290403,0.188058703039
1092,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,0.950113352909,-9.0,1.78791886985,0.407906481709
1149,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,0.273261693851,-8.0,0.610695324078,0.107757888185
1150,2016-10-21 00:00:00,2016-10-21 14:42:00,2016-10-21 16:36:00,0.614816224267,-8.0,1.2921336562,0.233097438069
1207,2016-10-21 00:00:00,2016-10-21 11:42:00,2016-10-21 16:36:00,0.219430621148,-7.0,0.556864251375,0.0539268154824
