1.678418863668499091e-316,9.289684720778188394e-316,1.472208511174896319e-316,1.483725774258230786e-316
-1.474000000000000021e+01,2.029553643564028509e-01,2.702702702702702853e-02,2.739897418811438712e+01
-2.071000000000000085e+01,4.116285270726722789e-01,5.405405405405405705e-02,5.556985115481076321e+01
-2.223000000000000043e+01,6.263510224300962159e-01,8.108108108108108558e-02,8.455738802806311583e+01
-2.260999999999999943e+01,8.474840827981051650e-01,1.081081081081081141e-01,1.144103511777442179e+02
-2.296999999999999886e+01,1.075422295144428331e+00,1.351351351351351426e-01,1.451820098444978271e+02
-2.296999999999999886e+01,1.310597838215393995e+00,1.621621621621621712e-01,1.769307081590782218e+02
-2.312000000000000099e+01,1.553485414681992527e+00,1.891891891891891997e-01,2.097205309820691355e+02
-2.330999999999999872e+01,1.804608019687039988e+00,2.162162162162162282e-01,2.436220826577504113e+02
-2.330999999999999872e+01,2.064543721992744274e+00,2.432432432432432567e-01,2.787134024690204797e+02
-2.337999999999999901e+01,2.333933678814039681e+00,2.702702702702702853e-01,3.150810466398953622e+02
-2.337999999999999901e+01,2.613491663872165027e+00,2.972972972972973138e-01,3.528213746227424963e+02
-2.351999999999999957e+01,2.904015465007582897e+00,3.243243243243243423e-01,3.920420877760237204e+02
-2.369999999999999929e+01,3.206400609602064744e+00,3.513513513513513709e-01,4.328640822962787524e+02
-2.376000000000000156e+01,3.521657012704257461e+00,3.783783783783783994e-01,4.754236967150747546e+02
-2.376000000000000156e+01,3.850929328043766198e+00,4.054054054054054279e-01,5.198754592859087325e+02
-2.382999999999999829e+01,4.195522036450380909e+00,4.324324324324324564e-01,5.663954749208014618e+02
-2.382999999999999829e+01,4.556930659927654226e+00,4.594594594594594850e-01,6.151856390902333942e+02
-2.392000000000000171e+01,4.936880988724325903e+00,4.864864864864865135e-01,6.664789334777840395e+02
-2.408999999999999986e+01,5.337378924059700935e+00,5.135135135135134865e-01,7.205461547480597346e+02
-2.423999999999999844e+01,5.760774582133394439e+00,5.405405405405405705e-01,7.777045685880084420e+02
-2.430000000000000071e+01,6.209845854847726443e+00,5.675675675675675436e-01,8.383291904044432385e+02
-2.435999999999999943e+01,6.687908974385289973e+00,5.945945945945946276e-01,9.028677115420144901e+02
-2.457999999999999829e+01,7.198967281696041276e+00,6.216216216216216006e-01,9.718605830289657206e+02
-2.457999999999999829e+01,7.747915223575462917e+00,6.486486486486486847e-01,1.045968555182687851e+03
-2.478000000000000114e+01,8.340824169305362190e+00,6.756756756756756577e-01,1.126011262856223993e+03
-2.487999999999999901e+01,8.985352887747064088e+00,7.027027027027027417e-01,1.213022639845854201e+03
-2.510999999999999943e+01,9.691354219630952116e+00,7.297297297297297147e-01,1.308332819650178635e+03
-2.526000000000000156e+01,1.047180248376299971e+01,7.567567567567567988e-01,1.413693335308005089e+03
-2.530000000000000071e+01,1.134426941455102344e+01,7.837837837837837718e-01,1.531476370964388252e+03
-2.530000000000000071e+01,1.233339084139934094e+01,8.108108108108108558e-01,1.665007763588911303e+03
-2.560000000000000142e+01,1.347524772900866097e+01,8.378378378378378288e-01,1.819158443416169348e+03
-2.560000000000000142e+01,1.482577777933424912e+01,8.648648648648649129e-01,2.001480000210124217e+03
-2.596000000000000085e+01,1.647869297425432222e+01,8.918918918918918859e-01,2.224623551524333379e+03
-2.637000000000000099e+01,1.860967128871195797e+01,9.189189189189189699e-01,2.512305623976115385e+03
