-29,2.00E+01,,,-22.33
,,,,-25.02
,,,,-22.15
,,,,-24.51
,,,,-21.9
,,,,-24.44
,,,,-21.87
,,,,-24.42
,,,,-24.65
,,,,-21.81
,,,,-27.28
,,,,-24.28
,,,,-25.92
,,,,-27.05
,,,,-26.14
,,,,-24.32
,,,,-21.78
,,,,-23.43
,,,,-24.15
,,,,-24.19
,,,,-26.98
,,,,-21.72
,,,,-22.45
,,,,-26.4
,,,,-26.39
,,,,-24.25
,,,,-25.87
,,,,-26.9
,,,,-25.97
,,,,-21.55
,,,,-24.12
,,,,-26.45
,,,,-23.26
,,,,-24.49
,,,,-21.42
,,,,-24.05
,,,,-20.43
,,,,-27.2
,,,,-23.29
,,,,-24.12
,,,,-25.63
,,,,-26.39
,,,,-25.72
,,,,-26.23
,,,,-25.97
,,,,-21.57
,,,,-24.75
,,,,-23.19
,,,,-21.32
,,,,-26.18
,,,,-23.97
,,,,-26.02
,,,,-23.97
,,,,-25.42
,,,,-24.77
,,,,-26.24
,,,,-21.25
,,,,-23.16
,,,,-25.88
,,,,-24.07
,,,,-23.06
,,,,-25
,,,,-26.04
,,,,-25.72
,,,,-23.88
,,,,-21.04
,,,,-25.88
,,,,-24.55
,,,,-21.02
,,,,-25.4
,,,,-23.91
,,,,-20.39
,,,,-26.64
,,,,-25.95
,,,,-22.85
,,,,-25.84
,,,,-25.33
,,,,-25.65
,,,,-23.63
,,,,-27.32
,,,,-26.04
,,,,-24.36
,,,,-25.69
,,,,-22.85
,,,,-21.02
,,,,-23.98
,,,,-25.75
,,,,-24.98
,,,,-23.91
,,,,-22.76
,,,,-20.91
,,,,-25.95
,,,,-24.77
,,,,-23.36
,,,,-25.37
,,,,-26.04
,,,,-20.88
,,,,-25.66
,,,,-24.56
,,,,-20.39
,,,,-26.62
,,,,-22.7
,,,,-25.33
,,,,-24.71
,,,,-23.74
,,,,-22.65
,,,,-25.72
,,,,-20.6
,,,,-25.78
,,,,-24.19
,,,,-23.74
,,,,-25.04
,,,,-23.11
,,,,-25.89
,,,,-24.53
,,,,-20.68
,,,,-22.45
,,,,-23.18
,,,,-25.07
,,,,-24.55
,,,,-23.67
,,,,-27.26
,,,,-24.82
,,,,-23.37
,,,,-25.3
,,,,-24.51
,,,,-25.75
,,,,-25.69
,,,,-25.89
,,,,-24.99
,,,,-22.45
,,,,-19.69
,,,,-20.35
,,,,-26.59
,,,,-22.98
,,,,-20.62
,,,,-23
,,,,-22.38
,,,,-23.7
,,,,-23.66
,,,,-24.24
,,,,-24.15
,,,,-24.45
,,,,-23.58
,,,,-24.78
,,,,-25.89
,,,,-25.11
,,,,-24.92
,,,,-22.23
,,,,-25.71
,,,,-25.48
,,,,-20.62
,,,,-19.15
,,,,-24.49
,,,,-24.5
,,,,-22.86
,,,,-22.12
,,,,-24.45
,,,,-24.76
,,,,-23.54
,,,,-20.29
,,,,-23.52
,,,,-26.57
,,,,-27.09
,,,,-20.04
,,,,-25.73
,,,,-24.54
,,,,-22.15
,,,,-23.89
,,,,-24.87
,,,,-24.95
,,,,-25.59
,,,,-23.91
,,,,-25.08
,,,,-20.59
,,,,-25.41
,,,,-18.81
,,,,-24.29
,,,,-23.5
,,,,-25.73
,,,,-22.86
,,,,-22.78
,,,,-22.01
,,,,-22.1
,,,,-24.44
,,,,-23.52
,,,,-24.4
,,,,-24.8
,,,,-23.05
,,,,-20.29
,,,,-26.54
,,,,-25.41
,,,,-24.45
,,,,-24.69
,,,,-23.89
,,,,-25.28
,,,,-25.56
,,,,-27.09
,,,,-22.83
,,,,-25.02
,,,,-24.26
,,,,-20.53
,,,,-22.46
,,,,-23.37
,,,,-18.21
,,,,-22.75
,,,,-25.38
,,,,-22.07
,,,,-23.83
,,,,-24.66
,,,,-22.77
,,,,-24.4
,,,,-21.88
,,,,-23.48
,,,,-24.37
,,,,-25.56
,,,,-25.29
,,,,-24.1
,,,,-22.03
,,,,-23.33
,,,,-20.21
,,,,-26.43
,,,,-23.6
,,,,-24.87
,,,,-20.31
,,,,-17.47
,,,,-25.31
,,,,-24.64
,,,,-24.58
,,,,-22.44
,,,,-20
,,,,-24.38
,,,,-25.41
,,,,-26.8
,,,,-24.33
,,,,-24.79
,,,,-23.79
,,,,-23.31
,,,,-21.85
,,,,-21.83
,,,,-25.26
,,,,-22.7
,,,,-23.94
,,,,-24.08
,,,,-23.3
,,,,-22.98
,,,,-25.41
,,,,-17.23
,,,,-24.27
,,,,-23.38
,,,,-24.52
,,,,-22.42
,,,,-19.79
,,,,-20.21
,,,,-26.35
,,,,-25.23
,,,,-22.73
,,,,-24.18
,,,,-21.81
,,,,-24.38
,,,,-23.88
,,,,-23.31
,,,,-26.73
,,,,-25.17
,,,,-25.41
,,,,-23.12
,,,,-24.29
,,,,-23.69
,,,,-21.81
,,,,-23.77
,,,,-22.34
,,,,-24.81
,,,,-24.46
,,,,-17.16
,,,,-22.63
,,,,-24.05
,,,,-21.67
,,,,-23.14
,,,,-24.15
,,,,-22.4
,,,,-25.18
,,,,-25.24
,,,,-19.59
,,,,-20.14
,,,,-26.28
,,,,-19.94
,,,,-23.74
,,,,-24.68
,,,,-22.53
,,,,-23.25
,,,,-23.12
,,,,-25.14
,,,,-24.32
,,,,-23.75
,,,,-26.71
,,,,-24.29
,,,,-21.55
,,,,-23.73
,,,,-21.78
,,,,-23.65
,,,,-17.16
,,,,-25.24
,,,,-22.38
,,,,-24.18
,,,,-22.8
,,,,-18.88
,,,,-24.12
,,,,-23.84
,,,,-22.65
,,,,-23.14
,,,,-23.62
,,,,-25.14
,,,,-22.56
,,,,-22.34
,,,,-23
,,,,-20.1
,,,,-23.13
,,,,-26.11
,,,,-19.14
,,,,-25.06
,,,,-25.24
,,,,-21.52
,,,,-24.27
,,,,-17.97
,,,,-24.32
,,,,-23.62
,,,,-17.12
,,,,-26.17
,,,,-24.08
,,,,-23.6
,,,,-21.74
,,,,-19.94
,,,,-23.67
,,,,-24.65
,,,,-24.7
,,,,-23.48
,,,,-23.14
,,,,-23.71
,,,,-25.24
,,,,-23.96
,,,,-23
,,,,-21.49
,,,,-25.07
,,,,-23.05
,,,,-24.21
,,,,-24.97
,,,,-22.26
,,,,-23.29
,,,,-22.31
,,,,-20.1
,,,,-26.07
,,,,-22.31
,,,,-22.62
,,,,-24.13
,,,,-17.08
,,,,-23.39
,,,,-18.82
,,,,-22.4
,,,,-24.02
,,,,-25.1
,,,,-22.65
,,,,-26.17
,,,,-23.43
,,,,-23.63
,,,,-23.55
,,,,-22.96
,,,,-21.06
,,,,-21.74
,,,,-22.84
,,,,-24.18
,,,,-23.05
,,,,-24.44
,,,,-25.1
,,,,-25.14
,,,,-23.96
,,,,-24.75
,,,,-19.88
,,,,-22.45
,,,,-24.9
,,,,-23.92
,,,,-17.08
,,,,-23.24
,,,,-20.07
,,,,-26.07
,,,,-24
,,,,-22.31
,,,,-23.43
,,,,-20.93
,,,,-24.18
,,,,-26.13
,,,,-23.65
,,,,-23.58
,,,,-22.31
,,,,-22.94
,,,,-25.1
,,,,-22.77
,,,,-18.72
,,,,-23.51
,,,,-22.88
,,,,-22.56
,,,,-24.11
,,,,-23.02
,,,,-21.61
,,,,-22.34
,,,,-22.13
,,,,-24.86
,,,,-23.88
,,,,-24.75
,,,,-23.24
,,,,-22.49
,,,,-16.98
,,,,-20.86
,,,,-23.8
,,,,-24.95
,,,,-24.26
,,,,-23.8
,,,,-23.37
,,,,-18.33
,,,,-17.15
,,,,-20.01
,,,,-25.96
,,,,-19.78
,,,,-21.55
,,,,-26.04
,,,,-22.03
,,,,-22.74
,,,,-23.01
,,,,-22.85
,,,,-23.9
,,,,-23.51
,,,,-22.99
,,,,-23.68
,,,,-24.95
,,,,-22.27
,,,,-20.63
,,,,-24.18
,,,,-23.75
,,,,-21.61
,,,,-23.01
,,,,-18.57
,,,,-22.52
,,,,-21.15
,,,,-24.83
,,,,-16.94
,,,,-23.28
,,,,-23.52
,,,,-22.13
,,,,-24.75
,,,,-23.6
,,,,-24.08
,,,,-20.82
,,,,-23.06
,,,,-25.94
,,,,-22.72
,,,,-24.95
,,,,-22.64
,,,,-23.88
,,,,-19.99
,,,,-25.92
,,,,-21.96
,,,,-22.93
,,,,-21.92
,,,,-19.57
,,,,-22.92
,,,,-22.06
,,,,-23.36
,,,,-19.72
,,,,-23.14
,,,,-22.47
,,,,-23.75
,,,,-24.95
,,,,-22.59
,,,,-16.91
,,,,-24.95
,,,,-23.14
,,,,-23.43
,,,,-24.79
,,,,-21.49
,,,,-22.12
,,,,-17.07
,,,,-23.8
,,,,-25.87
,,,,-24.09
,,,,-22.72
,,,,-22.49
,,,,-22.31
,,,,-24.66
,,,,-24
,,,,-22.78
,,,,-23.39
,,,,-23.37
,,,,-18.72
,,,,-18.49
,,,,-21.82
,,,,-19.99
,,,,-22.79
,,,,-25.89
,,,,-16.8
,,,,-24.95
,,,,-23.33
,,,,-19.53
,,,,-23.75
,,,,-22.74
,,,,-22.49
,,,,-23.13
,,,,-22.1
,,,,-23.07
,,,,-16.91
,,,,-17.79
,,,,-23.35
,,,,-20.76
,,,,-24.75
,,,,-21.96
,,,,-23.77
,,,,-21.88
,,,,-25.76
,,,,-24.95
,,,,-22.65
,,,,-22.28
,,,,-18.26
,,,,-22.4
,,,,-23.7
,,,,-21.46
,,,,-23.78
,,,,-22.72
,,,,-29.29
,,,,-22.08
,,,,-22.79
,,,,-24.66
,,,,-21.65
,,,,-23.33
,,,,-22.15
,,,,-23.88
,,,,-23.61
,,,,-23.12
,,,,-19.99
,,,,-25.82
,,,,-22.49
,,,,-23.29
,,,,-23.01
,,,,-21.51
,,,,-19.36
,,,,-24.77
,,,,-23.24
,,,,-22.92
,,,,-16.84
,,,,-24.3
,,,,-18.47
,,,,-23.66
,,,,-25.72
,,,,-18.23
,,,,-22.24
,,,,-22.65
,,,,-24.68
,,,,-23.76
,,,,-16.29
,,,,-22.04
,,,,-22.76
,,,,-22.7
,,,,-21
,,,,-21.35
,,,,-24.6
,,,,-23.52
,,,,-22.37
,,,,-21.43
,,,,-22.96
,,,,-21.66
,,,,-21.95
,,,,-23.27
,,,,-23.18
,,,,-24.46
,,,,-20.45
,,,,-23.15
,,,,-22.08
,,,,-19.95
,,,,-25.77
,,,,-23.85
,,,,-22.59
,,,,-19.36
,,,,-22.78
,,,,-22.2
,,,,-16.84
,,,,-22.97
,,,,-17.37
,,,,-23.6
,,,,-25.65
,,,,-21.63
,,,,-24.6
,,,,-22.08
,,,,-22.57
,,,,-17.76
,,,,-23.76
,,,,-23.07
,,,,-22.73
,,,,-24.55
,,,,-21.33
,,,,-22.31
,,,,-23.52
,,,,-22.32
,,,,-24.3
,,,,-23.01
,,,,-22.89
,,,,-22.95
,,,,-23.22
,,,,-21.82
,,,,-24.6
,,,,-18.37
,,,,-23.11
,,,,-22.71
,,,,-21.91
,,,,-19.36
,,,,-21.29
,,,,-16.47
,,,,-16.81
,,,,-16.1
,,,,-19.95
,,,,-25.64
,,,,-25.58
,,,,-24.46
,,,,-23.7
,,,,-22.01
,,,,-23.54
,,,,-21.62
,,,,-21.3
,,,,-22.81
,,,,-22.08
,,,,-23.76
,,,,-22.54
,,,,-26.3
,,,,-22.57
,,,,-22.25
,,,,-21.23
,,,,-22.09
,,,,-20.76
,,,,-23.27
,,,,-24.42
,,,,-22.06
,,,,-24.43
,,,,-22.21
,,,,-22.82
,,,,-23.44
,,,,-23.12
,,,,-22.55
,,,,-16.12
,,,,-16.72
,,,,-19.25
,,,,-22.47
,,,,-20.95
,,,,-25.34
,,,,-16.81
,,,,-23.05
,,,,-24.12
,,,,-21.78
,,,,-23.33
,,,,-21.81
,,,,-23.71
,,,,-22.04
,,,,-24.42
,,,,-23.66
,,,,-19.91
,,,,-25.55
,,,,-20.28
,,,,-21.72
,,,,-21.46
,,,,-21.17
,,,,-22.08
,,,,-24.32
,,,,-28.84
,,,,-22.96
,,,,-20.9
,,,,-17.72
,,,,-22.44
,,,,-22.54
,,,,-21.54
,,,,-15.87
,,,,-23.11
,,,,-22.81
,,,,-22.79
,,,,-21.97
,,,,-18.2
,,,,-15.99
,,,,-23.04
,,,,-24.39
,,,,-24.42
,,,,-25.18
,,,,-19.21
,,,,-22.67
,,,,-23.66
,,,,-22.38
,,,,-22.07
,,,,-21.08
,,,,-16.81
,,,,-23.31
,,,,-22.18
,,,,-22.04
,,,,-22.96
,,,,-22.05
,,,,-21.74
,,,,-22.9
,,,,-22.5
,,,,-21.78
,,,,-23.12
,,,,-20.83
,,,,-23.77
,,,,-21.54
,,,,-19.91
,,,,-22.54
,,,,-25.4
,,,,-22.71
,,,,-22.4
,,,,-23.11
,,,,-24.42
,,,,-21.1
,,,,-21.44
,,,,-24.29
,,,,-15.44
,,,,-22.71
,,,,-15.77
,,,,-21.97
,,,,-25.04
,,,,-23.66
,,,,-22.72
,,,,-20.74
,,,,-19.15
,,,,-22.96
,,,,-20.95
,,,,-23.18
,,,,-22.15
,,,,-24.34
,,,,-22
,,,,-21.97
,,,,-23.22
,,,,-16.81
,,,,-24.42
,,,,-20.78
,,,,-20.15
,,,,-17.67
,,,,-23.09
,,,,-21.69
,,,,-22.68
,,,,-22.9
,,,,-21.71
,,,,-22.5
,,,,-22.13
,,,,-23.62
,,,,-23.02
,,,,-21.25
,,,,-21.75
,,,,-21.47
,,,,-22.37
,,,,-22.4
,,,,-19.83
,,,,-25.26
,,,,-23.63
,,,,-25.79
,,,,-15.32
,,,,-22.45
,,,,-24.89
,,,,-21.03
,,,,-19.15
,,,,-17.94
,,,,-24.42
,,,,-22.69
,,,,-22.71
,,,,-21.72
,,,,-21.36
,,,,-15.68
,,,,-21.96
,,,,-21.05
,,,,-20.58
,,,,-24.26
,,,,-21.96
,,,,-27.56
,,,,-21.91
,,,,-23.22
,,,,-22.53
,,,,-22.72
,,,,-16.74
,,,,-16.6
,,,,-23.01
,,,,-21.58
,,,,-24.31
,,,,-23.57
,,,,-22.41
,,,,-22.86
,,,,-23.62
,,,,-21.52
,,,,-22.83
,,,,-22.89
,,,,-24.27
,,,,-22.12
,,,,-24.85
,,,,-20.95
,,,,-21.47
,,,,-15.32
,,,,-19.12
,,,,-20.64
,,,,-22.26
,,,,-22.81
,,,,-22.25
,,,,-20.07
,,,,-19.76
,,,,-25.2
,,,,-22.69
,,,,-22.52
,,,,-20.31
,,,,-21.95
,,,,-17.67
,,,,-21.61
,,,,-21.53
,,,,-21.82
,,,,-15.64
,,,,-22.46
,,,,-21.32
,,,,-20.94
,,,,-22.38
,,,,-23.37
,,,,-24.27
,,,,-22.89
,,,,-21.65
,,,,-21.54
,,,,-22.96
,,,,-16.74
,,,,-23.44
,,,,-22.38
,,,,-22.72
,,,,-21.03
,,,,-24.19
,,,,-24.68
,,,,-22.4
,,,,-22.82
