,T,INP,start,end
352,-22.23,3.77879750958,2016-10-21 16:36:00,2016-10-21 14:42:00
353,-22.37,4.12283885303,2016-10-21 16:36:00,2016-10-21 14:42:00
354,-22.39,4.48092652426,2016-10-21 16:36:00,2016-10-21 14:42:00
355,-22.48,5.24418421715,2016-10-21 16:36:00,2016-10-21 14:42:00
356,-22.51,5.65225452974,2016-10-21 16:36:00,2016-10-21 14:42:00
357,-22.83,6.08023842596,2016-10-21 16:36:00,2016-10-21 14:42:00
358,-22.99,6.5301796048,2016-10-21 16:36:00,2016-10-21 14:42:00
359,-23.03,7.00445347559,2016-10-21 16:36:00,2016-10-21 14:42:00
360,-23.08,7.50584307068,2016-10-21 16:36:00,2016-10-21 14:42:00
361,-23.14,8.0376379989,2016-10-21 16:36:00,2016-10-21 14:42:00
362,-23.48,8.6037653773,2016-10-21 16:36:00,2016-10-21 14:42:00
363,-23.55,9.20896600437,2016-10-21 16:36:00,2016-10-21 14:42:00
364,-23.61,9.85903593555,2016-10-21 16:36:00,2016-10-21 14:42:00
365,-23.62,10.5611649502,2016-10-21 16:36:00,2016-10-21 14:42:00
366,-23.78,11.3244226431,2016-10-21 16:36:00,2016-10-21 14:42:00
367,-23.84,12.1604768519,2016-10-21 16:36:00,2016-10-21 14:42:00
368,-23.88,13.0846919016,2016-10-21 16:36:00,2016-10-21 14:42:00
369,-23.94,14.1178764249,2016-10-21 16:36:00,2016-10-21 14:42:00
370,-24.25,15.2892044303,2016-10-21 16:36:00,2016-10-21 14:42:00
371,-24.32,16.6414033762,2016-10-21 16:36:00,2016-10-21 14:42:00
372,-24.38,18.2407152779,2016-10-21 16:36:00,2016-10-21 14:42:00
373,-24.52,20.1981148508,2016-10-21 16:36:00,2016-10-21 14:42:00
374,-24.54,22.7216418022,2016-10-21 16:36:00,2016-10-21 14:42:00
375,-24.72,26.2783532768,2016-10-21 16:36:00,2016-10-21 14:42:00
376,-25.0,32.3585917028,2016-10-21 16:36:00,2016-10-21 14:42:00
377,,,2016-10-21 16:36:00,2016-10-21 14:42:00
378,-19.0,0.22208603495,2016-10-21 16:36:00,2016-10-21 14:42:00
379,-19.4,0.449941178838,2016-10-21 16:36:00,2016-10-21 14:42:00
380,-20.43,0.683873170787,2016-10-21 16:36:00,2016-10-21 14:42:00
381,-20.78,0.92421504963,2016-10-21 16:36:00,2016-10-21 14:42:00
382,-21.26,1.17132800548,2016-10-21 16:36:00,2016-10-21 14:42:00
383,-21.28,1.42560464472,2016-10-21 16:36:00,2016-10-21 14:42:00
384,-21.37,1.68747274252,2016-10-21 16:36:00,2016-10-21 14:42:00
385,-21.55,1.95739957293,2016-10-21 16:36:00,2016-10-21 14:42:00
386,-21.74,2.52352695133,2016-10-21 16:36:00,2016-10-21 14:42:00
387,-21.98,2.82090898357,2016-10-21 16:36:00,2016-10-21 14:42:00
388,-22.0,3.12872757841,2016-10-21 16:36:00,2016-10-21 14:42:00
389,-22.13,3.44774200096,2016-10-21 16:36:00,2016-10-21 14:42:00
390,-22.23,3.77879750958,2016-10-21 16:36:00,2016-10-21 14:42:00
391,-22.37,4.12283885303,2016-10-21 16:36:00,2016-10-21 14:42:00
392,-22.39,4.48092652426,2016-10-21 16:36:00,2016-10-21 14:42:00
393,-22.48,5.24418421715,2016-10-21 16:36:00,2016-10-21 14:42:00
394,-22.51,5.65225452974,2016-10-21 16:36:00,2016-10-21 14:42:00
395,-22.83,6.08023842596,2016-10-21 16:36:00,2016-10-21 14:42:00
396,-22.99,6.5301796048,2016-10-21 16:36:00,2016-10-21 14:42:00
397,-23.03,7.00445347559,2016-10-21 16:36:00,2016-10-21 14:42:00
398,-23.08,7.50584307068,2016-10-21 16:36:00,2016-10-21 14:42:00
399,-23.14,8.0376379989,2016-10-21 16:36:00,2016-10-21 14:42:00
400,-23.48,8.6037653773,2016-10-21 16:36:00,2016-10-21 14:42:00
401,-23.55,9.20896600437,2016-10-21 16:36:00,2016-10-21 14:42:00
402,-23.61,9.85903593555,2016-10-21 16:36:00,2016-10-21 14:42:00
403,-23.62,10.5611649502,2016-10-21 16:36:00,2016-10-21 14:42:00
404,-23.78,11.3244226431,2016-10-21 16:36:00,2016-10-21 14:42:00
405,-23.84,12.1604768519,2016-10-21 16:36:00,2016-10-21 14:42:00
406,-23.88,13.0846919016,2016-10-21 16:36:00,2016-10-21 14:42:00
407,-23.94,14.1178764249,2016-10-21 16:36:00,2016-10-21 14:42:00
408,-24.25,15.2892044303,2016-10-21 16:36:00,2016-10-21 14:42:00
409,-24.32,16.6414033762,2016-10-21 16:36:00,2016-10-21 14:42:00
410,-24.38,18.2407152779,2016-10-21 16:36:00,2016-10-21 14:42:00
411,-24.52,20.1981148508,2016-10-21 16:36:00,2016-10-21 14:42:00
412,-24.54,22.7216418022,2016-10-21 16:36:00,2016-10-21 14:42:00
413,-24.72,26.2783532768,2016-10-21 16:36:00,2016-10-21 14:42:00
414,-25.0,32.3585917028,2016-10-21 16:36:00,2016-10-21 14:42:00
415,,,2016-10-20 16:00:00,2016-10-20 13:45:00
416,-14.74,0.202955364356,2016-10-20 16:00:00,2016-10-20 13:45:00
417,-20.71,0.411628527073,2016-10-20 16:00:00,2016-10-20 13:45:00
418,-22.23,0.62635102243,2016-10-20 16:00:00,2016-10-20 13:45:00
419,-22.61,0.847484082798,2016-10-20 16:00:00,2016-10-20 13:45:00
420,-22.97,1.31059783822,2016-10-20 16:00:00,2016-10-20 13:45:00
421,-23.12,1.55348541468,2016-10-20 16:00:00,2016-10-20 13:45:00
422,-23.31,2.06454372199,2016-10-20 16:00:00,2016-10-20 13:45:00
423,-23.38,2.61349166387,2016-10-20 16:00:00,2016-10-20 13:45:00
424,-23.52,2.90401546501,2016-10-20 16:00:00,2016-10-20 13:45:00
425,-23.7,3.2064006096,2016-10-20 16:00:00,2016-10-20 13:45:00
426,-23.76,3.85092932804,2016-10-20 16:00:00,2016-10-20 13:45:00
427,-23.83,4.55693065993,2016-10-20 16:00:00,2016-10-20 13:45:00
428,-23.92,4.93688098872,2016-10-20 16:00:00,2016-10-20 13:45:00
429,-24.09,5.33737892406,2016-10-20 16:00:00,2016-10-20 13:45:00
430,-24.24,5.76077458213,2016-10-20 16:00:00,2016-10-20 13:45:00
431,-24.3,6.20984585485,2016-10-20 16:00:00,2016-10-20 13:45:00
432,-24.36,6.68790897439,2016-10-20 16:00:00,2016-10-20 13:45:00
433,-24.58,7.74791522358,2016-10-20 16:00:00,2016-10-20 13:45:00
434,-24.78,8.34082416931,2016-10-20 16:00:00,2016-10-20 13:45:00
435,-24.88,8.98535288775,2016-10-20 16:00:00,2016-10-20 13:45:00
436,-25.11,9.69135421963,2016-10-20 16:00:00,2016-10-20 13:45:00
437,-25.26,10.4718024838,2016-10-20 16:00:00,2016-10-20 13:45:00
438,-25.3,12.3333908414,2016-10-20 16:00:00,2016-10-20 13:45:00
439,-25.6,14.8257777793,2016-10-20 16:00:00,2016-10-20 13:45:00
440,-25.96,16.4786929743,2016-10-20 16:00:00,2016-10-20 13:45:00
441,-26.37,18.6096712887,2016-10-20 16:00:00,2016-10-20 13:45:00
442,-26.44,21.613116534,2016-10-20 16:00:00,2016-10-20 13:45:00
443,-26.51,26.7475400937,2016-10-20 16:00:00,2016-10-20 13:45:00
444,,,2016-10-11 16:24:00,2016-10-11 14:10:00
445,-19.1,0.216324902039,2016-10-11 16:24:00,2016-10-11 14:10:00
446,-20.17,0.439108209126,2016-10-11 16:24:00,2016-10-11 14:10:00
447,-20.89,0.668747452908,2016-10-11 16:24:00,2016-10-11 14:10:00
448,-21.29,0.905678037345,2016-10-11 16:24:00,2016-10-11 14:10:00
449,-22.09,1.66525038294,2016-10-11 16:24:00,2016-10-11 14:10:00
450,-22.15,1.93665071258,2016-10-11 16:24:00,2016-10-11 14:10:00
451,-22.23,2.21829495125,2016-10-11 16:24:00,2016-10-11 14:10:00
452,-22.33,2.51098684046,2016-10-11 16:24:00,2016-10-11 14:10:00
453,-22.35,2.81562859061,2016-10-11 16:24:00,2016-10-11 14:10:00
454,-23.13,3.13323765343,2016-10-11 16:24:00,2016-10-11 14:10:00
455,-23.34,3.46496722486,2016-10-11 16:24:00,2016-10-11 14:10:00
456,-23.52,3.81213152064,2016-10-11 16:24:00,2016-10-11 14:10:00
457,-23.7,4.1762372234,2016-10-11 16:24:00,2016-10-11 14:10:00
458,-24.04,4.55902300241,2016-10-11 16:24:00,2016-10-11 14:10:00
459,-24.09,4.96250972831,2016-10-11 16:24:00,2016-10-11 14:10:00
460,-24.5,5.38906505547,2016-10-11 16:24:00,2016-10-11 14:10:00
461,-24.54,5.84148760634,2016-10-11 16:24:00,2016-10-11 14:10:00
462,-24.59,6.3231183611,2016-10-11 16:24:00,2016-10-11 14:10:00
463,-24.66,6.83799053637,2016-10-11 16:24:00,2016-10-11 14:10:00
464,-24.71,7.39103510469,2016-10-11 16:24:00,2016-10-11 14:10:00
465,-24.73,7.98836874404,2016-10-11 16:24:00,2016-10-11 14:10:00
466,-24.8,8.63770737829,2016-10-11 16:24:00,2016-10-11 14:10:00
467,-24.84,9.34897737683,2016-10-11 16:24:00,2016-10-11 14:10:00
468,-24.95,11.0142277598,2016-10-11 16:24:00,2016-10-11 14:10:00
469,-25.01,12.0107306898,2016-10-11 16:24:00,2016-10-11 14:10:00
470,-25.31,13.1611088975,2016-10-11 16:24:00,2016-10-11 14:10:00
471,-25.35,14.5217175303,2016-10-11 16:24:00,2016-10-11 14:10:00
472,-25.46,16.1869679132,2016-10-11 16:24:00,2016-10-11 14:10:00
473,-25.81,18.3338490509,2016-10-11 16:24:00,2016-10-11 14:10:00
474,-25.84,21.3597080666,2016-10-11 16:24:00,2016-10-11 14:10:00
475,-25.88,26.5324482201,2016-10-11 16:24:00,2016-10-11 14:10:00
476,,,2016-10-11 16:24:00,2016-10-11 14:10:00
477,-19.1,0.216324902039,2016-10-11 16:24:00,2016-10-11 14:10:00
478,-20.17,0.439108209126,2016-10-11 16:24:00,2016-10-11 14:10:00
479,-20.89,0.668747452908,2016-10-11 16:24:00,2016-10-11 14:10:00
480,-21.29,0.905678037345,2016-10-11 16:24:00,2016-10-11 14:10:00
481,-22.09,1.66525038294,2016-10-11 16:24:00,2016-10-11 14:10:00
482,-22.15,1.93665071258,2016-10-11 16:24:00,2016-10-11 14:10:00
483,-22.23,2.21829495125,2016-10-11 16:24:00,2016-10-11 14:10:00
484,-22.33,2.51098684046,2016-10-11 16:24:00,2016-10-11 14:10:00
485,-22.35,2.81562859061,2016-10-11 16:24:00,2016-10-11 14:10:00
486,-23.13,3.13323765343,2016-10-11 16:24:00,2016-10-11 14:10:00
487,-23.34,3.46496722486,2016-10-11 16:24:00,2016-10-11 14:10:00
488,-23.52,3.81213152064,2016-10-11 16:24:00,2016-10-11 14:10:00
489,-23.7,4.1762372234,2016-10-11 16:24:00,2016-10-11 14:10:00
490,-24.04,4.55902300241,2016-10-11 16:24:00,2016-10-11 14:10:00
491,-24.09,4.96250972831,2016-10-11 16:24:00,2016-10-11 14:10:00
492,-24.5,5.38906505547,2016-10-11 16:24:00,2016-10-11 14:10:00
493,-24.54,5.84148760634,2016-10-11 16:24:00,2016-10-11 14:10:00
494,-24.59,6.3231183611,2016-10-11 16:24:00,2016-10-11 14:10:00
495,-24.66,6.83799053637,2016-10-11 16:24:00,2016-10-11 14:10:00
496,-24.71,7.39103510469,2016-10-11 16:24:00,2016-10-11 14:10:00
497,-24.73,7.98836874404,2016-10-11 16:24:00,2016-10-11 14:10:00
498,-24.8,8.63770737829,2016-10-11 16:24:00,2016-10-11 14:10:00
499,-24.84,9.34897737683,2016-10-11 16:24:00,2016-10-11 14:10:00
500,-24.95,11.0142277598,2016-10-11 16:24:00,2016-10-11 14:10:00
501,-25.01,12.0107306898,2016-10-11 16:24:00,2016-10-11 14:10:00
502,-25.31,13.1611088975,2016-10-11 16:24:00,2016-10-11 14:10:00
503,-25.35,14.5217175303,2016-10-11 16:24:00,2016-10-11 14:10:00
504,-25.46,16.1869679132,2016-10-11 16:24:00,2016-10-11 14:10:00
505,-25.81,18.3338490509,2016-10-11 16:24:00,2016-10-11 14:10:00
506,-25.84,21.3597080666,2016-10-11 16:24:00,2016-10-11 14:10:00
507,-25.88,26.5324482201,2016-10-11 16:24:00,2016-10-11 14:10:00
508,,,2016-10-10 16:36:00,2016-10-10 11:29:00
509,-19.91,0.0944219442125,2016-10-10 16:36:00,2016-10-10 11:29:00
510,-20.63,0.191662866524,2016-10-10 16:36:00,2016-10-10 11:29:00
511,-20.89,0.291896282377,2016-10-10 16:36:00,2016-10-10 11:29:00
512,-21.15,0.395312237799,2016-10-10 16:36:00,2016-10-10 11:29:00
513,-21.21,0.502119478265,2016-10-10 16:36:00,2016-10-10 11:29:00
514,-21.27,0.612547985352,2016-10-10 16:36:00,2016-10-10 11:29:00
515,-21.35,0.726851958678,2016-10-10 16:36:00,2016-10-10 11:29:00
516,-21.36,0.845313340342,2016-10-10 16:36:00,2016-10-10 11:29:00
517,-21.43,0.968246004782,2016-10-10 16:36:00,2016-10-10 11:29:00
518,-21.61,1.09600077075,2016-10-10 16:36:00,2016-10-10 11:29:00
519,-21.75,1.22897143694,2016-10-10 16:36:00,2016-10-10 11:29:00
520,-21.94,1.66392711324,2016-10-10 16:36:00,2016-10-10 11:29:00
521,-21.98,1.82285272943,2016-10-10 16:36:00,2016-10-10 11:29:00
522,-22.0,1.98993186424,2016-10-10 16:36:00,2016-10-10 11:29:00
523,-22.06,2.16604659151,2016-10-10 16:36:00,2016-10-10 11:29:00
524,-22.24,2.35223034995,2016-10-10 16:36:00,2016-10-10 11:29:00
525,-22.28,2.54970468811,2016-10-10 16:36:00,2016-10-10 11:29:00
526,-22.34,2.759927884,2016-10-10 16:36:00,2016-10-10 11:29:00
527,-22.49,2.98466036441,2016-10-10 16:36:00,2016-10-10 11:29:00
528,-22.8,3.22605441051,2016-10-10 16:36:00,2016-10-10 11:29:00
529,-22.93,3.48677984268,2016-10-10 16:36:00,2016-10-10 11:29:00
530,-23.04,3.77020452342,2016-10-10 16:36:00,2016-10-10 11:29:00
531,-23.11,4.42385499724,2016-10-10 16:36:00,2016-10-10 11:29:00
532,-23.19,4.80751309384,2016-10-10 16:36:00,2016-10-10 11:29:00
533,-23.23,5.24246877014,2016-10-10 16:36:00,2016-10-10 11:29:00
534,-23.69,5.74458824841,2016-10-10 16:36:00,2016-10-10 11:29:00
535,-24.04,6.3384695409,2016-10-10 16:36:00,2016-10-10 11:29:00
536,-24.14,8.00239665414,2016-10-10 16:36:00,2016-10-10 11:29:00
537,-24.61,9.32312990531,2016-10-10 16:36:00,2016-10-10 11:29:00
538,-24.8,11.580938311,2016-10-10 16:36:00,2016-10-10 11:29:00
539,,,2016-10-03 13:59:00,2016-10-03 10:20:00
540,-18.91,0.14972521837,2016-10-03 13:59:00,2016-10-03 10:20:00
541,-20.18,0.304526824195,2016-10-03 13:59:00,2016-10-03 10:20:00
542,-21.02,0.630823463383,2016-10-03 13:59:00,2016-10-03 10:20:00
543,-21.17,0.803153728145,2016-10-03 13:59:00,2016-10-03 10:20:00
544,-21.18,0.982243742543,2016-10-03 13:59:00,2016-10-03 10:20:00
545,-21.39,1.16864554401,2016-10-03 13:59:00,2016-10-03 10:20:00
546,-21.63,1.3629816829,2016-10-03 13:59:00,2016-10-03 10:20:00
547,-21.76,1.5659577677,2016-10-03 13:59:00,2016-10-03 10:20:00
548,-22.19,2.00116406818,2016-10-03 13:59:00,2016-10-03 10:20:00
549,-22.22,2.23538002429,2016-10-03 13:59:00,2016-10-03 10:20:00
550,-22.46,2.48226231319,2016-10-03 13:59:00,2016-10-03 10:20:00
551,-22.54,2.74325963666,2016-10-03 13:59:00,2016-10-03 10:20:00
552,-22.72,3.02008439381,2016-10-03 13:59:00,2016-10-03 10:20:00
553,-22.79,3.31478083737,2016-10-03 13:59:00,2016-10-03 10:20:00
554,-22.9,3.62981678023,2016-10-03 13:59:00,2016-10-03 10:20:00
555,-23.01,3.96820934714,2016-10-03 13:59:00,2016-10-03 10:20:00
556,-23.06,4.7310133867,2016-10-03 13:59:00,2016-10-03 10:20:00
557,-23.12,5.16621968717,2016-10-03 13:59:00,2016-10-03 10:20:00
558,-23.19,5.64731793219,2016-10-03 13:59:00,2016-10-03 10:20:00
559,-23.27,6.18514001281,2016-10-03 13:59:00,2016-10-03 10:20:00
560,-23.38,6.79487239922,2016-10-03 13:59:00,2016-10-03 10:20:00
561,-23.77,7.498756782,2016-10-03 13:59:00,2016-10-03 10:20:00
562,-23.89,8.33127530617,2016-10-03 13:59:00,2016-10-03 10:20:00
563,-24.13,9.3501956318,2016-10-03 13:59:00,2016-10-03 10:20:00
564,-24.18,10.663812401,2016-10-03 13:59:00,2016-10-03 10:20:00
565,-24.33,12.5152512508,2016-10-03 13:59:00,2016-10-03 10:20:00
566,-24.48,15.6803068698,2016-10-03 13:59:00,2016-10-03 10:20:00
567,,,2016-09-28 15:40:00,2016-09-28 13:34:00
568,-16.66,0.0709366104688,2016-09-28 15:40:00,2016-09-28 13:34:00
569,-17.46,0.144056225208,2016-09-28 15:40:00,2016-09-28 13:34:00
570,-20.11,0.219497481539,2016-09-28 15:40:00,2016-09-28 13:34:00
571,-20.22,0.297412657908,2016-09-28 15:40:00,2016-09-28 13:34:00
572,-20.28,0.377969524355,2016-09-28 15:40:00,2016-09-28 13:34:00
573,-20.39,0.461353517824,2016-09-28 15:40:00,2016-09-28 13:34:00
574,-20.44,0.547770313211,2016-09-28 15:40:00,2016-09-28 13:34:00
575,-20.49,0.637448879847,2016-09-28 15:40:00,2016-09-28 13:34:00
576,-20.55,0.730645137696,2016-09-28 15:40:00,2016-09-28 13:34:00
577,-20.73,0.827646360299,2016-09-28 15:40:00,2016-09-28 13:34:00
578,-20.92,0.928776515272,2016-09-28 15:40:00,2016-09-28 13:34:00
579,-21.22,1.03440279265,2016-09-28 15:40:00,2016-09-28 13:34:00
580,-21.4,1.14494365291,2016-09-28 15:40:00,2016-09-28 13:34:00
581,-21.56,1.38276196524,2016-09-28 15:40:00,2016-09-28 13:34:00
582,-21.64,1.51123649539,2016-09-28 15:40:00,2016-09-28 13:34:00
583,-21.69,1.64705631727,2016-09-28 15:40:00,2016-09-28 13:34:00
584,-21.79,1.79111254248,2016-09-28 15:40:00,2016-09-28 13:34:00
585,-21.88,1.94446897518,2016-09-28 15:40:00,2016-09-28 13:34:00
586,-21.96,2.10840983509,2016-09-28 15:40:00,2016-09-28 13:34:00
587,-22.08,2.47470267757,2016-09-28 15:40:00,2016-09-28 13:34:00
588,-22.15,2.68145910992,2016-09-28 15:40:00,2016-09-28 13:34:00
589,-22.16,3.15829281266,2016-09-28 15:40:00,2016-09-28 13:34:00
590,-22.2,3.43816885975,2016-09-28 15:40:00,2016-09-28 13:34:00
591,-22.56,3.75546615236,2016-09-28 15:40:00,2016-09-28 13:34:00
592,-22.69,4.55499147463,2016-09-28 15:40:00,2016-09-28 13:34:00
593,-22.81,5.08522517702,2016-09-28 15:40:00,2016-09-28 13:34:00
594,-22.85,5.76881531211,2016-09-28 15:40:00,2016-09-28 13:34:00
595,-23.37,6.73228149429,2016-09-28 15:40:00,2016-09-28 13:34:00
596,-23.45,8.37933781156,2016-09-28 15:40:00,2016-09-28 13:34:00
597,,,2016-09-26 15:00:00,2016-09-26 12:00:00
598,-14.26,0.152216523267,2016-09-26 15:00:00,2016-09-26 12:00:00
599,-21.07,0.308721395305,2016-09-26 15:00:00,2016-09-26 12:00:00
600,-21.29,0.469763266823,2016-09-26 15:00:00,2016-09-26 12:00:00
601,-21.31,0.635613062099,2016-09-26 15:00:00,2016-09-26 12:00:00
602,-21.45,0.806566721358,2016-09-26 15:00:00,2016-09-26 12:00:00
603,-22.09,0.982948378662,2016-09-26 15:00:00,2016-09-26 12:00:00
604,-22.19,1.16511406101,2016-09-26 15:00:00,2016-09-26 12:00:00
605,-22.48,1.35345601477,2016-09-26 15:00:00,2016-09-26 12:00:00
606,-22.59,1.54840779149,2016-09-26 15:00:00,2016-09-26 12:00:00
607,-22.71,1.75045025911,2016-09-26 15:00:00,2016-09-26 12:00:00
608,-22.78,1.9601187479,2016-09-26 15:00:00,2016-09-26 12:00:00
609,-22.82,2.17801159876,2016-09-26 15:00:00,2016-09-26 12:00:00
610,-22.93,2.4048004572,2016-09-26 15:00:00,2016-09-26 12:00:00
611,-23.01,2.64124275953,2016-09-26 15:00:00,2016-09-26 12:00:00
612,-23.11,3.41769799495,2016-09-26 15:00:00,2016-09-26 12:00:00
613,-23.17,3.70266074154,2016-09-26 15:00:00,2016-09-26 12:00:00
614,-23.3,4.3205809366,2016-09-26 15:00:00,2016-09-26 12:00:00
615,-23.34,4.65738439114,2016-09-26 15:00:00,2016-09-26 12:00:00
616,-23.39,5.01593173079,2016-09-26 15:00:00,2016-09-26 12:00:00
617,-23.46,5.39922546127,2016-09-26 15:00:00,2016-09-26 12:00:00
618,-23.8,5.81093641768,2016-09-26 15:00:00,2016-09-26 12:00:00
619,-23.84,6.73901466581,2016-09-26 15:00:00,2016-09-26 12:00:00
620,-24.03,7.26851566472,2016-09-26 15:00:00,2016-09-26 12:00:00
621,-24.16,7.85385186282,2016-09-26 15:00:00,2016-09-26 12:00:00
622,-24.23,8.50820206091,2016-09-26 15:00:00,2016-09-26 12:00:00
623,-24.78,9.25004313105,2016-09-26 15:00:00,2016-09-26 12:00:00
624,-24.8,10.1064357968,2016-09-26 15:00:00,2016-09-26 12:00:00
625,-25.16,11.1193333345,2016-09-26 15:00:00,2016-09-26 12:00:00
626,-25.26,12.3590197307,2016-09-26 15:00:00,2016-09-26 12:00:00
627,-25.37,13.9572534665,2016-09-26 15:00:00,2016-09-26 12:00:00
628,-25.45,20.0606550702,2016-09-26 15:00:00,2016-09-26 12:00:00
629,-19.36,0.0479497417429,2016-09-26 15:12:00,2016-09-26 12:11:00
630,-19.78,0.0973310285886,2016-09-26 15:12:00,2016-09-26 12:11:00
631,-20.3,0.148231975865,2016-09-26 15:12:00,2016-09-26 12:11:00
632,-20.3,0.200749093533,2016-09-26 15:12:00,2016-09-26 12:11:00
633,-20.43,0.254988387579,2016-09-26 15:12:00,2016-09-26 12:11:00
634,-20.58,0.3110666482,2016-09-26 15:12:00,2016-09-26 12:11:00
635,-20.71,0.369112964095,2016-09-26 15:12:00,2016-09-26 12:11:00
636,-20.91,0.429270512266,2016-09-26 15:12:00,2016-09-26 12:11:00
637,-21.05,0.491698685725,2016-09-26 15:12:00,2016-09-26 12:11:00
638,-21.53,0.556575638703,2016-09-26 15:12:00,2016-09-26 12:11:00
639,-21.57,0.624101351675,2016-09-26 15:12:00,2016-09-26 12:11:00
640,-21.57,0.694501349059,2016-09-26 15:12:00,2016-09-26 12:11:00
641,-21.7,0.768031243807,2016-09-26 15:12:00,2016-09-26 12:11:00
642,-21.76,0.844982339905,2016-09-26 15:12:00,2016-09-26 12:11:00
643,-21.83,0.925688602798,2016-09-26 15:12:00,2016-09-26 12:11:00
644,-21.99,1.0105354192,2016-09-26 15:12:00,2016-09-26 12:11:00
645,-21.99,1.09997072748,2016-09-26 15:12:00,2016-09-26 12:11:00
646,-22.08,1.19451933277,2016-09-26 15:12:00,2016-09-26 12:11:00
647,-22.16,1.29480156689,2016-09-26 15:12:00,2016-09-26 12:11:00
648,-22.2,1.40155797861,2016-09-26 15:12:00,2016-09-26 12:11:00
649,-22.37,1.51568255512,2016-09-26 15:12:00,2016-09-26 12:11:00
650,-22.49,1.63826827675,2016-09-26 15:12:00,2016-09-26 12:11:00
651,-22.49,1.7706709427,2016-09-26 15:12:00,2016-09-26 12:11:00
652,-22.49,1.91460083483,2016-09-26 15:12:00,2016-09-26 12:11:00
653,-22.49,2.07225819383,2016-09-26 15:12:00,2016-09-26 12:11:00
654,-22.66,2.24654031851,2016-09-26 15:12:00,2016-09-26 12:11:00
655,-22.82,2.44137115792,2016-09-26 15:12:00,2016-09-26 12:11:00
656,-22.93,2.66225214615,2016-09-26 15:12:00,2016-09-26 12:11:00
657,-22.99,2.91724053373,2016-09-26 15:12:00,2016-09-26 12:11:00
658,-23.09,3.21882778485,2016-09-26 15:12:00,2016-09-26 12:11:00
659,-23.09,3.58794074895,2016-09-26 15:12:00,2016-09-26 12:11:00
660,-23.68,4.06381012476,2016-09-26 15:12:00,2016-09-26 12:11:00
661,-23.8,4.73451033998,2016-09-26 15:12:00,2016-09-26 12:11:00
662,-24.62,5.881079931,2016-09-26 15:12:00,2016-09-26 12:11:00
663,-24.78,,2016-09-26 15:12:00,2016-09-26 12:11:00
664,-14.5,0.0779151763687,2016-09-26 17:34:00,2016-09-26 15:28:00
665,-18.92,0.158472042816,2016-09-26 17:34:00,2016-09-26 15:28:00
666,-20.03,0.241856036284,2016-09-26 17:34:00,2016-09-26 15:28:00
667,-20.08,0.328272831672,2016-09-26 17:34:00,2016-09-26 15:28:00
668,-20.18,0.417951398307,2016-09-26 17:34:00,2016-09-26 15:28:00
669,-20.45,0.511147656157,2016-09-26 17:34:00,2016-09-26 15:28:00
670,-20.73,0.60814887876,2016-09-26 17:34:00,2016-09-26 15:28:00
671,-20.73,0.709279033733,2016-09-26 17:34:00,2016-09-26 15:28:00
672,-21.21,0.814905311108,2016-09-26 17:34:00,2016-09-26 15:28:00
673,-21.32,0.925446171376,2016-09-26 17:34:00,2016-09-26 15:28:00
674,-21.59,1.04138135855,2016-09-26 17:34:00,2016-09-26 15:28:00
675,-21.7,1.1632644837,2016-09-26 17:34:00,2016-09-26 15:28:00
676,-21.86,1.29173901385,2016-09-26 17:34:00,2016-09-26 15:28:00
677,-21.86,1.42755883573,2016-09-26 17:34:00,2016-09-26 15:28:00
678,-22.21,1.57161506094,2016-09-26 17:34:00,2016-09-26 15:28:00
679,-22.26,1.72497149364,2016-09-26 17:34:00,2016-09-26 15:28:00
680,-22.51,1.88891235355,2016-09-26 17:34:00,2016-09-26 15:28:00
681,-22.63,2.06500771558,2016-09-26 17:34:00,2016-09-26 15:28:00
682,-22.76,2.25520519603,2016-09-26 17:34:00,2016-09-26 15:28:00
683,-23.16,2.46196162838,2016-09-26 17:34:00,2016-09-26 15:28:00
684,-23.18,2.68843767582,2016-09-26 17:34:00,2016-09-26 15:28:00
685,-23.62,2.93879533112,2016-09-26 17:34:00,2016-09-26 15:28:00
686,-23.64,3.21867137821,2016-09-26 17:34:00,2016-09-26 15:28:00
687,-23.82,3.53596867082,2016-09-26 17:34:00,2016-09-26 15:28:00
688,-24.0,3.9022615133,2016-09-26 17:34:00,2016-09-26 15:28:00
689,-24.03,4.33549399309,2016-09-26 17:34:00,2016-09-26 15:28:00
690,-24.08,4.86572769548,2016-09-26 17:34:00,2016-09-26 15:28:00
691,-24.5,5.54931783057,2016-09-26 17:34:00,2016-09-26 15:28:00
692,-24.51,6.51278401275,2016-09-26 17:34:00,2016-09-26 15:28:00
693,-24.67,8.15984033002,2016-09-26 17:34:00,2016-09-26 15:28:00
694,-24.7,,2016-09-26 17:34:00,2016-09-26 15:28:00
695,,,2016-09-26 17:21:00,2016-09-26 15:21:00
696,-16.28,0.25643048889,2016-09-26 17:21:00,2016-09-26 15:21:00
697,-18.62,0.521002974844,2016-09-26 17:21:00,2016-09-26 15:21:00
698,-18.69,0.794251498369,2016-09-26 17:21:00,2016-09-26 15:21:00
699,-18.91,1.076764429,2016-09-26 17:21:00,2016-09-26 15:21:00
700,-19.41,1.36919209409,2016-09-26 17:21:00,2016-09-26 15:21:00
701,-19.58,1.67225579552,2016-09-26 17:21:00,2016-09-26 15:21:00
702,-20.2,1.98675852871,2016-09-26 17:21:00,2016-09-26 15:21:00
703,-20.98,2.31359780499,2016-09-26 17:21:00,2016-09-26 15:21:00
