,T,INP,start,end
704,-21.39,2.65378109265,2016-09-26 17:21:00,2016-09-26 15:21:00
705,-21.52,3.00844454614,2016-09-26 17:21:00,2016-09-26 15:21:00
706,-21.57,3.3788759009,2016-09-26 17:21:00,2016-09-26 15:21:00
707,-21.66,3.76654269786,2016-09-26 17:21:00,2016-09-26 15:21:00
708,-21.8,4.17312739927,2016-09-26 17:21:00,2016-09-26 15:21:00
709,-21.88,4.60057151917,2016-09-26 17:21:00,2016-09-26 15:21:00
710,-21.93,5.05113169642,2016-09-26 17:21:00,2016-09-26 15:21:00
711,-21.99,5.52745181175,2016-09-26 17:21:00,2016-09-26 15:21:00
712,-22.05,6.03265699356,2016-09-26 17:21:00,2016-09-26 15:21:00
713,-22.07,6.57047800304,2016-09-26 17:21:00,2016-09-26 15:21:00
714,-22.16,7.14541859876,2016-09-26 17:21:00,2016-09-26 15:21:00
715,-22.3,7.76298503337,2016-09-26 17:21:00,2016-09-26 15:21:00
716,-22.66,8.43000759732,2016-09-26 17:21:00,2016-09-26 15:21:00
717,-22.85,9.15510240557,2016-09-26 17:21:00,2016-09-26 15:21:00
718,-22.92,11.8088834982,2016-09-26 17:21:00,2016-09-26 15:21:00
719,-23.18,12.9216451034,2016-09-26 17:21:00,2016-09-26 15:21:00
720,-23.19,14.206234102,2016-09-26 17:21:00,2016-09-26 15:21:00
721,-23.35,15.7255804086,2016-09-26 17:21:00,2016-09-26 15:21:00
722,-23.53,17.5851100029,2016-09-26 17:21:00,2016-09-26 15:21:00
723,-23.63,19.9824606067,2016-09-26 17:21:00,2016-09-26 15:21:00
724,-23.7,23.3613365076,2016-09-26 17:21:00,2016-09-26 15:21:00
725,-23.79,29.1375630122,2016-09-26 17:21:00,2016-09-26 15:21:00
726,,,2016-10-06 16:54:00,2016-10-06 14:24:00
727,-18.96,0.199019754331,2016-10-06 16:54:00,2016-10-06 14:24:00
728,-19.3,0.404164145443,2016-10-06 16:54:00,2016-10-06 14:24:00
729,-19.32,0.615822134207,2016-10-06 16:54:00,2016-10-06 14:24:00
730,-20.3,0.834420953027,2016-10-06 16:54:00,2016-10-06 14:24:00
731,-20.87,1.06043129753,2016-10-06 16:54:00,2016-10-06 14:24:00
732,-21.52,1.29437342961,2016-10-06 16:54:00,2016-10-06 14:24:00
733,-21.73,1.7884265773,2016-10-06 16:54:00,2016-10-06 14:24:00
734,-21.9,2.32204462845,2016-10-06 16:54:00,2016-10-06 14:24:00
735,-22.03,2.60577539125,2016-10-06 16:54:00,2016-10-06 14:24:00
736,-22.14,2.90212047505,2016-10-06 16:54:00,2016-10-06 14:24:00
737,-22.2,3.87947696966,2016-10-06 16:54:00,2016-10-06 14:24:00
738,-22.34,4.23992511147,2016-10-06 16:54:00,2016-10-06 14:24:00
739,-22.62,4.62098120373,2016-10-06 16:54:00,2016-10-06 14:24:00
740,-22.64,5.02514534918,2016-10-06 16:54:00,2016-10-06 14:24:00
741,-22.93,5.91535463334,2016-10-06 16:54:00,2016-10-06 14:24:00
742,-23.05,6.40940778103,2016-10-06 16:54:00,2016-10-06 14:24:00
743,-23.16,6.94302583219,2016-10-06 16:54:00,2016-10-06 14:24:00
744,-23.19,7.52310167879,2016-10-06 16:54:00,2016-10-06 14:24:00
745,-23.39,8.8609063152,2016-10-06 16:54:00,2016-10-06 14:24:00
746,-23.68,10.5363358371,2016-10-06 16:54:00,2016-10-06 14:24:00
747,-23.87,11.5640070359,2016-10-06 16:54:00,2016-10-06 14:24:00
748,-24.0,12.7794840812,2016-10-06 16:54:00,2016-10-06 14:24:00
749,-24.13,14.2671077566,2016-10-06 16:54:00,2016-10-06 14:24:00
750,-24.33,16.1849882397,2016-10-06 16:54:00,2016-10-06 14:24:00
751,-24.43,18.8880889604,2016-10-06 16:54:00,2016-10-06 14:24:00
752,-25.35,23.5090701641,2016-10-06 16:54:00,2016-10-06 14:24:00
753,-19.2,0.205144391112,2016-10-06 14:10:00,2016-10-06 11:40:00
754,-19.98,0.416802379876,2016-10-06 14:10:00,2016-10-06 11:40:00
755,-20.28,0.635401198695,2016-10-06 14:10:00,2016-10-06 11:40:00
756,-20.34,0.8614115432,2016-10-06 14:10:00,2016-10-06 11:40:00
757,-20.82,1.09535367528,2016-10-06 14:10:00,2016-10-06 11:40:00
758,-21.14,1.33780463641,2016-10-06 14:10:00,2016-10-06 11:40:00
759,-21.24,1.58940682297,2016-10-06 14:10:00,2016-10-06 11:40:00
760,-21.49,1.85087824399,2016-10-06 14:10:00,2016-10-06 11:40:00
761,-21.73,2.12302487412,2016-10-06 14:10:00,2016-10-06 11:40:00
762,-21.73,2.40675563692,2016-10-06 14:10:00,2016-10-06 11:40:00
763,-21.84,2.70310072072,2016-10-06 14:10:00,2016-10-06 11:40:00
764,-21.88,3.01323415829,2016-10-06 14:10:00,2016-10-06 11:40:00
765,-22.4,3.33850191942,2016-10-06 14:10:00,2016-10-06 11:40:00
766,-22.65,3.68045721533,2016-10-06 14:10:00,2016-10-06 11:40:00
767,-22.67,4.04090535714,2016-10-06 14:10:00,2016-10-06 11:40:00
768,-22.8,4.4219614494,2016-10-06 14:10:00,2016-10-06 11:40:00
769,-22.87,4.82612559484,2016-10-06 14:10:00,2016-10-06 11:40:00
770,-23.21,5.25638240243,2016-10-06 14:10:00,2016-10-06 11:40:00
771,-23.41,5.71633487901,2016-10-06 14:10:00,2016-10-06 11:40:00
772,-23.41,6.2103880267,2016-10-06 14:10:00,2016-10-06 11:40:00
773,-23.57,6.74400607786,2016-10-06 14:10:00,2016-10-06 11:40:00
774,-23.59,7.32408192445,2016-10-06 14:10:00,2016-10-06 11:40:00
775,-23.69,7.95948312315,2016-10-06 14:10:00,2016-10-06 11:40:00
776,-24.2,8.66188656087,2016-10-06 14:10:00,2016-10-06 11:40:00
777,-24.75,9.44710679858,2016-10-06 14:10:00,2016-10-06 11:40:00
778,-24.79,10.3373160827,2016-10-06 14:10:00,2016-10-06 11:40:00
779,-24.93,11.3649872816,2016-10-06 14:10:00,2016-10-06 11:40:00
780,-25.51,12.5804643269,2016-10-06 14:10:00,2016-10-06 11:40:00
781,-26.06,14.0680880023,2016-10-06 14:10:00,2016-10-06 11:40:00
782,-26.06,15.9859684853,2016-10-06 14:10:00,2016-10-06 11:40:00
783,-26.06,18.689069206,2016-10-06 14:10:00,2016-10-06 11:40:00
784,-26.41,23.3100504098,2016-10-06 14:10:00,2016-10-06 11:40:00
785,-26.43,,2016-10-06 14:10:00,2016-10-06 11:40:00
786,-14.93,0.159641514169,2016-10-18 13:52:00,2016-10-18 10:45:00
787,-16.03,0.324195838591,2016-10-18 13:52:00,2016-10-18 10:45:00
788,-18.99,0.493974973963,2016-10-18 13:52:00,2016-10-18 10:45:00
789,-19.69,0.669321620075,2016-10-18 13:52:00,2016-10-18 10:45:00
790,-20.51,0.850613340266,2016-10-18 13:52:00,2016-10-18 10:45:00
791,-20.59,1.0382674569,2016-10-18 13:52:00,2016-10-18 10:45:00
792,-20.9,1.2327468375,2016-10-18 13:52:00,2016-10-18 10:45:00
793,-20.99,1.43456677323,2016-10-18 13:52:00,2016-10-18 10:45:00
794,-20.99,1.64430320721,2016-10-18 13:52:00,2016-10-18 10:45:00
795,-21.16,1.86260264315,2016-10-18 13:52:00,2016-10-18 10:45:00
796,-21.24,2.0901941641,2016-10-18 13:52:00,2016-10-18 10:45:00
797,-21.32,2.32790412437,2016-10-18 13:52:00,2016-10-18 10:45:00
798,-21.35,2.57667426146,2016-10-18 13:52:00,2016-10-18 10:45:00
799,-21.6,2.83758423028,2016-10-18 13:52:00,2016-10-18 10:45:00
800,-21.6,3.11187992219,2016-10-18 13:52:00,2016-10-18 10:45:00
801,-21.6,3.4010094477,2016-10-18 13:52:00,2016-10-18 10:45:00
802,-21.82,3.70666941476,2016-10-18 13:52:00,2016-10-18 10:45:00
803,-21.9,4.03086525335,2016-10-18 13:52:00,2016-10-18 10:45:00
804,-21.9,4.37599103483,2016-10-18 13:52:00,2016-10-18 10:45:00
805,-22.09,4.74493687166,2016-10-18 13:52:00,2016-10-18 10:45:00
806,-22.19,5.14123618799,2016-10-18 13:52:00,2016-10-18 10:45:00
807,-22.25,5.5692720579,2016-10-18 13:52:00,2016-10-18 10:45:00
808,-22.29,6.03457353913,2016-10-18 13:52:00,2016-10-18 10:45:00
809,-22.29,6.54425364504,2016-10-18 13:52:00,2016-10-18 10:45:00
810,-22.35,7.10767886246,2016-10-18 13:52:00,2016-10-18 10:45:00
811,-22.4,7.73753466811,2016-10-18 13:52:00,2016-10-18 10:45:00
812,-22.49,8.45160628642,2016-10-18 13:52:00,2016-10-18 10:45:00
813,-22.59,9.27594147266,2016-10-18 13:52:00,2016-10-18 10:45:00
814,-22.8,10.2509230598,2016-10-18 13:52:00,2016-10-18 10:45:00
815,-23.15,11.4442040829,2016-10-18 13:52:00,2016-10-18 10:45:00
816,-23.31,12.9826108874,2016-10-18 13:52:00,2016-10-18 10:45:00
817,-23.31,15.1508734976,2016-10-18 13:52:00,2016-10-18 10:45:00
818,-23.79,18.8575429124,2016-10-18 13:52:00,2016-10-18 10:45:00
819,-23.87,,2016-10-18 13:52:00,2016-10-18 10:45:00
820,,,2016-10-18 13:52:00,2016-10-18 10:45:00
821,-14.93,0.159641514169,2016-10-18 13:52:00,2016-10-18 10:45:00
822,-16.03,0.324195838591,2016-10-18 13:52:00,2016-10-18 10:45:00
823,-18.99,0.493974973963,2016-10-18 13:52:00,2016-10-18 10:45:00
824,-19.69,0.669321620075,2016-10-18 13:52:00,2016-10-18 10:45:00
825,-20.51,0.850613340266,2016-10-18 13:52:00,2016-10-18 10:45:00
826,-20.59,1.0382674569,2016-10-18 13:52:00,2016-10-18 10:45:00
827,-20.9,1.2327468375,2016-10-18 13:52:00,2016-10-18 10:45:00
828,-20.99,1.64430320721,2016-10-18 13:52:00,2016-10-18 10:45:00
829,-21.16,1.86260264315,2016-10-18 13:52:00,2016-10-18 10:45:00
830,-21.24,2.0901941641,2016-10-18 13:52:00,2016-10-18 10:45:00
831,-21.32,2.32790412437,2016-10-18 13:52:00,2016-10-18 10:45:00
832,-21.35,2.57667426146,2016-10-18 13:52:00,2016-10-18 10:45:00
833,-21.6,3.4010094477,2016-10-18 13:52:00,2016-10-18 10:45:00
834,-21.82,3.70666941476,2016-10-18 13:52:00,2016-10-18 10:45:00
835,-21.9,4.37599103483,2016-10-18 13:52:00,2016-10-18 10:45:00
836,-22.09,4.74493687166,2016-10-18 13:52:00,2016-10-18 10:45:00
837,-22.19,5.14123618799,2016-10-18 13:52:00,2016-10-18 10:45:00
838,-22.25,5.5692720579,2016-10-18 13:52:00,2016-10-18 10:45:00
839,-22.29,6.54425364504,2016-10-18 13:52:00,2016-10-18 10:45:00
840,-22.35,7.10767886246,2016-10-18 13:52:00,2016-10-18 10:45:00
841,-22.4,7.73753466811,2016-10-18 13:52:00,2016-10-18 10:45:00
842,-22.49,8.45160628642,2016-10-18 13:52:00,2016-10-18 10:45:00
843,-22.59,9.27594147266,2016-10-18 13:52:00,2016-10-18 10:45:00
844,-22.8,10.2509230598,2016-10-18 13:52:00,2016-10-18 10:45:00
845,-23.15,11.4442040829,2016-10-18 13:52:00,2016-10-18 10:45:00
846,-23.31,15.1508734976,2016-10-18 13:52:00,2016-10-18 10:45:00
847,-23.79,18.8575429124,2016-10-18 13:52:00,2016-10-18 10:45:00
848,-20.35,0.220398736216,2016-09-30 16:21:00,2016-09-30 14:21:00
849,-20.77,0.446836539424,2016-09-30 16:21:00,2016-09-30 14:21:00
850,-21.42,0.679653704438,2016-09-30 16:21:00,2016-09-30 14:21:00
851,-21.58,0.919220124878,2016-09-30 16:21:00,2016-09-30 14:21:00
852,-22.87,1.16593882859,2016-09-30 16:21:00,2016-09-30 14:21:00
853,-23.26,1.42025005725,2016-09-30 16:21:00,2016-09-30 14:21:00
854,-23.28,1.68263599373,2016-09-30 16:21:00,2016-09-30 14:21:00
855,-23.56,1.95362626499,2016-09-30 16:21:00,2016-09-30 14:21:00
856,-23.6,2.23380437802,2016-09-30 16:21:00,2016-09-30 14:21:00
857,-23.64,2.52381528555,2016-09-30 16:21:00,2016-09-30 14:21:00
858,-23.66,2.82437432828,2016-09-30 16:21:00,2016-09-30 14:21:00
859,-23.66,3.13627786533,2016-09-30 16:21:00,2016-09-30 14:21:00
860,-23.71,3.46041599056,2016-09-30 16:21:00,2016-09-30 14:21:00
861,-23.71,3.7977878461,2016-09-30 16:21:00,2016-09-30 14:21:00
862,-24.03,4.14952019667,2016-09-30 16:21:00,2016-09-30 14:21:00
863,-24.03,4.51689013527,2016-09-30 16:21:00,2016-09-30 14:21:00
864,-24.09,4.9013530744,2016-09-30 16:21:00,2016-09-30 14:21:00
865,-24.3,5.30457757167,2016-09-30 16:21:00,2016-09-30 14:21:00
866,-24.39,5.72848909554,2016-09-30 16:21:00,2016-09-30 14:21:00
867,-24.44,6.17532563496,2016-09-30 16:21:00,2016-09-30 14:21:00
868,-24.53,6.64770922041,2016-09-30 16:21:00,2016-09-30 14:21:00
869,-24.66,7.14873915278,2016-09-30 16:21:00,2016-09-30 14:21:00
870,-24.68,7.68211536053,2016-09-30 16:21:00,2016-09-30 14:21:00
871,-24.83,8.25230438108,2016-09-30 16:21:00,2016-09-30 14:21:00
872,-24.95,8.86476696087,2016-09-30 16:21:00,2016-09-30 14:21:00
873,-24.95,9.52627694164,2016-09-30 16:21:00,2016-09-30 14:21:00
874,-25.09,10.2453792308,2016-09-30 16:21:00,2016-09-30 14:21:00
875,-25.21,11.0330666672,2016-09-30 16:21:00,2016-09-30 14:21:00
876,-25.29,11.9038147305,2016-09-30 16:21:00,2016-09-30 14:21:00
877,-25.32,12.8772282483,2016-09-30 16:21:00,2016-09-30 14:21:00
878,-25.39,13.9807934766,2016-09-30 16:21:00,2016-09-30 14:21:00
879,-25.39,15.2547660372,2016-09-30 16:21:00,2016-09-30 14:21:00
880,-25.39,16.7615557627,2016-09-30 16:21:00,2016-09-30 14:21:00
881,-25.51,18.6057173439,2016-09-30 16:21:00,2016-09-30 14:21:00
882,-25.6,20.9832551327,2016-09-30 16:21:00,2016-09-30 14:21:00
883,-26.88,24.3342064394,2016-09-30 16:21:00,2016-09-30 14:21:00
884,-26.88,30.0626955349,2016-09-30 16:21:00,2016-09-30 14:21:00
885,-27.32,,2016-09-30 16:21:00,2016-09-30 14:21:00
886,-16.28,0.25643048889,2016-09-26 17:21:00,2016-09-26 15:21:00
887,-18.62,0.521002974844,2016-09-26 17:21:00,2016-09-26 15:21:00
888,-18.69,0.794251498369,2016-09-26 17:21:00,2016-09-26 15:21:00
889,-18.91,1.076764429,2016-09-26 17:21:00,2016-09-26 15:21:00
890,-19.41,1.36919209409,2016-09-26 17:21:00,2016-09-26 15:21:00
891,-19.58,1.67225579552,2016-09-26 17:21:00,2016-09-26 15:21:00
892,-20.2,1.98675852871,2016-09-26 17:21:00,2016-09-26 15:21:00
893,-20.98,2.31359780499,2016-09-26 17:21:00,2016-09-26 15:21:00
894,-21.39,2.65378109265,2016-09-26 17:21:00,2016-09-26 15:21:00
895,-21.52,3.00844454614,2016-09-26 17:21:00,2016-09-26 15:21:00
896,-21.57,3.3788759009,2016-09-26 17:21:00,2016-09-26 15:21:00
897,-21.66,3.76654269786,2016-09-26 17:21:00,2016-09-26 15:21:00
898,-21.8,4.17312739927,2016-09-26 17:21:00,2016-09-26 15:21:00
899,-21.88,4.60057151917,2016-09-26 17:21:00,2016-09-26 15:21:00
900,-21.93,5.05113169642,2016-09-26 17:21:00,2016-09-26 15:21:00
901,-21.99,5.52745181175,2016-09-26 17:21:00,2016-09-26 15:21:00
902,-22.05,6.03265699356,2016-09-26 17:21:00,2016-09-26 15:21:00
903,-22.07,6.57047800304,2016-09-26 17:21:00,2016-09-26 15:21:00
904,-22.16,7.14541859876,2016-09-26 17:21:00,2016-09-26 15:21:00
905,-22.3,7.76298503337,2016-09-26 17:21:00,2016-09-26 15:21:00
906,-22.66,8.43000759732,2016-09-26 17:21:00,2016-09-26 15:21:00
907,-22.85,9.15510240557,2016-09-26 17:21:00,2016-09-26 15:21:00
908,-22.92,9.94935390394,2016-09-26 17:21:00,2016-09-26 15:21:00
909,-22.92,10.8273582011,2016-09-26 17:21:00,2016-09-26 15:21:00
910,-22.92,11.8088834982,2016-09-26 17:21:00,2016-09-26 15:21:00
911,-23.18,12.9216451034,2016-09-26 17:21:00,2016-09-26 15:21:00
912,-23.19,14.206234102,2016-09-26 17:21:00,2016-09-26 15:21:00
913,-23.35,15.7255804086,2016-09-26 17:21:00,2016-09-26 15:21:00
914,-23.53,17.5851100029,2016-09-26 17:21:00,2016-09-26 15:21:00
915,-23.63,19.9824606067,2016-09-26 17:21:00,2016-09-26 15:21:00
916,-23.7,23.3613365076,2016-09-26 17:21:00,2016-09-26 15:21:00
917,-23.79,29.1375630122,2016-09-26 17:21:00,2016-09-26 15:21:00
918,-23.97,,2016-09-26 17:21:00,2016-09-26 15:21:00
919,-17.92,0.48149940564,2016-10-05 12:18:00,2016-10-05 11:16:00
920,-20.65,0.97781648091,2016-10-05 12:18:00,2016-10-05 11:16:00
921,-21.26,1.48989226018,2016-10-05 12:18:00,2016-10-05 11:16:00
922,-21.48,2.01876037023,2016-10-05 12:18:00,2016-10-05 11:16:00
923,-21.75,2.5655595908,2016-10-05 12:18:00,2016-10-05 11:16:00
924,-21.91,3.13154862002,2016-10-05 12:18:00,2016-10-05 11:16:00
925,-22.16,3.718123526,2016-10-05 12:18:00,2016-10-05 11:16:00
926,-22.23,4.32683849346,2016-10-05 12:18:00,2016-10-05 11:16:00
927,-22.38,4.9594306411,2016-10-05 12:18:00,2016-10-05 11:16:00
928,-22.59,5.61784990755,2016-10-05 12:18:00,2016-10-05 11:16:00
929,-22.83,6.3042953014,2016-10-05 12:18:00,2016-10-05 11:16:00
930,-22.92,7.02125921384,2016-10-05 12:18:00,2016-10-05 11:16:00
931,-23.01,7.77158204666,2016-10-05 12:18:00,2016-10-05 11:16:00
932,-23.04,8.55852017842,2016-10-05 12:18:00,2016-10-05 11:16:00
933,-23.12,9.38583137822,2016-10-05 12:18:00,2016-10-05 11:16:00
934,-23.12,10.2578833342,2016-10-05 12:18:00,2016-10-05 11:16:00
935,-23.37,11.1797932348,2016-10-05 12:18:00,2016-10-05 11:16:00
936,-23.52,12.1576097157,2016-10-05 12:18:00,2016-10-05 11:16:00
937,-23.61,13.1985536051,2016-10-05 12:18:00,2016-10-05 11:16:00
938,-23.71,14.3113418549,2016-10-05 12:18:00,2016-10-05 11:16:00
939,-23.93,15.5066317283,2016-10-05 12:18:00,2016-10-05 11:16:00
940,-24.0,16.7976431424,2016-10-05 12:18:00,2016-10-05 11:16:00
941,-24.01,18.2010524487,2016-10-05 12:18:00,2016-10-05 11:16:00
942,-24.09,19.7383134133,2016-10-05 12:18:00,2016-10-05 11:16:00
943,-24.26,21.437676569,2016-10-05 12:18:00,2016-10-05 11:16:00
944,-24.4,23.3374029506,2016-10-05 12:18:00,2016-10-05 11:16:00
945,-24.53,25.4911350897,2016-10-05 12:18:00,2016-10-05 11:16:00
946,-24.61,27.9774363772,2016-10-05 12:18:00,2016-10-05 11:16:00
947,-24.77,30.9181066481,2016-10-05 12:18:00,2016-10-05 11:16:00
948,-24.88,34.5171961854,2016-10-05 12:18:00,2016-10-05 11:16:00
949,-24.98,39.1572296121,2016-10-05 12:18:00,2016-10-05 11:16:00
950,-25.19,45.6969894203,2016-10-05 12:18:00,2016-10-05 11:16:00
951,-25.6,56.8767826551,2016-10-05 12:18:00,2016-10-05 11:16:00
952,-26.02,,2016-10-05 12:18:00,2016-10-05 11:16:00
953,-17.77,0.160480048406,2016-10-17 17:11:00,2016-10-17 15:10:00
954,-18.04,0.324138125234,2016-10-17 17:11:00,2016-10-17 15:10:00
955,-18.08,0.491102648519,2016-10-17 17:11:00,2016-10-17 15:10:00
956,-18.1,0.661509980773,2016-10-17 17:11:00,2016-10-17 15:10:00
957,-18.81,0.83550509811,2016-10-17 17:11:00,2016-10-17 15:10:00
958,-19.06,1.01324233134,2016-10-17 17:11:00,2016-10-17 15:10:00
959,-19.14,1.19488618852,2016-10-17 17:11:00,2016-10-17 15:10:00
960,-19.15,1.38061226994,2016-10-17 17:11:00,2016-10-17 15:10:00
961,-19.3,1.57060828833,2016-10-17 17:11:00,2016-10-17 15:10:00
962,-19.33,1.76507520907,2016-10-17 17:11:00,2016-10-17 15:10:00
963,-19.81,1.96422852791,2016-10-17 17:11:00,2016-10-17 15:10:00
964,-19.81,2.16829970634,2016-10-17 17:11:00,2016-10-17 15:10:00
965,-19.84,2.37753778886,2016-10-17 17:11:00,2016-10-17 15:10:00
966,-19.88,2.59221123021,2016-10-17 17:11:00,2016-10-17 15:10:00
967,-19.92,2.81260996642,2016-10-17 17:11:00,2016-10-17 15:10:00
968,-20.06,3.03904776963,2016-10-17 17:11:00,2016-10-17 15:10:00
969,-20.06,3.27186493464,2016-10-17 17:11:00,2016-10-17 15:10:00
970,-20.17,3.51143135508,2016-10-17 17:11:00,2016-10-17 15:10:00
971,-20.26,3.7581500588,2016-10-17 17:11:00,2016-10-17 15:10:00
972,-20.3,4.01246128745,2016-10-17 17:11:00,2016-10-17 15:10:00
973,-20.45,4.27484722394,2016-10-17 17:11:00,2016-10-17 15:10:00
974,-20.45,4.5458374952,2016-10-17 17:11:00,2016-10-17 15:10:00
975,-20.48,4.82601560822,2016-10-17 17:11:00,2016-10-17 15:10:00
976,-20.58,5.11602651575,2016-10-17 17:11:00,2016-10-17 15:10:00
977,-20.59,5.41658555849,2016-10-17 17:11:00,2016-10-17 15:10:00
978,-20.61,5.72848909554,2016-10-17 17:11:00,2016-10-17 15:10:00
979,-20.65,6.05262722077,2016-10-17 17:11:00,2016-10-17 15:10:00
980,-20.68,6.38999907631,2016-10-17 17:11:00,2016-10-17 15:10:00
981,-20.69,6.74173142688,2016-10-17 17:11:00,2016-10-17 15:10:00
982,-20.85,7.10910136548,2016-10-17 17:11:00,2016-10-17 15:10:00
983,-20.87,7.49356430461,2016-10-17 17:11:00,2016-10-17 15:10:00
984,-20.87,7.89678880188,2016-10-17 17:11:00,2016-10-17 15:10:00
985,-21.05,8.32070032574,2016-10-17 17:11:00,2016-10-17 15:10:00
986,-21.33,8.76753686517,2016-10-17 17:11:00,2016-10-17 15:10:00
987,-21.39,9.23992045062,2016-10-17 17:11:00,2016-10-17 15:10:00
988,-21.58,9.74095038299,2016-10-17 17:11:00,2016-10-17 15:10:00
989,-21.67,10.2743265907,2016-10-17 17:11:00,2016-10-17 15:10:00
990,-21.67,10.8445156113,2016-10-17 17:11:00,2016-10-17 15:10:00
991,-21.82,11.4569781911,2016-10-17 17:11:00,2016-10-17 15:10:00
992,-21.86,12.1184881718,2016-10-17 17:11:00,2016-10-17 15:10:00
993,-21.92,12.837590461,2016-10-17 17:11:00,2016-10-17 15:10:00
994,-21.94,13.6252778974,2016-10-17 17:11:00,2016-10-17 15:10:00
995,-22.02,14.4960259607,2016-10-17 17:11:00,2016-10-17 15:10:00
996,-22.06,15.4694394785,2016-10-17 17:11:00,2016-10-17 15:10:00
997,-22.23,16.5730047068,2016-10-17 17:11:00,2016-10-17 15:10:00
998,-22.26,17.8469772674,2016-10-17 17:11:00,2016-10-17 15:10:00
999,-22.36,19.353766993,2016-10-17 17:11:00,2016-10-17 15:10:00
1000,-22.87,21.1979285741,2016-10-17 17:11:00,2016-10-17 15:10:00
1001,-23.01,23.5754663629,2016-10-17 17:11:00,2016-10-17 15:10:00
1002,-23.42,26.9264176696,2016-10-17 17:11:00,2016-10-17 15:10:00
1003,-23.42,32.6549067651,2016-10-17 17:11:00,2016-10-17 15:10:00
1004,-23.85,,2016-10-17 17:11:00,2016-10-17 15:10:00
1005,-18.0,0.391946231593,2016-10-13 14:42:00,2016-10-13 10:39:00
1006,-20.05,0.793816199598,2016-10-13 14:42:00,2016-10-13 10:39:00
1007,-20.54,1.20612550759,2016-10-13 14:42:00,2016-10-13 10:39:00
1008,-20.65,1.62943101683,2016-10-13 14:42:00,2016-10-13 10:39:00
1009,-20.87,2.06433536902,2016-10-13 14:42:00,2016-10-13 10:39:00
1010,-20.94,2.51149214627,2016-10-13 14:42:00,2016-10-13 10:39:00
1011,-21.15,2.97161177918,2016-10-13 14:42:00,2016-10-13 10:39:00
1012,-21.38,3.44546833711,2016-10-13 14:42:00,2016-10-13 10:39:00
1013,-21.38,3.93390736356,2016-10-13 14:42:00,2016-10-13 10:39:00
1014,-21.58,4.43785495586,2016-10-13 14:42:00,2016-10-13 10:39:00
1015,-21.58,4.958328334,2016-10-13 14:42:00,2016-10-13 10:39:00
1016,-21.87,5.49644820187,2016-10-13 14:42:00,2016-10-13 10:39:00
1017,-21.99,6.05345327824,2016-10-13 14:42:00,2016-10-13 10:39:00
1018,-21.99,6.63071747143,2016-10-13 14:42:00,2016-10-13 10:39:00
1019,-22.11,7.22977029655,2016-10-13 14:42:00,2016-10-13 10:39:00
1020,-22.18,7.85232129899,2016-10-13 14:42:00,2016-10-13 10:39:00
1021,-22.26,8.50028946597,2016-10-13 14:42:00,2016-10-13 10:39:00
1022,-22.29,9.17583890119,2016-10-13 14:42:00,2016-10-13 10:39:00
1023,-22.33,9.88142243406,2016-10-13 14:42:00,2016-10-13 10:39:00
1024,-22.43,10.6198353806,2016-10-13 14:42:00,2016-10-13 10:39:00
1025,-22.48,11.394282431,2016-10-13 14:42:00,2016-10-13 10:39:00
1026,-22.55,12.208461707,2016-10-13 14:42:00,2016-10-13 10:39:00
1027,-22.6,13.0666715684,2016-10-13 14:42:00,2016-10-13 10:39:00
1028,-22.62,13.9739479785,2016-10-13 14:42:00,2016-10-13 10:39:00
1029,-22.9,14.9362435629,2016-10-13 14:42:00,2016-10-13 10:39:00
1030,-22.9,15.9606645334,2016-10-13 14:42:00,2016-10-13 10:39:00
1031,-22.98,17.0557894776,2016-10-13 14:42:00,2016-10-13 10:39:00
1032,-23.0,18.2321064959,2016-10-13 14:42:00,2016-10-13 10:39:00
1033,-23.07,19.5026256653,2016-10-13 14:42:00,2016-10-13 10:39:00
1034,-23.07,20.8837586334,2016-10-13 14:42:00,2016-10-13 10:39:00
1035,-23.24,22.3966186303,2016-10-13 14:42:00,2016-10-13 10:39:00
1036,-23.29,24.0690077677,2016-10-13 14:42:00,2016-10-13 10:39:00
1037,-23.41,25.9385797623,2016-10-13 14:42:00,2016-10-13 10:39:00
1038,-23.78,28.058125677,2016-10-13 14:42:00,2016-10-13 10:39:00
1039,-24.34,30.5049618647,2016-10-13 14:42:00,2016-10-13 10:39:00
1040,-24.42,33.3989548297,2016-10-13 14:42:00,2016-10-13 10:39:00
1041,-24.61,36.9409159617,2016-10-13 14:42:00,2016-10-13 10:39:00
1042,-25.14,41.5072980641,2016-10-13 14:42:00,2016-10-13 10:39:00
1043,-25.4,47.943252161,2016-10-13 14:42:00,2016-10-13 10:39:00
1044,-25.41,58.9455883604,2016-10-13 14:42:00,2016-10-13 10:39:00
1045,-25.73,,2016-10-13 14:42:00,2016-10-13 10:39:00
1046,,,2016-10-21 16:36:00,2016-10-21 14:42:00
1047,-19.0,0.22208603495,2016-10-21 16:36:00,2016-10-21 14:42:00
1048,-19.4,0.449941178838,2016-10-21 16:36:00,2016-10-21 14:42:00
1049,-20.43,0.683873170787,2016-10-21 16:36:00,2016-10-21 14:42:00
1050,-20.78,0.92421504963,2016-10-21 16:36:00,2016-10-21 14:42:00
1051,-21.26,1.17132800548,2016-10-21 16:36:00,2016-10-21 14:42:00
1052,-21.28,1.42560464472,2016-10-21 16:36:00,2016-10-21 14:42:00
1053,-21.37,1.68747274252,2016-10-21 16:36:00,2016-10-21 14:42:00
