x,Curve1
-35.1028,5984
-33.732,4998
-32.0618,3901
-30.6484,3185
-28.5543,1730.5
-26.5479,820.8
-25.0576,363.6
-24.0836,147.07
-23.6256,55.55
-22.8298,14.283
-21.8149,5.043
-20.2797,2.559
-18.824,1.997
-16.3387,1.5246
-13.8559,0.9711
-11.7192,0.5159
-9.9297,0.20878
-7.887,0.06296
-6.112,0.009406
-5.0837,0.0004326
-5.0829,0.0004278
-4.9907,3.664e-05
