,T,inp_air
0,-15.22,130.585613251
1,-16.93,268.499221116
2,-17.23,429.538264763
3,-17.42,595.658842761
4,-18.33,742.402014384
5,-18.54,911.893941325
6,-18.81,1081.68639315
7,-19.19,1248.73420993
8,-19.38,1426.9897791
9,-19.54,1610.00330021
10,-19.6,1802.10375025
11,-19.66,1998.24579304
12,-19.69,2200.33121287
13,-19.97,2391.73806199
14,-19.99,2603.4199295
15,-20.09,2814.77256121
16,-20.2,3030.32512273
17,-20.23,3256.59775452
18,-20.31,3484.93741069
19,-20.31,3724.84942543
20,-20.4,3964.44113784
21,-20.42,4215.66463289
22,-20.5,4469.24795363
23,-20.51,4735.42708437
24,-20.55,5007.01108748
25,-20.59,5286.75066577
26,-20.59,5578.34347002
27,-20.59,5879.19471997
28,-20.61,6188.32069661
29,-20.87,6487.80710188
30,-20.9,6817.6874211
31,-20.97,7156.02183309
32,-20.98,7512.73880315
33,-21.09,7874.15262135
34,-21.19,8251.3109552
35,-21.21,8652.62997605
36,-21.28,9066.82363433
37,-21.41,9494.10663286
38,-21.49,9947.78774759
39,-21.54,10428.3057432
40,-21.6,10933.8682827
41,-21.7,11463.8711989
42,-21.73,12034.7790056
43,-21.79,12639.0854024
44,-21.99,13267.4864418
45,-22.06,13960.410359
46,-22.07,14717.5450659
47,-22.23,15519.7646853
48,-22.25,16420.0461179
49,-22.28,17414.085671
50,-22.46,18503.0309306
51,-22.65,19737.7128909
52,-22.65,21198.4475719
53,-22.68,22921.0927342
54,-22.72,25028.8031719
55,-22.76,27747.9826809
56,-22.9,31565.2218258
57,-23.1,38095.5807273
58,-24.87,
