,T,inp_air
0,-9.21,96.089647027
1,-9.6,197.063618639
2,-13.05,285.829375221
3,-13.05,389.179062512
4,-13.67,488.521812321
5,-14.01,590.412933127
6,-14.1,695.432126027
7,-14.64,796.156232728
8,-14.65,903.742441925
9,-15.04,1007.15490232
10,-15.11,1115.69814681
11,-15.13,1225.91119047
12,-15.16,1336.93778496
13,-15.29,1447.40035462
14,-15.37,1559.58164457
15,-15.49,1672.07309365
16,-15.51,1787.24307941
17,-15.88,1897.07873717
18,-15.91,2014.13059067
19,-15.91,2132.86276448
20,-15.95,2251.91851977
21,-15.95,2372.90157387
22,-15.99,2494.23955358
23,-16.16,2614.01585017
24,-16.25,2736.57321946
25,-16.25,2862.32415432
26,-16.27,2988.88055241
27,-16.37,3114.88110292
28,-16.44,3242.8176704
29,-16.52,3371.79667691
30,-16.55,3503.32465159
31,-16.55,3636.97630885
32,-16.71,3767.9644463
33,-16.73,3903.94848837
34,-16.84,4038.96988037
35,-16.92,4176.23265814
36,-16.96,4316.12823162
37,-16.98,4458.1635896
38,-17.0,4601.80622832
39,-17.0,4747.67772055
40,-17.02,4894.65085729
41,-17.02,5043.93462507
42,-17.02,5194.98510566
43,-17.04,5347.25560227
44,-17.06,5501.37470941
45,-17.11,5656.48332089
46,-17.11,5815.0396039
47,-17.2,5972.81706399
48,-17.21,6135.09935088
49,-17.23,6299.1625391
50,-17.25,6465.37407099
51,-17.25,6634.43106759
52,-17.27,6805.11723261
53,-17.29,6978.12979072
54,-17.29,7154.18246665
55,-17.38,7329.73760466
56,-17.48,7507.38105143
57,-17.5,7690.33771942
58,-17.57,7874.19636355
59,-17.6,8062.21045933
60,-17.67,8251.58215647
61,-17.67,8446.45031786
62,-17.67,8644.33981118
63,-17.71,8843.85007395
64,-17.74,9046.93621099
65,-17.74,9254.47926582
66,-17.74,9465.45293931
67,-17.77,9678.82407135
68,-17.83,9894.67616593
69,-17.83,10116.6577027
70,-17.83,10342.5683195
71,-17.83,10572.5496162
72,-17.85,10805.9614252
73,-17.98,11039.26686
74,-18.0,11281.5571266
75,-18.03,11528.1403796
76,-18.06,11779.6180038
77,-18.16,12033.1245064
78,-18.16,12296.3011837
79,-18.16,12565.0188277
80,-18.2,12837.7299676
81,-18.24,13116.4484586
82,-18.32,13399.5800664
83,-18.35,13691.592857
84,-18.58,13980.5402555
85,-18.66,14283.9241537
86,-18.72,14595.869678
87,-18.75,14917.3793025
88,-18.85,15243.333094
89,-18.92,15579.6832016
90,-19.02,15923.4514384
91,-19.04,16281.7993467
92,-19.07,16649.9470521
93,-19.15,17025.9785686
94,-19.2,17415.5367706
95,-19.27,17816.187403
96,-19.3,18232.7065455
97,-19.36,18661.3521523
98,-19.42,19105.094397
99,-19.45,19567.1680868
100,-19.47,20047.4524097
101,-19.51,20545.1820643
102,-19.56,21062.5738702
103,-19.6,21602.8250492
104,-19.6,22170.1903058
105,-19.75,22752.4512421
106,-19.8,23371.2151426
107,-19.97,24011.8372243
108,-20.15,24686.0635821
109,-20.2,25411.0177026
110,-20.4,26165.5773189
111,-20.45,26984.2934507
112,-20.54,27855.6077198
113,-20.77,28776.3469313
114,-20.94,29778.0027814
115,-21.49,30814.8454781
116,-21.59,32016.2926663
117,-21.83,33322.6390197
118,-21.9,34814.1232193
119,-22.15,36473.5967265
120,-22.26,38420.0515203
121,-22.26,40747.1339771
122,-22.48,43550.5216963
123,-22.6,47196.4438357
124,-22.87,52308.9903286
125,-23.07,61105.5352249
126,-23.35,
