,T,inp_air
0,-15.72,127.117905306
1,-18.15,220.092864773
2,-18.25,432.286948384
3,-18.63,621.898099538
4,-18.75,835.109736476
5,-18.9,1047.07537123
6,-20.38,1077.72690594
7,-20.43,1300.45655262
8,-20.54,1514.56015792
9,-20.86,1688.67760954
10,-21.28,1834.13141414
11,-21.38,2051.18807248
12,-21.52,2259.59737849
13,-21.59,2487.86744465
14,-21.68,2712.89685283
15,-21.7,2959.72449483
16,-21.77,3195.20926207
17,-21.77,3453.43559619
18,-22.03,3636.62722075
19,-22.09,3881.8861592
20,-22.23,4103.22766653
21,-22.25,4367.18676798
22,-22.39,4592.34212351
23,-22.54,4814.5850182
24,-22.6,5072.60364407
25,-22.64,5341.57088248
26,-22.76,5581.68261835
27,-22.78,5865.44278781
28,-22.81,6148.84722924
29,-22.85,6431.86298751
30,-22.87,6727.26905516
31,-22.92,7013.85476634
32,-22.96,7308.76859769
33,-22.98,7616.76218331
34,-23.01,7924.77463116
35,-23.05,8232.79200803
36,-23.05,8563.70664016
37,-23.05,8899.59761833
38,-23.1,9217.66338222
39,-23.13,9549.99726781
40,-23.15,9892.35799701
41,-23.17,10240.2788759
42,-23.2,10589.1481388
43,-23.2,10958.3520674
44,-23.2,11333.7613938
45,-23.24,11696.2366195
46,-23.24,12084.7043088
47,-23.26,12470.2665376
48,-23.35,12827.8312864
49,-23.39,13217.2529012
50,-23.6,13522.5171504
51,-23.62,13936.8420083
52,-23.62,14370.570765
53,-23.65,14796.0240408
54,-23.72,15207.2081978
55,-23.78,15632.6045793
56,-23.81,16084.9907617
57,-23.82,16559.3606474
58,-23.87,17019.9620347
59,-23.93,17484.7995254
60,-23.93,17998.3009709
61,-24.0,18479.5442019
62,-24.08,18965.7246048
63,-24.08,19517.2669266
64,-24.22,19987.9444534
65,-24.22,20568.141467
66,-24.31,21100.2647907
67,-24.31,21712.2572959
68,-24.37,22297.962206
69,-24.4,22923.3159493
70,-24.44,23560.2503834
71,-24.45,24240.0407011
72,-24.48,24926.4190839
73,-24.53,25620.3181961
74,-24.55,26361.9562696
75,-24.62,27090.2766583
76,-24.64,27886.4819727
77,-24.69,28688.6626733
78,-24.78,29489.3842105
79,-24.8,30384.1231053
80,-24.89,31256.3655136
81,-24.91,32231.4869359
82,-24.96,33225.5873576
83,-24.96,34315.3805226
84,-25.02,35406.0160898
85,-25.11,36528.8028781
86,-25.18,37737.5597239
87,-25.2,39071.9581228
88,-25.26,40453.4485299
89,-25.32,41933.1148009
90,-25.36,43546.7475865
91,-25.42,45270.9654358
92,-25.47,47160.3793596
93,-25.59,49155.3535803
94,-25.67,51416.1659643
95,-25.71,53999.7149991
96,-25.82,56848.6796369
97,-25.91,60178.4755809
98,-25.97,64173.2169122
99,-26.29,68713.5688566
100,-26.3,75124.6148736
101,-26.55,83795.4851658
102,-26.65,99113.5191723
103,-27.17,
