,T,inp_air
0,-8.84,108.085264024
1,-11.45,215.083652491
2,-12.7,323.580330861
3,-13.77,431.532689459
4,-15.49,528.329809351
5,-15.63,643.714091728
6,-15.63,762.502828314
7,-15.8,879.698893848
8,-15.87,999.761285661
9,-16.06,1118.86644365
10,-16.1,1241.97908331
11,-16.1,1367.18895455
12,-16.34,1488.98113399
13,-16.54,1612.63969488
14,-16.84,1734.95389225
15,-16.91,1864.05438163
16,-17.0,1994.07839187
17,-17.07,2126.09942809
18,-17.1,2260.74279658
19,-17.18,2395.58235225
20,-17.38,2528.43626072
21,-17.42,2667.60137726
22,-17.56,2805.29194201
23,-17.76,2942.45275851
24,-17.89,3083.50552954
25,-17.94,3229.2059604
26,-17.97,3377.53027979
27,-18.01,3527.41569337
28,-18.07,3678.50858267
29,-18.11,3832.40276857
30,-18.11,3989.98071346
31,-18.15,4148.14079803
32,-18.2,4308.10472828
33,-18.3,4468.23308485
34,-18.3,4634.88056841
35,-18.76,4782.78592452
36,-18.84,4950.31536018
37,-18.84,5124.48105257
38,-18.87,5299.75437295
39,-18.87,5479.32076503
40,-18.92,5659.09155598
41,-18.95,5842.80726338
42,-18.95,6031.13336869
43,-18.98,6220.95796516
44,-19.01,6413.98255812
45,-19.11,6606.39683621
46,-19.16,6804.96302826
47,-19.17,7009.3774583
48,-19.24,7213.9552951
49,-19.32,7421.64628078
50,-19.32,7638.13483228
51,-19.37,7855.65986419
52,-19.37,8080.55625656
53,-19.45,8304.84891738
54,-19.49,8536.24851202
55,-19.53,8772.43518617
56,-19.67,9006.79067911
57,-19.73,9251.65869876
58,-19.73,9506.21400692
59,-19.76,9764.34932032
60,-19.81,10026.989266
61,-19.84,10297.3111101
62,-19.9,10571.9243826
63,-19.93,10855.632683
64,-20.0,11143.4493171
65,-20.09,11437.1332365
66,-20.21,11736.0843518
67,-20.24,12050.8670113
68,-20.24,12377.1364822
69,-20.24,12712.8643451
70,-20.28,13055.1764034
71,-20.39,13401.8496963
72,-20.57,13752.7964692
73,-20.75,14114.6736332
74,-20.84,14497.9242212
75,-20.98,14889.1160926
76,-21.08,15298.9591565
77,-21.11,15732.5712673
78,-21.21,16174.9110059
79,-21.28,16639.1084507
80,-21.43,17112.8585845
81,-21.43,17627.690021
82,-21.48,18159.8519738
83,-21.48,18724.9299112
84,-21.53,19312.2541269
85,-21.7,19914.584309
86,-21.9,20546.5592743
87,-22.02,21229.6173591
88,-22.29,21930.9970151
89,-22.37,22715.5143157
90,-22.37,23573.8180489
91,-22.67,24442.407983
92,-22.69,25446.0296118
93,-22.98,26486.5749672
94,-23.04,27692.8890668
95,-23.04,29057.0286631
96,-23.24,30554.8125875
97,-23.55,32257.2648866
98,-23.55,34368.8767455
99,-23.63,36930.3375248
100,-23.63,40262.2138342
101,-23.75,44922.5454844
102,-25.41,52259.0763043
103,-27.24,
