,T,inp_air
0,-11.88,55.4482316397
1,-14.35,107.879153059
2,-14.86,168.352517901
3,-15.37,228.551102519
4,-15.54,292.226552925
5,-15.82,355.03999782
6,-16.2,416.716367542
7,-16.22,483.539371089
8,-16.38,548.930197631
9,-16.47,615.832504218
10,-16.64,682.009390642
11,-16.88,747.402882407
12,-17.22,811.090974018
13,-17.27,880.736206922
14,-17.31,951.19625783
15,-17.57,1017.5271376
16,-17.92,1081.69778455
17,-18.05,1151.5255979
18,-18.36,1216.64836868
19,-18.38,1290.63569128
20,-18.48,1362.85394913
21,-18.58,1435.67274839
22,-18.84,1503.56577949
23,-18.9,1578.87667681
24,-18.9,1657.10334051
25,-18.95,1734.26461029
26,-18.98,1812.93033368
27,-19.16,1886.54850189
28,-19.21,1965.93473951
29,-19.32,2043.60471119
30,-19.35,2125.41749453
31,-19.42,2206.34213299
32,-19.45,2289.86640729
33,-19.52,2372.47518678
34,-19.58,2456.39659889
35,-19.58,2544.02773813
36,-19.74,2624.96098142
37,-19.83,2710.03910542
38,-19.87,2798.58820154
39,-19.9,2888.66632119
40,-19.9,2981.36295395
41,-19.92,3074.09494235
42,-20.01,3164.1707966
43,-20.23,3247.74678667
44,-20.27,3342.56566119
45,-20.27,3440.94934252
46,-20.27,3540.55521261
47,-20.54,3624.47122673
48,-20.57,3724.62816427
49,-20.59,3826.75333468
50,-20.65,3927.49943909
51,-20.65,4033.70191131
52,-20.71,4137.17263648
53,-20.79,4240.57970893
54,-20.81,4349.72966911
55,-20.91,4454.47838773
56,-20.91,4568.21319439
57,-20.96,4679.7853155
58,-20.98,4795.30193075
59,-21.0,4912.54159104
60,-21.02,5031.55637512
61,-21.05,5151.61007117
62,-21.1,5271.92867795
63,-21.1,5398.20167236
64,-21.1,5526.49512021
65,-21.17,5651.15665757
66,-21.17,5783.69140117
67,-21.23,5913.43593715
68,-21.25,6048.80505502
69,-21.27,6186.54572728
70,-21.3,6325.87673374
71,-21.3,6470.35216374
72,-21.32,6615.73820019
73,-21.39,6759.42312647
74,-21.45,6906.72131787
75,-21.48,7059.6575408
76,-21.56,7210.92674758
77,-21.63,7366.16209851
78,-21.63,7531.49103682
79,-21.69,7694.37454022
80,-21.8,7855.61025412
81,-21.87,8024.47491605
82,-21.87,8204.66608184
83,-21.91,8384.70631788
84,-21.95,8569.02163412
85,-21.96,8761.1409507
86,-22.06,8947.91970424
87,-22.11,9145.16284589
88,-22.14,9349.93276021
89,-22.16,9561.4047645
90,-22.16,9781.09438174
91,-22.16,10006.9732463
92,-22.25,10228.5731492
93,-22.25,10467.9392657
94,-22.28,10710.9835639
95,-22.32,10960.5698953
96,-22.39,11214.5937539
97,-22.39,11486.4221391
98,-22.42,11763.910612
99,-22.46,12050.2737107
100,-22.47,12351.5604582
101,-22.5,12662.0451842
102,-22.53,12985.3256773
103,-22.63,13312.7977498
104,-22.66,13664.9879376
105,-22.66,14037.9933048
106,-22.79,14410.3241909
107,-22.86,14811.0642659
108,-22.86,15244.5844066
109,-22.9,15696.7474899
110,-22.98,16170.2905421
111,-23.03,16679.7376528
112,-23.05,17229.6798018
113,-23.05,17823.8900786
114,-23.11,18455.7804403
115,-23.17,19143.3294133
116,-23.28,19888.4033357
117,-23.35,20720.619699
118,-23.37,21661.3702368
119,-23.42,22722.7965724
120,-23.5,23943.6487493
121,-23.57,25391.9094699
122,-23.59,27177.1557903
123,-23.64,29473.8220357
124,-23.93,32663.0964888
125,-24.47,38086.9708162
126,-24.58,
