,T,inp_air
0,-14.42,103.776267985
1,-15.48,226.380967346
2,-15.48,365.712195808
3,-16.5,485.141062001
4,-16.59,625.190562627
5,-17.1,754.578426602
6,-17.25,895.264944022
7,-17.3,1040.72035857
8,-17.36,1187.46611973
9,-17.54,1331.57709492
10,-17.62,1480.82911186
11,-17.71,1631.3865742
12,-17.8,1783.65267765
13,-17.82,1940.53362705
14,-18.24,2081.79265158
15,-18.27,2241.92935724
16,-18.3,2404.05753425
17,-18.31,2569.19645815
18,-18.37,2733.99909321
19,-18.37,2903.89407265
20,-18.41,3074.02234432
21,-18.47,3245.38210054
22,-18.57,3416.91012871
23,-18.57,3596.05137132
24,-18.76,3767.23288321
25,-18.81,3948.5190432
26,-18.85,4132.95299597
27,-18.88,4320.63467742
28,-18.94,4509.25382278
29,-18.94,4704.31929014
30,-19.03,4896.77176299
31,-19.07,5095.27001776
32,-19.11,5296.84823107
33,-19.17,5500.29100227
34,-19.17,5710.96234821
35,-19.2,5923.0719418
36,-19.2,6140.70794182
37,-19.22,6360.66485841
38,-19.33,6578.21280598
39,-19.36,6805.09840116
40,-19.39,7036.01417326
41,-19.43,7270.38337208
42,-19.48,7508.3282514
43,-19.53,7750.72256197
44,-19.55,8000.01748182
45,-19.58,8253.4088322
46,-19.63,8510.2876612
47,-19.63,8776.29020765
48,-19.63,9047.77772741
49,-19.7,9319.4642728
50,-19.76,9597.78829013
51,-19.85,9879.7156708
52,-19.87,10173.9171
53,-19.87,10476.6126889
54,-19.89,10784.7274618
55,-19.89,11102.0121694
56,-19.95,11421.9461201
57,-19.95,11755.2975511
58,-19.95,12097.3084222
59,-20.01,12443.1411257
60,-20.06,12799.3896085
61,-20.09,13167.5641102
62,-20.09,13549.2336807
63,-20.14,13937.6607623
64,-20.19,14338.0993693
65,-20.21,14754.2114503
66,-20.21,15185.9444964
67,-20.3,15623.5343071
68,-20.33,16082.5793097
69,-20.36,16558.3966253
70,-20.41,17050.1982916
71,-20.41,17566.6048013
72,-20.53,18091.4394287
73,-20.53,18651.808177
74,-20.59,19230.553484
75,-20.73,19827.2518932
76,-20.84,20456.6553865
77,-20.86,21129.5978007
78,-20.94,21831.6269535
79,-21.0,22576.6315063
80,-21.06,23367.1081343
81,-21.06,24216.866075
82,-21.09,25121.3353572
83,-21.09,26097.0911802
84,-21.19,27137.5492696
85,-21.21,28280.4535422
86,-21.24,29531.2147761
87,-21.31,30908.5852976
88,-21.41,32444.8448879
89,-21.42,34201.5254297
90,-21.57,36208.2561793
91,-21.61,38602.5000109
92,-21.64,41535.7548369
93,-21.84,45290.1742733
94,-21.93,50612.9672073
95,-21.98,59730.3901427
96,-22.75,
