,Date,start,end,INP,T,,,,,,,,,,,,,,
335,1.61007E+13,1302,1502,0.721744918,-18,,,,,,,,,,,,,,
336,1.61007E+13,1121,1306,6.818571705,-18,,,,,,,,,,,,,,
337,1.61007E+13,1041,1241,1.156088437,-18,,,,,,,,,,,,,,
338,1.6101E+13,1239,1339,0.696361066,-18,,,,,,,,,,,,,,
339,1.6101E+13,1350,1636,0.210657765,-18,,,,,,,,,,,,,,
340,1.6101E+13,1129,1636,0.363852639,-18,,,,,,,,,,,,,,
341,1.61011E+13,1040,1403,0.367395942,-18,,,,,,,,,,,,,,
342,1.61011E+13,1040,1403,0.335005576,-18,,,,,,,,,,,,,,
343,1.61011E+13,1410,1624,12.11211506,-18,,,,,,,,,,,,,,
344,1.61011E+13,1410,1624,0.597135329,-18,,,,,,,,,,,,,,
345,1.61013E+13,1039,1442,0.610512613,-18,,,,,,,,,,,,,,
346,1.61013E+13,1041,1442,0.398901543,-18,,,,,,,,,,,,,,
347,1.61017E+13,1146,1449,0.510782131,-18,,,,,,,,,,,,,,
348,1.61018E+13,1415,1610,1.45241613,-18,,,,,,,,,,,,,,
349,1.61018E+13,1045,1352,1.486122013,-18,,,,,,,,,,,,,,
350,1.61018E+13,1400,1615,0.473127914,-18,,,,,,,,,,,,,,
351,1.6102E+13,1145,1335,,-18,,,,,,,,,,,,,,
352,1.6102E+13,1345,1600,,-18,,,,,,,,,,,,,,
353,1.61021E+13,1442,1636,5.848146875,-18,,,,,,,,,,,,,,
354,1.61021E+13,1142,1636,2.282072209,-18,,,,,,,,,,,,,,
355,1.61024E+13,1205,1537,0.294252186,-18,,,,,,,,,,,,,,
356,1.61027E+13,1149,1558,2.943224803,-18,,,,,,,,,,,,,,
357,1.61031E+13,1017,1730,0.097391322,-18,,,,,,,,,,,,,,
358,1.61101E+13,1110,1410,,-18,,,,,,,,,,,,,,
359,1.61102E+13,1029,1529,0.082276926,-18,,,,,,,,,,,,,,
360,1.60926E+13,1200,1500,0.217124268,-17,,,,,,,,,,,,,,
361,1.60926E+13,1211,1512,0.17187979,-17,,,,,,,,,,,,,,
362,1.60926E+13,1152,1452,0.719084569,-17,,,,,,,,,,,,,,
363,1.60927E+13,1057,1426,0.334721075,-17,,,,,,,,,,,,,,
364,1.60928E+13,1235,1535,0.166700802,-17,,,,,,,,,,,,,,
365,1.60928E+13,1334,1540,7.088750263,-17,,,,,,,,,,,,,,
366,1.6093E+13,1421,1621,0.306,-17,,,,,,,,,,,,,,
367,1.6093E+13,1120,1355,0.121540254,-17,,,,,,,,,,,,,,
368,1.61003E+13,1335,1636,0.444151496,-17,,,,,,,,,,,,,,
369,1.61003E+13,1026,1327,,-17,,,,,,,,,,,,,,
370,1.61003E+13,1347,1623,6.33749959,-17,,,,,,,,,,,,,,
371,1.61003E+13,1032,1335,0.269352106,-17,,,,,,,,,,,,,,
372,1.61004E+13,1033,1320,0.689787566,-17,,,,,,,,,,,,,,
373,1.61005E+13,1116,1559,0.454246622,-17,,,,,,,,,,,,,,
374,1.61005E+13,1339,1439,3.284101144,-17,,,,,,,,,,,,,,
375,1.61006E+13,1424,1654,0.235582542,-17,,,,,,,,,,,,,,
376,1.61006E+13,1140,1410,0.06658615,-17,,,,,,,,,,,,,,
377,1.61006E+13,1424,1654,,-17,,,,,,,,,,,,,,
378,1.61006E+13,1139,1413,0.100691668,-17,,,,,,,,,,,,,,
379,1.61006E+13,1420,1658,0.585392111,-17,,,,,,,,,,,,,,
380,1.61007E+13,1302,1502,0.634306276,-17,,,,,,,,,,,,,,
381,1.61007E+13,1121,1306,1.034344643,-17,,,,,,,,,,,,,,
382,1.61007E+13,1041,1241,0.628651928,-17,,,,,,,,,,,,,,
383,1.6101E+13,1239,1339,,-17,,,,,,,,,,,,,,
384,1.6101E+13,1350,1636,0.165828889,-17,,,,,,,,,,,,,,
385,1.6101E+13,1129,1636,0.306136717,-17,,,,,,,,,,,,,,
386,1.61011E+13,1040,1403,0.194290705,-17,,,,,,,,,,,,,,
387,1.61011E+13,1040,1403,0.112542885,-17,,,,,,,,,,,,,,
388,1.61011E+13,1410,1624,7.775872285,-17,,,,,,,,,,,,,,
389,1.61011E+13,1410,1624,0.535878051,-17,,,,,,,,,,,,,,
390,1.61013E+13,1039,1442,0.410571557,-17,,,,,,,,,,,,,,
391,1.61013E+13,1041,1442,0.360622523,-17,,,,,,,,,,,,,,
392,1.61017E+13,1146,1449,0.431564581,-17,,,,,,,,,,,,,,
393,1.61018E+13,1415,1610,0.9339435,-17,,,,,,,,,,,,,,
394,1.61018E+13,1045,1352,1.085605083,-17,,,,,,,,,,,,,,
395,1.61018E+13,1400,1615,0.398934256,-17,,,,,,,,,,,,,,
396,1.6102E+13,1145,1335,,-17,,,,,,,,,,,,,,
397,1.6102E+13,1345,1600,,-17,,,,,,,,,,,,,,
398,1.61021E+13,1442,1636,5.512049348,-17,,,,,,,,,,,,,,
399,1.61021E+13,1142,1636,2.188774355,-17,,,,,,,,,,,,,,
400,1.61024E+13,1205,1537,0.25998198,-17,,,,,,,,,,,,,,
401,1.61027E+13,1149,1558,2.684570679,-17,,,,,,,,,,,,,,
402,1.61031E+13,1017,1730,0.073124591,-17,,,,,,,,,,,,,,
403,1.61101E+13,1110,1410,,-17,,,,,,,,,,,,,,
404,1.61102E+13,1029,1529,0.063723911,-17,,,,,,,,,,,,,,
405,1.60926E+13,1200,1500,0.160151038,-16,,,,,,,,,,,,,,
406,1.60926E+13,1211,1512,0.139012841,-16,,,,,,,,,,,,,,
407,1.60926E+13,1152,1452,0.558749163,-16,,,,,,,,,,,,,,
408,1.60927E+13,1057,1426,0.200539526,-16,,,,,,,,,,,,,,
409,1.60928E+13,1235,1535,,-16,,,,,,,,,,,,,,
410,1.60928E+13,1334,1540,5.136012373,-16,,,,,,,,,,,,,,
411,1.6093E+13,1421,1621,0.175733333,-16,,,,,,,,,,,,,,
412,1.6093E+13,1120,1355,0.090805216,-16,,,,,,,,,,,,,,
413,1.61003E+13,1335,1636,0.295193336,-16,,,,,,,,,,,,,,
414,1.61003E+13,1026,1327,,-16,,,,,,,,,,,,,,
415,1.61003E+13,1347,1623,2.604299127,-16,,,,,,,,,,,,,,
416,1.61003E+13,1032,1335,0.238870934,-16,,,,,,,,,,,,,,
417,1.61004E+13,1033,1320,0.301582961,-16,,,,,,,,,,,,,,
418,1.61005E+13,1116,1559,0.102420482,-16,,,,,,,,,,,,,,
419,1.61005E+13,1339,1439,2.286872495,-16,,,,,,,,,,,,,,
420,1.61006E+13,1424,1654,,-16,,,,,,,,,,,,,,
421,1.61006E+13,1140,1410,0.052933368,-16,,,,,,,,,,,,,,
422,1.61006E+13,1424,1654,,-16,,,,,,,,,,,,,,
423,1.61006E+13,1139,1413,,-16,,,,,,,,,,,,,,
424,1.61006E+13,1420,1658,0.201940979,-16,,,,,,,,,,,,,,
425,1.61007E+13,1302,1502,0.479134819,-16,,,,,,,,,,,,,,
426,1.61007E+13,1121,1306,0.568363569,-16,,,,,,,,,,,,,,
427,1.61007E+13,1041,1241,,-16,,,,,,,,,,,,,,
428,1.6101E+13,1239,1339,,-16,,,,,,,,,,,,,,
429,1.6101E+13,1350,1636,,-16,,,,,,,,,,,,,,
430,1.6101E+13,1129,1636,0.229360111,-16,,,,,,,,,,,,,,
431,1.61011E+13,1040,1403,0.16649162,-16,,,,,,,,,,,,,,
432,1.61011E+13,1040,1403,,-16,,,,,,,,,,,,,,
433,1.61011E+13,1410,1624,0.613097973,-16,,,,,,,,,,,,,,
434,1.61011E+13,1410,1624,0.474620773,-16,,,,,,,,,,,,,,
435,1.61013E+13,1039,1442,0.333868849,-16,,,,,,,,,,,,,,
436,1.61013E+13,1041,1442,0.320605179,-16,,,,,,,,,,,,,,
437,1.61017E+13,1146,1449,0.360547296,-16,,,,,,,,,,,,,,
438,1.61018E+13,1415,1610,0.418439215,-16,,,,,,,,,,,,,,
439,1.61018E+13,1045,1352,0.226462921,-16,,,,,,,,,,,,,,
440,1.61018E+13,1400,1615,0.378103262,-16,,,,,,,,,,,,,,
441,1.6102E+13,1145,1335,,-16,,,,,,,,,,,,,,
442,1.6102E+13,1345,1600,,-16,,,,,,,,,,,,,,
443,1.61021E+13,1442,1636,4.815006641,-16,,,,,,,,,,,,,,
444,1.61021E+13,1142,1636,2.103178656,-16,,,,,,,,,,,,,,
445,1.61024E+13,1205,1537,0.225711775,-16,,,,,,,,,,,,,,
446,1.61027E+13,1149,1558,2.599896052,-16,,,,,,,,,,,,,,
447,1.61031E+13,1017,1730,,-16,,,,,,,,,,,,,,
448,1.61101E+13,1110,1410,,-16,,,,,,,,,,,,,,
449,1.61102E+13,1029,1529,,-16,,,,,,,,,,,,,,
450,1.60926E+13,1200,1500,,-15,,,,,,,,,,,,,,
451,1.60926E+13,1211,1512,0.096119217,-15,,,,,,,,,,,,,,
452,1.60926E+13,1152,1452,0.404893504,-15,,,,,,,,,,,,,,
453,1.60927E+13,1057,1426,0.163256851,-15,,,,,,,,,,,,,,
454,1.60928E+13,1235,1535,,-15,,,,,,,,,,,,,,
455,1.60928E+13,1334,1540,3.295774632,-15,,,,,,,,,,,,,,
456,1.6093E+13,1421,1621,,-15,,,,,,,,,,,,,,
457,1.6093E+13,1120,1355,,-15,,,,,,,,,,,,,,
458,1.61003E+13,1335,1636,0.143097012,-15,,,,,,,,,,,,,,
459,1.61003E+13,1026,1327,,-15,,,,,,,,,,,,,,
460,1.61003E+13,1347,1623,1.19877681,-15,,,,,,,,,,,,,,
461,1.61003E+13,1032,1335,0.198679298,-15,,,,,,,,,,,,,,
462,1.61004E+13,1033,1320,0.266731876,-15,,,,,,,,,,,,,,
463,1.61005E+13,1116,1559,,-15,,,,,,,,,,,,,,
464,1.61005E+13,1339,1439,1.180833482,-15,,,,,,,,,,,,,,
465,1.61006E+13,1424,1654,,-15,,,,,,,,,,,,,,
466,1.61006E+13,1140,1410,0.049609017,-15,,,,,,,,,,,,,,
467,1.61006E+13,1424,1654,,-15,,,,,,,,,,,,,,
468,1.61006E+13,1139,1413,,-15,,,,,,,,,,,,,,
469,1.61006E+13,1420,1658,,-15,,,,,,,,,,,,,,
470,1.61007E+13,1302,1502,0.360633168,-15,,,,,,,,,,,,,,
471,1.61007E+13,1121,1306,0.350915431,-15,,,,,,,,,,,,,,
472,1.61007E+13,1041,1241,,-15,,,,,,,,,,,,,,
473,1.6101E+13,1239,1339,,-15,,,,,,,,,,,,,,
474,1.6101E+13,1350,1636,,-15,,,,,,,,,,,,,,
475,1.6101E+13,1129,1636,,-15,,,,,,,,,,,,,,
476,1.61011E+13,1040,1403,0.138692535,-15,,,,,,,,,,,,,,
477,1.61011E+13,1040,1403,,-15,,,,,,,,,,,,,,
478,1.61011E+13,1410,1624,0.269841863,-15,,,,,,,,,,,,,,
479,1.61011E+13,1410,1624,0.419965214,-15,,,,,,,,,,,,,,
480,1.61013E+13,1039,1442,0.294729367,-15,,,,,,,,,,,,,,
481,1.61013E+13,1041,1442,0.224382025,-15,,,,,,,,,,,,,,
482,1.61017E+13,1146,1449,0.290147235,-15,,,,,,,,,,,,,,
483,1.61018E+13,1415,1610,0.1870237,-15,,,,,,,,,,,,,,
484,1.61018E+13,1045,1352,0.161840409,-15,,,,,,,,,,,,,,
485,1.61018E+13,1400,1615,0.357272268,-15,,,,,,,,,,,,,,
486,1.6102E+13,1145,1335,,-15,,,,,,,,,,,,,,
487,1.6102E+13,1345,1600,,-15,,,,,,,,,,,,,,
488,1.61021E+13,1442,1636,3.906704142,-15,,,,,,,,,,,,,,
489,1.61021E+13,1142,1636,2.018074585,-15,,,,,,,,,,,,,,
490,1.61024E+13,1205,1537,0.191441569,-15,,,,,,,,,,,,,,
491,1.61027E+13,1149,1558,2.320291642,-15,,,,,,,,,,,,,,
492,1.61031E+13,1017,1730,,-15,,,,,,,,,,,,,,
493,1.61101E+13,1110,1410,,-15,,,,,,,,,,,,,,
494,1.61102E+13,1029,1529,,-15,,,,,,,,,,,,,,
