x,Curve1
-20.0463,31.3019
-19.9479,86.7729
-15.8316,18.105
-15.7684,6.7872
-15.4591,31.9461
-15.4013,21.0961
-14.1579,16.9137
-11.9876,4.91407
-8.68791,2.17345
-8.58847,5.38002
-8.04386,3.17926
-7.92708,1.23798
-7.54613,0.882895
-7.12219,2.02947
-6.78636,0.563188
-6.46929,1.15542
-6.13169,0.265489
-5.97935,0.736145
-5.68864,0.0794898
-5.59416,0.333768
-5.53347,0.162962
-5.02902,0.0220905
-5.02583,0.0157279
