x,Curve1
-17.9937,6.47306
-17.8883,3.30218
-17.023,1.50337
-16.9096,4.12353
-16.041,3.8192
-14.6341,1.24055
-13.8711,2.16967
-12.7903,0.679383
-8.66733,0.245395
-8.66469,0.429902
-7.85582,0.124992
-7.85441,0.168559
-7.42308,0.0859275
-6.93903,0.0312866
-6.93762,0.0421917
-5.96705,0.00943951
-5.48141,0.00481147
