x,Curve1
-20.351,5.81515
-16.4164,1.74216
-15.7758,0.736311
-14.315,0.852147
-12.2136,0.416813
-8.65772,0.120398
-8.06945,0.0613499
-7.59,0.029017
-7.007,0.00844008
