x,Curve1
-19.9003,13.1943
-18.8789,7.11883
-18.8184,19.1911
-16.3665,4.20288
-16.1495,0.665685
-12.3574,1.21639
-11.597,0.16694
-11.4652,0.280564
-8.60936,0.0895495
-7.99605,0.0584335
-7.45123,0.0419154
-6.97247,0.0237468
-5.94507,0.00573989
