x,Curve1
-20.385,5.66294
-16.4856,1.81248
-15.8025,0.706705
-14.5339,0.890555
-12.4455,0.362445
-8.6793,0.110722
-8.06857,0.0628864
-7.52069,0.026947
-7.10123,0.00793166
