,Date,Time,Battery Voltage,Logger Temperature,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,30cm Soil Temperature,100cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Sunshine total since 0900,Humidity, 
19,26/9/2016,0500, , ,8.8,8.41,7.74,7.88,10.75, , ,0.4,8877.8, ,97.4, 
20,26/9/2016,0600, , ,7.71,7.22,6.63,7.59,10.76, , ,0.4,8873.7, ,96.7, 
21,26/9/2016,0700, , ,8.04,7.8,7.58,8.26,10.75, , ,0.4,8907.4, ,98.4, 
22,26/9/2016,0800, , ,9.79,9.37,10.35,10.31,10.88, , ,0.4,9105.4, ,97.3, 
23,26/9/2016,0900, , ,11.14,10.03,11.6,12.09,11.3, , ,0.4,9414.1, ,92.9, 
0,26/9/2016,1000, , ,11.99,10.37,13.26,14.08,11.88, , ,0.0,503.5, ,90.0, 
1,26/9/2016,1100, , ,12.54,10.86,13.88,14.92,12.53, , ,0.0,1196.2, ,89.5, 
2,26/9/2016,1200, , ,12.8,11.39,13.94,15.38,13.13, , ,0.2,1914.1, ,91.1, 
3,26/9/2016,1300, , ,12.91,12.19,13.78,15.2,13.5, , ,0.6,2454.3, ,95.4, 
4,26/9/2016,1400, , ,13.69,12.46,14.49,15.88,13.77, , ,0.8,3076.7, ,92.3, 
5,26/9/2016,1500, , ,13.31,12.21,13.17,14.38,13.99, , ,1.0,3461.0, ,93.1, 
6,26/9/2016,1600, , ,13.78,12.38,13.85,15.01,14.11, , ,1.2,3960.9, ,91.3, 
7,26/9/2016,1700, , ,13.46,12.23,12.92,13.76,14.06, , ,1.8,4063.3, ,92.3, 
8,26/9/2016,1800, , ,13.27,12.34,12.62,13.17,13.87, , ,1.8,4085.5, ,94.1, 
9,26/9/2016,1900, , ,13.1,12.42,12.32,12.6,13.67, , ,1.8,4083.0, ,95.7, 
10,26/9/2016,2000, , ,12.94,12.42,12.48,12.75,13.5, , ,2.0,4080.4, ,96.7, 
11,26/9/2016,2100, , ,12.96,12.37,12.28,12.52,13.43, , ,2.0,4077.7, ,96.2, 
12,26/9/2016,2200, , ,12.92,12.44,12.35,12.55,13.35, , ,2.2,4075.0, ,96.9, 
13,26/9/2016,2300, , ,13.0,12.46,12.41,12.58,13.3, , ,2.4,4071.9, ,96.5, 
14,27/9/2016,0000, , ,12.53,12.02,11.78,12.15,13.25, , ,2.6,4068.9, ,96.7, 
15,27/9/2016,0100, , ,12.07,11.32,11.31,11.62,13.08, , ,2.6,4064.3, ,95.1, 
16,27/9/2016,0200, , ,12.21,11.13,11.32,11.51,12.92, , ,2.6,4060.5, ,93.1, 
17,27/9/2016,0300, , ,11.86,11.03,10.99,11.22,12.81, , ,2.6,4057.6, ,94.7, 
18,27/9/2016,0400, , ,11.19,10.49,10.05,10.3,12.63, , ,2.6,4052.7, ,95.4, 
19,27/9/2016,0500, , ,11.34,10.46,10.67,10.83,12.43, , ,2.6,4049.5, ,94.3, 
20,27/9/2016,0600, , ,12.1,10.58,11.31,11.28,12.38, , ,2.6,4048.5, ,90.4, 
21,27/9/2016,0700, , ,12.96,11.13,12.25,12.03,12.4, , ,2.6,4086.5, ,88.6, 
22,27/9/2016,0800, , ,14.0,12.16,14.02,13.85,12.6, , ,2.6,4280.6, ,88.7, 
23,27/9/2016,0900, , ,14.78,12.88,15.74,15.92,12.98, , ,2.6,4628.6, ,88.3, 
0,27/9/2016,1000, , ,14.97,13.24,14.76,14.87,13.42, , ,0.0,257.8, ,89.0, 
1,27/9/2016,1100, , ,15.68,14.15,16.74,17.14,13.79, , ,0.0,712.1, ,90.6, 
2,27/9/2016,1200, , ,16.72,15.11,17.88,17.68,14.27, , ,0.0,1140.1, ,90.2, 
3,27/9/2016,1300, , ,17.94,15.07,18.05,18.02,14.76, , ,0.0,1585.3, ,83.3, 
4,27/9/2016,1400, , ,17.38,15.97,17.81,18.08,15.14, , ,0.0,2024.8, ,91.4, 
5,27/9/2016,1500, , ,17.93,14.71,19.64,19.59,15.61, , ,0.0,2742.9, ,81.5, 
6,27/9/2016,1600, , ,17.33,11.77,17.46,17.98,15.97, , ,0.0,3551.0, ,69.8, 
7,27/9/2016,1700, , ,15.55,10.94,14.96,15.6,15.7, , ,0.0,3821.5, ,74.0, 
8,27/9/2016,1800, , ,14.86,10.62,13.96,14.36,15.13, , ,0.0,3857.1, ,75.7, 
9,27/9/2016,1900, , ,14.92,10.45,13.86,14.04,14.66, , ,0.0,3854.6, ,74.6, 
10,27/9/2016,2000, , ,14.99,10.29,13.84,13.89,14.33, , ,0.0,3851.6, ,73.5, 
11,27/9/2016,2100, , ,14.73,11.01,13.37,13.62,14.12, , ,0.0,3847.8, ,78.4, 
12,27/9/2016,2200, , ,15.37,10.43,14.23,13.9,13.99, , ,0.0,3845.3, ,72.3, 
13,27/9/2016,2300, , ,14.83,10.69,13.76,13.65,13.83, , ,0.0,3841.8, ,76.2, 
14,28/9/2016,0000, , ,14.68,10.63,13.45,13.39,13.68, , ,0.0,3839.3, ,76.7, 
15,28/9/2016,0100, , ,13.96,10.31,12.08,12.09,13.44, , ,0.0,3834.0, ,78.6, 
16,28/9/2016,0200, , ,13.8,10.49,12.12,11.8,13.17, , ,0.0,3828.4, ,80.4, 
17,28/9/2016,0300, , ,13.73,10.56,11.99,11.53,12.96, , ,0.0,3822.8, ,81.2, 
18,28/9/2016,0400, , ,13.3,10.47,11.22,11.2,12.82, , ,0.0,3817.2, ,82.9, 
19,28/9/2016,0500, , ,13.54,11.12,12.09,11.6,12.71, , ,0.0,3811.8, ,85.2, 
20,28/9/2016,0600, , ,13.31,11.13,12.05,11.7,12.66, , ,0.0,3808.1, ,86.6, 
21,28/9/2016,0700, , ,14.19,11.47,13.59,12.86,12.67, , ,0.0,3845.6, ,83.7, 
22,28/9/2016,0800, , ,14.75,11.63,15.04,14.42,12.86, , ,0.0,4073.1, ,81.5, 
23,28/9/2016,0900, , ,15.55,11.79,18.14,17.69,13.23, , ,0.0,4703.3, ,78.3, 
0,28/9/2016,1000, , ,17.4,12.95,23.95,24.75,13.83, , ,0.0,1235.8, ,75.0, 
1,28/9/2016,1100, , ,17.38,13.44,20.98,21.97,14.61, , ,0.0,2360.8, ,77.7, 
2,28/9/2016,1200, , ,17.9,14.52,19.88,20.56,15.14, , ,0.0,3068.7, ,80.6, 
3,28/9/2016,1300, , ,19.38,15.49,20.15,20.46,15.46, , ,0.0,3609.5, ,78.2, 
4,28/9/2016,1400, , ,21.54,16.74,23.53,23.31,15.76, , ,0.0,4274.8, ,74.1, 
5,28/9/2016,1500, , ,22.73,17.27,24.97,25.97,16.84, , ,0.0,5770.9, ,71.3, 
6,28/9/2016,1600, , ,22.35,17.45,24.21,23.65,17.26, , ,0.0,6396.5, ,73.8, 
7,28/9/2016,1700, , ,21.14,17.08,20.38,20.87,17.29, , ,0.0,6838.0, ,77.6, 
8,28/9/2016,1800, , ,20.54,16.93,19.07,19.14,17.05, , ,0.0,6919.9, ,79.8, 
9,28/9/2016,1900, , ,20.05,16.75,18.62,18.19,16.73, , ,0.0,6916.5, ,81.3, 
10,28/9/2016,2000, , ,19.4,15.98,17.87,17.35,16.49, , ,0.0,6912.3, ,80.6, 
11,28/9/2016,2100, , ,19.28,15.12,17.8,17.08,16.24, , ,0.0,6908.0, ,76.9, 
12,28/9/2016,2200, , ,18.58,14.59,16.89,16.27,16.01, , ,0.0,6903.6, ,77.6, 
13,28/9/2016,2300, , ,18.24,14.47,17.03,16.38,15.79, , ,0.0,6899.4, ,78.7, 
14,29/9/2016,0000, , ,18.33,14.27,17.66,16.88,15.64, , ,0.0,6895.9, ,77.2, 
15,29/9/2016,0100, , ,17.02,14.87,16.07,15.97,15.6, , ,0.0,6893.0, ,87.2, 
16,29/9/2016,0200, , ,16.51,14.8,15.2,15.21,15.56, , ,0.0,6888.6, ,89.6, 
17,29/9/2016,0300, , ,16.61,14.3,14.9,15.01,15.45, , ,0.2,6883.5, ,86.3, 
18,29/9/2016,0400, , ,15.75,13.01,13.79,14.1,15.3, , ,0.4,6877.6, ,83.7, 
19,29/9/2016,0500, , ,14.67,10.39,12.14,12.39,14.9, , ,0.4,6871.3, ,75.5, 
20,29/9/2016,0600, , ,13.48,8.89,11.22,11.28,14.31, , ,0.4,6865.5, ,73.7, 
21,29/9/2016,0700, , ,13.68,9.15,12.13,11.58,13.86, , ,0.4,6936.4, ,74.0, 
22,29/9/2016,0800, , ,13.61,9.56,12.61,12.3,13.67, , ,0.4,7178.5, ,76.5, 
23,29/9/2016,0900, , ,14.7,9.9,17.4,16.24,13.65, , ,0.4,7798.0, ,72.9, 
0,29/9/2016,1000, , ,15.25,9.31,18.96,19.04,13.96, , ,0.0,1070.8, ,68.0, 
1,29/9/2016,1100, , ,14.2,9.18,13.82,15.04,14.43, , ,0.0,1941.4, ,71.7, 
2,29/9/2016,1200, , ,15.78,8.47,19.52,22.62,14.82, , ,0.0,3722.0, ,61.8, 
3,29/9/2016,1300, , ,15.36,8.14,17.94,22.11,15.49, , ,0.0,5721.5, ,62.0, 
4,29/9/2016,1400, , ,15.59,7.2,18.1,21.84,15.71, , ,0.0,7201.9, ,57.3, 
5,29/9/2016,1500, , ,15.49,7.48,18.96,21.32,15.77, , ,0.0,8402.3, ,58.8, 
6,29/9/2016,1600, , ,15.09,7.6,18.17,18.56,15.66, , ,0.0,9292.9, ,60.9, 
7,29/9/2016,1700, , ,14.35,7.2,13.21,15.59,15.21, , ,0.0,9834.2, ,62.1, 
8,29/9/2016,1800, , ,12.31,7.55,10.22,11.53,14.51, , ,0.0,9887.8, ,72.7, 
9,29/9/2016,1900, , ,12.78,7.77,10.87,11.56,13.84, , ,0.0,9881.6, ,71.6, 
10,29/9/2016,2000, , ,10.77,6.96,7.07,9.59,13.34, , ,0.0,9871.8, ,77.3, 
11,29/9/2016,2100, , ,11.55,6.83,8.38,9.61,12.88, , ,0.0,9863.6, ,72.7, 
12,29/9/2016,2200, , ,12.01,7.49,10.16,10.38,12.52, , ,0.0,9856.4, ,73.9, 
13,29/9/2016,2300, , ,11.27,7.49,8.73,9.41,12.34, , ,0.0,9849.7, ,77.5, 
14,30/9/2016,0000, , ,9.9,7.54,7.43,8.78,12.07, , ,0.0,9841.5, ,85.2, 
15,30/9/2016,0100, , ,10.5,7.6,8.68,9.22,11.89, , ,0.0,9835.6, ,82.2, 
16,30/9/2016,0200, , ,10.71,8.06,8.95,9.2,11.7, , ,0.0,9829.2, ,83.7, 
17,30/9/2016,0300, , ,9.95,7.92,7.81,8.19,11.51, , ,0.0,9821.7, ,87.2, 
18,30/9/2016,0400, , ,10.22,7.89,9.19,9.23,11.31, , ,0.0,9815.9, ,85.4, 
19,30/9/2016,0500, , ,8.74,6.91,6.69,7.5,11.19, , ,0.0,9808.7, ,88.3, 
20,30/9/2016,0600, , ,8.82,7.14,6.56,7.21,10.92, , ,0.0,9801.2, ,89.2, 
21,30/9/2016,0700, , ,9.03,7.41,7.94,7.63,10.71, , ,0.0,9891.2, ,89.5, 
22,30/9/2016,0800, , ,10.57,7.93,14.35,10.91,10.78, , ,0.0,10410.4, ,83.7, 
23,30/9/2016,0900, , ,12.19,8.35,17.51,15.34,11.25, , ,0.0,11380.6, ,77.4, 
0,30/9/2016,1000, , ,14.01,8.09,20.94,21.54,12.05, , ,0.0,1451.7, ,67.0, 
1,30/9/2016,1100, , ,15.03,7.88,22.13,24.81,13.15, , ,0.0,3272.3, ,62.3, 
2,30/9/2016,1200, , ,15.97,7.42,24.25,27.65,14.4, , ,0.0,5384.3, ,56.8, 
3,30/9/2016,1300, , ,13.07,8.27,17.67,21.56,15.38, , ,0.0,6817.6, ,72.6, 
4,30/9/2016,1400, , ,12.32,8.9,12.23,17.48,15.38, , ,2.2,7448.4, ,79.6, 
5,30/9/2016,1500, , ,14.46,8.18,16.73,19.09,15.42, , ,2.2,8712.3, ,65.9, 
6,30/9/2016,1600, , ,13.1,9.14,15.83,16.81,15.26, , ,2.2,9178.8, ,76.9, 
7,30/9/2016,1700, , ,12.58,8.8,10.54,13.74,14.94, , ,2.2,9564.6, ,77.7, 
8,30/9/2016,1800, , ,11.44,8.56,9.04,11.53,14.37, , ,2.2,9626.8, ,82.5, 
9,30/9/2016,1900, , ,10.4,8.47,8.22,10.44,13.65, , ,2.2,9620.0, ,87.8, 
10,30/9/2016,2000, , ,10.45,8.74,8.6,10.16,13.11, , ,2.2,9613.6, ,89.2, 
11,30/9/2016,2100, , ,9.83,8.45,8.1,9.72,12.71, , ,2.2,9606.8, ,91.1, 
12,30/9/2016,2200, , ,9.11,8.08,7.2,9.05,12.41, , ,2.2,9600.4, ,93.2, 
13,30/9/2016,2300, , ,9.13,8.28,7.26,8.89,12.11, , ,2.2,9594.1, ,94.4, 
14,1/10/2016,0000, , ,8.06,7.17,5.19,7.62,11.79, , ,2.2,9586.4, ,94.1, 
15,1/10/2016,0100, , ,6.62,6.15,3.3,6.58,11.37, , ,2.2,9578.2, ,96.8, 
16,1/10/2016,0200, , ,6.25,6.0,3.75,6.3,10.92, , ,2.2,9570.3, ,98.3, 
17,1/10/2016,0300, , ,6.11,6.02,4.82,6.49,10.6, , ,2.2,9563.9, ,99.3, 
18,1/10/2016,0400, , ,5.79,5.72,5.36,6.93,10.38, , ,2.2,9559.1, ,99.5, 
19,1/10/2016,0500, , ,6.07,6.02,5.27,7.08,10.33, , ,2.2,9556.5, ,99.6, 
20,1/10/2016,0600, , ,5.96,5.95,5.85,7.16,10.25, , ,2.2,9553.1, ,99.9, 
21,1/10/2016,0700, , ,6.09,6.08,6.47,7.87,10.21, , ,2.2,9571.9, ,99.9, 
22,1/10/2016,0800, , ,6.37,6.36,8.44,9.97,10.36, , ,2.2,9820.5, ,99.9, 
23,1/10/2016,0900, , ,7.29,7.28,10.1,12.04,10.77, , ,2.2,10266.7, ,99.9, 
0,1/10/2016,1000, , ,8.76,8.75,12.28,14.85,11.6, , ,0.0,869.3, ,100.0, 
1,1/10/2016,1100, , ,10.36,10.35,17.68,20.7,12.33, , ,0.0,1986.2, ,99.9, 
2,1/10/2016,1200, , ,11.81,10.1,15.85,18.5,13.24, , ,0.0,3157.1, ,89.3, 
3,1/10/2016,1300, , ,12.85,10.25,15.84,18.37,13.78, , ,0.0,4144.3, ,84.2, 
4,1/10/2016,1400, , ,13.44,10.08,15.06,17.0,13.92, , ,0.0,4713.8, ,80.1, 
5,1/10/2016,1500, , ,10.28,8.78,10.06,13.62,13.81, , ,1.0,5051.0, ,90.4, 
6,1/10/2016,1600, , ,10.37,9.62,10.05,12.24,13.22, , ,6.0,5095.5, ,95.1, 
7,1/10/2016,1700, , ,10.3,9.5,9.78,11.22,12.64, , ,11.6,5124.6, ,94.8, 
8,1/10/2016,1800, , ,10.44,9.66,9.48,10.88,12.29, , ,13.2,5142.6, ,94.9, 
9,1/10/2016,1900, , ,9.88,8.59,8.34,9.56,12.03, , ,13.2,5140.3, ,91.7, 
10,1/10/2016,2000, , ,9.31,8.73,7.78,8.53,11.6, , ,13.2,5135.0, ,96.2, 
11,1/10/2016,2100, , ,8.96,8.43,7.67,8.15,11.2, , ,13.2,5129.2, ,96.5, 
12,1/10/2016,2200, , ,8.68,8.11,7.34,7.68,10.86, , ,13.2,5123.2, ,96.2, 
13,1/10/2016,2300, , ,8.49,7.93,6.96,7.29,10.54, , ,13.2,5117.1, ,96.3, 
14,2/10/2016,0000, , ,8.4,7.86,6.91,7.09,10.27, , ,13.2,5110.1, ,96.4, 
15,2/10/2016,0100, , ,8.66,7.96,7.22,7.25,10.07, , ,13.2,5103.9, ,95.3, 
16,2/10/2016,0200, , ,8.58,7.86,7.14,7.17,9.91, , ,13.2,5097.0, ,95.3, 
17,2/10/2016,0300, , ,8.06,7.38,6.54,6.68,9.75, , ,13.2,5090.0, ,95.5, 
18,2/10/2016,0400, , ,8.48,7.68,6.94,6.84,9.57, , ,13.2,5083.5, ,94.7, 
19,2/10/2016,0500, , ,8.08,7.44,6.54,6.57,9.45, , ,13.2,5076.5, ,95.7, 
20,2/10/2016,0600, , ,7.84,7.29,6.23,6.3,9.3, , ,13.4,5069.4, ,96.3, 
21,2/10/2016,0700, , ,8.34,7.61,7.97,6.73,9.17, , ,13.4,5128.0, ,95.1, 
22,2/10/2016,0800, , ,9.26,7.99,12.2,8.23,9.22, , ,13.4,5588.2, ,91.8, 
23,2/10/2016,0900, , ,10.62,8.82,14.82,10.9,9.84, , ,13.4,6376.0, ,88.6, 
0,2/10/2016,1000, , ,11.92,9.29,17.07,18.19,10.73, , ,0.0,1405.6, ,84.0, 
1,2/10/2016,1100, , ,12.64,8.65,17.04,20.24,11.97, , ,0.0,3145.8, ,76.7, 
2,2/10/2016,1200, , ,13.47,8.17,20.41,22.74,13.1, , ,0.0,4816.2, ,70.3, 
3,2/10/2016,1300, , ,13.61,8.23,18.84,22.18,14.17, , ,0.0,6682.5, ,69.9, 
4,2/10/2016,1400, , ,14.37,8.18,22.5,24.88,14.69, , ,0.0,8089.2, ,66.3, 
5,2/10/2016,1500, , ,13.54,6.77,14.82,19.14,15.32, , ,0.0,9325.4, ,63.6, 
6,2/10/2016,1600, , ,13.99,7.25,20.03,19.86,15.03, , ,0.0,10104.1, ,63.8, 
7,2/10/2016,1700, , ,12.87,7.59,11.5,14.68,14.76, , ,0.0,10600.8, ,70.3, 
8,2/10/2016,1800, , ,10.79,7.4,7.51,11.25,13.86, , ,0.0,10680.8, ,79.6, 
9,2/10/2016,1900, , ,9.42,7.13,6.24,9.47,12.95, , ,0.0,10671.7, ,85.6, 
10,2/10/2016,2000, , ,8.26,6.52,2.78,7.77,12.2, , ,0.0,10662.3, ,88.8, 
11,2/10/2016,2100, , ,6.79,5.94,2.47,6.81,11.51, , ,0.0,10653.4, ,94.4, 
12,2/10/2016,2200, , ,6.17,5.82,1.99,6.04,10.91, , ,0.0,10645.1, ,97.6, 
13,2/10/2016,2300, , ,5.46,5.2,1.44,5.47,10.4, , ,0.0,10637.1, ,98.2, 
14,3/10/2016,0000, , ,5.08,4.83,1.37,4.97,9.96, , ,0.0,10629.2, ,98.3, 
15,3/10/2016,0100, , ,4.63,4.37,0.82,4.54,9.57, , ,0.0,10621.3, ,98.2, 
16,3/10/2016,0200, , ,4.23,4.07,0.6,4.14,9.2, , ,0.0,10613.7, ,98.9, 
17,3/10/2016,0300, , ,3.54,3.39,0.26,3.69,8.86, , ,0.0,10605.8, ,99.0, 
18,3/10/2016,0400, , ,3.12,3.04,-0.21,3.39,8.53, , ,0.0,10598.1, ,99.4, 
19,3/10/2016,0500, , ,3.18,3.1,0.04,3.22,8.24, , ,0.0,10590.6, ,99.4, 
20,3/10/2016,0600, , ,2.53,2.44,0.28,3.01,7.98, , ,0.0,10583.4, ,99.3, 
21,3/10/2016,0700, , ,3.2,3.16,3.4,3.93,7.76, , ,0.0,10663.1, ,99.7, 
22,3/10/2016,0800, , ,5.8,5.77,10.65,7.33,7.9, , ,0.0,11317.5, ,99.7, 
23,3/10/2016,0900, , ,7.17,7.11,10.78,10.5,8.69, , ,0.0,12092.6, ,99.5, 
0,3/10/2016,1000, , ,9.77,9.13,13.01,14.51,9.63, , ,0.0,989.1, ,96.0, 
1,3/10/2016,1100, , ,12.12,9.69,17.35,20.81,10.91, , ,0.0,2487.4, ,85.1, 
2,3/10/2016,1200, , ,13.48,9.15,20.17,23.79,12.38, , ,0.0,4382.5, ,75.1, 
3,3/10/2016,1300, , ,14.22,8.52,20.27,24.98,13.57, , ,0.0,6309.8, ,68.6, 
4,3/10/2016,1400, , ,14.99,8.12,21.07,24.41,14.39, , ,0.0,8060.4, ,63.5, 
5,3/10/2016,1500, , ,15.06,7.38,18.98,21.06,14.78, , ,0.0,9439.7, ,60.1, 
6,3/10/2016,1600, , ,14.3,7.67,15.69,17.63,14.55, , ,0.0,10240.1, ,64.3, 
7,3/10/2016,1700, , ,13.8,7.92,12.72,14.95,14.11, , ,0.0,10774.2, ,67.6, 
8,3/10/2016,1800, , ,11.63,8.56,8.86,11.38,13.34, , ,0.0,10853.1, ,81.4, 
9,3/10/2016,1900, , ,10.14,8.01,6.29,9.45,12.55, , ,0.0,10843.0, ,86.7, 
10,3/10/2016,2000, , ,9.44,8.35,6.52,8.45,11.86, , ,0.0,10833.8, ,92.9, 
11,3/10/2016,2100, , ,8.15,7.15,4.9,7.98,11.33, , ,0.0,10825.9, ,93.4, 
12,3/10/2016,2200, , ,8.78,8.49,5.26,7.52,10.93, , ,0.0,10818.7, ,98.0, 
13,3/10/2016,2300, , ,9.17,9.05,7.49,8.05,10.66, , ,0.0,10814.0, ,99.2, 
14,4/10/2016,0000, , ,9.97,9.9,9.52,9.54,10.63, , ,0.0,10811.3, ,99.5, 
15,4/10/2016,0100, , ,10.08,10.04,9.34,9.41,10.67, , ,0.0,10808.4, ,99.8, 
16,4/10/2016,0200, , ,10.75,10.73,9.92,9.67,10.64, , ,0.0,10805.2, ,99.9, 
17,4/10/2016,0300, , ,10.0,9.95,7.08,8.63,10.61, , ,0.0,10800.4, ,99.7, 
18,4/10/2016,0400, , ,9.34,9.33,8.5,9.06,10.49, , ,0.0,10797.0, ,99.9, 
19,4/10/2016,0500, , ,8.71,8.7,5.26,7.26,10.41, , ,0.0,10792.3, ,99.9, 
20,4/10/2016,0600, , ,8.91,8.9,3.93,6.35,10.1, , ,0.2,10785.7, ,99.9, 
21,4/10/2016,0700, , ,8.66,8.65,8.99,8.91,9.86, , ,0.2,10824.5, ,99.9, 
22,4/10/2016,0800, , ,10.43,10.42,12.08,11.6,10.16, , ,0.2,11068.1, ,99.9, 
23,4/10/2016,0900, , ,12.53,12.51,16.13,14.17,10.93, , ,0.2,11693.0, ,99.9, 
0,4/10/2016,1000, , ,15.76,13.76,18.56,19.4,11.88, , ,0.0,1100.8, ,88.0, 
1,4/10/2016,1100, , ,16.31,12.29,18.91,19.61,13.01, , ,0.0,2234.2, ,77.1, 
2,4/10/2016,1200, , ,17.25,11.76,21.81,23.76,13.55, , ,0.0,3355.2, ,70.1, 
3,4/10/2016,1300, , ,16.92,11.4,19.91,22.35,14.46, , ,0.0,4854.2, ,69.9, 
4,4/10/2016,1400, , ,16.39,11.06,17.12,19.3,14.9, , ,0.0,6063.6, ,70.7, 
5,4/10/2016,1500, , ,16.76,11.59,20.29,21.27,15.0, , ,0.0,7217.6, ,71.6, 
6,4/10/2016,1600, , ,15.56,10.92,16.42,17.27,14.85, , ,0.0,7828.7, ,73.9, 
7,4/10/2016,1700, , ,14.57,10.59,13.48,14.44,14.3, , ,0.0,8061.5, ,77.0, 
8,4/10/2016,1800, , ,13.41,10.28,11.72,12.29,13.66, , ,0.0,8092.2, ,81.3, 
9,4/10/2016,1900, , ,12.73,10.37,11.01,11.29,13.11, , ,0.0,8085.3, ,85.5, 
10,4/10/2016,2000, , ,11.67,10.14,10.21,10.74,12.67, , ,0.0,8078.5, ,90.3, 
11,4/10/2016,2100, , ,11.34,9.87,9.99,10.49,12.39, , ,0.0,8073.3, ,90.7, 
12,4/10/2016,2200, , ,11.59,9.82,10.85,11.03,12.18, , ,0.0,8069.3, ,88.8, 
13,4/10/2016,2300, , ,11.8,9.84,11.19,11.3,12.09, , ,0.0,8066.8, ,87.7, 
14,5/10/2016,0000, , ,12.12,9.77,11.65,11.63,12.03, , ,0.0,8064.8, ,85.6, 
15,5/10/2016,0100, , ,12.58,9.79,12.04,11.85,12.02, , ,0.0,8063.0, ,83.1, 
16,5/10/2016,0200, , ,12.37,9.67,11.78,11.74,12.02, , ,0.0,8060.6, ,83.6, 
17,5/10/2016,0300, , ,11.94,9.65,11.45,11.55,11.99, , ,0.0,8057.8, ,85.8, 
18,5/10/2016,0400, , ,12.01,10.0,11.48,11.53,11.94, , ,0.0,8055.0, ,87.5, 
19,5/10/2016,0500, , ,11.84,10.01,11.51,11.57,11.9, , ,0.0,8052.7, ,88.6, 
20,5/10/2016,0600, , ,12.1,10.1,11.67,11.6,11.89, , ,0.0,8050.8, ,87.5, 
21,5/10/2016,0700, , ,12.52,10.29,12.21,11.89,11.87, , ,0.0,8071.1, ,86.3, 
22,5/10/2016,0800, , ,12.42,10.02,12.74,12.48,11.9, , ,0.0,8217.7, ,85.3, 
23,5/10/2016,0900, , ,13.64,10.19,15.58,14.26,12.1, , ,0.0,8678.3, ,79.6, 
0,5/10/2016,1000, , ,14.4,9.64,16.23,16.51,12.58, , ,0.0,995.9, ,73.0, 
1,5/10/2016,1100, , ,14.53,8.43,16.9,18.44,13.03, , ,0.0,2007.9, ,66.8, 
2,5/10/2016,1200, , ,14.78,6.7,18.67,21.82,13.56, , ,0.0,3464.8, ,58.4, 
3,5/10/2016,1300, , ,14.1,6.1,17.46,20.13,13.98, , ,0.0,4582.7, ,58.5, 
4,5/10/2016,1400, , ,13.61,6.2,15.81,18.62,14.38, , ,0.0,5843.8, ,60.8, 
5,5/10/2016,1500, , ,13.12,5.8,15.23,17.45,14.41, , ,0.0,6820.4, ,61.1, 
6,5/10/2016,1600, , ,12.68,5.87,14.03,15.09,14.24, , ,0.0,7527.3, ,63.2, 
7,5/10/2016,1700, , ,12.07,5.65,11.77,13.42,13.74, , ,0.0,7802.0, ,64.8, 
8,5/10/2016,1800, , ,11.36,6.25,9.97,11.6,13.24, , ,0.0,7835.9, ,70.8, 
9,5/10/2016,1900, , ,9.21,6.24,6.33,9.69,12.69, , ,0.0,7828.1, ,81.6, 
10,5/10/2016,2000, , ,8.09,6.26,6.02,8.58,12.18, , ,0.0,7819.7, ,88.2, 
11,5/10/2016,2100, , ,8.12,6.91,6.3,8.12,11.69, , ,0.0,7812.0, ,92.1, 
12,5/10/2016,2200, , ,8.64,6.83,5.94,7.5,11.28, , ,0.0,7804.1, ,88.3, 
13,5/10/2016,2300, , ,8.95,7.22,7.9,8.99,10.99, , ,0.0,7799.0, ,88.9, 
14,6/10/2016,0000, , ,9.45,7.11,8.19,8.96,10.9, , ,0.0,7794.0, ,85.3, 
15,6/10/2016,0100, , ,6.72,5.31,4.22,6.72,10.68, , ,0.0,7786.4, ,90.7, 
16,6/10/2016,0200, , ,7.58,6.36,5.85,7.39,10.46, , ,0.0,7782.1, ,91.9, 
17,6/10/2016,0300, , ,7.84,6.15,5.31,6.77,10.35, , ,0.0,7777.5, ,89.0, 
18,6/10/2016,0400, , ,7.76,6.26,6.33,7.13,10.09, , ,0.0,7770.9, ,90.2, 
19,6/10/2016,0500, , ,8.47,6.74,6.48,7.32,9.99, , ,0.0,7767.1, ,88.8, 
20,6/10/2016,0600, , ,7.7,6.41,5.34,6.12,9.8, , ,0.0,7759.1, ,91.5, 
21,6/10/2016,0700, , ,7.72,6.83,6.8,6.27,9.59, , ,0.0,7792.4, ,94.1, 
22,6/10/2016,0800, , ,9.64,8.13,11.79,10.97,9.5, , ,0.0,8089.0, ,90.3, 
23,6/10/2016,0900, , ,11.6,9.06,16.87,13.65,9.95, , ,0.0,8885.7, ,84.4, 
0,6/10/2016,1000, , ,12.5,8.2,14.83,14.99,10.76, , ,0.0,1157.1, ,75.0, 
1,6/10/2016,1100, , ,13.82,7.27,17.44,19.24,11.54, , ,0.0,2297.5, ,64.6, 
2,6/10/2016,1200, , ,13.16,6.65,14.73,17.76,12.65, , ,0.0,4034.9, ,64.6, 
3,6/10/2016,1300, , ,15.1,8.14,22.14,25.39,13.44, , ,0.0,5660.7, ,63.1, 
4,6/10/2016,1400, , ,12.97,6.55,12.95,16.68,14.32, , ,0.0,6836.6, ,65.0, 
5,6/10/2016,1500, , ,13.5,6.16,15.44,18.24,14.37, , ,0.0,7950.5, ,61.1, 
6,6/10/2016,1600, , ,13.49,7.15,17.8,17.57,14.24, , ,0.0,8456.1, ,65.5, 
