,Date,Time,Battery Voltage,Logger Temperature,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,30cm Soil Temperature,100cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Sunshine total since 0900,Humidity, 
7,6/10/2016,1700, , ,12.35,6.51,13.24,14.08,13.78, , ,0.0,8734.9, ,67.5, 
8,6/10/2016,1800, , ,11.4,6.27,10.21,11.59,13.16, , ,0.0,8764.7, ,70.7, 
9,6/10/2016,1900, , ,11.23,6.89,10.55,11.72,12.68, , ,0.0,8761.2, ,74.7, 
10,6/10/2016,2000, , ,11.1,7.24,9.98,11.09,12.39, , ,0.0,8758.3, ,77.1, 
11,6/10/2016,2100, , ,10.85,7.61,10.09,10.87,12.04, , ,0.0,8753.4, ,80.4, 
12,6/10/2016,2200, , ,10.89,8.23,10.35,10.95,11.88, , ,0.0,8752.0, ,83.6, 
13,6/10/2016,2300, , ,10.7,8.61,10.33,11.07,11.79, , ,0.0,8750.5, ,86.9, 
14,7/10/2016,0000, , ,10.5,9.51,9.99,10.8,11.75, , ,0.0,8746.8, ,93.6, 
15,7/10/2016,0100, , ,10.81,10.46,10.51,11.15,11.73, , ,0.6,8744.8, ,97.7, 
16,7/10/2016,0200, , ,10.87,10.56,10.47,11.01,11.73, , ,0.8,8743.5, ,98.0, 
17,7/10/2016,0300, , ,10.99,10.56,10.55,10.97,11.71, , ,0.8,8741.8, ,97.2, 
18,7/10/2016,0400, , ,10.8,10.61,10.59,11.03,11.69, , ,1.6,8740.7, ,98.7, 
19,7/10/2016,0500, , ,10.78,10.6,10.62,11.1,11.69, , ,2.2,8740.6, ,98.8, 
20,7/10/2016,0600, , ,10.75,10.54,10.51,11.03,11.7, , ,2.4,8740.6, ,98.6, 
21,7/10/2016,0700, , ,10.84,10.64,10.79,11.22,11.69, , ,2.6,8750.8, ,98.7, 
22,7/10/2016,0800, , ,11.34,11.0,11.55,11.81,11.74, , ,2.6,8826.9, ,97.7, 
23,7/10/2016,0900, , ,12.13,11.62,13.42,13.48,11.95, , ,2.6,9096.9, ,96.7, 
0,7/10/2016,1000, , ,11.69,11.15,11.99,12.99,12.28, , ,0.6,257.7, ,96.0, 
1,7/10/2016,1100, , ,13.35,12.96,15.85,16.24,12.59, , ,0.8,803.3, ,97.5, 
2,7/10/2016,1200, , ,13.91,11.62,17.73,18.91,13.3, , ,0.8,1697.2, ,86.1, 
3,7/10/2016,1300, , ,13.87,11.14,14.82,16.87,14.14, , ,0.8,2573.8, ,83.6, 
4,7/10/2016,1400, , ,13.78,11.15,14.51,16.15,14.23, , ,0.8,3062.5, ,84.2, 
5,7/10/2016,1500, , ,13.7,10.97,13.75,15.2,14.24, , ,0.8,3454.3, ,83.5, 
6,7/10/2016,1600, , ,13.47,11.02,13.17,14.26,14.09, , ,0.8,3642.3, ,85.1, 
7,7/10/2016,1700, , ,12.11,11.58,11.82,13.11,13.83, , ,1.4,3681.7, ,96.6, 
8,7/10/2016,1800, , ,12.08,11.72,11.73,12.68,13.55, , ,1.6,3687.3, ,97.7, 
9,7/10/2016,1900, , ,11.96,11.7,11.61,12.42,13.33, , ,1.6,3684.8, ,98.3, 
10,7/10/2016,2000, , ,11.74,11.06,11.13,12.09,13.15, , ,1.8,3682.0, ,95.6, 
11,7/10/2016,2100, , ,11.43,10.77,10.81,11.65,12.95, , ,1.8,3679.2, ,95.7, 
12,7/10/2016,2200, , ,11.28,10.51,10.52,11.35,12.76, , ,1.8,3676.3, ,95.0, 
13,7/10/2016,2300, , ,10.2,9.58,8.38,9.9,12.54, , ,1.8,3671.6, ,96.0, 
14,8/10/2016,0000, , ,9.23,8.8,7.39,8.74,12.11, , ,1.8,3664.6, ,97.2, 
15,8/10/2016,0100, , ,8.34,8.12,6.55,7.99,11.65, , ,1.8,3657.8, ,98.5, 
16,8/10/2016,0200, , ,8.75,8.59,7.65,8.49,11.32, , ,1.8,3653.9, ,98.9, 
17,8/10/2016,0300, , ,8.97,8.67,7.9,8.47,11.11, , ,1.8,3649.5, ,98.0, 
18,8/10/2016,0400, , ,8.59,8.32,6.93,8.03,10.94, , ,1.8,3645.4, ,98.1, 
19,8/10/2016,0500, , ,7.87,7.7,5.86,7.1,10.7, , ,1.8,3639.0, ,98.9, 
20,8/10/2016,0600, , ,8.6,8.55,7.92,8.01,10.43, , ,1.8,3634.7, ,99.7, 
21,8/10/2016,0700, , ,9.21,9.15,8.96,8.95,10.39, , ,1.8,3643.6, ,99.6, 
22,8/10/2016,0800, , ,9.75,9.66,9.93,10.0,10.53, , ,1.8,3728.9, ,99.4, 
23,8/10/2016,0900, , ,10.69,10.25,11.65,11.83,10.82, , ,1.8,4015.6, ,97.1, 
0,8/10/2016,1000, , ,11.28,10.13,12.54,13.11,11.33, , ,0.0,481.5, ,93.0, 
1,8/10/2016,1100, , ,11.92,10.23,13.69,14.6,11.87, , ,0.0,1092.7, ,89.4, 
2,8/10/2016,1200, , ,12.91,10.07,15.49,16.75,12.5, , ,0.0,1996.3, ,82.8, 
3,8/10/2016,1300, , ,12.3,9.22,12.95,14.14,12.87, , ,0.0,2341.0, ,81.4, 
4,8/10/2016,1400, , ,12.28,9.18,12.2,13.3,12.88, , ,0.0,2600.6, ,81.3, 
5,8/10/2016,1500, , ,12.93,9.69,18.16,16.48,12.85, , ,0.0,3039.9, ,80.6, 
6,8/10/2016,1600, , ,12.82,9.46,13.29,14.19,13.23, , ,0.0,3640.7, ,80.0, 
7,8/10/2016,1700, , ,11.61,8.4,10.1,11.89,13.1, , ,0.0,3789.2, ,80.6, 
8,8/10/2016,1800, , ,11.47,8.4,10.5,11.41,12.73, , ,0.0,3806.7, ,81.4, 
9,8/10/2016,1900, , ,10.93,8.87,10.02,10.94,12.43, , ,0.0,3803.9, ,87.1, 
10,8/10/2016,2000, , ,10.32,8.88,9.41,10.5,12.19, , ,0.0,3801.0, ,90.8, 
11,8/10/2016,2100, , ,10.47,8.93,9.88,10.58,11.95, , ,0.0,3798.9, ,90.2, 
12,8/10/2016,2200, , ,10.19,8.82,9.39,10.18,11.79, , ,0.0,3794.3, ,91.2, 
13,8/10/2016,2300, , ,9.53,8.52,8.34,9.39,11.63, , ,0.0,3789.5, ,93.4, 
14,9/10/2016,0000, , ,9.47,8.7,8.54,9.35,11.44, , ,0.0,3786.2, ,94.9, 
15,9/10/2016,0100, , ,8.63,8.02,6.87,8.27,11.24, , ,0.0,3781.0, ,96.0, 
16,9/10/2016,0200, , ,7.87,7.61,5.7,7.17,10.92, , ,0.0,3774.7, ,98.2, 
17,9/10/2016,0300, , ,7.54,7.38,5.62,6.43,10.52, , ,0.0,3767.6, ,98.9, 
18,9/10/2016,0400, , ,7.78,7.74,6.83,6.99,10.13, , ,0.0,3761.5, ,99.7, 
19,9/10/2016,0500, , ,7.41,7.36,5.91,6.29,9.95, , ,0.0,3756.1, ,99.7, 
20,9/10/2016,0600, , ,7.02,6.93,5.32,5.8,9.66, , ,0.0,3749.0, ,99.4, 
21,9/10/2016,0700, , ,7.1,7.05,6.99,6.6,9.38, , ,0.0,3775.3, ,99.6, 
22,9/10/2016,0800, , ,7.33,7.14,6.76,6.96,9.37, , ,0.0,4035.4, ,98.7, 
23,9/10/2016,0900, , ,9.02,8.86,13.31,10.65,9.44, , ,0.2,4477.1, ,99.0, 
0,9/10/2016,1000, , ,11.24,9.38,16.12,16.99,10.11, , ,0.0,1238.3, ,88.0, 
1,9/10/2016,1100, , ,11.87,8.46,15.34,17.47,11.31, , ,0.0,2754.2, ,79.6, 
2,9/10/2016,1200, , ,12.79,8.13,19.86,21.49,12.07, , ,0.0,3989.4, ,73.2, 
3,9/10/2016,1300, , ,12.36,7.93,17.09,19.47,12.86, , ,0.0,5036.9, ,74.3, 
4,9/10/2016,1400, , ,11.49,7.53,12.42,15.93,13.31, , ,0.0,6064.4, ,76.6, 
5,9/10/2016,1500, , ,11.17,8.22,11.73,14.49,13.39, , ,0.0,6530.1, ,82.0, 
6,9/10/2016,1600, , ,11.37,8.84,12.23,14.69,13.1, , ,0.6,6825.5, ,84.4, 
7,9/10/2016,1700, , ,11.38,7.76,11.21,12.89,13.03, , ,0.6,7297.9, ,78.4, 
8,9/10/2016,1800, , ,10.32,7.8,8.61,11.0,12.67, , ,0.6,7314.4, ,84.4, 
9,9/10/2016,1900, , ,8.95,7.29,7.45,9.71,12.16, , ,0.6,7308.8, ,89.3, 
10,9/10/2016,2000, , ,8.79,7.41,7.23,9.23,11.77, , ,0.6,7304.8, ,91.0, 
11,9/10/2016,2100, , ,8.5,7.59,6.92,8.5,11.4, , ,0.6,7298.9, ,94.0, 
12,9/10/2016,2200, , ,8.05,6.99,5.72,7.69,11.09, , ,0.6,7293.0, ,93.0, 
13,9/10/2016,2300, , ,7.73,7.09,6.62,7.68,10.68, , ,0.6,7286.2, ,95.7, 
14,10/10/2016,0000, , ,7.43,6.85,5.54,6.87,10.41, , ,0.6,7279.9, ,96.1, 
15,10/10/2016,0100, , ,7.18,6.76,5.55,6.61,10.12, , ,0.6,7273.5, ,97.2, 
16,10/10/2016,0200, , ,7.24,6.55,6.22,6.9,9.83, , ,0.6,7267.6, ,95.4, 
17,10/10/2016,0300, , ,6.54,5.75,4.31,5.71,9.67, , ,0.6,7261.0, ,94.7, 
18,10/10/2016,0400, , ,6.11,5.53,4.16,5.09,9.32, , ,0.6,7252.8, ,96.1, 
19,10/10/2016,0500, , ,5.59,5.15,3.71,4.62,8.95, , ,0.6,7245.1, ,97.0, 
20,10/10/2016,0600, , ,5.7,5.08,3.9,4.58,8.64, , ,0.6,7237.7, ,95.8, 
21,10/10/2016,0700, , ,5.78,4.61,4.27,5.02,8.47, , ,0.6,7244.7, ,92.1, 
22,10/10/2016,0800, , ,6.95,5.45,6.89,7.03,8.47, , ,0.6,7380.0, ,90.1, 
23,10/10/2016,0900, , ,8.58,6.48,11.67,11.71,8.9, , ,0.6,8144.7, ,86.7, 
0,10/10/2016,1000, , ,8.67,7.16,9.76,10.67,9.58, , ,0.0,508.7, ,90.0, 
1,10/10/2016,1100, , ,10.2,7.82,13.94,15.93,10.33, , ,0.0,1690.6, ,85.2, 
2,10/10/2016,1200, , ,11.59,8.1,17.09,19.58,11.3, , ,0.0,3148.7, ,79.1, 
3,10/10/2016,1300, , ,10.89,9.03,13.56,15.24,11.74, , ,0.8,3798.2, ,88.3, 
4,10/10/2016,1400, , ,10.13,8.16,9.9,13.19,12.28, , ,1.0,4864.6, ,87.6, 
5,10/10/2016,1500, , ,10.23,7.89,9.92,12.29,12.19, , ,1.4,5176.5, ,85.4, 
6,10/10/2016,1600, , ,11.16,9.02,12.1,13.57,11.9, , ,1.4,5426.1, ,86.6, 
7,10/10/2016,1700, , ,9.68,7.77,7.91,9.96,11.78, , ,1.4,5551.0, ,87.9, 
8,10/10/2016,1800, , ,8.55,6.91,6.01,8.04,11.27, , ,1.4,5568.0, ,89.4, 
9,10/10/2016,1900, , ,7.48,6.76,5.35,6.85,10.67, , ,1.4,5560.4, ,95.2, 
10,10/10/2016,2000, , ,6.93,6.4,5.16,6.2,10.13, , ,1.4,5553.3, ,96.4, 
11,10/10/2016,2100, , ,6.62,6.17,5.07,5.83,9.69, , ,1.4,5546.3, ,96.9, 
12,10/10/2016,2200, , ,6.65,6.28,5.04,5.55,9.33, , ,1.4,5539.6, ,97.5, 
13,10/10/2016,2300, , ,6.29,6.0,4.76,5.26,9.01, , ,1.4,5533.1, ,98.0, 
14,11/10/2016,0000, , ,6.01,5.76,4.32,4.97,8.74, , ,1.6,5526.5, ,98.3, 
15,11/10/2016,0100, , ,5.83,5.61,4.05,4.75,8.5, , ,1.6,5519.9, ,98.5, 
16,11/10/2016,0200, , ,6.1,5.98,4.45,4.75,8.28, , ,1.6,5513.3, ,99.2, 
17,11/10/2016,0300, , ,6.4,6.26,4.8,4.88,8.12, , ,1.6,5507.5, ,99.1, 
18,11/10/2016,0400, , ,6.59,6.45,5.99,5.81,8.03, , ,1.6,5503.5, ,99.0, 
19,11/10/2016,0500, , ,7.42,7.31,7.02,6.81,8.13, , ,1.6,5502.1, ,99.3, 
20,11/10/2016,0600, , ,8.12,7.9,7.82,7.62,8.35, , ,1.6,5501.9, ,98.5, 
21,11/10/2016,0700, , ,8.75,8.47,8.39,8.15,8.59, , ,1.6,5506.1, ,98.1, 
22,11/10/2016,0800, , ,9.19,9.05,9.16,8.92,8.82, , ,1.8,5552.9, ,99.0, 
23,11/10/2016,0900, , ,10.15,10.05,10.52,10.11,9.16, , ,2.0,5694.9, ,99.3, 
0,11/10/2016,1000, , ,11.12,10.81,12.68,12.29,9.65, , ,0.0,358.0, ,98.0, 
1,11/10/2016,1100, , ,11.82,10.7,12.63,13.33,10.23, , ,0.2,852.7, ,92.8, 
2,11/10/2016,1200, , ,12.63,11.06,13.81,14.32,10.9, , ,0.2,1409.3, ,90.2, 
3,11/10/2016,1300, , ,12.45,10.25,12.61,14.07,11.71, , ,0.2,2257.3, ,86.4, 
4,11/10/2016,1400, , ,11.97,10.91,12.45,13.47,11.93, , ,0.6,2590.7, ,93.2, 
5,11/10/2016,1500, , ,12.09,10.43,12.15,13.19,11.94, , ,0.6,2882.5, ,89.6, 
6,11/10/2016,1600, , ,12.12,10.14,12.02,12.71,11.98, , ,0.6,3114.7, ,87.7, 
7,11/10/2016,1700, , ,11.81,9.8,11.1,11.69,11.9, , ,0.6,3193.3, ,87.5, 
8,11/10/2016,1800, , ,11.38,9.53,10.44,10.93,11.69, , ,0.6,3201.0, ,88.4, 
9,11/10/2016,1900, , ,10.98,9.32,10.06,10.53,11.46, , ,0.6,3199.5, ,89.5, 
10,11/10/2016,2000, , ,10.59,9.48,9.8,10.22,11.26, , ,0.6,3198.0, ,92.8, 
11,11/10/2016,2100, , ,10.68,9.61,10.13,10.4,11.14, , ,0.6,3197.6, ,93.0, 
12,11/10/2016,2200, , ,10.41,9.82,10.07,10.31,11.06, , ,0.6,3197.0, ,96.1, 
13,11/10/2016,2300, , ,10.22,9.72,9.72,10.03,10.98, , ,0.6,3195.6, ,96.7, 
14,12/10/2016,0000, , ,10.37,9.01,9.6,9.88,10.9, , ,0.6,3194.7, ,91.3, 
15,12/10/2016,0100, , ,9.8,8.7,8.83,9.3,10.78, , ,0.6,3191.9, ,92.9, 
16,12/10/2016,0200, , ,9.54,7.98,8.34,8.91,10.62, , ,0.6,3189.0, ,90.0, 
17,12/10/2016,0300, , ,8.89,7.59,7.53,8.26,10.42, , ,0.6,3184.8, ,91.6, 
18,12/10/2016,0400, , ,8.53,7.45,7.55,8.16,10.2, , ,0.6,3180.9, ,92.9, 
19,12/10/2016,0500, , ,8.86,7.75,8.17,8.54,10.07, , ,0.6,3178.3, ,92.7, 
20,12/10/2016,0600, , ,9.08,7.49,8.33,8.61,10.03, , ,0.6,3177.0, ,89.8, 
21,12/10/2016,0700, , ,9.05,7.49,8.39,8.69,9.97, , ,0.6,3183.3, ,89.9, 
22,12/10/2016,0800, , ,9.44,7.83,9.4,9.47,9.98, , ,0.6,3270.0, ,89.7, 
23,12/10/2016,0900, , ,10.69,8.67,15.31,11.46,10.2, , ,0.6,3853.7, ,87.3, 
0,12/10/2016,1000, , ,11.76,9.82,13.82,14.39,10.71, , ,0.0,894.4, ,88.0, 
1,12/10/2016,1100, , ,12.19,10.58,13.3,14.01,11.34, , ,0.0,1465.0, ,89.8, 
2,12/10/2016,1200, , ,13.19,11.33,15.69,16.58,11.95, , ,0.0,2212.9, ,88.4, 
3,12/10/2016,1300, , ,12.98,10.37,15.08,16.19,12.5, , ,0.0,3133.0, ,84.2, 
4,12/10/2016,1400, , ,12.72,10.15,13.83,14.85,12.8, , ,0.0,3737.9, ,84.3, 
5,12/10/2016,1500, , ,12.41,8.9,13.18,14.06,12.78, , ,0.0,4162.2, ,79.1, 
6,12/10/2016,1600, , ,12.07,8.22,11.96,12.91,12.66, , ,0.0,4446.5, ,77.3, 
7,12/10/2016,1700, , ,11.26,8.09,10.62,11.65,12.36, , ,0.0,4516.6, ,80.8, 
8,12/10/2016,1800, , ,10.77,8.44,9.98,10.99,12.0, , ,0.0,4519.2, ,85.5, 
9,12/10/2016,1900, , ,10.52,8.21,9.72,10.55,11.7, , ,0.0,4516.5, ,85.6, 
10,12/10/2016,2000, , ,10.14,8.19,9.44,10.2,11.45, , ,0.0,4513.9, ,87.7, 
11,12/10/2016,2100, , ,9.76,8.5,9.12,9.92,11.24, , ,0.0,4511.9, ,91.8, 
12,12/10/2016,2200, , ,9.5,8.8,9.0,9.72,11.08, , ,0.0,4509.6, ,95.4, 
13,12/10/2016,2300, , ,9.35,8.85,8.63,9.39,10.95, , ,0.0,4506.7, ,96.7, 
14,13/10/2016,0000, , ,9.04,8.53,8.39,9.01,10.77, , ,0.0,4502.9, ,96.6, 
15,13/10/2016,0100, , ,8.62,8.14,8.03,8.68,10.56, , ,0.0,4498.4, ,96.8, 
16,13/10/2016,0200, , ,8.88,8.17,8.01,8.66,10.45, , ,0.0,4496.3, ,95.2, 
17,13/10/2016,0300, , ,8.11,7.57,6.53,7.31,10.28, , ,0.0,4491.1, ,96.4, 
18,13/10/2016,0400, , ,7.0,6.67,5.06,6.06,9.94, , ,0.0,4484.1, ,97.8, 
19,13/10/2016,0500, , ,7.97,7.66,7.49,7.61,9.66, , ,0.2,4481.3, ,97.9, 
20,13/10/2016,0600, , ,7.87,7.49,7.5,8.0,9.61, , ,0.6,4478.2, ,97.5, 
21,13/10/2016,0700, , ,8.05,7.52,7.69,8.21,9.59, , ,3.0,4479.8, ,96.4, 
22,13/10/2016,0800, , ,7.93,7.6,7.71,8.41,9.59, , ,3.4,4578.8, ,97.8, 
23,13/10/2016,0900, , ,8.43,8.06,8.67,9.17,9.66, , ,4.2,4696.7, ,97.5, 
0,13/10/2016,1000, , ,9.09,8.31,9.56,10.46,9.95, , ,0.2,352.7, ,95.0, 
1,13/10/2016,1100, , ,9.89,7.79,10.86,12.81,10.46, , ,0.2,1099.1, ,86.8, 
2,13/10/2016,1200, , ,8.91,7.2,9.08,11.1,10.82, , ,1.0,1352.5, ,89.0, 
3,13/10/2016,1300, , ,8.53,7.57,9.6,11.14,10.75, , ,3.2,1576.6, ,93.7, 
4,13/10/2016,1400, , ,9.66,8.31,10.75,12.37,11.06, , ,3.2,2191.8, ,91.2, 
5,13/10/2016,1500, , ,10.12,8.52,10.82,12.17,11.32, , ,3.2,2600.0, ,89.8, 
6,13/10/2016,1600, , ,9.89,7.67,9.78,10.92,11.42, , ,3.2,2857.6, ,86.0, 
7,13/10/2016,1700, , ,9.24,7.21,8.77,9.71,11.24, , ,3.2,2993.8, ,87.1, 
8,13/10/2016,1800, , ,8.76,7.86,8.17,9.11,10.9, , ,3.2,2997.5, ,94.1, 
9,13/10/2016,1900, , ,8.76,7.68,8.14,8.95,10.67, , ,3.2,2995.4, ,92.9, 
10,13/10/2016,2000, , ,8.53,7.92,8.03,8.99,10.48, , ,4.4,2992.7, ,95.9, 
11,13/10/2016,2100, , ,8.37,7.95,7.75,8.78,10.35, , ,4.4,2990.9, ,97.2, 
12,13/10/2016,2200, , ,8.32,8.02,7.8,8.7,10.22, , ,4.6,2988.2, ,98.0, 
13,13/10/2016,2300, , ,8.57,8.18,8.15,8.78,10.11, , ,4.6,2986.3, ,97.4, 
14,14/10/2016,0000, , ,8.49,8.15,7.94,8.54,10.03, , ,4.8,2983.9, ,97.8, 
15,14/10/2016,0100, , ,8.45,8.1,7.49,8.15,9.93, , ,4.8,2981.0, ,97.6, 
16,14/10/2016,0200, , ,8.57,8.36,8.08,8.38,9.8, , ,4.8,2978.3, ,98.6, 
17,14/10/2016,0300, , ,8.62,8.35,8.12,8.55,9.77, , ,4.8,2976.8, ,98.2, 
18,14/10/2016,0400, , ,8.61,8.27,8.1,8.61,9.77, , ,5.0,2974.9, ,97.7, 
19,14/10/2016,0500, , ,8.64,8.42,8.3,8.73,9.75, , ,7.0,2974.0, ,98.5, 
20,14/10/2016,0600, , ,8.92,8.75,8.69,9.0,9.69, , ,9.4,2974.0, ,98.8, 
21,14/10/2016,0700, , ,8.83,8.7,8.61,8.96,9.73, , ,10.8,2975.6, ,99.1, 
22,14/10/2016,0800, , ,9.06,8.98,9.4,9.69,9.75, , ,12.0,3073.8, ,99.5, 
23,14/10/2016,0900, , ,10.11,9.81,11.32,11.39,10.0, , ,12.0,3496.0, ,98.0, 
0,14/10/2016,1000, , ,10.53,9.86,11.64,12.02,10.37, , ,0.0,293.1, ,96.0, 
1,14/10/2016,1100, , ,12.58,11.43,16.97,18.17,10.76, , ,0.0,1026.9, ,92.7, 
2,14/10/2016,1200, , ,11.13,10.13,12.42,13.52,11.4, , ,0.0,1545.0, ,93.6, 
3,14/10/2016,1300, , ,11.7,9.91,12.63,13.72,11.65, , ,0.0,2031.1, ,88.8, 
4,14/10/2016,1400, , ,12.34,10.16,14.59,15.32,11.93, , ,0.0,2662.4, ,86.5, 
5,14/10/2016,1500, , ,12.23,8.67,14.84,15.53,12.27, , ,0.0,3533.7, ,78.9, 
6,14/10/2016,1600, , ,11.44,8.83,11.69,12.44,12.26, , ,0.0,3783.0, ,84.0, 
7,14/10/2016,1700, , ,10.64,8.69,10.2,10.92,11.98, , ,0.0,3850.2, ,87.7, 
8,14/10/2016,1800, , ,10.18,8.72,9.73,10.34,11.62, , ,0.0,3851.8, ,90.6, 
9,14/10/2016,1900, , ,9.97,8.85,9.55,10.13,11.35, , ,0.0,3849.8, ,92.7, 
10,14/10/2016,2000, , ,9.68,8.48,8.73,9.49,11.14, , ,0.0,3846.3, ,92.2, 
11,14/10/2016,2100, , ,9.63,8.64,9.01,9.63,10.94, , ,0.0,3844.3, ,93.5, 
12,14/10/2016,2200, , ,9.51,8.49,8.95,9.57,10.82, , ,0.0,3842.7, ,93.3, 
13,14/10/2016,2300, , ,9.2,8.34,8.51,9.3,10.72, , ,0.0,3841.0, ,94.3, 
14,15/10/2016,0000, , ,9.19,8.39,8.54,9.22,10.58, , ,0.0,3838.4, ,94.7, 
15,15/10/2016,0100, , ,9.34,8.5,8.89,9.39,10.49, , ,0.0,3837.0, ,94.5, 
16,15/10/2016,0200, , ,9.39,8.63,9.02,9.5,10.45, , ,0.0,3835.5, ,95.0, 
17,15/10/2016,0300, , ,9.35,8.73,8.97,9.45,10.42, , ,0.0,3834.1, ,95.9, 
18,15/10/2016,0400, , ,9.31,8.88,8.85,9.35,10.39, , ,0.0,3832.3, ,97.1, 
19,15/10/2016,0500, , ,8.68,8.14,7.11,8.44,10.34, , ,0.0,3829.2, ,96.4, 
20,15/10/2016,0600, , ,8.22,7.97,6.58,7.87,10.11, , ,0.0,3824.0, ,98.4, 
21,15/10/2016,0700, , ,8.38,8.25,8.3,8.63,9.95, , ,0.0,3824.9, ,99.1, 
22,15/10/2016,0800, , ,9.03,8.95,9.34,9.64,9.99, , ,0.0,3935.9, ,99.4, 
23,15/10/2016,0900, , ,9.81,9.61,10.84,11.02,10.16, , ,0.0,4274.1, ,98.7, 
0,15/10/2016,1000, , ,10.8,10.09,13.05,13.27,10.58, , ,0.0,511.7, ,95.0, 
1,15/10/2016,1100, , ,12.12,9.9,14.66,15.67,11.23, , ,0.0,1400.9, ,86.3, 
2,15/10/2016,1200, , ,12.95,10.76,16.41,17.68,11.99, , ,0.0,2377.1, ,86.5, 
3,15/10/2016,1300, , ,12.54,10.27,14.69,16.0,12.42, , ,0.0,3069.4, ,86.1, 
4,15/10/2016,1400, , ,13.18,10.64,14.65,16.11,12.62, , ,0.0,3683.1, ,84.6, 
5,15/10/2016,1500, , ,13.65,9.69,15.32,16.32,12.8, , ,0.0,4374.7, ,77.0, 
6,15/10/2016,1600, , ,13.06,8.1,11.82,13.57,12.78, , ,0.0,4929.4, ,71.8, 
7,15/10/2016,1700, , ,10.62,7.74,7.04,9.92,12.34, , ,0.0,5109.5, ,82.3, 
8,15/10/2016,1800, , ,10.09,8.45,5.36,8.78,11.67, , ,0.0,5108.9, ,89.5, 
9,15/10/2016,1900, , ,8.72,7.84,6.12,8.19,11.12, , ,0.0,5102.0, ,94.2, 
10,15/10/2016,2000, , ,9.74,9.24,8.57,9.36,10.81, , ,0.0,5098.9, ,96.7, 
11,15/10/2016,2100, , ,8.44,7.91,5.61,7.82,10.63, , ,0.0,5093.5, ,96.4, 
12,15/10/2016,2200, , ,8.72,8.48,7.65,8.16,10.33, , ,0.0,5088.2, ,98.4, 
13,15/10/2016,2300, , ,9.52,9.36,8.97,9.18,10.22, , ,0.0,5085.9, ,98.9, 
14,16/10/2016,0000, , ,9.43,9.28,8.6,8.95,10.23, , ,0.0,5083.6, ,99.0, 
15,16/10/2016,0100, , ,8.46,8.32,6.29,6.93,10.05, , ,0.0,5077.5, ,99.1, 
16,16/10/2016,0200, , ,8.29,8.22,6.77,6.76,9.7, , ,0.0,5071.5, ,99.5, 
17,16/10/2016,0300, , ,7.6,7.57,6.01,6.07,9.41, , ,0.0,5065.9, ,99.8, 
18,16/10/2016,0400, , ,7.59,7.57,6.75,6.56,9.14, , ,0.0,5060.5, ,99.8, 
19,16/10/2016,0500, , ,8.23,8.22,8.1,7.99,9.07, , ,0.0,5058.7, ,99.9, 
20,16/10/2016,0600, , ,8.11,8.1,8.08,8.29,9.23, , ,0.0,5058.4, ,99.9, 
21,16/10/2016,0700, , ,7.48,7.46,7.54,8.13,9.33, , ,0.0,5063.5, ,99.9, 
22,16/10/2016,0800, , ,8.01,8.0,8.14,8.59,9.38, , ,0.0,5105.5, ,99.9, 
23,16/10/2016,0900, , ,8.74,8.72,8.86,9.23,9.53, , ,0.0,5279.9, ,99.9, 
0,16/10/2016,1000, , ,10.27,10.26,10.21,10.08,9.69, , ,2.8,84.5, ,100.0, 
1,16/10/2016,1100, , ,11.11,10.93,11.1,10.95,9.98, , ,4.6,192.1, ,98.8, 
2,16/10/2016,1200, , ,12.29,11.7,13.78,13.67,10.4, , ,4.8,611.9, ,96.2, 
3,16/10/2016,1300, , ,13.99,11.89,16.4,18.07,11.32, , ,4.8,1833.2, ,87.2, 
4,16/10/2016,1400, , ,14.7,11.07,17.12,17.96,12.31, , ,4.8,3158.0, ,78.9, 
5,16/10/2016,1500, , ,15.36,9.8,18.56,17.99,12.91, , ,4.8,4245.0, ,69.4, 
6,16/10/2016,1600, , ,14.62,8.93,12.88,13.67,13.0, , ,4.8,4912.4, ,68.6, 
7,16/10/2016,1700, , ,12.64,7.8,9.67,10.69,12.52, , ,4.8,5124.2, ,72.3, 
8,16/10/2016,1800, , ,10.02,7.49,7.03,8.63,11.79, , ,4.8,5120.8, ,84.3, 
9,16/10/2016,1900, , ,9.83,7.94,8.31,8.99,11.14, , ,4.8,5113.9, ,88.0, 
10,16/10/2016,2000, , ,9.5,7.97,7.16,7.79,10.78, , ,5.0,5106.3, ,90.2, 
11,16/10/2016,2100, , ,9.69,8.64,8.19,8.22,10.39, , ,5.0,5100.5, ,93.2, 
12,16/10/2016,2200, , ,8.8,7.52,6.67,7.18,10.12, , ,5.0,5093.5, ,91.7, 
13,16/10/2016,2300, , ,9.02,7.64,7.51,7.47,9.88, , ,5.0,5087.7, ,91.0, 
14,17/10/2016,0000, , ,8.66,7.68,7.11,7.04,9.67, , ,5.0,5081.8, ,93.5, 
15,17/10/2016,0100, , ,8.78,8.15,7.18,6.94,9.45, , ,5.0,5076.1, ,95.8, 
16,17/10/2016,0200, , ,9.38,8.69,7.91,7.4,9.3, , ,5.0,5070.5, ,95.5, 
17,17/10/2016,0300, , ,10.25,9.07,8.67,8.1,9.27, , ,5.0,5064.9, ,92.3, 
18,17/10/2016,0400, , ,10.8,9.19,9.35,8.78,9.38, , ,5.0,5060.0, ,89.8, 
