0.000000000000000000e+00,1.000000000000000000e+00
6.112339906973134340e-01,1.609261200150000000e+13
3.914357261145060551e-01,1.609261211151200000e+13
1.692105589705058311e+00,1.609261152145200000e+13
5.681751504367030803e-01,1.609271057142600000e+13
4.703126667407822592e-01,1.609281235153500000e+13
inf,1.609281334154000000e+13
0.000000000000000000e+00,1.000000000000000000e+00
8.089612355596775828e-01,1.609301120135500000e+13
1.007050067177846397e+00,1.609301421162100000e+13
1.766396590619076168e+00,1.610031335163600000e+13
9.272646613087186240e-02,1.610031026132700000e+13
5.128922473573278573e-01,1.610031032133500000e+13
inf,1.610031347162300000e+13
0.000000000000000000e+00,1.000000000000000000e+00
2.804128827287354131e+00,1.610041033132000000e+13
1.137411952250247538e+01,1.610051116155900000e+13
1.106767894226434912e+01,1.610051339143900000e+13
0.000000000000000000e+00,1.000000000000000000e+00
6.987314245314604211e-01,1.610061424165400000e+13
1.632700624923347776e-01,1.610061140141000000e+13
7.245840737170258450e+00,1.610061424165400000e+13
1.323877516754000450e+00,1.610061139141300000e+13
3.918119159613842051e+00,1.610061420165800000e+13
0.000000000000000000e+00,1.000000000000000000e+00
8.358967504931525960e-01,1.610071302150200000e+13
inf,1.610071121130600000e+13
1.605711168296688918e+00,1.610071041124100000e+13
1.931449058362561200e+00,1.610101239133900000e+13
4.096137564840327538e-01,1.610101350163600000e+13
4.378411108640113403e-01,1.610101129163600000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
6.791388764229812081e-01,1.610111040140300000e+13
4.480202847756111217e-01,1.610111040140300000e+13
1.582460950602549588e+01,1.610111410162400000e+13
1.051904795841073215e+00,1.610111410162400000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.333016647935036936e+00,1.610131039144200000e+13
8.551899855359400560e-01,1.610131041144200000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.072231420660111345e+00,1.610171146144900000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.662497048494594232e+00,1.610181415161000000e+13
2.138151950178813099e+00,1.610181045135200000e+13
1.160452747315475319e+00,1.610181400161500000e+13
0.000000000000000000e+00,1.000000000000000000e+00
2.089956202245337735e-01,1.610201145133500000e+13
0.000000000000000000e+00,1.000000000000000000e+00
2.250471820825768188e-01,1.610201345160000000e+13
0.000000000000000000e+00,1.000000000000000000e+00
1.301570599886158197e+00,1.610211442163600000e+13
6.991426680285432127e+00,1.610211442163600000e+13
0.000000000000000000e+00,1.000000000000000000e+00
2.597093119772324599e+00,1.610211142163600000e+13
1.592073789543341666e+00,1.610241205153700000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.607712164038606950e+00,1.610271149155800000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.398190298352677940e-01,1.610311017173000000e+13
1.943844166405084284e-01,1.611011110141000000e+13
0.000000000000000000e+00,1.000000000000000000e+00
1.838287283310118259e-01,1.611021029152900000e+13
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
