,INP,start_datetime,end_datetime,MEAN_WIND_SPEED,MAX_GUST_DIR,MAX_GUST_SPEED,MAX_GUST_CTIME,Unnamed: 0,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,Unnamed: 0,rain_past_hour,APS Total,SMPS Total,3,4,log aps_1um,log aps,aps_1um,aps_sub_1um,smps_total_over500,smps_total_sub500,demott,meyers
0,1.32527186755,2016-09-28 12:35:00,2016-09-28 15:35:00,13.0,236.666666667,25.3333333333,1306.66666667,662.0,21.2166666667,16.5,22.8833333333,23.2466666667,16.02,0.0,4551.73333333,74.5333333333,4.0,0.0,2136.7434199,49772.971,,,2.73762999796,3.32975237522,546.550125,1590.1932949,233.081,49539.89,4.44274538429,18.9841020232
1,0.896231080481,2016-10-03 10:26:00,2016-10-03 13:27:00,4.33333333333,103.333333333,8.66666666667,1132.66666667,780.0,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,2.0,0.0,8225.2645985,59193.172,,,2.81907707924,3.91514987766,659.2908968,7565.9737017,713.922,58479.25,10.8628951505,18.9841020232
2,0.855055549598,2016-10-03 10:32:00,2016-10-03 13:35:00,4.33333333333,103.333333333,8.66666666667,1132.66666667,780.0,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,2.0,0.0,7005.68970542,61291.805,,,2.81622802776,3.84545089773,654.97998322,6350.7097222,727.052,60564.753,9.76594455547,18.9841020232
3,1.08984587624,2016-10-04 10:33:00,2016-10-04 13:20:00,12.6666666667,116.666666667,21.6666666667,1131.33333333,804.0,16.8266666667,11.8166666667,20.21,21.9066666667,13.6733333333,0.0,3481.2,72.3666666667,2.0,0.0,2520.35176064,70236.605,,,2.87319508626,3.40146115866,746.78414054,1773.5676201,1055.232,69181.373,4.95696509056,18.9841020232
4,0.530015247219,2016-10-06 11:40:00,2016-10-06 14:10:00,13.3333333333,56.6666666667,21.3333333333,1214.66666667,853.0,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,3.0,0.0,2062.36287518,55167.885,,,2.77076460747,3.3143650823,589.88127118,1472.481604,538.817,54629.068,4.3395533604,18.9841020232
5,1.19476642073,2016-10-07 13:02:00,2016-10-07 15:02:00,7.5,70.0,12.5,1303.5,878.5,13.74,11.06,14.13,15.675,14.235,0.8,3258.4,83.85,4.5,0.0,1058.66688628,39930.413,,,2.18133176637,3.02475932913,151.82097158,906.8459147,556.364,39374.049,2.78836444851,18.9841020232
6,1.04634168127,2016-10-10 11:29:00,2016-10-10 16:36:00,7.6,212.0,14.8,1294.8,950.0,10.8,8.44,12.514,14.774,11.882,0.92,4482.82,85.4,4.0,0.28,4129.0099354,141986.401,,,2.72282757223,3.61584592789,528.235485,3600.7744504,2826.248,139160.153,6.87728904784,18.9841020232
7,1.76939773782,2016-10-10 12:39:00,2016-10-10 13:39:00,9.0,350.0,18.0,1211.0,949.0,10.89,9.03,13.56,15.24,11.74,0.8,3798.2,88.3,3.0,0.8,761.3850612,30025.526,,,1.98969027192,2.88160435146,97.6540528,663.7310084,803.222,29222.304,2.24075740438,18.9841020232
8,0.998972077691,2016-10-11 10:40:00,2016-10-11 14:03:00,9.0,40.0,15.5,1174.0,972.5,12.2175,10.73,12.875,13.7975,11.1925,0.3,1777.5,90.65,2.5,0.15,3427.73474182,57032.551,,,2.88416003484,3.5350072063,765.87877652,2661.8559653,2056.865,54975.686,6.07850745674,18.9841020232
9,1.21226958033,2016-10-11 14:10:00,2016-10-11 16:24:00,9.5,55.0,16.5,1465.5,975.5,12.105,10.285,12.085,12.95,11.96,0.6,2998.6,88.65,5.5,0.0,2565.64776378,41939.034,,,2.7945658389,3.40919703211,623.11160378,1942.53616,1067.197,40871.837,5.01587916124,18.9841020232
10,1.26746670657,2016-10-18 14:15:00,2016-10-18 16:10:00,11.5,270.0,26.0,1448.0,1143.5,8.795,6.895,8.24,9.955,10.8,0.2,4864.4,88.0,5.5,0.0,1319.62569534,31378.144,,,2.42094829101,3.1204507634,263.60175114,1056.0239442,362.753,31015.391,3.22716867411,18.9841020232
11,0.945909056054,2016-10-20 11:45:00,2016-10-20 13:35:00,10.0,335.0,15.5,1171.0,1188.5,11.875,9.24,13.35,14.495,11.65,0.0,2805.6,83.9,2.5,0.0,3714.1629178,22740.868,,,2.55715436662,3.56986094969,360.7068307,3353.4560871,781.311,21959.557,6.41084743642,18.9841020232
12,0.93414434076,2016-10-20 13:45:00,2016-10-20 16:00:00,8.33333333333,323.333333333,14.3333333333,1423.66666667,1191.0,10.4166666667,8.30666666667,9.77,11.7533333333,12.0466666667,1.33333333333,4361.76666667,86.9,5.0,0.666666666667,2047.25801318,31891.451,,,2.38780106181,3.31117257966,244.23115416,1803.02685902,874.152,31017.299,4.31844552883,18.9841020232
