datetimes,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.019,0.019,0.02,0.021,0.022,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.036,0.037,0.038,0.04,0.041,0.043,0.044,0.046,0.048,0.05,0.051,0.053,0.055,0.057,0.059,0.061,0.064,0.066,0.068,0.071,0.074,0.076,0.079,0.082,0.085,0.088,0.091,0.094,0.098,0.102,0.105,0.109,0.113,0.117,0.122,0.126,0.131,0.135,0.14,0.146,0.151,0.156,0.162,0.168,0.174,0.181,0.187,0.194,0.201,0.209,0.216,0.224,0.232,0.241,0.25,0.259,0.268,0.278,0.288,0.299,0.31,0.321,0.333,0.345,0.358,0.371,0.384,0.399,0.413,0.428,0.444,0.46,0.477,0.495,0.513,0.532,0.551,0.571,0.592,0.614
2016-09-26 12:00:00,80.7141111111,82.9431111111,86.6007777778,88.9108888889,90.4426666667,89.238,93.0593333333,96.919,94.2022222222,96.5704444444,99.3838888889,104.451111111,102.178111111,105.993666667,108.007333333,110.489777778,110.039555556,112.897111111,116.615111111,118.115888889,120.325,120.559222222,124.661555556,127.370333333,128.987,132.821333333,132.588333333,130.277888889,130.407777778,132.411666667,133.280777778,130.186777778,132.662444444,128.830555556,129.726333333,127.345555556,124.290111111,123.664,122.035888889,117.636666667,114.623777778,113.249777778,108.558555556,101.870444444,100.374333333,95.1551111111,91.4583333333,86.2787777778,84.3072222222,78.7667777778,74.8816666667,71.4664444444,68.7601111111,64.2052222222,62.2308888889,58.3716666667,55.3132222222,51.9052222222,49.2895555556,45.8028888889,43.1371111111,41.8858888889,39.0961111111,38.0346666667,35.6985555556,34.3686666667,31.353,29.8855555556,28.2953333333,27.0994444444,27.0843333333,25.3817777778,23.8624444444,22.1077777778,20.846,19.2828888889,19.1675555556,17.677,17.4934444444,16.2903333333,15.6687777778,14.5576666667,14.034,13.3411111111,11.7957777778,11.0435555556,10.1854444444,9.90811111111,8.90788888889,7.92122222222,7.47566666667,6.86,6.12377777778,5.95322222222,5.06522222222,4.11511111111,3.62333333333,3.45766666667,3.25744444444,2.77588888889,2.57555555556,1.92611111111,2.36777777778,2.16811111111,1.99122222222,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 13:00:00,96.3558947368,100.092789474,106.132052632,106.550947368,112.624315789,117.038526316,119.095,124.587263158,127.231473684,130.662578947,133.849315789,138.249421053,142.280052632,147.990894737,145.508157895,149.769368421,152.038315789,152.598736842,155.765736842,156.277578947,159.378263158,159.584631579,161.465684211,162.068052632,161.532315789,160.758631579,158.747736842,158.310473684,156.119526316,155.277,151.420105263,148.992947368,146.609052632,142.809631579,137.979526316,135.798736842,132.991947368,127.193,123.738210526,118.862894737,112.526052632,105.048894737,100.752368421,98.3042631579,93.9483157895,90.294,85.9089473684,84.7311052632,80.6023157895,77.9517894737,76.2722631579,73.0803684211,69.9975263158,68.0494736842,64.8936842105,61.8646315789,59.4423684211,57.2784736842,54.2577894737,53.1338421053,50.7663157895,48.9494210526,45.4487894737,43.6238421053,41.1203684211,38.7783157895,37.2381578947,34.4337894737,32.6649473684,30.7446842105,28.1674210526,26.1878421053,25.269,23.1369473684,21.7674736842,20.2487368421,18.9291578947,17.1253684211,16.0118421053,14.8932105263,13.2114736842,12.3835789474,11.2103157895,10.4507894737,9.41721052632,8.25163157895,7.21415789474,6.65805263158,5.74021052632,5.14789473684,4.57305263158,4.215,3.57773684211,3.09963157895,2.89936842105,2.70573684211,2.31736842105,2.19405263158,2.20126315789,2.01321052632,1.73831578947,1.94110526316,1.81494736842,1.95073684211,1.90489473684,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 14:00:00,95.2162777778,101.0135,102.538555556,106.420777778,108.4525,114.356111111,118.068444444,121.982722222,125.288833333,128.9475,132.900111111,135.7605,140.027833333,141.661888889,144.028,145.692611111,148.925944444,150.586277778,149.328166667,153.425777778,152.470222222,154.3895,151.267277778,152.465111111,151.011388889,150.181111111,147.570944444,144.974833333,141.583888889,140.526611111,137.398944444,134.379611111,131.100444444,126.998888889,123.229888889,118.593666667,116.423222222,112.130111111,108.803722222,103.535833333,99.9847777778,96.8713888889,92.1776666667,89.2518333333,86.0232222222,81.8553888889,79.1580555556,77.0202222222,73.2625555556,69.3531111111,68.4183888889,66.5155555556,63.9310555556,61.6748333333,59.1511666667,57.1937222222,55.4561666667,53.4347222222,51.7418888889,50.5227777778,48.1428888889,45.8732777778,44.1188333333,42.3183888889,39.7746666667,38.1136666667,36.7816666667,34.5518333333,32.648,30.9903333333,29.4931111111,28.2282777778,25.5292777778,24.3253888889,22.6066666667,20.8264444444,19.6771111111,18.4745555556,16.9358888889,14.9750555556,14.1507777778,12.4357777778,11.2530555556,9.72294444444,8.37333333333,7.71116666667,6.54127777778,6.18138888889,5.44266666667,4.88733333333,4.27794444444,3.59933333333,3.46722222222,3.28188888889,2.99361111111,2.8555,2.54805555556,2.65133333333,2.44994444444,2.58038888889,2.32905555556,2.24727777778,2.32211111111,2.122,2.03205555556,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 15:00:00,95.3589473684,99.3010526316,103.366684211,105.262368421,108.391210526,111.274210526,113.036263158,118.547421053,118.812947368,120.757842105,120.259368421,122.385052632,123.897,126.581052632,125.551842105,128.510210526,128.295578947,130.389578947,132.734368421,130.247526316,131.238263158,132.361631579,131.521736842,132.048947368,132.831473684,131.308631579,128.393684211,127.151473684,126.268736842,123.656210526,120.184157895,116.442,110.536526316,105.338736842,101.010105263,97.8752631579,96.1130526316,90.5766842105,85.9533157895,82.9269473684,79.3534736842,75.3973157895,72.7083684211,69.9516315789,67.5756842105,63.6414210526,61.8094736842,59.576,57.4593157895,54.9688947368,51.5295263158,51.2325789474,49.8872631579,48.1970526316,46.163,44.5333684211,42.7487368421,41.5856842105,39.5674210526,38.0547894737,36.2590526316,35.4705789474,34.2791052632,32.0803684211,31.3898947368,29.1887894737,27.9427368421,26.5978947368,25.4794210526,23.6974736842,22.9865789474,21.3482631579,19.6307368421,18.2506842105,16.7757894737,15.5578947368,14.4992105263,13.3922631579,12.1584736842,10.9219473684,9.95463157895,8.929,7.91626315789,6.89194736842,6.17157894737,5.76284210526,4.65484210526,4.48010526316,4.23884210526,3.92189473684,3.38089473684,3.01563157895,2.99289473684,2.72,2.70989473684,2.46078947368,2.39147368421,2.35910526316,2.54426315789,2.36563157895,2.21789473684,2.37873684211,2.39963157895,2.084,2.29242105263,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 16:00:00,109.202166667,109.030722222,109.434777778,108.198055556,109.501388889,109.131166667,110.317444444,110.388666667,109.263611111,108.901611111,106.188111111,105.150333333,106.2795,103.667666667,102.814444444,103.711166667,102.503944444,104.234277778,102.865111111,101.902,101.032444444,101.226833333,100.174722222,99.6237777778,100.523777778,98.7553333333,97.5496111111,95.6386111111,93.317,93.2120555556,91.0198333333,90.5926666667,88.1791666667,86.1656111111,84.6284444444,82.0202777778,79.5511111111,77.6237222222,75.5936666667,73.1777777778,71.1963888889,69.7851666667,66.3318888889,65.1143333333,63.4630555556,61.9995555556,58.3304444444,57.2345,55.1116666667,54.8461111111,52.2515555556,51.1836666667,49.8145,47.6735555556,46.1611666667,44.8905555556,43.3672777778,42.0390555556,39.8526111111,38.5942777778,37.6947777778,36.1313888889,34.7778888889,33.5464444444,32.0009444444,30.3045,29.1744444444,27.8166666667,26.3651111111,24.6053888889,24.0150555556,22.0046111111,20.57,19.2519444444,17.5069444444,15.8883888889,14.9812222222,13.3081666667,11.8767222222,10.8447222222,9.89977777778,9.09511111111,7.89427777778,6.904,6.30105555556,5.73122222222,5.22988888889,4.73033333333,4.40911111111,4.08233333333,3.49694444444,3.41633333333,3.25005555556,3.205,3.3115,3.166,2.82722222222,2.80388888889,2.74144444444,2.66983333333,2.78172222222,2.82977777778,2.74588888889,2.83327777778,2.88166666667,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 17:00:00,94.0373888889,92.8255555556,93.2897777778,95.3778333333,96.6840555556,97.7114444444,97.2800555556,98.3576666667,100.826722222,102.965944444,102.587166667,103.762333333,103.390666667,102.554166667,102.692777778,104.558222222,106.939055556,107.513666667,107.422833333,109.123222222,106.507611111,109.287166667,110.455055556,107.138111111,101.209,100.550777778,101.374111111,100.996666667,99.0439444444,97.8013888889,96.5204444444,95.7821111111,94.2804444444,91.7147777778,86.6967777778,86.3809444444,83.5716111111,78.8775555556,78.042,74.5582222222,73.4461111111,69.4345555556,68.57,65.4499444444,62.8038888889,60.0987777778,58.5516666667,56.8290555556,54.2164444444,52.8552222222,50.537,50.1806111111,48.3798888889,47.8727777778,46.053,46.2916111111,43.8792222222,43.9535,41.4802777778,40.9698888889,39.0802777778,38.3307777778,36.5746666667,34.4186111111,34.6760555556,32.25,31.3557777778,29.4284444444,27.9765,26.1328888889,24.4358333333,22.9988888889,21.5344444444,20.1936111111,18.5068888889,17.1433888889,15.2747777778,13.8975555556,12.5727222222,11.3803333333,10.0882777778,9.038,7.538,7.07088888889,6.22144444444,5.41538888889,5.02211111111,4.78855555556,4.21316666667,3.92816666667,3.70933333333,3.26172222222,2.973,2.83772222222,2.67177777778,2.515,2.35105555556,2.51644444444,2.32827777778,2.26505555556,2.32072222222,2.09638888889,2.152,2.27777777778,2.47772222222,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27 10:00:00,71.392,76.096,82.336,92.609,105.903,105.853,110.71,113.979,121.582,118.456,129.203,136.309,149.473,140.254,156.115,150.755,158.136,156.612,158.148,152.914,149.713,150.676,143.602,139.39,123.906,124.036,121.077,111.171,105.369,95.173,92.056,86.153,84.836,86.471,74.699,75.57,74.654,73.749,71.879,65.428,64.396,63.47,61.501,56.793,54.554,49.063,45.491,39.053,44.54,41.431,35.466,37.696,34.264,34.655,33.388,34.658,37.052,34.775,33.776,33.907,33.411,33.195,33.053,30.513,32.167,33.757,33.839,31.808,32.787,31.778,30.04,32.653,27.559,29.592,28.119,24.504,26.999,22.291,22.4,19.755,18.726,15.973,16.899,15.307,11.986,10.43,8.517,7.837,7.222,5.749,4.01,3.852,4.907,3.998,2.69,3.012,2.299,1.608,2.169,1.974,1.535,1.043,0.957,0.975,0.99,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27 11:00:00,40.8387272727,41.4741818182,40.9755454545,41.5427272727,42.7589090909,44.2824545455,44.5259090909,45.8568181818,46.4630909091,48.2233636364,50.25,51.9985454545,52.4279090909,56.0058181818,54.8656363636,56.7261818182,58.9901818182,60.2127272727,62.7406363636,61.2765454545,62.6540909091,65.6589090909,67.2471818182,69.1104545455,68.7155454545,70.0359090909,69.097,70.1702727273,73.1007272727,70.5933636364,73.1573636364,71.267,72.4417272727,69.5100909091,71.8498181818,71.3814545455,68.6338181818,68.8129090909,67.0554545455,64.8760909091,62.2152727273,59.315,57.0082727273,54.7182727273,51.523,48.5426363636,47.1628181818,44.0066363636,42.5831818182,39.9102727273,39.2788181818,37.6511818182,35.2914545455,35.7922727273,35.2959090909,35.0282727273,35.0979090909,34.0524545455,33.3525454545,34.4126363636,33.6258181818,33.5360909091,33.784,34.2323636364,32.9997272727,32.668,32.026,31.754,31.3459090909,31.2263636364,31.0970909091,30.3559090909,29.4561818182,29.0137272727,28.3989090909,27.7140909091,25.6432727273,24.2765454545,22.561,20.5726363636,19.7409090909,18.7698181818,16.2289090909,14.4278181818,13.48,11.6152727273,10.5447272727,8.80145454545,8.09481818182,7.22127272727,6.23772727273,5.59736363636,5.02109090909,4.55418181818,3.653,3.21336363636,2.85245454545,2.69872727273,2.30590909091,2.48590909091,2.41554545455,2.13645454545,1.93554545455,1.989,2.25863636364,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27 12:00:00,38.8815,26.851,29.194,32.5945,36.4185,46.332,44.5755,49.2145,50.378,52.3705,52.3635,54.5945,52.758,60.256,59.277,60.782,65.3075,67.3425,66.1765,63.486,64.715,68.5175,67.217,67.841,73.751,67.047,70.1545,76.5745,66.209,74.356,67.938,66.979,60.732,66.194,60.817,62.2695,59.347,62.133,62.2135,61.4985,57.497,65.7255,56.6275,54.5085,55.4055,52.869,47.602,47.9355,44.424,42.1215,44.511,36.3175,37.379,38.9315,35.199,33.3025,33.4505,33.463,35.656,32.3175,32.6715,31.11,33.4495,32.341,29.9115,26.783,27.7785,29.7395,28.602,31.5895,27.078,30.1785,24.6985,27.9175,26.1315,25.6095,25.49,23.7805,22.8845,19.5115,19.068,17.78,17.5145,12.8905,12.6875,10.935,10.288,8.8555,7.773,6.059,6.2645,5.805,4.7465,5.82,4.707,2.508,4.1095,2.582,1.8765,1.3935,1.0325,1.315,1.472,0.955,0.555,0.4255,0.289,0.4405,0.449,0.1515,0.311
