,T,INPs_perL,F,delta_INP_neg,delta_INP_pos,end,start
2,-18.5,0.336803455,0.058823529,0.270806099,0.480043572,26/09/2016 15:00,26/09/2016 12:00
3,-18.57,0.453766839,0.078431373,0.331145022,0.540382495,26/09/2016 15:00,26/09/2016 12:00
4,-19.86,0.573245757,0.098039216,0.385165897,0.59440337,26/09/2016 15:00,26/09/2016 12:00
5,-20.31,0.695350794,0.117647059,0.434813266,0.644050739,26/09/2016 15:00,26/09/2016 12:00
6,-20.35,0.820199993,0.137254902,0.481242295,0.690479767,26/09/2016 15:00,26/09/2016 12:00
7,-20.42,0.947919539,0.156862745,0.525207095,0.734444567,26/09/2016 15:00,26/09/2016 12:00
8,-20.8,1.078644525,0.176470588,0.567233709,0.776471182,26/09/2016 15:00,26/09/2016 12:00
9,-21.01,1.212519811,0.196078431,0.607707847,0.81694532,26/09/2016 15:00,26/09/2016 12:00
10,-21.03,1.349700992,0.215686275,0.64692371,0.856161183,26/09/2016 15:00,26/09/2016 12:00
11,-21.07,1.490355481,0.235294118,0.685113135,0.894350608,26/09/2016 15:00,26/09/2016 12:00
12,-21.11,1.634663739,0.254901961,0.72246398,0.931701452,26/09/2016 15:00,26/09/2016 12:00
13,-21.25,1.93503719,0.294117647,0.795250467,1.00448794,26/09/2016 15:00,26/09/2016 12:00
14,-21.3,2.091542062,0.31372549,0.830933481,1.040170953,26/09/2016 15:00,26/09/2016 12:00
15,-21.31,2.252583934,0.333333333,0.866282875,1.075520348,26/09/2016 15:00,26/09/2016 12:00
16,-21.46,2.418433729,0.352941176,0.901390172,1.110627644,26/09/2016 15:00,26/09/2016 12:00
17,-21.51,2.589387388,0.37254902,0.936339354,1.145576827,26/09/2016 15:00,26/09/2016 12:00
18,-21.53,2.765769046,0.392156863,0.971208876,1.180446348,26/09/2016 15:00,26/09/2016 12:00
19,-21.66,2.947934728,0.411764706,1.006073311,1.215310784,26/09/2016 15:00,26/09/2016 12:00
20,-21.68,3.136276682,0.431372549,1.041004768,1.250242241,26/09/2016 15:00,26/09/2016 12:00
21,-21.73,3.331228459,0.450980392,1.076074131,1.285311604,26/09/2016 15:00,26/09/2016 12:00
22,-21.85,3.533270926,0.470588235,1.111352217,1.320589689,26/09/2016 15:00,26/09/2016 12:00
23,-21.91,3.742939415,0.490196078,1.146910875,1.356148348,26/09/2016 15:00,26/09/2016 12:00
24,-21.95,3.960832266,0.509803922,1.182824104,1.392061577,26/09/2016 15:00,26/09/2016 12:00
25,-21.96,4.187621124,0.529411765,1.219169208,1.428406681,26/09/2016 15:00,26/09/2016 12:00
26,-21.97,4.424063427,0.549019608,1.256028059,1.465265532,26/09/2016 15:00,26/09/2016 12:00
27,-22.05,4.671017663,0.568627451,1.293488506,1.502725979,26/09/2016 15:00,26/09/2016 12:00
28,-22.08,4.929462194,0.588235294,1.331646011,1.540883483,26/09/2016 15:00,26/09/2016 12:00
29,-22.25,5.200518662,0.607843137,1.370605573,1.579843046,26/09/2016 15:00,26/09/2016 12:00
30,-22.31,5.485481409,0.62745098,1.410484077,1.619721549,26/09/2016 15:00,26/09/2016 12:00
31,-22.37,5.78585486,0.647058824,1.451413171,1.660650644,26/09/2016 15:00,26/09/2016 12:00
32,-22.49,6.440205058,0.68627451,1.537046412,1.746283885,26/09/2016 15:00,26/09/2016 12:00
33,-22.59,6.798752398,0.705882353,1.582125921,1.791363394,26/09/2016 15:00,26/09/2016 12:00
34,-23.01,7.182046128,0.725490196,1.629020892,1.838258365,26/09/2016 15:00,26/09/2016 12:00
35,-23.24,8.038438794,0.764705882,1.729471021,1.938708493,26/09/2016 15:00,26/09/2016 12:00
36,-23.39,8.521835333,0.784313725,1.783813041,1.993050513,26/09/2016 15:00,26/09/2016 12:00
37,-23.62,9.051336332,0.803921569,1.841597459,2.050834932,26/09/2016 15:00,26/09/2016 12:00
38,-23.73,9.63667253,0.823529412,1.903541121,2.112778594,26/09/2016 15:00,26/09/2016 12:00
39,-23.77,10.29102273,0.843137255,1.970600571,2.179838044,26/09/2016 15:00,26/09/2016 12:00
40,-24.08,11.0328638,0.862745098,2.044096479,2.253333952,26/09/2016 15:00,26/09/2016 12:00
41,-24.37,11.88925646,0.882352941,2.125931857,2.33516933,26/09/2016 15:00,26/09/2016 12:00
42,-24.44,12.902154,0.901960784,2.219005199,2.428242672,26/09/2016 15:00,26/09/2016 12:00
43,-24.5,14.1418404,0.921568627,2.328076454,2.537313927,26/09/2016 15:00,26/09/2016 12:00
44,-24.51,15.74007413,0.941176471,2.461862642,2.671100115,26/09/2016 15:00,26/09/2016 12:00
45,-24.77,21.84347574,0.980392157,2.918781224,3.128018697,26/09/2016 15:00,26/09/2016 12:00
2,-15.02,0.09638553,0.056603774,0.077526309,0.137475211,26/09/2016 15:12,26/09/2016 12:11
3,-15.73,0.129803843,0.075471698,0.094778087,0.15472699,26/09/2016 15:12,26/09/2016 12:11
4,-16.73,0.163911243,0.094339623,0.110213274,0.170162176,26/09/2016 15:12,26/09/2016 12:11
5,-17.91,0.198736745,0.113207547,0.124389079,0.184337981,26/09/2016 15:12,26/09/2016 12:11
6,-18.22,0.23431124,0.132075472,0.137636418,0.19758532,26/09/2016 15:12,26/09/2016 12:11
7,-18.29,0.270667654,0.150943396,0.150171205,0.210120108,26/09/2016 15:12,26/09/2016 12:11
8,-18.68,0.307841135,0.169811321,0.16214394,0.222092842,26/09/2016 15:12,26/09/2016 12:11
9,-19.51,0.345869252,0.188679245,0.173664848,0.23361375,26/09/2016 15:12,26/09/2016 12:11
10,-19.94,0.384792231,0.20754717,0.184817876,0.244766778,26/09/2016 15:12,26/09/2016 12:11
11,-20.3,0.424653202,0.226415094,0.195669044,0.255617946,26/09/2016 15:12,26/09/2016 12:11
12,-20.49,0.465498494,0.245283019,0.206271708,0.26622061,26/09/2016 15:12,26/09/2016 12:11
13,-20.66,0.594458598,0.301886792,0.236997984,0.296946886,26/09/2016 15:12,26/09/2016 12:11
14,-20.7,0.686379482,0.339622642,0.256897285,0.316846188,26/09/2016 15:12,26/09/2016 12:11
15,-20.9,0.734329224,0.358490566,0.266748419,0.326697322,26/09/2016 15:12,26/09/2016 12:11
16,-20.93,0.783710511,0.377358491,0.276562936,0.336511838,26/09/2016 15:12,26/09/2016 12:11
17,-20.94,0.887128576,0.41509434,0.296161669,0.356110571,26/09/2016 15:12,26/09/2016 12:11
18,-21.08,0.99744613,0.452830189,0.315845735,0.375794638,26/09/2016 15:12,26/09/2016 12:11
19,-21.12,1.055492446,0.471698113,0.325765942,0.385714844,26/09/2016 15:12,26/09/2016 12:11
20,-21.18,1.178078168,0.509433962,0.345856609,0.405805512,26/09/2016 15:12,26/09/2016 12:11
21,-21.25,1.242955121,0.528301887,0.356066467,0.416015369,26/09/2016 15:12,26/09/2016 12:11
22,-21.27,1.310480834,0.547169811,0.366413963,0.426362866,26/09/2016 15:12,26/09/2016 12:11
23,-21.29,1.380880831,0.566037736,0.376921826,0.436870728,26/09/2016 15:12,26/09/2016 12:11
24,-21.34,1.454410726,0.58490566,0.387614645,0.447563547,26/09/2016 15:12,26/09/2016 12:11
25,-21.5,1.531361822,0.603773585,0.39851933,0.458468233,26/09/2016 15:12,26/09/2016 12:11
26,-21.52,1.612068085,0.622641509,0.409665657,0.469614559,26/09/2016 15:12,26/09/2016 12:11
27,-21.66,1.696914901,0.641509434,0.421086932,0.481035834,26/09/2016 15:12,26/09/2016 12:11
28,-21.7,1.880898815,0.679245283,0.444910418,0.50485932,26/09/2016 15:12,26/09/2016 12:11
29,-21.71,2.087937461,0.716981132,0.470364552,0.530313454,26/09/2016 15:12,26/09/2016 12:11
30,-21.76,2.202062037,0.735849057,0.483856653,0.543805556,26/09/2016 15:12,26/09/2016 12:11
31,-21.83,2.324647759,0.754716981,0.497965094,0.557913996,26/09/2016 15:12,26/09/2016 12:11
32,-21.93,2.600980317,0.79245283,0.528462502,0.588411404,26/09/2016 15:12,26/09/2016 12:11
33,-21.97,2.758637676,0.811320755,0.545138235,0.605087137,26/09/2016 15:12,26/09/2016 12:11
34,-22.03,2.932919801,0.830188679,0.563026936,0.622975839,26/09/2016 15:12,26/09/2016 12:11
35,-22.1,3.12775064,0.849056604,0.582406505,0.642355407,26/09/2016 15:12,26/09/2016 12:11
36,-22.12,3.348631628,0.867924528,0.60366076,0.663609663,26/09/2016 15:12,26/09/2016 12:11
37,-22.3,3.603620016,0.886792453,0.627342922,0.687291824,26/09/2016 15:12,26/09/2016 12:11
38,-22.38,3.905207267,0.905660377,0.654295801,0.714244704,26/09/2016 15:12,26/09/2016 12:11
39,-22.45,4.274320231,0.924528302,0.685903759,0.745852662,26/09/2016 15:12,26/09/2016 12:11
40,-22.67,4.750189607,0.943396226,0.724702503,0.784651406,26/09/2016 15:12,26/09/2016 12:11
41,-22.89,5.420889822,0.962264151,0.776222044,0.836170947,26/09/2016 15:12,26/09/2016 12:11
42,-23.37,6.567459413,0.981132075,0.857394675,0.917343577,26/09/2016 15:12,26/09/2016 12:11
2,-13.39,0.085126523,0.057692308,0.068458286,0.121374169,27/09/2016 14:26,27/09/2016 10:57
3,-14.01,0.11466451,0.076923077,0.083701705,0.136617588,27/09/2016 14:26,27/09/2016 10:57
4,-14.3,0.144824395,0.096153846,0.097344407,0.15026029,27/09/2016 14:26,27/09/2016 10:57
5,-15.47,0.175632929,0.115384615,0.109878199,0.162794082,27/09/2016 14:26,27/09/2016 10:57
6,-16.14,0.207118627,0.134615385,0.121595191,0.174511075,27/09/2016 14:26,27/09/2016 10:57
7,-16.23,0.239311928,0.153846154,0.132686031,0.185601915,27/09/2016 14:26,27/09/2016 10:57
8,-16.43,0.27224537,0.173076923,0.143283652,0.196199535,27/09/2016 14:26,27/09/2016 10:57
9,-16.55,0.305953787,0.192307692,0.153485465,0.206401349,27/09/2016 14:26,27/09/2016 10:57
10,-17.09,0.340474532,0.211538462,0.163365717,0.2162816,27/09/2016 14:26,27/09/2016 10:57
11,-17.47,0.375847727,0.230769231,0.172982849,0.225898732,27/09/2016 14:26,27/09/2016 10:57
12,-17.49,0.412116541,0.25,0.182384156,0.235300039,27/09/2016 14:26,27/09/2016 10:57
13,-17.86,0.449327506,0.269230769,0.191608846,0.244524729,27/09/2016 14:26,27/09/2016 10:57
14,-18.5,0.48753088,0.288461538,0.200690147,0.253606031,27/09/2016 14:26,27/09/2016 10:57
15,-19.89,0.526781051,0.307692308,0.209656796,0.262572679,27/09/2016 14:26,27/09/2016 10:57
16,-19.99,0.567137004,0.326923077,0.218534122,0.271450005,27/09/2016 14:26,27/09/2016 10:57
17,-20.39,0.608662857,0.346153846,0.227344867,0.28026075,27/09/2016 14:26,27/09/2016 10:57
18,-20.61,0.651428469,0.365384615,0.236109813,0.289025696,27/09/2016 14:26,27/09/2016 10:57
19,-20.7,0.695510151,0.384615385,0.244848284,0.297764167,27/09/2016 14:26,27/09/2016 10:57
20,-20.73,0.740991482,0.403846154,0.253578552,0.306494435,27/09/2016 14:26,27/09/2016 10:57
21,-21.03,0.787964268,0.423076923,0.262318184,0.315234067,27/09/2016 14:26,27/09/2016 10:57
22,-21.04,0.836529652,0.442307692,0.271084343,0.324000226,27/09/2016 14:26,27/09/2016 10:57
23,-21.45,0.886799428,0.461538462,0.279894062,0.332809945,27/09/2016 14:26,27/09/2016 10:57
24,-21.47,0.938897591,0.480769231,0.288764505,0.341680388,27/09/2016 14:26,27/09/2016 10:57
25,-21.51,0.992962182,0.5,0.29771322,0.350629103,27/09/2016 14:26,27/09/2016 10:57
26,-21.64,1.049147485,0.519230769,0.306758402,0.359674286,27/09/2016 14:26,27/09/2016 10:57
27,-21.9,1.107626691,0.538461538,0.315919174,0.368835058,27/09/2016 14:26,27/09/2016 10:57
28,-21.92,1.16859511,0.557692308,0.325215892,0.378131775,27/09/2016 14:26,27/09/2016 10:57
29,-21.98,1.23227411,0.576923077,0.334670493,0.387586376,27/09/2016 14:26,27/09/2016 10:57
30,-22.03,1.368809909,0.615384615,0.354151531,0.407067415,27/09/2016 14:26,27/09/2016 10:57
31,-22.11,1.442289688,0.634615385,0.364233837,0.41714972,27/09/2016 14:26,27/09/2016 10:57
32,-22.17,1.519743232,0.653846154,0.374587082,0.427502966,27/09/2016 14:26,27/09/2016 10:57
33,-22.19,1.601625039,0.673076923,0.385249245,0.438165128,27/09/2016 14:26,27/09/2016 10:57
34,-22.27,1.688472332,0.692307692,0.396264201,0.449180084,27/09/2016 14:26,27/09/2016 10:57
35,-22.32,1.879761609,0.730769231,0.419567273,0.472483156,27/09/2016 14:26,27/09/2016 10:57
36,-22.33,1.985924363,0.75,0.431989312,0.484905195,27/09/2016 14:26,27/09/2016 10:57
37,-22.41,2.225236292,0.788461538,0.45882619,0.511742073,27/09/2016 14:26,27/09/2016 10:57
38,-22.43,2.361772091,0.807692308,0.473492569,0.526408452,27/09/2016 14:26,27/09/2016 10:57
39,-22.51,2.681434514,0.846153846,0.506253004,0.559168888,27/09/2016 14:26,27/09/2016 10:57
40,-22.57,2.872723791,0.865384615,0.524927073,0.577842956,27/09/2016 14:26,27/09/2016 10:57
41,-22.74,3.093551055,0.884615385,0.54572732,0.598643203,27/09/2016 14:26,27/09/2016 10:57
42,-22.78,3.354734272,0.903846154,0.569392253,0.622308137,27/09/2016 14:26,27/09/2016 10:57
43,-22.85,3.674396696,0.923076923,0.597134789,0.650050673,27/09/2016 14:26,27/09/2016 10:57
44,-22.86,4.086513237,0.942307692,0.631176391,0.684092274,27/09/2016 14:26,27/09/2016 10:57
45,-22.9,4.667358877,0.961538462,0.676361264,0.729277147,27/09/2016 14:26,27/09/2016 10:57
46,-22.97,5.660321059,0.980769231,0.747519951,0.800435834,27/09/2016 14:26,27/09/2016 10:57
2,-18.83,0.38329373,0.066666667,0.307795011,0.544930813,28/09/2016 15:35,28/09/2016 12:35
3,-20.63,0.517169017,0.088888889,0.376688174,0.613823976,28/09/2016 15:35,28/09/2016 12:35
4,-20.74,0.654350198,0.111111111,0.438513528,0.67564933,28/09/2016 15:35,28/09/2016 12:35
5,-20.82,0.795004687,0.133333333,0.495474564,0.732610366,28/09/2016 15:35,28/09/2016 12:35
6,-21.38,0.939312945,0.155555556,0.548882065,0.786017868,28/09/2016 15:35,28/09/2016 12:35
7,-21.54,1.087469873,0.177777778,0.599593698,0.8367295,28/09/2016 15:35,28/09/2016 12:35
8,-21.56,1.239686396,0.2,0.648209809,0.885345611,28/09/2016 15:35,28/09/2016 12:35
9,-21.73,1.396191268,0.222222222,0.695172766,0.932308569,28/09/2016 15:35,28/09/2016 12:35
10,-21.89,1.55723314,0.244444444,0.740822267,0.977958069,28/09/2016 15:35,28/09/2016 12:35
11,-22.01,1.723082935,0.266666667,0.785428398,1.0225642,28/09/2016 15:35,28/09/2016 12:35
12,-22.12,1.894036594,0.288888889,0.829212546,1.066348348,28/09/2016 15:35,28/09/2016 12:35
13,-22.14,2.252583934,0.333333333,0.915035793,1.152171596,28/09/2016 15:35,28/09/2016 12:35
14,-22.35,2.440925888,0.355555556,0.957379048,1.194514851,28/09/2016 15:35,28/09/2016 12:35
15,-22.37,2.837920132,0.4,1.041580768,1.278716571,28/09/2016 15:35,28/09/2016 12:35
16,-22.55,3.047588621,0.422222222,1.08367365,1.320809452,28/09/2016 15:35,28/09/2016 12:35
17,-22.59,3.265481472,0.444444444,1.125909957,1.363045759,28/09/2016 15:35,28/09/2016 12:35
18,-22.66,3.49227033,0.466666667,1.16839933,1.405535133,28/09/2016 15:35,28/09/2016 12:35
19,-22.68,3.728712632,0.488888889,1.211252585,1.448388387,28/09/2016 15:35,28/09/2016 12:35
20,-22.69,3.975666869,0.511111111,1.254583914,1.491719716,28/09/2016 15:35,28/09/2016 12:35
21,-22.71,4.2341114,0.533333333,1.298513187,1.535648989,28/09/2016 15:35,28/09/2016 12:35
22,-22.72,4.505167868,0.555555556,1.343168462,1.580304264,28/09/2016 15:35,28/09/2016 12:35
23,-23.04,4.790130614,0.577777778,1.388688857,1.625824659,28/09/2016 15:35,28/09/2016 12:35
24,-23.12,5.090504066,0.6,1.435227945,1.672363748,28/09/2016 15:35,28/09/2016 12:35
25,-23.22,5.40805081,0.622222222,1.482957914,1.720093717,28/09/2016 15:35,28/09/2016 12:35
26,-23.27,5.744854264,0.644444444,1.532074777,1.76921058,28/09/2016 15:35,28/09/2016 12:35
27,-23.29,6.103401604,0.666666667,1.582805096,1.819940898,28/09/2016 15:35,28/09/2016 12:35
28,-23.33,6.486695334,0.688888889,1.635414826,1.872550628,28/09/2016 15:35,28/09/2016 12:35
29,-23.36,6.898406291,0.711111111,1.690221258,1.927357061,28/09/2016 15:35,28/09/2016 12:35
30,-23.51,7.826484539,0.755555556,1.808055929,2.045191731,28/09/2016 15:35,28/09/2016 12:35
31,-23.55,8.355985538,0.777777778,1.872162284,2.109298087,28/09/2016 15:35,28/09/2016 12:35
32,-23.6,8.941321736,0.8,1.940707459,2.177843262,28/09/2016 15:35,28/09/2016 12:35
33,-23.65,9.595671934,0.822222222,2.01472878,2.251864582,28/09/2016 15:35,28/09/2016 12:35
34,-23.69,10.337513,0.844444444,2.095656316,2.332792118,28/09/2016 15:35,28/09/2016 12:35
35,-23.79,11.19390567,0.866666667,2.18554833,2.422684133,28/09/2016 15:35,28/09/2016 12:35
36,-23.83,12.20680321,0.888888889,2.287536865,2.524672668,28/09/2016 15:35,28/09/2016 12:35
37,-23.91,13.4464896,0.911111111,2.406761425,2.643897227,28/09/2016 15:35,28/09/2016 12:35
38,-24.24,15.04472334,0.933333333,2.55262754,2.789763342,28/09/2016 15:35,28/09/2016 12:35
39,-24.56,17.29730727,0.955555556,2.745628615,2.982764417,28/09/2016 15:35,28/09/2016 12:35
40,-25,21.14812494,0.977777778,3.048442544,3.285578346,28/09/2016 15:35,28/09/2016 12:35
2,-11.49,0.156729322,0.063829787,0.125915835,0.223026578,28/09/2016 15:40,28/09/2016 13:34
3,-11.86,0.211357015,0.085106383,0.154052806,0.251163549,28/09/2016 15:40,28/09/2016 13:34
4,-12.37,0.267270182,0.106382979,0.179281438,0.276392181,28/09/2016 15:40,28/09/2016 13:34
5,-12.43,0.324530784,0.127659574,0.202504086,0.299614829,28/09/2016 15:40,28/09/2016 13:34
6,-12.66,0.383205369,0.14893617,0.224257231,0.321367974,28/09/2016 15:40,28/09/2016 13:34
7,-12.73,0.443365544,0.170212766,0.244891583,0.342002326,28/09/2016 15:40,28/09/2016 13:34
8,-13.13,0.505088494,0.191489362,0.264652288,0.361763031,28/09/2016 15:40,28/09/2016 13:34
9,-13.26,0.568457583,0.212765957,0.28371963,0.380830373,28/09/2016 15:40,28/09/2016 13:34
10,-13.33,0.633563025,0.234042553,0.302231675,0.399342418,28/09/2016 15:40,28/09/2016 13:34
11,-13.35,0.700502662,0.255319149,0.320297808,0.417408551,28/09/2016 15:40,28/09/2016 13:34
12,-13.61,0.840319457,0.29787234,0.355434843,0.452545586,28/09/2016 15:40,28/09/2016 13:34
13,-13.64,0.913439072,0.319148936,0.372644693,0.469755436,28/09/2016 15:40,28/09/2016 13:34
14,-13.66,0.988880328,0.340425532,0.389693196,0.486803939,28/09/2016 15:40,28/09/2016 13:34
15,-13.79,1.066795504,0.361702128,0.406630973,0.503741716,28/09/2016 15:40,28/09/2016 13:34
16,-13.8,1.147352371,0.382978723,0.423504458,0.520615201,28/09/2016 15:40,28/09/2016 13:34
17,-13.82,1.230736364,0.404255319,0.440357142,0.537467885,28/09/2016 15:40,28/09/2016 13:34
18,-13.87,1.31715316,0.425531915,0.457230595,0.554341338,28/09/2016 15:40,28/09/2016 13:34
19,-13.89,1.406831726,0.446808511,0.474165346,0.571276089,28/09/2016 15:40,28/09/2016 13:34
20,-13.99,1.500027984,0.468085106,0.49120167,0.588312413,28/09/2016 15:40,28/09/2016 13:34
21,-14.3,1.597029207,0.489361702,0.508380339,0.605491082,28/09/2016 15:40,28/09/2016 13:34
22,-14.36,1.698159362,0.510638298,0.525743362,0.622854105,28/09/2016 15:40,28/09/2016 13:34
23,-14.4,1.803785639,0.531914894,0.54333476,0.640445503,28/09/2016 15:40,28/09/2016 13:34
24,-14.5,1.914326499,0.553191489,0.561201414,0.658312157,28/09/2016 15:40,28/09/2016 13:34
25,-14.6,2.280619342,0.617021277,0.61698597,0.714096713,28/09/2016 15:40,28/09/2016 13:34
26,-14.73,2.416439164,0.638297872,0.636517183,0.733627926,28/09/2016 15:40,28/09/2016 13:34
27,-14.76,2.560495389,0.659574468,0.65664192,0.753752663,28/09/2016 15:40,28/09/2016 13:34
28,-14.78,2.713851822,0.680851064,0.677453123,0.774563866,28/09/2016 15:40,28/09/2016 13:34
29,-14.9,2.877792682,0.70212766,0.699060286,0.796171029,28/09/2016 15:40,28/09/2016 13:34
30,-14.95,3.244085524,0.744680851,0.745214817,0.84232556,28/09/2016 15:40,28/09/2016 13:34
31,-15.15,3.450841956,0.765957447,0.770118955,0.867229698,28/09/2016 15:40,28/09/2016 13:34
32,-15.48,3.677318004,0.787234043,0.796556555,0.893667298,28/09/2016 15:40,28/09/2016 13:34
33,-15.64,3.927675659,0.808510638,0.82485118,0.921961923,28/09/2016 15:40,28/09/2016 13:34
34,-15.68,4.207551706,0.829787234,0.855434089,0.952544832,28/09/2016 15:40,28/09/2016 13:34
35,-15.77,4.524848999,0.85106383,0.888900172,0.986010916,28/09/2016 15:40,28/09/2016 13:34
36,-15.87,4.891141841,0.872340426,0.926106025,1.023216768,28/09/2016 15:40,28/09/2016 13:34
37,-16.1,5.324374321,0.893617021,0.968355585,1.065466328,28/09/2016 15:40,28/09/2016 13:34
38,-16.29,5.854608023,0.914893617,1.017789165,1.114899908,28/09/2016 15:40,28/09/2016 13:34
39,-16.8,6.538198159,0.936170213,1.078324641,1.175435384,28/09/2016 15:40,28/09/2016 13:34
40,-17.15,7.501664341,0.957446809,1.158500715,1.255611458,28/09/2016 15:40,28/09/2016 13:34
41,-17.97,9.148720658,0.978723404,1.284440548,1.381551291,28/09/2016 15:40,28/09/2016 13:34
2,-19.22,0.350993898,0.06122449,0.282106434,0.499884211,30/09/2016 13:19,30/09/2016 10:19
3,-19.88,0.473098935,0.081632653,0.345050391,0.562828168,30/09/2016 13:19,30/09/2016 10:19
4,-19.89,0.597948134,0.102040816,0.401443975,0.619221753,30/09/2016 13:19,30/09/2016 10:19
5,-20.05,0.72566768,0.12244898,0.453310888,0.671088666,30/09/2016 13:19,30/09/2016 10:19
6,-20.33,0.856392666,0.142857143,0.50185376,0.719631538,30/09/2016 13:19,30/09/2016 10:19
7,-20.51,1.127449133,0.183673469,0.591872649,0.809650427,30/09/2016 13:19,30/09/2016 10:19
8,-20.56,1.268103622,0.204081633,0.634299901,0.852077679,30/09/2016 13:19,30/09/2016 10:19
9,-20.6,1.41241188,0.224489796,0.675447672,0.89322545,30/09/2016 13:19,30/09/2016 10:19
10,-20.83,1.560568808,0.244897959,0.715559056,0.933336834,30/09/2016 13:19,30/09/2016 10:19
11,-20.94,1.712785331,0.265306122,0.754831648,0.972609426,30/09/2016 13:19,30/09/2016 10:19
12,-20.99,2.030332075,0.306122449,0.831495296,1.049273074,30/09/2016 13:19,30/09/2016 10:19
13,-21.18,2.19618187,0.326530612,0.869149564,1.086927341,30/09/2016 13:19,30/09/2016 10:19
14,-21.24,2.543517187,0.367346939,0.943652341,1.161430119,30/09/2016 13:19,30/09/2016 10:19
15,-21.3,2.725682869,0.387755102,0.98069191,1.198469687,30/09/2016 13:19,30/09/2016 10:19
16,-21.32,3.1089766,0.428571429,1.054782899,1.272560677,30/09/2016 13:19,30/09/2016 10:19
17,-21.35,3.520687556,0.469387755,1.129438622,1.3472164,30/09/2016 13:19,30/09/2016 10:19
18,-21.36,3.738580407,0.489795918,1.167183,1.384960778,30/09/2016 13:19,30/09/2016 10:19
19,-21.44,4.201811568,0.530612245,1.243931266,1.461709044,30/09/2016 13:19,30/09/2016 10:19
20,-21.66,4.448765804,0.551020408,1.283118533,1.50089631,30/09/2016 13:19,30/09/2016 10:19
21,-21.7,4.707210335,0.571428571,1.322981082,1.54075886,30/09/2016 13:19,30/09/2016 10:19
22,-21.79,4.978266803,0.591836735,1.363629961,1.581407739,30/09/2016 13:19,30/09/2016 10:19
23,-21.82,5.563603001,0.632653061,1.447792901,1.665570679,30/09/2016 13:19,30/09/2016 10:19
24,-21.84,6.217953199,0.673469388,1.536791536,1.754569314,30/09/2016 13:19,30/09/2016 10:19
25,-21.86,6.576500539,0.693877551,1.583574211,1.801351989,30/09/2016 13:19,30/09/2016 10:19
26,-21.93,7.816186935,0.755102041,1.736208302,1.95398608,30/09/2016 13:19,30/09/2016 10:19
27,-22.05,8.299583474,0.775510204,1.792407956,2.010185733,30/09/2016 13:19,30/09/2016 10:19
28,-22.12,8.829084473,0.795918367,1.852120237,2.069898015,30/09/2016 13:19,30/09/2016 10:19
29,-22.17,9.414420671,0.816326531,1.916081043,2.133858821,30/09/2016 13:19,30/09/2016 10:19
30,-22.22,10.06877087,0.836734694,1.985271824,2.203049601,30/09/2016 13:19,30/09/2016 10:19
31,-22.24,10.81061194,0.857142857,2.061047075,2.278824853,30/09/2016 13:19,30/09/2016 10:19
32,-22.31,12.67990214,0.897959184,2.241175328,2.458953105,30/09/2016 13:19,30/09/2016 10:19
33,-22.32,13.91958854,0.918367347,2.353377165,2.571154943,30/09/2016 13:19,30/09/2016 10:19
34,-22.62,15.51782227,0.93877551,2.490894506,2.708672284,30/09/2016 13:19,30/09/2016 10:19
35,-22.75,17.77040621,0.959183673,2.673196507,2.890974285,30/09/2016 13:19,30/09/2016 10:19
36,-22.95,21.62122388,0.979591837,2.959863981,3.177641759,30/09/2016 13:19,30/09/2016 10:19
2,-16.1,0.10443736,0.052631579,0.084056291,0.149148517,30/09/2016 13:55,30/09/2016 11:20
3,-18,0.14054347,0.070175439,0.102718719,0.167810945,30/09/2016 13:55,30/09/2016 11:20
4,-18.37,0.177337356,0.087719298,0.119396529,0.184488756,30/09/2016 13:55,30/09/2016 11:20
5,-18.71,0.214845731,0.105263158,0.134694952,0.199787179,30/09/2016 13:55,30/09/2016 11:20
6,-18.85,0.253096895,0.122807018,0.148973254,0.214065481,30/09/2016 13:55,30/09/2016 11:20
7,-18.89,0.292120861,0.140350877,0.162465667,0.227557893,30/09/2016 13:55,30/09/2016 11:20
8,-19.06,0.331949502,0.157894737,0.175335257,0.240427484,30/09/2016 13:55,30/09/2016 11:20
9,-19.08,0.372616701,0.175438596,0.187701251,0.252793477,30/09/2016 13:55,30/09/2016 11:20
10,-19.22,0.414158531,0.192982456,0.199654235,0.264746461,30/09/2016 13:55,30/09/2016 11:20
11,-19.42,0.45661344,0.210526316,0.21126523,0.276357456,30/09/2016 13:55,30/09/2016 11:20
12,-19.46,0.589881494,0.263157895,0.244570107,0.309662334,30/09/2016 13:55,30/09/2016 11:20
13,-19.61,0.636428822,0.280701754,0.255296097,0.320388323,30/09/2016 13:55,30/09/2016 11:20
14,-19.88,0.684125582,0.298245614,0.265887321,0.330979547,30/09/2016 13:55,30/09/2016 11:20
15,-19.95,0.783204767,0.333333333,0.286767344,0.351859571,30/09/2016 13:55,30/09/2016 11:20
16,-20.05,0.887642127,0.368421053,0.307390947,0.372483173,30/09/2016 13:55,30/09/2016 11:20
17,-20.42,0.998050499,0.403508772,0.327912842,0.393005068,30/09/2016 13:55,30/09/2016 11:20
18,-20.5,1.055715098,0.421052632,0.338179786,0.403272013,30/09/2016 13:55,30/09/2016 11:20
19,-20.69,1.115154269,0.438596491,0.348473241,0.413565467,30/09/2016 13:55,30/09/2016 11:20
20,-20.77,1.17648071,0.456140351,0.35880986,0.423902086,30/09/2016 13:55,30/09/2016 11:20
