,T,INPs_perL,F,delta_INP_neg,delta_INP_pos,end,start
19,-17.12,9.037987105,0.70212766,2.195466647,2.500452357,11/10/2016 16:24,11/10/2016 14:10
20,-17.16,10.18836531,0.744680851,2.340419428,2.645405138,11/10/2016 16:24,11/10/2016 14:10
21,-17.23,10.83770395,0.765957447,2.418633292,2.723619001,11/10/2016 16:24,11/10/2016 14:10
22,-17.47,11.54897395,0.787234043,2.501663137,2.806648847,11/10/2016 16:24,11/10/2016 14:10
23,-18.21,12.33524645,0.808510638,2.590525152,2.895510862,11/10/2016 16:24,11/10/2016 14:10
24,-18.81,13.21422433,0.829787234,2.686573747,2.991559457,11/10/2016 16:24,11/10/2016 14:10
25,-19.15,14.21072726,0.85106383,2.791677228,3.096662938,11/10/2016 16:24,11/10/2016 14:10
26,-19.69,15.36110547,0.872340426,2.908525816,3.213511526,11/10/2016 16:24,11/10/2016 14:10
27,-20.6,16.7217141,0.893617021,3.041214659,3.346200369,11/10/2016 16:24,11/10/2016 14:10
28,-20.91,18.38696448,0.914893617,3.196465614,3.501451324,11/10/2016 16:24,11/10/2016 14:10
29,-21.04,20.53384562,0.936170213,3.386583149,3.691568859,11/10/2016 16:24,11/10/2016 14:10
30,-21.57,23.55970464,0.957446809,3.638383888,3.943369598,11/10/2016 16:24,11/10/2016 14:10
31,-22.45,28.73244479,0.978723404,4.033910152,4.338895861,11/10/2016 16:24,11/10/2016 14:10
2,-17.41,0.298643457,0.058823529,0.240123635,0.425654399,11/10/2016 14:03,11/10/2016 10:40
3,-18.3,0.402354833,0.078431373,0.293626128,0.479156892,11/10/2016 14:03,11/10/2016 10:40
4,-19.2,0.50829673,0.098039216,0.341526411,0.527057175,11/10/2016 14:03,11/10/2016 10:40
5,-19.61,0.616567207,0.117647059,0.385548709,0.571079473,11/10/2016 14:03,11/10/2016 10:40
6,-20.3,0.72727093,0.137254902,0.426717306,0.61224807,11/10/2016 14:03,11/10/2016 10:40
7,-20.46,0.956433569,0.176470588,0.502965851,0.688496615,11/10/2016 14:03,11/10/2016 10:40
8,-20.59,1.075140719,0.196078431,0.538854249,0.724385013,11/10/2016 14:03,11/10/2016 10:40
9,-20.74,1.196779205,0.215686275,0.573626935,0.759157699,11/10/2016 14:03,11/10/2016 10:40
10,-20.77,1.321497471,0.235294118,0.607489479,0.793020243,11/10/2016 14:03,11/10/2016 10:40
11,-20.85,1.580826207,0.274509804,0.6731222,0.858652964,11/10/2016 14:03,11/10/2016 10:40
12,-21.12,1.854569316,0.31372549,0.736788308,0.922319072,11/10/2016 14:03,11/10/2016 10:40
13,-21.25,1.997365065,0.333333333,0.768132599,0.953663363,11/10/2016 14:03,11/10/2016 10:40
14,-21.26,2.144423996,0.352941176,0.799262221,0.984792985,11/10/2016 14:03,11/10/2016 10:40
15,-21.29,2.296008522,0.37254902,0.830251644,1.015782408,11/10/2016 14:03,11/10/2016 10:40
16,-21.35,2.45240605,0.392156863,0.861170432,1.046701196,11/10/2016 14:03,11/10/2016 10:40
17,-21.5,2.613932271,0.411764706,0.89208471,1.077615474,11/10/2016 14:03,11/10/2016 10:40
18,-21.59,2.780934989,0.431372549,0.923058415,1.108589179,11/10/2016 14:03,11/10/2016 10:40
19,-21.72,2.953798633,0.450980392,0.954154402,1.139685166,11/10/2016 14:03,11/10/2016 10:40
20,-21.96,3.13294959,0.470588235,0.985435463,1.170966227,11/10/2016 14:03,11/10/2016 10:40
21,-21.99,3.318862535,0.490196078,1.016965308,1.202496072,11/10/2016 14:03,11/10/2016 10:40
22,-22.22,3.512068019,0.509803922,1.04880955,1.234340314,11/10/2016 14:03,11/10/2016 10:40
23,-22.4,3.713161588,0.529411765,1.081036736,1.2665675,11/10/2016 14:03,11/10/2016 10:40
24,-22.46,3.922814861,0.549019608,1.113719461,1.299250225,11/10/2016 14:03,11/10/2016 10:40
25,-22.53,4.141789061,0.568627451,1.146935621,1.332466385,11/10/2016 14:03,11/10/2016 10:40
26,-22.68,4.3709517,0.588235294,1.180769862,1.366300626,11/10/2016 14:03,11/10/2016 10:40
27,-22.71,4.611297336,0.607843137,1.215315287,1.400846051,11/10/2016 14:03,11/10/2016 10:40
28,-22.79,4.863973663,0.62745098,1.250675536,1.4362063,11/10/2016 14:03,11/10/2016 10:40
29,-22.82,5.130314654,0.647058824,1.286967344,1.472498108,11/10/2016 14:03,11/10/2016 10:40
30,-22.95,5.411883195,0.666666667,1.324323764,1.509854528,11/10/2016 14:03,11/10/2016 10:40
31,-23.15,5.710526653,0.68627451,1.362898297,1.548429061,11/10/2016 14:03,11/10/2016 10:40
32,-23.24,6.028450402,0.705882353,1.402870275,1.588401039,11/10/2016 14:03,11/10/2016 10:40
33,-23.35,6.368316764,0.725490196,1.444452023,1.629982787,11/10/2016 14:03,11/10/2016 10:40
34,-23.43,6.733380666,0.745098039,1.487898567,1.673429331,11/10/2016 14:03,11/10/2016 10:40
35,-23.52,7.127679719,0.764705882,1.533521102,1.719051866,11/10/2016 14:03,11/10/2016 10:40
36,-23.8,7.556307192,0.784313725,1.581706144,1.767236909,11/10/2016 14:03,11/10/2016 10:40
37,-24,8.025815467,0.803921569,1.63294356,1.818474324,11/10/2016 14:03,11/10/2016 10:40
38,-24.13,8.544832785,0.823529412,1.687868974,1.873399738,11/10/2016 14:03,11/10/2016 10:40
39,-24.32,9.782834895,0.862745098,1.812499341,1.998030105,11/10/2016 14:03,11/10/2016 10:40
40,-24.38,10.54219785,0.882352941,1.885062731,2.070593495,11/10/2016 14:03,11/10/2016 10:40
41,-24.64,11.4403336,0.901960784,1.967590817,2.153121581,11/10/2016 14:03,11/10/2016 10:40
42,-24.69,12.53956291,0.921568627,2.064304245,2.249835009,11/10/2016 14:03,11/10/2016 10:40
43,-24.76,13.95671598,0.941176471,2.182932392,2.368463156,11/10/2016 14:03,11/10/2016 10:40
44,-25.07,15.95408105,0.960784314,2.34032847,2.525859234,11/10/2016 14:03,11/10/2016 10:40
45,-25.33,19.36859918,0.980392157,2.588081873,2.773612637,11/10/2016 14:03,11/10/2016 10:40
2,-15.79,0.461756744,0.06,0.371204005,0.657890572,11/10/2016 16:24,11/10/2016 14:10
3,-18.41,0.622250813,0.08,0.453968945,0.740655513,11/10/2016 16:24,11/10/2016 14:10
4,-18.52,0.786272505,0.1,0.528093631,0.814780198,11/10/2016 16:24,11/10/2016 14:10
5,-18.75,0.953980384,0.12,0.596242224,0.882928791,11/10/2016 16:24,11/10/2016 14:10
6,-20.94,1.125543953,0.14,0.659997655,0.946684223,11/10/2016 16:24,11/10/2016 14:10
7,-21.36,1.30114468,0.16,0.7203936,1.007080167,11/10/2016 16:24,11/10/2016 14:10
8,-21.45,1.480977155,0.18,0.778151433,1.064838,11/10/2016 16:24,11/10/2016 14:10
9,-21.73,1.665250383,0.2,0.833800427,1.120486994,11/10/2016 16:24,11/10/2016 14:10
10,-21.93,1.854189249,0.22,0.887744638,1.174431205,11/10/2016 16:24,11/10/2016 14:10
11,-22.3,2.451522888,0.28,1.0422525,1.328939067,11/10/2016 16:24,11/10/2016 14:10
12,-22.53,2.661753313,0.3,1.092042421,1.378728988,11/10/2016 16:24,11/10/2016 14:10
13,-22.63,2.878078215,0.32,1.141262775,1.427949343,11/10/2016 16:24,11/10/2016 14:10
14,-22.68,3.100861522,0.34,1.19005489,1.476741457,11/10/2016 16:24,11/10/2016 14:10
15,-22.71,3.330500766,0.36,1.238546605,1.525233172,11/10/2016 16:24,11/10/2016 14:10
16,-22.78,3.56743135,0.38,1.286855757,1.573542324,11/10/2016 16:24,11/10/2016 14:10
17,-22.82,3.812131521,0.4,1.335092984,1.621779552,11/10/2016 16:24,11/10/2016 14:10
18,-22.89,4.065128175,0.42,1.38336405,1.670050617,11/10/2016 16:24,11/10/2016 14:10
19,-23.02,4.327003696,0.44,1.431771846,1.718458413,11/10/2016 16:24,11/10/2016 14:10
20,-23.11,4.880048264,0.48,1.529405523,1.81609209,11/10/2016 16:24,11/10/2016 14:10
21,-23.27,5.172740153,0.5,1.57883854,1.865525108,11/10/2016 16:24,11/10/2016 14:10
22,-23.52,5.794990966,0.54,1.679482033,1.9661686,11/10/2016 16:24,11/10/2016 14:10
23,-23.61,6.126720538,0.56,1.730929097,2.017615665,11/10/2016 16:24,11/10/2016 14:10
24,-23.75,7.220776315,0.62,1.891404649,2.178091216,11/10/2016 16:24,11/10/2016 14:10
25,-23.88,7.624263041,0.64,1.947481338,2.234167905,11/10/2016 16:24,11/10/2016 14:10
26,-23.92,8.050818368,0.66,2.005173172,2.29185974,11/10/2016 16:24,11/10/2016 14:10
27,-24.02,8.503240919,0.68,2.064716928,2.351403495,11/10/2016 16:24,11/10/2016 14:10
28,-24.08,8.984871674,0.7,2.126388867,2.413075434,11/10/2016 16:24,11/10/2016 14:10
29,-24.12,9.499743849,0.72,2.190515732,2.4772023,11/10/2016 16:24,11/10/2016 14:10
30,-24.15,10.05278842,0.74,2.257489656,2.544176223,11/10/2016 16:24,11/10/2016 14:10
31,-24.18,10.65012206,0.76,2.327788818,2.614475385,11/10/2016 16:24,11/10/2016 14:10
32,-24.33,11.29946069,0.78,2.402006828,2.688693396,11/10/2016 16:24,11/10/2016 14:10
33,-24.4,12.79700319,0.82,2.565430947,2.852117514,11/10/2016 16:24,11/10/2016 14:10
34,-24.54,13.67598107,0.84,2.656913871,2.943600438,11/10/2016 16:24,11/10/2016 14:10
35,-24.78,14.672484,0.86,2.757140838,3.043827405,11/10/2016 16:24,11/10/2016 14:10
36,-24.82,15.82286221,0.88,2.868699893,3.155386461,11/10/2016 16:24,11/10/2016 14:10
37,-25.33,17.18347084,0.9,2.995532397,3.282218964,11/10/2016 16:24,11/10/2016 14:10
38,-25.69,18.84872123,0.92,3.144110194,3.430796761,11/10/2016 16:24,11/10/2016 14:10
39,-25.72,24.02146138,0.96,3.567891094,3.854577661,11/10/2016 16:24,11/10/2016 14:10
40,-26.98,29.19420153,0.98,3.948009896,4.234696463,11/10/2016 16:24,11/10/2016 14:10
2,-15.83,0.320829389,0.075,0.257283607,0.454896776,13/10/2016 14:42,13/10/2016 10:39
3,-17.3,0.433582369,0.1,0.315153766,0.512766935,13/10/2016 14:42,13/10/2016 10:39
4,-17.55,0.549511904,0.125,0.367220858,0.564834027,13/10/2016 14:42,13/10/2016 10:39
5,-18.43,0.668802179,0.15,0.415322033,0.612935202,13/10/2016 14:42,13/10/2016 10:39
6,-18.72,0.791653879,0.175,0.460552391,0.65816556,13/10/2016 14:42,13/10/2016 10:39
7,-19.33,0.918286219,0.2,0.503630881,0.701244049,13/10/2016 14:42,13/10/2016 10:39
8,-19.73,1.048939299,0.225,0.545063307,0.742676476,13/10/2016 14:42,13/10/2016 10:39
9,-19.79,1.183876841,0.25,0.585225073,0.782838242,13/10/2016 14:42,13/10/2016 10:39
10,-19.99,1.3233894,0.275,0.624407316,0.822020485,13/10/2016 14:42,13/10/2016 10:39
11,-20.14,1.61745921,0.325,0.700732333,0.898345501,13/10/2016 14:42,13/10/2016 10:39
12,-20.28,1.772769202,0.35,0.738238862,0.93585203,13/10/2016 14:42,13/10/2016 10:39
13,-20.4,1.934171314,0.375,0.775513405,0.973126574,13/10/2016 14:42,13/10/2016 10:39
14,-20.67,2.102163061,0.4,0.812692295,1.010305464,13/10/2016 14:42,13/10/2016 10:39
15,-20.84,2.277305507,0.425,0.849903653,1.047516822,13/10/2016 14:42,13/10/2016 10:39
16,-20.93,2.460234571,0.45,0.887271252,1.08488442,13/10/2016 14:42,13/10/2016 10:39
17,-21.14,2.651674965,0.475,0.924917883,1.122531051,13/10/2016 14:42,13/10/2016 10:39
18,-21.18,2.852457533,0.5,0.962968506,1.160581675,13/10/2016 14:42,13/10/2016 10:39
19,-21.32,3.063541049,0.525,1.001553406,1.199166575,13/10/2016 14:42,13/10/2016 10:39
20,-21.35,3.286039902,0.55,1.04081156,1.238424729,13/10/2016 14:42,13/10/2016 10:39
21,-21.39,3.770743753,0.6,1.121970727,1.319583895,13/10/2016 14:42,13/10/2016 10:39
22,-21.47,4.320255656,0.65,1.207898746,1.405511915,13/10/2016 14:42,13/10/2016 10:39
23,-21.54,4.625226735,0.675,1.253233142,1.450846311,13/10/2016 14:42,13/10/2016 10:39
24,-21.72,4.954620594,0.7,1.300549178,1.498162347,13/10/2016 14:42,13/10/2016 10:39
25,-22.01,5.312692104,0.725,1.350233043,1.547846212,13/10/2016 14:42,13/10/2016 10:39
26,-22.08,5.704915066,0.75,1.402770149,1.600383318,13/10/2016 14:42,13/10/2016 10:39
27,-22.15,6.138497435,0.775,1.458786385,1.656399554,13/10/2016 14:42,13/10/2016 10:39
28,-22.49,6.623201286,0.8,1.51911294,1.716726108,13/10/2016 14:42,13/10/2016 10:39
29,-22.52,7.17271319,0.825,1.584893259,1.782506428,13/10/2016 14:42,13/10/2016 10:39
30,-22.56,7.807078127,0.85,1.657770455,1.855383623,13/10/2016 14:42,13/10/2016 10:39
31,-22.62,8.5573726,0.875,1.740241819,1.937854988,13/10/2016 14:42,13/10/2016 10:39
32,-22.65,9.475658819,0.9,1.836401397,2.034014565,13/10/2016 14:42,13/10/2016 10:39
33,-22.73,10.65953566,0.925,1.953735556,2.151348725,13/10/2016 14:42,13/10/2016 10:39
34,-22.75,12.32811635,0.95,2.108543926,2.306157094,13/10/2016 14:42,13/10/2016 10:39
35,-23.7,15.18057389,0.975,2.350634702,2.548247871,13/10/2016 14:42,13/10/2016 10:39
2,-16.03,0.323491873,0.075,0.259418741,0.458671853,13/10/2016 14:42,13/10/2016 10:41
3,-19,0.437180563,0.1,0.31776915,0.517022262,13/10/2016 14:42,13/10/2016 10:41
4,-19.19,0.554072169,0.125,0.370268334,0.569521446,13/10/2016 14:42,13/10/2016 10:41
5,-19.5,0.674352405,0.15,0.418768689,0.618021801,13/10/2016 14:42,13/10/2016 10:41
6,-19.71,0.798223621,0.175,0.464374402,0.663627514,13/10/2016 14:42,13/10/2016 10:41
7,-20.36,0.925906852,0.2,0.50781039,0.707063502,13/10/2016 14:42,13/10/2016 10:41
8,-20.51,1.057644189,0.225,0.549586654,0.748839766,13/10/2016 14:42,13/10/2016 10:41
9,-20.68,1.193701545,0.25,0.590081712,0.789334824,13/10/2016 14:42,13/10/2016 10:41
10,-20.75,1.334371884,0.275,0.629589119,0.828842231,13/10/2016 14:42,13/10/2016 10:41
11,-20.93,1.47997902,0.3,0.668345352,0.867598464,13/10/2016 14:42,13/10/2016 10:41
12,-21.03,1.630882108,0.325,0.706547539,0.905800651,13/10/2016 14:42,13/10/2016 10:41
13,-21.14,1.78748098,0.35,0.744365325,0.943618437,13/10/2016 14:42,13/10/2016 10:41
14,-21.22,2.119608397,0.4,0.819436629,1.018689742,13/10/2016 14:42,13/10/2016 10:41
15,-21.28,2.480651455,0.45,0.894634499,1.093887611,13/10/2016 14:42,13/10/2016 10:41
16,-21.3,2.673680566,0.475,0.93259355,1.131846662,13/10/2016 14:42,13/10/2016 10:41
17,-21.39,2.87612938,0.5,0.970959946,1.170213058,13/10/2016 14:42,13/10/2016 10:41
18,-21.43,3.088964626,0.525,1.009865053,1.209118165,13/10/2016 14:42,13/10/2016 10:41
19,-21.46,3.313309943,0.55,1.049449,1.248702112,13/10/2016 14:42,13/10/2016 10:41
20,-21.5,3.550481784,0.575,1.089864549,1.289117661,13/10/2016 14:42,13/10/2016 10:41
21,-21.52,4.069830925,0.625,1.173893351,1.373146463,13/10/2016 14:42,13/10/2016 10:41
22,-21.71,4.3561084,0.65,1.217922802,1.417175914,13/10/2016 14:42,13/10/2016 10:41
23,-21.78,4.66361036,0.675,1.263633417,1.462886529,13/10/2016 14:42,13/10/2016 10:41
24,-21.81,4.995737777,0.7,1.311342118,1.51059523,13/10/2016 14:42,13/10/2016 10:41
25,-21.91,5.356780835,0.725,1.361438297,1.560691409,13/10/2016 14:42,13/10/2016 10:41
26,-21.95,5.75225876,0.75,1.414411395,1.613664507,13/10/2016 14:42,13/10/2016 10:41
27,-22.08,6.189439323,0.775,1.470892496,1.670145608,13/10/2016 14:42,13/10/2016 10:41
28,-22.12,6.678165612,0.8,1.531719686,1.730972798,13/10/2016 14:42,13/10/2016 10:41
29,-22.27,7.23223778,0.825,1.5980459,1.797299012,13/10/2016 14:42,13/10/2016 10:41
30,-22.31,8.62838814,0.875,1.75468366,1.953936772,13/10/2016 14:42,13/10/2016 10:41
31,-22.38,9.554294992,0.9,1.851641242,2.050894354,13/10/2016 14:42,13/10/2016 10:41
32,-22.42,10.74799654,0.925,1.969949129,2.169202241,13/10/2016 14:42,13/10/2016 10:41
33,-22.83,12.43042437,0.95,2.126042215,2.325295327,13/10/2016 14:42,13/10/2016 10:41
34,-22.98,15.30655375,0.975,2.370142044,2.569395156,13/10/2016 14:42,13/10/2016 10:41
2,-13.11,0.550597772,0.053571429,0.443081216,0.786081216,14/10/2016 12:19,14/10/2016 10:39
3,-15.84,0.741079722,0.071428571,0.541508197,0.884508197,14/10/2016 12:19,14/10/2016 10:39
4,-16.29,0.93526058,0.089285714,0.629492358,0.972492358,14/10/2016 12:19,14/10/2016 10:39
5,-16.45,1.133286853,0.107142857,0.710222621,1.053222621,14/10/2016 12:19,14/10/2016 10:39
6,-16.49,1.335313926,0.125,0.785592134,1.128592134,14/10/2016 12:19,14/10/2016 10:39
7,-16.69,1.541506798,0.142857143,0.856835385,1.199835385,14/10/2016 12:19,14/10/2016 10:39
8,-16.72,1.75204089,0.160714286,0.924812023,1.267812023,14/10/2016 12:19,14/10/2016 10:39
9,-17.18,1.967102942,0.178571429,0.990150816,1.333150816,14/10/2016 12:19,14/10/2016 10:39
10,-17.4,2.18689201,0.196428571,1.053329751,1.396329751,14/10/2016 12:19,14/10/2016 10:39
11,-17.95,2.411620568,0.214285714,1.114723818,1.457723818,14/10/2016 12:19,14/10/2016 10:39
12,-18.22,2.64151575,0.232142857,1.174635136,1.517635136,14/10/2016 12:19,14/10/2016 10:39
13,-18.48,2.876820725,0.25,1.233312805,1.576312805,14/10/2016 12:19,14/10/2016 10:39
14,-18.94,3.11779624,0.267857143,1.290966485,1.633966485,14/10/2016 12:19,14/10/2016 10:39
15,-19.44,3.364722366,0.285714286,1.347775993,1.690775993,14/10/2016 12:19,14/10/2016 10:39
16,-19.81,3.617900446,0.303571429,1.403898269,1.746898269,14/10/2016 12:19,14/10/2016 10:39
17,-19.91,3.87765531,0.321428571,1.459472576,1.802472576,14/10/2016 12:19,14/10/2016 10:39
18,-20.27,4.144337781,0.339285714,1.514624467,1.857624467,14/10/2016 12:19,14/10/2016 10:39
19,-20.4,4.418327523,0.357142857,1.569468891,1.912468891,14/10/2016 12:19,14/10/2016 10:39
20,-20.44,4.989911661,0.392857143,1.678656588,2.021656588,14/10/2016 12:19,14/10/2016 10:39
21,-20.57,5.288441293,0.410714286,1.733197017,2.076197017,14/10/2016 12:19,14/10/2016 10:39
22,-20.85,5.596157879,0.428571429,1.787827514,2.130827514,14/10/2016 12:19,14/10/2016 10:39
23,-20.98,5.913644863,0.446428571,1.842640108,2.185640108,14/10/2016 12:19,14/10/2016 10:39
24,-21.01,6.241543091,0.464285714,1.897726561,2.240726561,14/10/2016 12:19,14/10/2016 10:39
25,-21.32,6.580558607,0.482142857,1.953179553,2.296179553,14/10/2016 12:19,14/10/2016 10:39
26,-21.53,6.931471806,0.5,2.009093878,2.352093878,14/10/2016 12:19,14/10/2016 10:39
27,-21.74,7.295148247,0.517857143,2.065567656,2.408567656,14/10/2016 12:19,14/10/2016 10:39
28,-21.77,7.672551527,0.535714286,2.122703641,2.465703641,14/10/2016 12:19,14/10/2016 10:39
29,-21.86,8.064758659,0.553571429,2.180610635,2.523610635,14/10/2016 12:19,14/10/2016 10:39
30,-21.99,8.472978604,0.571428571,2.239405084,2.582405084,14/10/2016 12:19,14/10/2016 10:39
31,-22.1,9.343092374,0.607142857,2.360171655,2.703171655,14/10/2016 12:19,14/10/2016 10:39
32,-22.32,9.80829253,0.625,2.422433052,2.765433052,14/10/2016 12:19,14/10/2016 10:39
33,-22.41,10.29619417,0.642857143,2.486166119,2.829166119,14/10/2016 12:19,14/10/2016 10:39
34,-22.48,10.80912712,0.660714286,2.551560998,2.894560998,14/10/2016 12:19,14/10/2016 10:39
35,-22.58,11.92138347,0.696428571,2.68823234,3.03123234,14/10/2016 12:19,14/10/2016 10:39
36,-22.71,12.52762969,0.714285714,2.760044638,3.103044638,14/10/2016 12:19,14/10/2016 10:39
37,-22.78,13.1730149,0.732142857,2.834608484,3.177608484,14/10/2016 12:19,14/10/2016 10:39
38,-22.84,13.86294361,0.75,2.912325436,3.255325436,14/10/2016 12:19,14/10/2016 10:39
39,-22.87,14.60402333,0.767857143,2.993679301,3.336679301,14/10/2016 12:19,14/10/2016 10:39
40,-22.94,15.40445041,0.785714286,3.079261908,3.422261908,14/10/2016 12:19,14/10/2016 10:39
41,-23.07,16.27456418,0.803571429,3.169809777,3.512809777,14/10/2016 12:19,14/10/2016 10:39
42,-23.14,17.22766598,0.821428571,3.266257825,3.609257825,14/10/2016 12:19,14/10/2016 10:39
43,-23.24,18.28127113,0.839285714,3.369820657,3.712820657,14/10/2016 12:19,14/10/2016 10:39
44,-23.53,19.45910149,0.857142857,3.482120618,3.825120618,14/10/2016 12:19,14/10/2016 10:39
45,-23.57,20.79441542,0.875,3.605399387,3.948399387,14/10/2016 12:19,14/10/2016 10:39
46,-23.67,22.33592222,0.892857143,3.742889178,4.085889178,14/10/2016 12:19,14/10/2016 10:39
47,-23.7,24.15913778,0.910714286,3.899515662,4.242515662,14/10/2016 12:19,14/10/2016 10:39
48,-23.73,26.3905733,0.928571429,4.083371711,4.426371711,14/10/2016 12:19,14/10/2016 10:39
49,-23.76,29.26739402,0.946428571,4.309284786,4.652284786,14/10/2016 12:19,14/10/2016 10:39
50,-23.83,33.3220451,0.964285714,4.609600599,4.952600599,14/10/2016 12:19,14/10/2016 10:39
51,-23.98,40.25351691,0.982142857,5.083394157,5.426394157,14/10/2016 12:19,14/10/2016 10:39
2,-11.81,0.349054705,0.06122449,0.280547835,0.49712242,14/10/2016 10:31,14/10/2016 07:30
3,-11.92,0.470485129,0.081632653,0.343144035,0.559718621,14/10/2016 10:31,14/10/2016 07:30
4,-12.08,0.594644554,0.102040816,0.399226052,0.615800638,14/10/2016 10:31,14/10/2016 07:30
5,-12.33,0.721658466,0.12244898,0.450806408,0.667380994,14/10/2016 10:31,14/10/2016 07:30
6,-12.64,0.851661215,0.142857143,0.499081087,0.715655673,14/10/2016 10:31,14/10/2016 07:30
7,-14.01,0.984796859,0.163265306,0.544831336,0.761405922,14/10/2016 10:31,14/10/2016 07:30
8,-14.57,1.121220133,0.183673469,0.588602635,0.80517722,14/10/2016 10:31,14/10/2016 07:30
9,-15.72,1.261097525,0.204081633,0.630795482,0.847370067,14/10/2016 10:31,14/10/2016 07:30
10,-15.91,1.404608499,0.224489796,0.671715917,0.888290503,14/10/2016 10:31,14/10/2016 07:30
11,-15.97,1.551946881,0.244897959,0.711605691,0.928180277,14/10/2016 10:31,14/10/2016 07:30
12,-16.07,1.703322429,0.265306122,0.750661308,0.967235893,14/10/2016 10:31,14/10/2016 07:30
13,-16.24,1.858962633,0.285714286,0.789046605,1.005621191,14/10/2016 10:31,14/10/2016 07:30
14,-16.28,2.019114771,0.306122449,0.826901399,1.043475985,14/10/2016 10:31,14/10/2016 07:30
15,-16.34,2.354057433,0.346938776,0.901493885,1.11806847,14/10/2016 10:31,14/10/2016 07:30
16,-16.37,2.529464606,0.367346939,0.938438793,1.155013378,14/10/2016 10:31,14/10/2016 07:30
17,-16.4,2.710623848,0.387755102,0.975273722,1.191848308,14/10/2016 10:31,14/10/2016 07:30
18,-16.44,3.501236244,0.469387755,1.12319863,1.339773215,14/10/2016 10:31,14/10/2016 07:30
19,-16.47,3.943461148,0.510204082,1.198658356,1.415232941,14/10/2016 10:31,14/10/2016 07:30
20,-16.52,4.424186988,0.551020408,1.27602948,1.492604066,14/10/2016 10:31,14/10/2016 07:30
21,-16.56,4.681203649,0.571428571,1.315671794,1.53224638,14/10/2016 10:31,14/10/2016 07:30
22,-16.59,4.950762567,0.591836735,1.356096094,1.572670679,14/10/2016 10:31,14/10/2016 07:30
23,-16.63,5.532864863,0.632653061,1.439794046,1.656368631,14/10/2016 10:31,14/10/2016 07:30
24,-16.67,6.183599867,0.673469388,1.528300975,1.74487556,14/10/2016 10:31,14/10/2016 07:30
25,-16.69,7.773003582,0.755102041,1.726615991,1.943190576,14/10/2016 10:31,14/10/2016 07:30
26,-16.72,9.362407297,0.816326531,1.90549496,2.122069546,14/10/2016 10:31,14/10/2016 07:30
27,-16.76,10.0131423,0.836734694,1.974303471,2.190878057,14/10/2016 10:31,14/10/2016 07:30
28,-16.79,12.60984743,0.897959184,2.228793144,2.445367729,14/10/2016 10:31,14/10/2016 07:30
29,-16.94,15.43208845,0.93877551,2.477132658,2.693707244,14/10/2016 10:31,14/10/2016 07:30
30,-17.17,17.67222717,0.959183673,2.658427465,2.875002051,14/10/2016 10:31,14/10/2016 07:30
31,-17.31,21.5017696,0.979591837,2.943511142,3.160085727,14/10/2016 10:31,14/10/2016 07:30
2,-16.93,0.426019352,0.075,0.341638888,0.604043259,17/10/2016 14:49,17/10/2016 11:46
3,-18.82,0.575740523,0.1,0.41848287,0.680887241,17/10/2016 14:49,17/10/2016 11:46
4,-19.08,0.729679741,0.125,0.487621139,0.750025511,17/10/2016 14:49,17/10/2016 11:46
5,-19.39,0.888081582,0.15,0.551493192,0.813897564,17/10/2016 14:49,17/10/2016 11:46
6,-19.93,1.051212528,0.175,0.611553175,0.873957546,17/10/2016 14:49,17/10/2016 11:46
7,-20.49,1.219363668,0.2,0.66875576,0.931160131,17/10/2016 14:49,17/10/2016 11:46
8,-20.61,1.392853823,0.225,0.723772588,0.98617696,17/10/2016 14:49,17/10/2016 11:46
9,-21.03,1.572033183,0.25,0.777102146,1.039506517,17/10/2016 14:49,17/10/2016 11:46
10,-21.06,1.757287564,0.275,0.829131026,1.091535398,17/10/2016 14:49,17/10/2016 11:46
11,-21.23,1.94904341,0.3,0.880170655,1.142575026,17/10/2016 14:49,17/10/2016 11:46
12,-21.26,2.147773706,0.325,0.930480638,1.19288501,17/10/2016 14:49,17/10/2016 11:46
13,-21.52,2.354005006,0.35,0.98028439,1.242688762,17/10/2016 14:49,17/10/2016 11:46
14,-21.9,2.568325843,0.375,1.029780096,1.292184467,17/10/2016 14:49,17/10/2016 11:46
15,-21.94,2.791396851,0.4,1.079148785,1.341553157,17/10/2016 14:49,17/10/2016 11:46
16,-22.1,3.02396305,0.425,1.128560589,1.39096496,17/10/2016 14:49,17/10/2016 11:46
17,-22.17,3.266868857,0.45,1.178179859,1.44058423,17/10/2016 14:49,17/10/2016 11:46
18,-22.45,3.521076592,0.475,1.228169647,1.490574019,17/10/2016 14:49,17/10/2016 11:46
19,-22.76,3.787689511,0.5,1.278695886,1.541100257,17/10/2016 14:49,17/10/2016 11:46
20,-22.83,4.067980737,0.525,1.329931572,1.592335944,17/10/2016 14:49,17/10/2016 11:46
21,-22.9,4.363430034,0.55,1.382061252,1.644465624,17/10/2016 14:49,17/10/2016 11:46
22,-22.96,4.675771093,0.575,1.4352861,1.697690472,17/10/2016 14:49,17/10/2016 11:46
23,-23.05,5.00705318,0.6,1.489829981,1.752234353,17/10/2016 14:49,17/10/2016 11:46
24,-23.11,5.359722694,0.625,1.545946982,1.808351354,17/10/2016 14:49,17/10/2016 11:46
25,-23.18,5.736732921,0.65,1.603931121,1.866335493,17/10/2016 14:49,17/10/2016 11:46
26,-23.33,6.141694517,0.675,1.664129255,1.926533626,17/10/2016 14:49,17/10/2016 11:46
