1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan
-1.474000000000000021e+01,2.029553643560000065e-01,2.702702702700000154e-02,2.739897418809999863e+01,2.739897418810000040e-02,7.903108636819999866e-01,1.444095756779999998e-04,5.873554993249999745e-01,2.028109547810000024e-01
-2.071000000000000085e+01,4.116285270730000168e-01,5.405405405409999947e-02,5.556985115479999848e+01,5.556985115480000265e-02,1.166554341879999956e+00,4.124725680800000321e-02,7.549258148090000065e-01,3.703812702650000066e-01
-2.223000000000000043e+01,6.263510224299999596e-01,8.108108108110000101e-02,8.455738802809999299e+01,8.455738802810000565e-02,1.512683621539999912e+00,1.245629678639999932e-01,8.863325991099999523e-01,5.017880545659999525e-01
-2.260999999999999943e+01,8.474840827980000268e-01,1.081081081080000061e-01,1.144103511779999991e+02,1.144103511779999971e-01,1.847091949019999957e+00,2.324207611219999969e-01,9.996078662209999521e-01,6.150633216769999523e-01
-2.296999999999999886e+01,1.310597838220000089e+00,1.621621621619999953e-01,1.769307081590000053e+02,1.769307081589999997e-01,2.506845457569999880e+00,4.988947634020000077e-01,1.196247619360000014e+00,8.117030748129999695e-01
-2.312000000000000099e+01,1.553485414679999899e+00,1.891891891889999899e-01,2.097205309820000139e+02,2.097205309819999974e-01,2.838812435119999922e+00,6.527029387870000310e-01,1.285327020440000023e+00,9.007824758950000454e-01
-2.330999999999999872e+01,2.064543721989999803e+00,2.432432432430000069e-01,2.787134024690000160e+02,2.787134024690000045e-01,3.516902519279999861e+00,9.967294692470000106e-01,1.452358797290000059e+00,1.067814252750000081e+00
-2.337999999999999901e+01,2.613491663870000092e+00,2.972972972969999961e-01,3.528213746229999970e+02,3.528213746230000059e-01,4.223511418280000207e+00,1.388016454009999956e+00,1.610019754409999893e+00,1.225475209869999915e+00
-2.351999999999999957e+01,2.904015465010000074e+00,3.243243243239999907e-01,3.920420877760000167e+02,3.920420877760000256e-01,4.590759753969999579e+00,1.601815720590000103e+00,1.686744288969999950e+00,1.302199744419999972e+00
-2.369999999999999929e+01,3.206400609600000173e+00,3.513513513509999853e-01,4.328640822959999923e+02,4.328640822959999857e-01,4.969025620620000083e+00,1.828320143130000019e+00,1.762625011019999910e+00,1.378080466479999933e+00
-2.376000000000000156e+01,3.850929328039999877e+00,4.054054054049999745e-01,5.198754592860000230e+02,5.198754592859999857e-01,5.764162880839999836e+00,2.322240319800000119e+00,1.913233552789999958e+00,1.528689008249999981e+00
-2.382999999999999829e+01,4.556930659929999905e+00,4.594594594590000192e-01,6.151856390899999951e+02,6.151856390900000138e-01,6.621283499449999610e+00,2.877122364949999955e+00,2.064352839530000150e+00,1.679808294979999950e+00
-2.392000000000000171e+01,4.936880988719999586e+00,4.864864864860000138e-01,6.664789334780000445e+02,6.664789334780000241e-01,7.077717168739999565e+00,3.180589353249999807e+00,2.140836180019999979e+00,1.756291635470000001e+00
-2.408999999999999986e+01,5.337378924060000251e+00,5.135135135139999862e-01,7.205461547480000490e+02,7.205461547479999895e-01,7.555711386659999640e+00,3.503591006000000174e+00,2.218332462599999833e+00,1.833787918050000076e+00
-2.423999999999999844e+01,5.760774582129999821e+00,5.405405405409999808e-01,7.777045685880000292e+02,7.777045685879999670e-01,8.057933757740000758e+00,3.848159951069999973e+00,2.297159175600000047e+00,1.912614631060000070e+00
-2.430000000000000071e+01,6.209845854850000180e+00,5.675675675679999754e-01,8.383291904039999736e+02,8.383291904040000020e-01,8.587507038020000039e+00,4.216729216220000076e+00,2.377661183169999859e+00,1.993116638630000104e+00
-2.435999999999999943e+01,6.687908974389999983e+00,5.945945945949999700e-01,9.028677115420000518e+02,9.028677115419999621e-01,9.148131383020000840e+00,4.612231110299999770e+00,2.460222408629999968e+00,2.075677864090000213e+00
-2.457999999999999829e+01,7.747915223579999733e+00,6.486486486489999592e-01,1.045968555180000067e+03,1.045968555179999981e+00,1.038126042829999918e+01,5.499114563380000043e+00,2.633345204739999890e+00,2.248800660200000134e+00
-2.478000000000000114e+01,8.340824169310000258e+00,6.756756756759999538e-01,1.126011262859999988e+03,1.126011262860000084e+00,1.106584926460000062e+01,6.000343618539999646e+00,2.725025095309999923e+00,2.340480550770000168e+00
-2.487999999999999901e+01,8.985352887750000406e+00,7.027027027029999484e-01,1.213022639849999905e+03,1.213022639849999917e+00,1.180641516070000030e+01,6.548835159360000269e+00,2.821062272929999892e+00,2.436517728390000137e+00
-2.510999999999999943e+01,9.691354219629999989e+00,7.297297297300000540e-01,1.308332819649999919e+03,1.308332819649999923e+00,1.261373908829999912e+01,7.153513895539999723e+00,2.922384868630000021e+00,2.537840324089999822e+00
-2.526000000000000156e+01,1.047180248379999945e+01,7.567567567570000486e-01,1.413693335310000066e+03,1.413693335310000077e+00,1.350198755129999917e+01,7.826161960800000372e+00,3.030185067510000163e+00,2.645640522959999963e+00
-2.530000000000000071e+01,1.233339084139999997e+01,8.108108108110000378e-01,1.665007763589999968e+03,1.665007763590000023e+00,1.560551316319999948e+01,9.445813064139999327e+00,3.272122321799999956e+00,2.887577777260000200e+00
