,INP,start_datetime,end_datetime,MEAN_WIND_SPEED,MAX_GUST_DIR,MAX_GUST_SPEED,MAX_GUST_CTIME,Unnamed: 0,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,Unnamed: 0,rain_past_hour,APS Total,SMPS Total,3,4,log aps_1um,log aps,aps_1um,aps_sub_1um,smps_total_over500,smps_total_sub500,demott,meyers
0,-0.252783114202,2016-09-26 11:52:00,2016-09-26 14:52:00,9.66666666667,146.666666667,14.6666666667,1211.66666667,613.0,13.1333333333,12.0133333333,14.07,15.4866666667,13.4666666667,0.533333333333,2481.7,92.9333333333,3.0,0.266666666667,6073.37873636,332234.792,,,3.02574889097,3.7834303646,1061.08186236,5012.296874,3496.381,328738.411,1.30921898212,4.7054117463
1,-0.795470241108,2016-09-26 12:00:00,2016-09-26 15:00:00,10.3333333333,143.333333333,15.0,1283.33333333,614.0,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,4.0,0.266666666667,5910.38598388,345412.949,,,3.03427439918,3.77161584386,1082.11744688,4828.268537,3645.718,341767.231,1.29414474136,4.7054117463
2,-0.856945080456,2016-09-26 12:11:00,2016-09-26 15:12:00,10.3333333333,143.333333333,15.0,1283.33333333,614.0,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,4.0,0.266666666667,5240.19935162,370388.109,,,3.02606556345,3.71934780906,1061.85584862,4178.343503,3961.005,366427.104,1.22951080457,4.7054117463
3,-0.697800016158,2016-09-27 10:57:00,2016-09-27 14:26:00,11.25,187.5,19.5,1152.75,636.5,16.93,15.075,17.62,17.73,14.49,0.0,1365.575,88.875,2.5,0.0,3249.82340458,76581.036,,,2.47762481387,3.51185976206,300.34804808,2949.4753565,1604.452,74974.718,1.00323964985,4.7054117463
4,0.710626061335,2016-09-28 13:34:00,2016-09-28 15:40:00,14.5,235.0,25.0,1341.5,662.5,22.135,17.005,24.25,24.64,16.3,0.0,5022.85,72.7,4.5,0.0,1126.5765662,56427.234,,,2.43335790427,3.05176071328,271.2426035,855.3339627,254.551,56172.683,0.639058363411,4.7054117463
5,-1.04188920491,2016-09-30 11:20:00,2016-09-30 13:55:00,11.0,210.0,18.5,1149.5,708.5,14.52,7.845,20.96,24.605,14.89,0.0,6100.95,64.7,2.5,0.0,1930.3114912,86953.484,,,2.7124743844,3.28562739605,515.7917417,1414.5197495,1478.534,85474.95,0.803706664728,4.7054117463
6,-0.755145853135,2016-09-30 14:21:00,2016-09-30 16:21:00,6.5,250.0,14.0,1479.0,711.5,13.78,8.66,16.28,17.95,15.34,2.2,8945.55,71.4,5.5,0.0,1240.40928414,90135.278,,,2.51945181998,3.09356500816,330.71342114,909.695863,765.805,89369.473,0.665788993291,4.7054117463
7,-0.621836692796,2016-10-03 10:32:00,2016-10-03 13:35:00,4.33333333333,103.333333333,8.66666666667,1132.66666667,780.0,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,2.0,0.0,7005.68970542,61291.805,,,2.81622802776,3.84545089773,654.97998322,6350.7097222,727.052,60564.753,1.39127965499,4.7054117463
8,-0.529893451405,2016-10-03 13:35:00,2016-10-03 16:36:00,7.33333333333,123.333333333,12.0,1404.66666667,783.0,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,5.0,0.0,1534.17854152,54271.371,,,2.58253765834,3.185875904,382.41741222,1151.7611293,163.111,54108.26,0.72884194691,4.7054117463
9,0.415690865397,2016-10-03 13:47:00,2016-10-03 16:23:00,7.33333333333,123.333333333,12.0,1404.66666667,783.0,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,5.0,0.0,1386.00849604,51053.648,,,2.54834639854,3.14176589245,353.46498534,1032.5435107,148.74,50904.908,0.698000490226,4.7054117463
