,INP,start_datetime,end_datetime,MEAN_WIND_SPEED,MAX_GUST_DIR,MAX_GUST_SPEED,MAX_GUST_CTIME,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,rain_past_hour,APS Total,SMPS Total,3,4,log aps_1um,log aps,demott,meyers
0,-0.050805857392,2016-09-26 11:52:00,2016-09-26 14:52:00,9.66666666667,146.666666667,14.6666666667,1211.66666667,13.1333333333,12.0133333333,14.07,15.4866666667,13.4666666667,0.533333333333,2481.7,92.9333333333,0.266666666667,12715.1222364,332234.792,,,1.95067256665,4.10432053961,3.03571687764,6.34942206627
1,-0.528440867378,2016-09-26 12:00:00,2016-09-26 15:00:00,10.3333333333,143.333333333,15.0,1283.33333333,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,0.266666666667,12444.6447539,345412.949,,,1.95343693132,4.09498250371,3.00464394628,6.34942206627
2,-0.67971903235,2016-09-26 12:11:00,2016-09-26 15:12:00,10.3333333333,143.333333333,15.0,1283.33333333,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,0.266666666667,11170.6931416,370388.109,,,1.92903714309,4.04808012193,2.85331832319,6.34942206627
3,-0.339433800857,2016-09-27 10:57:00,2016-09-27 14:26:00,11.25,187.5,19.5,1152.75,16.93,15.075,17.62,17.73,14.49,0.0,1365.575,88.875,0.0,8329.74548458,76581.036,,,1.53088236758,3.92063173174,2.4795117496,6.34942206627
4,-0.621858868164,2016-09-28 12:35:00,2016-09-28 15:35:00,13.0,236.666666667,25.3333333333,1306.66666667,21.2166666667,16.5,22.8833333333,23.2466666667,16.02,0.0,4551.73333333,74.5333333333,0.0,3504.7371799,49772.971,,,1.66180406579,3.5446554558,1.63855688273,6.34942206627
5,-0.852189328808,2016-09-30 11:20:00,2016-09-30 13:55:00,11.0,210.0,18.5,1149.5,14.52,7.845,20.96,24.605,14.89,0.0,6100.95,64.7,0.0,3065.1978672,86953.484,,,1.74188323425,3.4864585147,1.53678915208,6.34942206627
6,-0.425534654793,2016-09-30 14:21:00,2016-09-30 16:21:00,6.5,250.0,14.0,1479.0,13.78,8.66,16.28,17.95,15.34,2.2,8945.55,71.4,0.0,2009.57596414,90135.278,,,1.48022836145,3.30310442764,1.25568109457,6.34942206627
7,-0.539419069696,2016-10-03 10:32:00,2016-10-03 13:35:00,4.33333333333,103.333333333,8.66666666667,1132.66666667,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,0.0,15361.3778254,61291.805,,,2.07741012342,4.18643017111,3.3231559607,6.34942206627
8,-0.250452813561,2016-10-03 13:35:00,2016-10-03 16:36:00,7.33333333333,123.333333333,12.0,1404.66666667,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,0.0,3361.89514152,54271.371,,,1.83704291466,3.52658416354,1.6062546918,6.34942206627
9,0.127969873609,2016-10-04 10:33:00,2016-10-04 13:20:00,12.6666666667,116.666666667,21.6666666667,1131.33333333,16.8266666667,11.8166666667,20.21,21.9066666667,13.6733333333,0.0,3481.2,72.3666666667,0.0,4178.71870064,70236.605,,,2.141209022,3.62104313667,1.78243223566,6.34942206627
10,-0.00455458134124,2016-10-05 11:16:00,2016-10-05 15:59:00,17.0,97.5,27.5,1286.0,13.9025,6.2,16.7925,19.505,14.0825,0.0,5177.925,59.7,0.0,6693.17261716,,,,2.26636182885,3.82563202562,2.23310328914,6.34942206627
11,0.640910437521,2016-10-05 13:39:00,2016-10-05 14:39:00,17.0,100.0,26.0,1334.0,13.61,6.2,15.81,18.62,14.38,0.0,5843.8,60.8,0.0,1233.27859812,,,,1.54759378664,3.09106119497,0.994069316367,6.34942206627
12,-0.826384850642,2016-10-06 11:39:00,2016-10-06 14:13:00,13.3333333333,56.6666666667,21.3333333333,1214.66666667,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,0.0,2889.40116934,56442.509,,,2.03371659215,3.46080784421,1.49396505953,6.34942206627
13,-1.02294975168,2016-10-06 11:40:00,2016-10-06 14:10:00,13.3333333333,56.6666666667,21.3333333333,1214.66666667,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,0.0,2830.05337518,55167.885,,,2.02566170334,3.45179462645,1.47920244407,6.34942206627
14,0.0166136661635,2016-10-06 14:20:00,2016-10-06 16:58:00,12.5,50.0,22.5,1489.0,13.495,6.655,16.62,17.905,14.305,0.0,8203.3,63.3,0.0,3641.29134326,71016.639,,,2.03431894663,3.56125542865,1.66880122386,6.34942206627
15,-0.479993276544,2016-10-06 14:24:00,2016-10-06 16:54:00,12.5,50.0,22.5,1489.0,13.495,6.655,16.62,17.905,14.305,0.0,8203.3,63.3,0.0,3436.20942636,67685.031,,,2.00991792667,3.53607962487,1.62314750109,6.34942206627
16,0.0629910573259,2016-10-07 10:41:00,2016-10-07 12:41:00,7.0,75.0,12.5,1062.5,13.63,12.29,16.79,17.575,12.945,0.8,1250.25,91.8,0.1,2033.85428316,29242.666,,,1.4650022365,3.30831983438,1.26291734444,6.34942206627
17,0.833693411948,2016-10-07 11:21:00,2016-10-07 13:06:00,7.5,70.0,13.5,1180.5,13.89,11.38,16.275,17.89,13.72,0.8,2135.5,84.85,0.0,1608.65178168,23673.198,,,1.29652498439,3.20646204431,1.12884931862,6.34942206627
18,-0.141616265354,2016-10-07 13:02:00,2016-10-07 15:02:00,7.5,70.0,12.5,1303.5,13.74,11.06,14.13,15.675,14.235,0.8,3258.4,83.85,0.0,2543.70328628,39930.413,,,1.34345911241,3.40546645106,1.405592994,6.34942206627
19,-0.439074471187,2016-10-10 11:29:00,2016-10-10 16:36:00,7.6,212.0,14.8,1294.8,10.8,8.44,12.514,14.774,11.882,0.92,4482.82,85.4,0.28,9665.1098154,141986.401,,,1.822251054,3.98520679287,2.662351158,6.34942206627
20,-0.157165518798,2016-10-10 12:39:00,2016-10-10 13:39:00,9.0,350.0,18.0,1211.0,10.89,9.03,13.56,15.24,11.74,0.8,3798.2,88.3,0.8,2022.1699112,30025.526,,,1.08252546458,3.30581764403,1.25944042688,6.34942206627
21,-0.676422527123,2016-10-10 13:50:00,2016-10-10 16:36:00,6.33333333333,126.666666667,13.6666666667,1403.33333333,10.5066666667,8.35666666667,10.64,13.0166666667,12.1233333333,1.26666666667,5155.73333333,86.5333333333,0.2,3481.05857786,67379.444,,,1.48027151767,3.54171133148,1.63325034684,6.34942206627
22,-0.454444554254,2016-10-11 10:40:00,2016-10-11 14:03:00,9.0,40.0,15.5,1174.0,12.2175,10.73,12.875,13.7975,11.1925,0.3,1777.5,90.65,0.15,5443.97337182,57032.551,,,1.96767502153,3.73591599227,2.02292457,6.34942206627
23,0.803089940428,2016-10-11 14:10:00,2016-10-11 16:24:00,9.5,55.0,16.5,1465.5,12.105,10.285,12.085,12.95,11.96,0.6,2998.6,88.65,0.0,4372.64075378,41939.034,,,1.89455106973,3.64074379816,1.82154453756,6.34942206627
24,-0.214305359442,2016-10-13 10:39:00,2016-10-13 14:42:00,6.0,75.0,10.75,1154.5,9.2475,7.7175,10.0725,11.855,10.7725,1.9,1555.0,90.175,0.75,5973.03377708,67677.307,,,1.32351159704,3.77619497066,2.11472149868,6.34942206627
25,-0.399134283961,2016-10-13 10:41:00,2016-10-13 14:42:00,6.0,75.0,10.75,1154.5,9.2475,7.7175,10.0725,11.855,10.7725,1.9,1555.0,90.175,0.75,5868.98085754,67677.307,,,1.30648073334,3.76856269301,2.09701306174,6.34942206627
26,-0.291764304059,2016-10-17 11:46:00,2016-10-17 14:49:00,13.3333333333,233.333333333,21.3333333333,1196.66666667,13.46,8.98,14.66,15.4133333333,11.8833333333,0.0666666666667,3765.86666667,74.4,0.0666666666667,3396.0464438,74451.797,,,1.79446547015,3.53097362096,1.61404175107,6.34942206627
27,0.172054467279,2016-10-18 10:45:00,2016-10-18 13:52:00,11.6666666667,266.666666667,23.3333333333,1118.0,10.0933333333,4.77666666667,12.2566666667,14.1866666667,10.8033333333,0.0,3123.5,69.6,0.0,2036.3654042,31177.709,,,1.70270619044,3.3088557102,1.26366321751,6.34942206627
28,-0.325021428048,2016-10-18 14:00:00,2016-10-18 16:15:00,11.5,270.0,26.0,1448.0,8.795,6.895,8.24,9.955,10.8,0.2,4864.4,88.0,0.0,2099.39417982,33744.272,,,1.27947583022,3.32209398887,1.2822297842,6.34942206627
29,0.162091063335,2016-10-18 14:15:00,2016-10-18 16:10:00,11.5,270.0,26.0,1448.0,8.795,6.895,8.24,9.955,10.8,0.2,4864.4,88.0,0.0,1929.40256934,31378.144,,,1.18203493708,3.28542285253,1.23145549762,6.34942206627
30,0.358329382227,2016-10-21 11:42:00,2016-10-21 16:36:00,6.0,324.0,9.2,1331.0,10.53,8.312,11.098,12.418,10.736,0.0,2683.14,86.16,0.0,34446.7582244,165350.223,,,2.06311446465,4.53714835682,4.89068144258,6.34942206627
31,0.767018271333,2016-10-21 14:42:00,2016-10-21 16:36:00,5.0,320.0,7.5,1477.0,9.89,7.78,8.34,10.1,10.995,0.0,3388.35,86.7,0.0,10853.396845,71036.927,,,1.56450358003,4.0355656829,2.81424605677,6.34942206627
32,-0.531280302275,2016-10-24 12:05:00,2016-10-24 15:37:00,5.0,133.333333333,9.0,1315.66666667,10.81,8.45666666667,12.5533333333,13.0166666667,9.85333333333,0.0,3481.5,85.4,0.0,5617.04033876,160555.362,,,2.01951473717,3.74950754277,2.05344580901,6.34942206627
33,0.468823434685,2016-10-27 11:49:00,2016-10-27 15:58:00,10.25,230.0,22.25,1278.75,13.72,9.59,13.6725,13.22,11.175,0.0,818.675,76.1,0.0,8351.27600954,166370.924,,,2.01553552786,3.92175283735,2.48257638334,6.34942206627
