,INP,MEAN_WIND_SPEED,MAX_GUST_DIR,MAX_GUST_SPEED,MAX_GUST_CTIME,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,rain_past_hour,APS Total,SMPS Total,3,4,log aps_1um,log aps,demott,meyers
0,0.22842746012,9.66666666667,146.666666667,14.6666666667,1211.66666667,13.1333333333,12.0133333333,14.07,15.4866666667,13.4666666667,0.533333333333,2481.7,92.9333333333,0.266666666667,12715.1222364,332234.792,,,1.95067256665,4.10432053961,4.93107755674,8.61909804395
1,-0.213792502663,10.3333333333,143.333333333,15.0,1283.33333333,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,0.266666666667,12444.6447539,345412.949,,,1.95343693132,4.09498250371,4.87506639387,8.61909804395
2,-0.40733953906,10.3333333333,143.333333333,15.0,1283.33333333,13.3033333333,12.2866666667,13.8133333333,15.1533333333,13.7533333333,0.8,2997.33333333,93.6,0.266666666667,11170.6931416,370388.109,,,1.92903714309,4.04808012193,4.60321541958,8.61909804395
3,-0.24551776439,11.25,187.5,19.5,1152.75,16.93,15.075,17.62,17.73,14.49,0.0,1365.575,88.875,0.0,8329.74548458,76581.036,,,1.53088236758,3.92063173174,3.93865525802,8.61909804395
4,-0.327613324419,13.0,236.666666667,25.3333333333,1306.66666667,21.2166666667,16.5,22.8833333333,23.2466666667,16.02,0.0,4551.73333333,74.5333333333,0.0,3504.7371799,49772.971,,,1.66180406579,3.5446554558,2.48651895473,8.61909804395
5,-0.0780933397557,11.0,210.0,18.5,1149.5,14.52,7.845,20.96,24.605,14.89,0.0,6100.95,64.7,0.0,3065.1978672,86953.484,,,1.74188323425,3.4864585147,2.31564371375,8.61909804395
6,-0.00524305541237,6.5,250.0,14.0,1479.0,13.78,8.66,16.28,17.95,15.34,2.2,8945.55,71.4,0.0,2009.57596414,90135.278,,,1.48022836145,3.30310442764,1.85035779048,8.61909804395
7,-0.28997386548,4.33333333333,103.333333333,8.66666666667,1132.66666667,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,0.0,15361.3778254,61291.805,,,2.07741012342,4.18643017111,5.45213599948,8.61909804395
8,0.247088217804,7.33333333333,123.333333333,12.0,1404.66666667,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,0.0,3361.89514152,54271.371,,,1.83704291466,3.52658416354,2.43215078741,8.61909804395
9,0.447797962111,12.6666666667,116.666666667,21.6666666667,1131.33333333,16.8266666667,11.8166666667,20.21,21.9066666667,13.6733333333,0.0,3481.2,72.3666666667,0.0,4178.71870064,70236.605,,,2.141209022,3.62104313667,2.73008739025,8.61909804395
10,1.05591778763,17.0,97.5,27.5,1286.0,13.9025,6.2,16.7925,19.505,14.0825,0.0,5177.925,59.7,0.0,6693.17261716,,,,2.26636182885,3.82563202562,3.50650631807,8.61909804395
11,1.04405655238,17.0,100.0,26.0,1334.0,13.61,6.2,15.81,18.62,14.38,0.0,5843.8,60.8,0.0,1233.27859812,,,,1.54759378664,3.09106119497,1.42756911457,8.61909804395
12,0.121847806659,13.3333333333,56.6666666667,21.3333333333,1214.66666667,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,0.0,2889.40116934,56442.509,,,2.03371659215,3.46080784421,2.24410688499,8.61909804395
13,-0.787093441022,13.3333333333,56.6666666667,21.3333333333,1214.66666667,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,0.0,2830.05337518,55167.885,,,2.02566170334,3.45179462645,2.21949829416,8.61909804395
14,0.59307763982,12.5,50.0,22.5,1489.0,13.495,6.655,16.62,17.905,14.305,0.0,8203.3,63.3,0.0,3641.29134326,71016.639,,,2.03431894663,3.56125542865,2.537530902,8.61909804395
15,0.599040518489,12.5,50.0,22.5,1489.0,13.495,6.655,16.62,17.905,14.305,0.0,8203.3,63.3,0.0,3436.20942636,67685.031,,,2.00991792667,3.53607962487,2.46056836025,8.61909804395
16,0.205667428057,7.0,75.0,12.5,1062.5,13.63,12.29,16.79,17.575,12.945,0.8,1250.25,91.8,0.1,2033.85428316,29242.666,,,1.4650022365,3.30831983438,1.86220144175,8.61909804395
17,-0.0778473630638,7.5,70.0,12.5,1303.5,13.74,11.06,14.13,15.675,14.235,0.8,3258.4,83.85,0.0,2543.70328628,39930.413,,,1.34345911241,3.40546645106,2.09720389675,8.61909804395
18,-0.298899170426,7.6,212.0,14.8,1294.8,10.8,8.44,12.514,14.774,11.882,0.92,4482.82,85.4,0.28,9665.1098154,141986.401,,,1.822251054,3.98520679287,4.26242450145,8.61909804395
19,0.285883258189,9.0,350.0,18.0,1211.0,10.89,9.03,13.56,15.24,11.74,0.8,3798.2,88.3,0.8,2022.1699112,30025.526,,,1.08252546458,3.30581764403,1.85650979456,8.61909804395
20,-0.365603272729,6.33333333333,126.666666667,13.6666666667,1403.33333333,10.5066666667,8.35666666667,10.64,13.0166666667,12.1233333333,1.26666666667,5155.73333333,86.5333333333,0.2,3481.05857786,67379.444,,,1.48027151767,3.54171133148,2.47757928342,8.61909804395
21,-0.24904475047,9.0,40.0,15.5,1174.0,12.2175,10.73,12.875,13.7975,11.1925,0.3,1777.5,90.65,0.15,5443.97337182,57032.551,,,1.96767502153,3.73591599227,3.14201675949,8.61909804395
22,0.926252756116,9.5,55.0,16.5,1465.5,12.105,10.285,12.085,12.95,11.96,0.6,2998.6,88.65,0.0,4372.64075378,41939.034,,,1.89455106973,3.64074379816,2.79668472582,8.61909804395
23,0.128074089784,6.0,75.0,10.75,1154.5,9.2475,7.7175,10.0725,11.855,10.7725,1.9,1555.0,90.175,0.75,5973.03377708,67677.307,,,1.32351159704,3.77619497066,3.30072025651,8.61909804395
24,-0.067937393454,6.0,75.0,10.75,1154.5,9.2475,7.7175,10.0725,11.855,10.7725,1.9,1555.0,90.175,0.75,5868.98085754,67677.307,,,1.30648073334,3.76856269301,3.27004470023,8.61909804395
25,0.0302885296374,13.3333333333,233.333333333,21.3333333333,1196.66666667,13.46,8.98,14.66,15.4133333333,11.8833333333,0.0666666666667,3765.86666667,74.4,0.0666666666667,3396.0464438,74451.797,,,1.79446547015,3.53097362096,2.44524632773,8.61909804395
26,0.330038565597,11.6666666667,266.666666667,23.3333333333,1118.0,10.0933333333,4.77666666667,12.2566666667,14.1866666667,10.8033333333,0.0,3123.5,69.6,0.0,2036.3654042,31177.709,,,1.70270619044,3.3088557102,1.86342264706,8.61909804395
27,0.0646274610384,11.5,270.0,26.0,1448.0,8.795,6.895,8.24,9.955,10.8,0.2,4864.4,88.0,0.0,2099.39417982,33744.272,,,1.27947583022,3.32209398887,1.89384689752,8.61909804395
28,0.42528913501,11.5,270.0,26.0,1448.0,8.795,6.895,8.24,9.955,10.8,0.2,4864.4,88.0,0.0,1929.40256934,31378.144,,,1.18203493708,3.28542285253,1.81076250083,8.61909804395
29,0.414487521704,6.0,324.0,9.2,1331.0,10.53,8.312,11.098,12.418,10.736,0.0,2683.14,86.16,0.0,34446.7582244,165350.223,,,2.06311446465,4.53714835682,8.37342727096,8.61909804395
30,0.844565807528,5.0,320.0,7.5,1477.0,9.89,7.78,8.34,10.1,10.995,0.0,3388.35,86.7,0.0,10853.396845,71036.927,,,1.56450358003,4.0355656829,4.533278263,8.61909804395
31,0.201963192577,5.0,133.333333333,9.0,1315.66666667,10.81,8.45666666667,12.5533333333,13.0166666667,9.85333333333,0.0,3481.5,85.4,0.0,5617.04033876,160555.362,,,2.01951473717,3.74950754277,3.19469710364,8.61909804395
32,0.557231880711,10.25,230.0,22.25,1278.75,13.72,9.59,13.6725,13.22,11.175,0.0,818.675,76.1,0.0,8351.27600954,166370.924,,,2.01553552786,3.92175283735,3.94406090717,8.61909804395
