OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42648.6768,15.119,5.04,3.024,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.33,7.33,9.67,0,28.222,0.992,3.99,x,1.41,3.73,4.11,0.98,3.91,22.29
42648.67681,4.031,5.038,1.008,3.023,2.015,0,2.015,1.008,0,0,0,0,0,0,0,0,6,8,0,9.67,18.138,0.992,4,x,1.1,7.7,17.92,0.98,3.92,22.33
42648.67682,4.031,1.008,0,3.023,0,2.016,1.008,0,1.008,0,0,0,0,0,0,0,6.33,8,8.33,0,12.094,0.992,4,x,0.7,6.04,24.1,0.98,3.94,22.23
42648.67684,9.068,3.023,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6,6.33,7.67,0,17.128,0.993,4.01,x,0.85,2.37,2.67,0.98,3.93,22.2
42648.67685,9.077,4.034,6.051,3.026,0,1.009,0,0,0,0,0,0,0,0,0,0,6.67,7.67,10.33,0,23.196,0.992,3.98,x,1.41,3.44,3.76,0.98,3.94,22.21
42648.67686,4.029,1.007,3.022,2.014,4.029,0,0,0,0,0,0,0,0,0,0,0,9,7.33,0,0,14.101,0.993,3.96,x,1.12,3.74,4.01,0.99,3.93,22.19
42648.67687,11.086,3.023,0,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6.33,7.33,0,0,16.125,0.992,3.95,x,0.62,1.12,1.14,0.98,3.93,22.19
42648.67688,5.039,5.039,6.046,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,0,8.33,0,19.147,0.992,3.98,x,1.17,4.58,6.63,0.99,3.94,22.2
42648.67689,3.023,2.015,3.023,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,11.084,0.992,3.98,x,0.73,2.98,4.71,0.99,3.95,22.21
42648.67691,3.023,1.008,3.023,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,5,8.67,8.33,0,13.101,0.992,3.99,x,0.99,4.84,6.92,0.99,3.96,22.23
42648.67692,9.069,5.038,3.023,1.008,0,0,0,0,1.008,0,0,0,0,0,0,0,5.67,7,0,0,19.146,0.992,4.02,x,0.85,2.6,18.32,0.99,3.96,22.29
42648.67693,7.053,1.008,5.038,0,0,0,0,0,0,1.008,0,0,0,0,0,0,5.67,0,0,0,14.107,0.992,4.02,x,0.67,1.71,33.14,0.99,3.96,22.4
42648.67694,3.022,3.022,4.03,0,2.015,0,0,0,0,0,0,0,1.007,0,0,0,6.67,0,0,0,13.097,0.993,4,x,0.82,2.11,91.51,0.99,3.96,22.69
42648.67695,7.054,1.008,0,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,7.67,7.33,13.67,0,13.1,0.992,3.99,x,0.75,3.08,3.51,0.99,3.97,22.39
42648.67696,7.053,1.008,1.008,0,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,0,10.33,10.33,12.091,0.992,3.99,x,0.5,3.67,10.71,0.99,3.97,22.42
42648.67698,7.051,2.015,0,1.007,1.007,0,2.015,0,0,0,0,0,0,0,0,0,5,7.67,0,0,13.094,0.993,4.02,x,0.55,4.39,7.83,0.98,3.98,22.44
42648.67699,3.023,4.031,4.031,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,6.33,0,0,14.108,0.992,4.01,x,0.99,2.48,2.62,0.99,3.98,22.44
42648.677,4.031,2.015,1.008,0,0,0,0,0,0,0,0,1.008,0,0,0,0,5.67,0,0,0,8.061,0.992,4.02,x,0.28,0.47,75.62,0.98,3.98,22.57
42648.67701,5.039,4.031,4.031,0,2.016,1.008,0,0,0,0,0,0,0,0,0,0,6,0,7.67,0,16.125,0.992,4.03,x,1,3.15,3.55,0.98,3.97,22.57
42648.67702,7.053,4.03,5.038,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,7.67,7.67,11,0,21.158,0.993,3.96,x,1.31,5.37,7.5,0.99,3.99,22.59
42648.67704,8.061,3.023,5.038,1.008,2.015,0,0,1.008,1.008,1.008,0,0,0,0,0,0,5.67,7.67,0,9,22.167,0.992,3.98,x,1.16,6.43,60.87,0.99,4,22.79
42648.67705,6.046,3.023,2.015,2.015,2.015,1.008,0,1.008,0,0,0,0,1.008,0,0,0,9.33,8.67,8.33,10.33,18.139,0.992,3.89,x,1.06,5.4,104.72,0.99,4.01,23.12
42648.67706,8.061,1.008,3.023,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.33,0,9,0,14.107,0.992,3.89,x,0.72,2.36,2.71,0.98,4,23.11
42648.67707,3.023,4.031,5.038,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,13.1,0.992,3.88,x,0.89,1.51,1.53,0.98,3.99,23.03
42648.67708,11.084,3.023,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,1.008,0,7.33,7,0,0,20.153,0.992,3.85,x,0.96,2.11,87.4,0.98,3.99,23.31
42648.67709,6.046,6.046,4.031,1.008,0,0,1.008,0,1.008,0,0,0,0,0,0,0,6,7,0,0,19.147,0.992,3.87,x,1,4.52,22.59,0.98,3.99,23.36
42648.67711,6.046,2.015,5.038,3.023,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,7,7.33,8.67,13.67,21.161,0.992,3.86,x,1.52,7.23,14.91,0.99,4,23.4
42648.67712,9.074,5.041,2.016,3.025,0,0,1.008,1.008,0,0,0,1.008,0,0,0,0,7.67,7,0,11,22.181,0.992,3.8,x,1.09,5.56,94,0.99,4,23.67
42648.67713,6.044,4.029,5.037,0,2.015,1.007,0,0,0,0,0,0,0,0,0,0,7,0,12.33,0,18.133,0.993,3.78,x,1.18,3.54,3.97,0.99,4.01,23.68
42648.67714,8.064,1.008,4.032,3.024,2.016,0,3.024,0,1.008,1.008,0,0,0,0,1.008,0,5.67,7.33,0,0,24.191,0.992,3.79,x,1.36,10.46,152.54,0.99,4.04,24.18
42648.67715,5.039,2.016,1.008,2.016,0,2.016,0,0,0,0,0,0,0,0,0,0,5.33,11,8.67,0,12.094,0.992,3.81,x,0.74,3.2,3.82,0.99,4.04,24.18
42648.67716,5.038,4.031,1.008,2.015,0,0,1.008,2.015,0,1.008,0,0,0,0,0,0,5.67,7,0,11.33,16.123,0.992,3.84,x,0.72,7.23,55.85,0.99,4.06,24.36
42648.67718,5.039,3.023,3.023,0,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6,0,9.67,9.67,15.116,0.992,3.85,x,0.82,5.89,14.94,0.99,4.07,24.4
42648.67719,9.069,4.031,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,6,7.67,0,0,18.137,0.992,3.87,x,0.96,2.37,2.51,0.99,4.07,24.4
42648.6772,8.061,3.023,3.023,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,6,7.67,0,0,16.122,0.992,3.88,x,0.78,2.87,4.63,0.99,4.07,24.41
42648.67721,9.067,2.015,2.015,3.022,1.007,0,0,3.022,0,0,1.007,0,0,0,0,0,5.33,8,0,9.33,21.157,0.993,3.9,x,1,7.91,83.36,0.99,4.1,24.68
42648.67722,10.077,4.031,4.031,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,19.147,0.992,3.93,x,0.93,1.47,1.49,0.99,4.09,24.68
42648.67723,10.077,5.038,2.015,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,6.33,8.33,0,9.67,20.154,0.992,3.92,x,0.91,3.56,10.46,0.99,4.1,24.41
42648.67725,3.023,2.015,3.023,1.008,1.008,0,0,0,0,1.008,0,0,0,0,0,0,6,7.67,0,0,11.084,0.992,3.93,x,0.7,2.36,34.6,0.99,4.1,24.52
42648.67726,8.062,6.047,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,18.14,0.992,3.96,x,0.88,1.63,1.69,0.99,4.1,24.51
42648.67727,6.046,2.015,2.015,0,2.015,0,1.008,0,1.008,0,0,0,1.008,0,0,0,6,0,0,0,15.115,0.992,3.97,x,0.69,4.72,112.56,0.99,4.1,24.85
42648.67728,8.063,3.024,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13.103,0.992,3.97,x,0.51,0.68,0.68,0.99,4.09,24.84
42648.67729,8.062,5.038,3.023,3.023,3.023,2.015,0,0,0,0,0,0,0,0,0,0,7,8,9,0,24.185,0.992,3.94,x,1.6,5.84,6.64,0.99,4.1,24.83
42648.67731,8.059,3.022,4.03,0,0,1.007,0,1.007,1.007,0,0,0,0,0,0,0,6.67,0,8.33,9,18.134,0.993,3.92,x,0.81,5.08,28.26,0.99,4.1,24.8
42648.67732,6.046,3.023,2.015,0,1.008,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,5.67,0,9.67,12.33,17.131,0.992,3.94,x,0.76,8.54,35.11,0.99,4.13,24.91
42648.67733,5.038,5.038,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,10.33,0,0,14.107,0.992,3.97,x,0.77,1.25,1.27,0.99,4.13,24.92
42648.67734,12.089,4.03,5.037,0,0,1.007,1.007,0,0,0,1.007,0,0,0,0,0,6.67,0,8.33,0,24.178,0.993,3.95,x,1.06,4.23,60.26,0.99,4.12,25.09
42648.67735,10.075,6.045,2.015,2.015,1.008,0,2.015,0,0,0,0,0,0,0,0,0,6,8.33,0,0,23.174,0.993,3.97,x,1.14,5.43,8.93,0.99,4.13,25.05
42648.67736,8.062,1.008,2.016,1.008,0,0,2.016,0,0,0,0,0,0,0,0,0,7,6.33,0,0,14.109,0.992,3.96,x,0.6,4.15,7.58,0.99,4.13,25.07
42648.67738,6.047,4.031,0,2.016,2.016,1.008,2.016,0,0,0,0,0,1.008,0,0,1.008,6.33,7.33,9.67,0,19.147,0.992,3.96,x,0.96,6.55,172.67,0.99,4.14,25.62
42648.67739,7.054,4.031,3.023,3.023,0,0,0,1.008,0,0,0,1.008,0,0,0,0,6.33,7.67,0,10.33,19.147,0.992,3.95,x,1.01,3.78,87.08,0.99,4.15,25.9
42648.6774,7.053,1.008,6.046,1.008,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,6.33,7.67,11,19.145,0.992,3.96,x,1.22,5.47,12.66,0.99,4.15,25.93
42648.67741,5.038,3.023,3.023,2.015,2.015,0,1.008,0,0,0,1.008,0,0,0,0,0,6,11,0,0,17.13,0.992,3.96,x,1.05,4.59,60.34,0.99,4.16,26.13
42648.67742,5.038,1.008,2.015,0,1.008,0,0,0,1.008,0,1.008,0,0,0,0,0,6.33,0,0,0,11.085,0.992,3.96,x,0.46,2.69,72.58,0.99,4.16,26.35
42648.67743,4.031,4.031,5.038,3.023,1.008,1.008,1.008,0,0,1.008,1.008,0,1.008,0,0,0,6.33,7,17.33,0,22.169,0.992,3.96,x,1.37,6.45,184.77,0.99,4.18,26.97
42648.67745,8.063,2.016,7.055,2.016,1.008,0,0,1.008,1.008,0,1.008,0,0,0,0,0,7,7,0,11,23.18,0.992,3.94,x,1.31,6.09,83.17,0.99,4.18,27.06
42648.67746,10.077,6.046,4.031,1.008,3.023,1.008,1.008,1.008,1.008,0,1.008,0,0,0,0,0,5.67,7,15,11.67,29.224,0.992,3.98,x,1.5,9.29,87.79,0.99,4.2,27.34
42648.67747,10.074,4.03,4.03,1.007,0,2.015,1.007,0,0,0,0,0,0,0,0,0,6,7,9.33,0,22.163,0.993,3.99,x,1.12,5.04,7.31,0.99,4.21,27.35
42648.67748,9.065,3.022,4.029,1.007,3.022,0,0,2.015,0,0,0,0,0,0,0,0,7.67,7,0,10,22.16,0.993,3.94,x,1.21,6.68,20.46,1,4.23,27.41
42648.67749,3.023,4.031,9.07,2.016,0,0,1.008,0,0,0,0,0,0,0,0,0,5.67,8.67,0,0,19.147,0.992,3.96,x,1.41,4.09,5.83,1,4.23,27.32
42648.6775,5.038,1.008,4.031,3.023,0,1.008,0,0,0,1.008,0,0,0,0,0,0,5.67,7,7.67,0,15.115,0.992,3.97,x,0.98,3.57,35.72,1,4.23,27.43
42648.67752,7.054,3.023,2.015,2.015,0,0,0,1.008,0,0,0,0,0,0,0,0,6,7.33,0,11,15.115,0.992,3.98,x,0.74,3.08,9.84,1,4.24,27.45
42648.67753,13.101,6.047,3.023,2.016,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6.33,8.33,9,9.67,28.219,0.992,3.97,x,1.35,6.77,15.59,1,4.25,27.49
42648.67754,10.078,3.024,4.031,0,2.016,0,1.008,0,0,0,0,0,0,0,0,0,5.67,0,0,0,20.157,0.992,3.99,x,1.01,3.84,5.67,1,4.25,27.5
42648.67755,10.084,2.017,2.017,2.017,1.008,1.008,1.008,3.025,0,0,0,0,0,0,0,0,5.33,7,9.67,12,22.184,0.992,4,x,1,9.68,31.8,1,4.28,27.6
42648.67756,7.05,4.029,3.022,0,1.007,1.007,0,1.007,0,0,0,0,0,0,0,0,7,0,8.33,9.67,17.122,0.993,3.97,x,0.85,4.2,11.29,1,4.29,27.63
42648.67758,4.031,8.061,2.015,1.008,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,5.67,7.67,8.33,9,20.153,0.992,4.01,x,1.13,7.11,16.1,1,4.31,27.68
42648.67759,8.062,5.039,2.016,3.023,1.008,0,0,3.023,0,0,0,0,0,0,0,0,5.67,9.33,0,9.67,22.171,0.992,4.04,x,1.1,7.52,27.51,1,4.32,27.75
42648.6776,7.054,5.038,2.015,1.008,0,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,5.67,7.67,7.67,14.33,20.153,0.992,4.06,x,0.87,8.2,33.96,1,4.34,27.85
42648.67761,3.023,3.023,2.016,0,2.016,2.016,3.023,0,0,0,0,0,1.008,0,0,0,6.67,0,9,0,16.125,0.992,4.04,x,0.91,8.48,102.72,1,4.36,28.19
42648.67762,7.052,1.007,3.022,1.007,0,1.007,1.007,0,0,0,0,0,0,0,0,0,5.67,6.33,7.67,0,14.104,0.993,4.04,x,0.71,3.58,5.55,1,4.36,28.19
42648.67763,8.055,3.021,4.027,2.014,0,0,0,0,0,0,0,0,0,0,0,0,6.67,7.67,0,0,17.116,0.993,4.03,x,0.93,1.68,1.7,1,4.35,28.16
42648.67765,3.023,2.015,0,1.008,0,1.008,0,1.008,1.008,0,0,0,0,0,0,0,6.67,7.67,11.67,9,9.069,0.992,4.02,x,0.38,4.5,27.17,1,4.36,28.24
42648.67766,9.069,4.031,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.33,7,0,0,16.122,0.992,4.01,x,0.7,1.1,1.11,1,4.36,28.24
42648.67767,10.074,3.022,3.022,3.022,0,0,1.007,1.007,2.015,0,0,0,0,0,0,0,5.67,7.67,0,9.67,23.171,0.993,4.02,x,1.04,7.76,47.49,1,4.38,28.39
42648.67768,7.056,0,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11.088,0.992,4.02,x,0.58,1.83,1.97,1,4.38,28.29
42648.67769,9.069,5.039,2.015,2.015,0,1.008,2.015,1.008,0,0,0,0,0,0,0,0,6.33,7,9,9.67,22.17,0.992,4.01,x,1.03,7.39,17.74,1,4.41,28.35
42648.6777,4.029,3.022,4.029,0,0,0,1.007,0,2.015,0,0,0,0,0,0,0,8.33,0,0,0,14.103,0.993,3.95,x,0.67,5.16,38.84,1.01,4.42,28.48
42648.67772,3.023,0,1.008,4.031,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,10.078,0.992,3.95,x,0.84,3.23,3.63,1.01,4.42,28.47
42648.67773,7.055,2.016,3.023,2.016,0,1.008,1.008,0,1.008,0,0,1.008,0,0,0,0,8.33,8.33,7.67,0,18.14,0.992,3.9,x,0.91,5.55,101.19,1.01,4.44,28.81
42648.67774,5.041,4.033,2.016,0,2.016,0,0,0,0,1.008,0,0,0,0,0,0,6.67,0,0,0,14.114,0.992,3.89,x,0.75,2.64,35.26,1.01,4.44,28.92
42648.67775,4.031,0,0,2.016,0,2.016,0,0,0,0,0,0,0,0,0,0,0,8.33,10,0,8.062,0.992,3.89,x,0.5,2.82,3.42,1.01,4.44,28.93
42648.67776,7.054,3.023,6.046,3.023,0,0,0,1.008,1.008,0,0,0,0,0,0,0,9.33,6.67,0,9,21.162,0.992,3.8,x,1.3,5.61,29.27,1.01,4.45,29.01
42648.67777,8.061,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,9.068,0.992,3.81,x,0.23,0.24,0.24,1.01,4.45,29.01
42648.67779,3.023,6.046,5.038,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,7,7.67,0,0,18.137,0.992,3.78,x,1.39,3.29,3.46,1.01,4.44,28.97
42648.6778,6.046,7.053,4.03,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,7.33,8.33,9,0,22.167,0.992,3.74,x,1.52,4.35,4.81,1.01,4.45,28.98
42648.67781,6.046,6.046,2.015,1.008,1.008,0,0,0,1.008,0,0,1.008,0,0,0,0,6,8.33,0,0,18.137,0.992,3.77,x,0.91,3.34,100.38,1.01,4.46,29.02
42648.67782,8.062,4.031,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7.33,9,0,0,16.123,0.992,3.74,x,0.83,1.33,1.35,1.01,4.46,29.02
42648.67783,5.04,5.04,1.008,0,0,1.008,2.016,0,0,0,0,0,0,0,0,0,6.33,0,9.67,0,14.111,0.992,3.75,x,0.66,5.08,8.99,1.01,4.47,29.04
42648.67785,10.078,1.008,2.016,1.008,2.016,0,0,1.008,0,1.008,0,0,1.008,0,0,0,9.67,11,0,10.33,19.148,0.992,3.72,x,0.86,4.92,142.32,1.01,4.48,29.5
42648.67786,7.055,2.016,4.031,0,0,2.016,0,1.008,0,0,0,0,0,0,0,0,5.67,0,8,11.67,16.125,0.992,3.74,x,0.86,4.92,12.68,1.01,4.49,29.54
42648.67787,4.031,0,4.031,0,0,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,8.33,10.33,12.093,0.992,3.74,x,0.64,6.76,32.91,1.01,4.51,29.65
42648.67788,9.069,4.031,3.023,3.023,0,3.023,1.008,0,0,0,0,0,0,0,0,0,7,6.67,8.67,0,23.176,0.992,3.73,x,1.42,6.99,9.75,1.01,4.52,29.67
42648.67789,9.07,3.023,5.039,4.031,1.008,0,1.008,0,0,0,0,0,0,0,0,0,5.33,8.33,0,0,23.179,0.992,3.76,x,1.53,5.06,6.99,1.02,4.53,29.68
42648.6779,9.069,4.031,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,17.131,0.992,3.78,x,0.86,1.79,1.88,1.02,4.53,29.68
42648.67792,7.054,3.023,3.023,3.023,2.016,2.016,1.008,1.008,1.008,0,0,0,0,0,0,0,6,8,7.67,13,23.179,0.992,3.79,x,1.46,10.14,36.36,1.02,4.56,29.8
42648.67793,6.046,8.062,3.023,0,1.008,0,0,1.008,0,1.008,1.008,0,0,0,0,0,6,0,0,10.33,21.162,0.992,3.83,x,0.99,4.61,100.45,1.02,4.57,30.13
42648.67794,7.052,1.007,3.022,0,1.007,2.015,1.007,0,0,0,0,0,0,0,0,0,5,0,9.67,0,15.112,0.993,3.84,x,0.83,5.06,7.46,1.02,4.58,30.14
42648.67795,12.093,6.046,1.008,2.015,0,0,1.008,1.008,0,0,0,0,0,0,0,0,5.67,7.67,0,9,23.178,0.992,3.88,x,0.96,4.93,13.59,1.02,4.58,30.16
42648.67796,6.046,1.008,3.023,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,7,7.67,11.67,14.107,0.992,3.89,x,0.81,4.43,11.68,1.02,4.58,30.14
42648.67797,8.061,6.045,4.03,1.008,2.015,0,0,1.008,0,0,0,0,0,0,0,0,6.67,7.67,0,15.67,22.166,0.992,3.87,x,1.25,4.58,11.63,1.02,4.59,30.17
42648.67799,5.039,2.016,2.016,0,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,8.33,0,11.67,14.33,13.101,0.992,3.84,x,0.75,4.63,12.03,1.02,4.59,30.19
42648.678,2.016,4.031,4.031,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,6,8.67,0,0,13.102,0.992,3.85,x,1.02,2.3,2.4,1.02,4.59,30.19
42648.67801,6.044,2.015,1.007,0,0,0,2.015,0,0,0,0,0,0,0,0,0,7.67,0,0,0,11.081,0.993,3.83,x,0.41,3.78,7.31,1.02,4.59,30.18
42648.67802,7.052,3.022,2.015,3.022,0,0,1.007,0,0,0,0,0,0,0,0,0,6.67,8.33,0,0,16.119,0.993,3.82,x,0.92,3.45,5.26,1.02,4.59,30.13
42648.67803,10.073,3.022,6.044,1.007,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,6,8.33,9,0,23.168,0.993,3.83,x,1.34,5.1,7.24,1.02,4.6,30.15
42648.67804,8.059,3.022,2.015,0,0,2.015,1.007,0,0,0,0,0,0,0,0,0,6,0,9.67,0,16.119,0.993,3.85,x,0.75,4.42,6.76,1.02,4.62,30.17
42648.67806,3.023,6.046,3.023,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,7,0,8.33,0,15.115,0.992,3.81,x,0.94,4.3,6.43,1.02,4.63,30.19
42648.67807,9.067,3.022,7.052,3.022,1.007,1.007,0,0,0,0,0,0,0,0,0,0,5.67,6.67,7,0,24.18,0.993,3.84,x,1.63,4.29,4.69,1.02,4.63,30.19
42648.67808,9.07,2.016,1.008,3.023,0,1.008,2.016,0,1.008,0,0,0,0,0,0,0,6.33,8.33,9,0,19.147,0.992,3.84,x,0.93,7.28,27.57,1.02,4.64,30.27
42648.67809,6.047,2.016,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,11.086,0.992,3.84,x,0.55,1.21,1.28,1.02,4.64,30.26
42648.6781,7.056,3.024,3.024,1.008,0,0,2.016,0,0,0,0,0,0,0,0,1.008,7.33,10.33,0,0,17.137,0.992,3.81,x,0.81,4.58,82.64,1.02,4.64,30.23
42648.67812,9.071,6.047,0,0,0,1.008,1.008,0,1.008,1.008,0,0,0,0,0,0,7,0,8.33,0,19.15,0.992,3.79,x,0.65,5.43,57.55,1.01,4.65,30.42
42648.67813,10.078,2.016,2.016,2.016,1.008,0,0,0,1.008,1.008,0,0,0,0,0,0,10,7,0,0,19.149,0.992,3.72,x,0.91,4.23,55.23,1.01,4.65,30.59
42648.67814,7.053,2.015,3.023,1.008,1.008,4.03,1.008,0,1.008,0,0,0,0,0,0,0,6.67,7,8.33,0,20.152,0.992,3.72,x,1.23,9.16,29.21,1.01,4.67,30.55
42648.67815,8.062,4.031,3.023,1.008,0,1.008,1.008,0,0,0,0,1.008,0,0,0,0,6.67,7,11,0,19.147,0.992,3.72,x,0.96,4.23,87.6,1.01,4.67,30.82
42648.67816,8.062,6.046,4.031,2.015,0,2.015,1.008,0,0,0,0,0,0,0,0,0,6.33,7,7.67,0,23.178,0.992,3.74,x,1.39,5.83,8.27,1.01,4.68,30.59
42648.67817,9.068,4.03,3.023,3.023,0,1.008,1.008,0,1.008,0,0,0,0,0,0,0,7,8,11,0,22.166,0.993,3.72,x,1.24,6.27,25.38,1.02,4.69,30.56
42648.67819,7.054,3.023,1.008,0,2.015,2.015,0,0,0,0,0,0,0,0,0,0,6,0,9.67,0,15.116,0.992,3.74,x,0.85,3.91,4.64,1.02,4.69,30.3
42648.6782,15.116,6.046,1.008,1.008,0,0,0,1.008,0,0,1.008,0,0,0,0,0,6.33,6.33,0,10.33,25.193,0.992,3.75,x,0.89,3.41,67.5,1.01,4.68,30.47
42648.67821,14.106,3.023,1.008,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,6.67,7,0,10.33,21.159,0.992,3.75,x,0.83,3.52,10.73,1.01,4.68,30.49
42648.67822,6.046,8.062,3.023,3.023,3.023,0,1.008,2.015,1.008,3.023,2.015,0,0,0,0,0,7,7.33,0,11.67,32.247,0.992,3.72,x,1.69,13.92,264,1.01,4.71,31.36
42648.67823,4.031,3.023,2.016,1.008,0,2.016,1.008,0,1.008,0,1.008,0,0,0,0,0,6,7,9,0,15.117,0.992,3.74,x,0.81,6.52,82.97,1.01,4.72,31.6
42648.67824,6.052,6.052,2.017,3.026,0,0,1.009,0,1.009,0,0,0,0,0,0,0,6,7,0,0,19.166,0.991,3.77,x,1.08,5.04,23.63,1.01,4.72,31.63
42648.67826,11.08,4.029,4.029,1.007,1.007,2.014,2.014,0,0,0,0,0,0,0,0,0,6.33,7.67,10,0,25.181,0.993,3.78,x,1.36,7.66,11.92,1.01,4.74,31.66
42648.67827,7.054,3.023,3.023,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,13.1,0.992,3.78,x,0.62,0.86,0.86,1.01,4.73,31.65
42648.67828,7.054,2.015,6.046,0,1.008,1.008,2.015,1.008,0,0,0,0,0,0,0,0,6.33,0,8.33,13,20.153,0.992,3.79,x,1.16,8.18,19.18,1.02,4.74,31.68
42648.67829,11.083,6.046,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6,6.33,0,0,20.152,0.992,3.81,x,0.89,1.33,1.34,1.02,4.74,31.68
42648.6783,6.046,6.046,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,12.67,0,0,16.124,0.992,3.8,x,0.93,2.04,2.13,1.02,4.74,31.68
42648.67831,10.077,6.046,3.023,1.008,0,0,3.023,1.008,0,0,0,0,0,0,0,0,6.67,7.67,0,16.33,24.184,0.992,3.79,x,1.09,8.36,20.79,1.02,4.74,31.62
42648.67833,10.08,2.016,0,3.024,0,0,0,1.008,0,0,0,0,0,0,0,0,5.33,7,0,13,16.127,0.992,3.82,x,0.7,3.24,10.29,1.02,4.73,31.63
42648.67834,12.092,2.015,5.038,0,1.008,0,1.008,0,0,1.008,0,0,0,0,0,0,6,0,0,0,22.169,0.992,3.82,x,1.02,4.27,39.15,1.01,4.73,31.73
42648.67835,4.031,4.031,4.031,1.008,0,2.016,1.008,1.008,0,0,0,0,1.008,0,0,0,5.67,6.33,8.33,9,18.141,0.992,3.85,x,1.04,6.89,109.01,1.01,4.74,32.08
42648.67836,6.047,2.016,4.031,2.016,0,0,2.016,0,0,0,0,0,1.008,0,0,0,5.67,7.67,0,0,17.132,0.992,3.87,x,0.95,4.99,100.99,1.01,4.74,32.37
42648.67837,8.062,7.054,7.054,1.008,1.008,1.008,2.015,0,0,1.008,0,0,0,0,0,0,5.67,6.33,9,0,28.215,0.992,3.91,x,1.62,7.73,43.85,1.02,4.75,32.22
42648.67838,6.047,4.032,3.024,5.039,0,0,1.008,0,0,1.008,0,0,1.008,0,0,0,7,7.67,0,0,21.166,0.992,3.89,x,1.28,5.07,131.43,1.02,4.75,32.63
42648.6784,9.067,7.052,8.059,2.015,3.022,2.015,0,0,0,1.007,0,0,0,0,0,0,6.33,7,9.67,0,32.237,0.993,3.89,x,2.12,7.26,40.56,1.02,4.77,32.76
42648.67841,13.098,5.038,2.015,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.67,6.33,0,0,23.174,0.993,3.87,x,1.01,3.56,5.38,1.02,4.76,32.66
42648.67842,9.07,4.031,6.047,4.031,2.016,0,0,0,0,0,0,0,0,0,0,0,6,6.67,0,0,25.194,0.992,3.89,x,1.71,4.09,4.27,1.02,4.76,32.65
