,T,INPs_perL,F,K,INPs_perdrop,INPerr_pos,INPerr_neg,delta_INP_pos,delta_INP_neg
17,-21.48,3.670603285,0.4,510.8256238,0.510825624,5.324512143,2.323408997,1.653908858,1.347194287
18,-21.53,3.94179127,0.422222222,548.5659517,0.548565952,5.650143615,2.540153496,1.708352345,1.401637774
19,-21.72,4.223616754,0.444444444,587.7866649,0.587786665,5.986598095,2.767349984,1.762981341,1.45626677
20,-21.97,4.82276604,0.488888889,671.1682738,0.671168274,6.69613066,3.25611599,1.87336462,1.56665005
21,-22.06,5.142179902,0.511111111,715.6200364,0.715620036,7.071589835,3.519484541,1.929409932,1.622695361
22,-22.32,5.476455464,0.533333333,762.140052,0.762140052,7.462684096,3.796941402,1.986228632,1.679514062
23,-22.7,5.82704347,0.555555556,810.9302162,0.810930216,7.871029824,4.089771687,2.043986354,1.737271783
24,-22.72,6.19561804,0.577777778,862.2235106,0.862223511,8.298481073,4.399469579,2.102863032,1.796148461
25,-22.78,6.584125019,0.6,916.2907319,0.916290732,8.747182322,4.727782288,2.163057303,1.856342732
26,-22.93,6.994844161,0.622222222,973.4491457,0.973449146,9.219636034,5.076766859,2.224791873,1.918077302
27,-23.01,7.430470186,0.644444444,1034.073768,1.034073768,9.718790457,5.448864486,2.288320271,1.9816057
28,-23.58,7.894220038,0.666666667,1098.612289,1.098612289,10.24815557,5.846999076,2.353935533,2.047220962
29,-23.63,8.389977199,0.688888889,1167.60516,1.16760516,10.81195885,6.274710119,2.421981651,2.11526708
30,-23.67,8.922489573,0.711111111,1241.713132,1.241713132,11.41535859,6.736335132,2.492869012,2.186154442
31,-23.84,9.497646754,0.733333333,1321.75584,1.32175584,12.06474249,7.237265591,2.567095734,2.260381163
32,-24.05,10.12287821,0.755555556,1408.767217,1.408767217,12.76815613,7.784314849,2.645277928,2.338563357
33,-24.27,10.80774177,0.777777778,1504.077397,1.504077397,13.53593571,8.386262411,2.728193933,2.421479362
34,-24.87,11.56482332,0.8,1609.437912,1.609437912,14.38167449,9.054686729,2.816851165,2.510136594
35,-25.02,12.41116849,0.822222222,1727.220948,1.727220948,15.32375981,9.805291744,2.912591316,2.605876745
36,-25.08,13.3706755,0.844444444,1860.752341,1.860752341,16.38793956,10.66012602,3.017264057,2.710549486
37,-25.11,14.47834506,0.866666667,2014.903021,2.014903021,17.61187663,11.65152806,3.133531573,2.826817002
38,-25.3,15.78844008,0.888888889,2197.224577,2.197224577,19.05388496,12.82970976,3.265444888,2.958730317
39,-25.66,17.39186679,0.911111111,2420.368129,2.420368129,20.8115183,14.27892986,3.419651504,3.112936933
40,-25.84,19.45904336,0.933333333,2708.050201,2.708050201,23.06736002,16.15744127,3.608316658,3.301602087
41,-26.02,22.3725651,0.955555556,3113.515309,3.113515309,26.23051189,18.82133288,3.857946791,3.55123222
42,-26.9,27.3532634,0.977777778,3806.66249,3.80666249,31.60287372,23.41036765,4.249610316,3.942895745
0,-16.79,0.379524152,0.023255814,23.53049741,0.023530497,1.479277033,0.000251391,1.099752881,0.379272761
1,-20.45,0.768194339,0.046511628,47.62804899,0.047628049,2.180545371,0.076323426,1.412351033,0.691870912
2,-20.57,1.166462284,0.069767442,72.32066158,0.072320662,2.823168993,0.230235695,1.656706709,0.936226589
3,-20.83,1.574814025,0.093023256,97.63846956,0.09763847,3.441455226,0.428652945,1.8666412,1.14616108
4,-21.21,1.993773483,0.11627907,123.613956,0.123613956,4.048990923,0.659036164,2.05521744,1.33473732
5,-21.63,2.423906501,0.139534884,150.282203,0.150282203,4.65303738,0.915255742,2.229130879,1.508650759
6,-21.7,2.865825439,0.162790698,177.6811772,0.177681177,5.25819259,1.193938409,2.392367151,1.671887031
7,-21.97,3.320194423,0.186046512,205.8520542,0.205852054,5.867731479,1.493137486,2.547537057,1.827056937
8,-22.01,3.78773534,0.209302326,234.8395911,0.234839591,6.484206558,1.811744242,2.696471218,1.975991098
9,-22.03,4.269234746,0.23255814,264.6925542,0.264692554,7.109756548,2.149193063,2.840521803,2.120041683
10,-22.45,5.2776276,0.279069767,327.2129112,0.327212911,8.395557188,2.880178132,3.117929588,2.397449468
11,-22.58,5.80649571,0.302325581,360.002734,0.360002734,9.059300282,3.274171259,3.252804571,2.532324451
12,-22.65,6.353294931,0.325581395,393.9042857,0.393904286,9.739232495,3.687837486,3.385937564,2.665457444
13,-23.15,6.91928396,0.348837209,428.9956055,0.428995606,10.43712011,4.121927929,3.517836151,2.797356031
14,-23.2,8.114573833,0.395348837,503.1035777,0.503103578,11.89428436,5.055343429,3.779710525,3.059230405
15,-23.44,8.747165981,0.418604651,542.3242908,0.542324291,12.65766214,5.557149939,3.910496162,3.190016042
16,-23.48,9.405585248,0.441860465,583.1462853,0.583146285,13.44727534,6.08437527,4.041690097,3.321209977
17,-23.55,10.09203064,0.465116279,625.7058998,0.6257059,14.26569631,6.63884509,4.173665672,3.453185552
18,-23.62,10.80899455,0.488372093,670.1576623,0.670157662,15.11579405,7.222675177,4.306799497,3.586319377
19,-23.68,11.55931739,0.511627907,716.677678,0.716677678,16.00079706,7.838317836,4.44147967,3.72099955
20,-23.87,12.34625552,0.534883721,765.4678421,0.765467842,16.92436984,8.488621313,4.578114325,3.857634205
21,-24.09,13.17356672,0.558139535,816.7611365,0.816761137,17.89070773,9.176905831,4.717141007,3.996660887
22,-24.21,14.04561867,0.581395349,870.8283578,0.870828358,18.90465614,9.907061333,4.859037461,4.138557341
23,-24.27,14.96752857,0.604651163,927.9867716,0.927986772,19.97186312,10.68367415,5.004334543,4.283854423
24,-24.38,15.94534506,0.627906977,988.6113935,0.988611393,21.09897726,11.51219297,5.153632203,4.433152083
25,-24.74,16.98628895,0.651162791,1053.149915,1.053149915,22.29390882,12.39914919,5.307619871,4.587139751
26,-25.12,18.09907719,0.674418605,1122.142786,1.122142786,23.56618034,13.35245416,5.46710315,4.74662303
27,-25.23,19.29436707,0.697674419,1196.250758,1.196250758,24.92740675,14.38180751,5.633039677,4.912559557
28,-25.33,20.58537848,0.720930233,1276.293466,1.276293466,26.39196704,15.49927005,5.806588554,5.086108434
29,-25.39,21.98878779,0.744186047,1363.304843,1.363304843,27.97796815,16.72008755,5.989180363,5.268700243
30,-25.42,23.52604875,0.76744186,1458.615023,1.458615023,29.70866813,18.0639095,6.182619373,5.462139253
31,-25.5,25.22541191,0.790697674,1563.975538,1.563975538,31.61464986,19.55665408,6.389237954,5.668757834
32,-25.57,27.12513829,0.813953488,1681.758574,1.681758574,33.73727772,21.23347898,6.612139434,5.891659314
33,-25.72,31.76517172,0.860465116,1969.440646,1.969440646,38.89093832,25.35988523,7.125766607,6.405286487
34,-26.01,34.70584199,0.88372093,2151.762203,2.151762203,42.13783844,27.99432566,7.431996447,6.711516327
35,-26.08,38.30493153,0.906976744,2374.905755,2.374905755,46.09456479,31.23577839,7.78963326,7.06915314
36,-26.39,42.94496495,0.930232558,2662.587827,2.662587827,51.17171548,35.43869454,8.226750532,7.506270412
37,-26.51,49.48472476,0.953488372,3068.052935,3.068052935,58.28922446,41.40070518,8.8044997,8.08401958
38,-26.65,60.664518,0.976744186,3761.200116,3.761200116,70.37436545,51.67515066,9.709847454,8.989367334
0,-14.24,0.421963466,0.025,25.31780798,0.025317808,1.643971271,0.000288996,1.222007804,0.421674471
1,-14.34,0.85488824,0.05,51.29329439,0.051293294,2.424837412,0.085272401,1.569949172,0.769615838
2,-15.24,1.299359025,0.075,77.96154147,0.077961541,3.141690966,0.257360417,1.842331941,1.041998608
3,-15.4,1.756008594,0.1,105.3605157,0.105360516,3.83271468,0.479635842,2.076706086,1.276372752
4,-15.92,2.22552321,0.125,133.5313926,0.133531393,4.513101019,0.738278735,2.287577809,1.487244475
5,-16.55,2.708648825,0.15,162.5189295,0.162518929,5.191036394,1.026594589,2.482387569,1.682054236
6,-16.88,3.206198211,0.175,192.3718926,0.192371893,5.871768727,1.340961028,2.665570516,1.865237183
7,-17.67,3.719059189,0.2,223.1435513,0.223143551,6.559097588,1.679354122,2.8400384,2.039705067
8,-17.94,4.24820416,0.225,254.8922496,0.25489225,7.256043888,2.040697766,3.007839728,2.207506394
9,-18.2,4.794701208,0.25,287.6820725,0.287682072,7.965196086,2.424539663,3.170494878,2.370161545
10,-18.37,5.359727069,0.275,321.5836241,0.321583624,8.688910031,2.83087744,3.329182963,2.528849629
11,-18.47,5.944582399,0.3,356.6749439,0.356674944,9.429436229,3.260061903,3.48485383,2.684520496
12,-18.49,6.550709802,0.325,393.0425881,0.393042588,10.18900908,3.712743855,3.63829928,2.837965947
13,-18.57,7.179715268,0.35,430.7829161,0.430782916,10.96991599,4.189847878,3.790200723,2.98986739
14,-18.72,7.833393821,0.375,470.0036292,0.470003629,11.77455645,4.692564529,3.941162625,3.140829292
15,-18.82,8.513760396,0.4,510.8256238,0.510825624,12.60549752,5.222356601,4.091737128,3.291403795
16,-19.14,9.223087303,0.425,553.3852382,0.553385238,13.46553043,5.780977508,4.242443129,3.442109795
17,-19.59,9.963950013,0.45,597.8370008,0.597837001,14.35773192,6.370501443,4.393781903,3.593448569
18,-19.79,10.73928361,0.475,644.3570164,0.644357016,15.28553436,6.993366182,4.546250758,3.745917425
19,-20.31,11.55245301,0.5,693.1471806,0.693147181,16.25280879,7.652430558,4.700355785,3.900022451
20,-20.53,12.40734125,0.525,744.4404749,0.744440475,17.26396588,8.351049955,4.856624628,4.056291294
21,-20.59,13.3084616,0.55,798.5076962,0.798507696,18.32408176,9.093174785,5.015620152,4.215286818
22,-20.62,15.2715122,0.6,916.2907319,0.916290732,20.61582697,10.72753076,5.344314776,4.543981442
23,-20.68,16.34715422,0.625,980.829253,0.980829253,21.86262585,11.63201592,5.515471628,4.715138295
24,-20.88,17.49703541,0.65,1049.822125,1.049822125,23.18935866,12.60504549,5.692323254,4.891989921
25,-21.02,20.06621341,0.7,1203.972804,1.203972804,26.13377091,14.79898923,6.067557506,5.267224173
26,-21.25,21.51640302,0.725,1290.984181,1.290984181,27.78518018,16.0479592,6.268777158,5.468443825
27,-21.32,23.10490602,0.75,1386.294361,1.386294361,29.58645846,17.42368691,6.481552438,5.681219105
28,-21.42,24.86091461,0.775,1491.654877,1.491654877,31.56933281,18.95282975,6.708418193,5.90808486
29,-21.55,26.82396521,0.8,1609.437912,1.609437912,33.77670595,20.6715578,6.952740739,6.152407406
30,-21.72,29.04948842,0.825,1742.969305,1.742969305,36.26863945,22.63067072,7.219151033,6.4188177
31,-21.78,31.61866641,0.85,1897.119985,1.897119985,39.13297009,24.90469607,7.514303675,6.713970342
32,-21.81,34.65735903,0.875,2079.441542,2.079441542,42.50567173,27.60937966,7.848312701,7.047979368
33,-21.87,38.37641822,0.9,2302.585093,2.302585093,46.61417721,30.93899256,8.23775899,7.437425657
34,-21.9,43.17111942,0.925,2590.267165,2.590267165,51.88408176,35.25849042,8.712962335,7.912629002
35,-22.15,49.92887123,0.95,2995.732274,2.995732274,59.26880746,41.38926833,9.339936232,8.539602898
36,-22.33,61.48132424,0.975,3688.879454,3.688879454,71.80172811,51.96125369,10.32040388,9.520070545
0,-15.77,0.071387658,0.02,20.20270732,0.020202707,0.278476536,4.44E-05,0.207088878,0.071343295
1,-16.31,0.14424733,0.04,40.82199452,0.040821995,0.41001372,0.014226524,0.265766389,0.130020806
2,-16.52,0.218641003,0.06,61.87540372,0.061875404,0.530151026,0.042876562,0.311510023,0.17576444
3,-16.85,0.294634661,0.08,83.38160894,0.083381609,0.645333737,0.079681167,0.350699077,0.214953494
4,-16.95,0.372298642,0.1,105.3605157,0.105360516,0.758095626,0.122247241,0.385796984,0.250051401
5,-16.98,0.451708027,0.12,127.8333715,0.127833372,0.869773249,0.169388387,0.418065223,0.28231964
6,-17.62,0.532943073,0.14,150.8228897,0.15082289,0.98119638,0.220435349,0.448253307,0.312507724
7,-17.78,0.616089707,0.16,174.3533871,0.174353387,1.092940387,0.274984611,0.47685068,0.341105097
8,-17.82,0.701240066,0.18,198.4509387,0.198450939,1.205438978,0.332786737,0.504198912,0.368453329
9,-17.84,0.788493114,0.2,223.1435513,0.223143551,1.319041726,0.393690085,0.530548612,0.394803029
10,-17.94,0.877955333,0.22,248.4613593,0.248461359,1.434046434,0.457609816,0.5560911,0.420345517
11,-18.04,1.063975593,0.26,301.1050928,0.301105093,1.669305336,0.594391433,0.605329743,0.46958416
12,-18.14,1.260335491,0.3,356.6749439,0.356674944,1.913161231,0.743255334,0.65282574,0.517080157
13,-18.21,1.36276495,0.32,385.6624808,0.385662481,2.038896441,0.822379042,0.676131491,0.540385908
14,-18.47,1.468252452,0.34,415.515444,0.415515444,2.167486923,0.904763564,0.699234471,0.563488888
15,-18.57,1.576986228,0.36,446.2871026,0.446287103,2.29918144,0.990536599,0.722195212,0.586449629
16,-18.64,1.80503754,0.4,510.8256238,0.510825624,2.572947292,1.172873371,0.767909752,0.632164169
17,-18.66,2.048828605,0.44,579.8184953,0.579818495,2.862515628,1.370887166,0.813687022,0.677941439
18,-18.73,2.177336182,0.46,616.1861394,0.616186139,3.014057163,1.476360783,0.836720981,0.700975398
19,-18.82,2.310694231,0.48,653.9264674,0.653926467,3.170610627,1.586523418,0.859916396,0.724170813
20,-18.86,2.449283324,0.5,693.1471806,0.693147181,3.332606166,1.701706064,0.883322842,0.747577259
21,-18.89,2.593530654,0.52,733.9691751,0.733969175,3.500522425,1.822284466,0.906991771,0.771246188
22,-18.96,3.237776438,0.6,916.2907319,0.916290732,4.243214001,2.368084458,1.005437563,0.86969198
23,-19.01,3.419024828,0.62,967.5840263,0.967584026,4.45034717,2.523448068,1.031322343,0.895576759
24,-19.08,3.61007508,0.64,1021.651248,1.021651248,4.667949635,2.687946107,1.057874556,0.922128973
25,-19.12,4.026269552,0.68,1139.434283,1.139434283,5.139654952,3.048629734,1.113385401,0.977639817
26,-19.15,4.498111929,0.72,1272.965676,1.272965676,5.671062841,3.4609066,1.172950912,1.037205329
27,-19.21,4.759977555,0.74,1347.073648,1.347073648,5.964640501,3.691060191,1.204662947,1.068917364
28,-19.25,5.042813978,0.76,1427.116356,1.427116356,6.280763453,3.940610085,1.237949476,1.102203893
29,-19.36,6.059358403,0.82,1714.798428,1.714798428,7.409831007,4.844631382,1.350472604,1.214727021
30,-19.53,6.475552875,0.84,1832.581464,1.832581464,7.869342482,5.217508852,1.393789607,1.258044024
31,-19.57,6.947395252,0.86,1966.112856,1.966112856,8.388642151,5.641893937,1.441246899,1.305501316
32,-19.78,7.492097301,0.88,2120.263536,2.120263536,8.986167215,6.13377297,1.494069914,1.358324331
33,-19.88,8.136343085,0.9,2302.585093,2.302585093,9.690467965,6.717963787,1.55412488,1.418379297
34,-19.94,9.941380625,0.94,2813.410717,2.813410717,11.65211586,8.36639097,1.710735238,1.574989655
35,-20,11.37411952,0.96,3218.875825,3.218875825,13.19925523,9.684729393,1.825135712,1.689390129
36,-20.04,13.82340285,0.98,3912.023005,3.912023005,15.82852414,11.95402714,2.005121293,1.86937571
0,-16.11,0.140356061,0.020833333,21.0534092,0.021053409,0.547401224,8.87E-05,0.407045163,0.140267385
1,-17.45,0.283730763,0.041666667,42.55961442,0.042559614,0.806203351,0.028035953,0.522472588,0.25569481
2,-19.15,0.430256808,0.0625,64.53852114,0.064538521,1.042776065,0.084515328,0.612519257,0.34574148
3,-19.28,0.580075847,0.083333333,87.01137699,0.087011377,1.269794395,0.157135075,0.689718549,0.422940771
4,-20.21,0.733339301,0.104166667,110.0008952,0.110000895,1.492249779,0.241206601,0.758910478,0.4921327
5,-20.49,1.050859628,0.145833333,157.6289442,0.157628944,1.933042209,0.435454825,0.882182581,0.615404803
6,-20.7,1.384262432,0.1875,207.6393648,0.207639365,2.377058623,0.658244019,0.992796191,0.726018413
7,-21.08,1.557432341,0.208333333,233.6148512,0.233614851,2.602400452,0.779242008,1.044968111,0.778190333
8,-21.22,1.917880483,0.25,287.6820725,0.287682072,3.062850207,1.039688536,1.144969724,0.878191947
9,-21.33,2.105686329,0.270833333,315.8529494,0.315852949,3.299028349,1.179122088,1.19334202,0.926564242
10,-21.39,2.298936575,0.291666667,344.8404863,0.344840486,3.539849903,1.324801026,1.240913327,0.974135549
11,-21.6,2.49795633,0.3125,374.6934494,0.374693449,3.785814134,1.476876303,1.287857805,1.021080027
12,-21.66,2.703100721,0.333333333,405.4651081,0.405465108,4.037428578,1.635550641,1.334327858,1.06755008
13,-21.93,2.914758709,0.354166667,437.2138064,0.437213806,4.295218447,1.801076749,1.380459738,1.11368196
14,-21.96,3.133357528,0.375,470.0036292,0.470003629,4.559735325,1.973757509,1.426377797,1.159600019
15,-22.13,3.359367873,0.395833333,503.9051809,0.503905181,4.831565707,2.153947817,1.472197834,1.205420056
16,-22.19,3.593310005,0.416666667,538.9965007,0.538996501,5.111339828,2.34205796,1.518029823,1.251252045
17,-22.38,3.835760966,0.4375,575.3641449,0.575364145,5.399741192,2.538558518,1.563980226,1.297202448
18,-22.41,4.087363153,0.458333333,613.1044729,0.613104473,5.697517195,2.743986888,1.610154042,1.343376264
19,-22.5,4.348834574,0.479166667,652.325186,0.652325186,6.005491281,2.958955644,1.656656707,1.38987893
20,-22.54,4.904711967,0.520833333,735.706795,0.735706795,6.65579561,3.420406101,1.751083643,1.484305865
21,-22.57,5.20105705,0.541666667,780.1585576,0.780158558,7.000294937,3.668596941,1.799237887,1.532460109
22,-22.73,5.511190488,0.5625,826.6785732,0.826678573,7.359375663,3.929783091,1.848185175,1.581407397
23,-22.76,5.836458249,0.583333333,875.4687374,0.875468737,7.73452125,4.205173025,1.898063001,1.631285224
24,-22.79,6.538861687,0.625,980.829253,0.980829253,8.540095853,4.804405298,2.001234166,1.734456388
25,-22.92,6.919917779,0.645833333,1037.987667,1.037987667,8.974806232,5.131807104,2.054888453,1.788110675
26,-22.99,7.324081924,0.666666667,1098.612289,1.098612289,9.434287598,5.480654029,2.110205674,1.843427896
27,-23.02,7.754338732,0.6875,1163.15081,1.16315081,9.921780351,5.853674891,2.167441619,1.900663842
28,-23.05,8.708344356,0.729166667,1306.251653,1.306251653,10.99728086,6.686185632,2.288936502,2.022158724
29,-23.13,9.241962407,0.75,1386.294361,1.386294361,11.59595941,7.154743184,2.353997001,2.087219223
30,-23.25,9.822038254,0.770833333,1473.305738,1.473305738,12.2446635,7.666190791,2.422625241,2.155847464
31,-23.31,11.15984289,0.8125,1673.976434,1.673976434,13.73339492,8.853068635,2.573552034,2.306774256
32,-23.48,11.94506313,0.833333333,1791.759469,1.791759469,14.60300243,9.553901603,2.657939303,2.391161525
33,-23.52,13.86294361,0.875,2079.441542,2.079441542,16.7160109,11.2766541,2.853067285,2.586289508
34,-23.66,15.07842066,0.895833333,2261.763098,2.261763098,18.04821133,12.37540776,2.969790678,2.7030129
35,-23.74,16.56604433,0.916666667,2484.90665,2.48490665,19.67246282,13.72640362,3.106418486,2.839640708
36,-23.98,18.48392481,0.9375,2772.588722,2.772588722,21.75772781,15.4768996,3.273802997,3.00702522
37,-24.07,21.18702554,0.958333333,3178.05383,3.17805383,24.68262429,17.95820456,3.495598754,3.228820977
38,-24.49,25.80800674,0.979166667,3871.201011,3.871201011,29.65219142,22.23059984,3.844184676,3.577406898
0,-8.18,0.026936943,0.02,20.20270732,0.020202707,0.10507848,1.67E-05,0.078141536,0.026920203
1,-16.45,0.054429326,0.04,40.82199452,0.040821995,0.154711844,0.005368142,0.100282517,0.049061184
2,-17.72,0.082500538,0.06,61.87540372,0.061875404,0.200043654,0.016178756,0.117543115,0.066321782
3,-18.37,0.111175479,0.08,83.38160894,0.083381609,0.24350593,0.03006636,0.132330452,0.081109118
4,-19.46,0.140480688,0.1,105.3605157,0.105360516,0.28605475,0.046127959,0.145574062,0.094352729
5,-20.17,0.170444495,0.12,127.8333715,0.127833372,0.328194439,0.063915885,0.157749944,0.106528611
6,-20.2,0.201097186,0.14,150.8228897,0.15082289,0.370238101,0.083177605,0.169140914,0.117919581
7,-20.46,0.232471183,0.16,174.3533871,0.174353387,0.412402839,0.10376086,0.179931656,0.128710323
8,-20.5,0.264601252,0.18,198.4509387,0.198450939,0.454852308,0.125571529,0.190251056,0.139029723
9,-20.68,0.297524735,0.2,223.1435513,0.223143551,0.497718411,0.148552392,0.200193676,0.148972343
10,-20.91,0.331281812,0.22,248.4613593,0.248461359,0.541113521,0.172671437,0.209831709,0.158610375
11,-20.94,0.365915794,0.24,274.4368457,0.274436846,0.585137901,0.197915021,0.219222107,0.168000773
12,-21.12,0.401473457,0.26,301.1050928,0.301105093,0.629884547,0.224283701,0.22841109,0.177189756
13,-21.23,0.438005423,0.28,328.504067,0.328504067,0.675442536,0.251789643,0.237437113,0.18621578
14,-21.53,0.475566592,0.3,356.6749439,0.356674944,0.721899505,0.280455013,0.246332913,0.195111579
15,-21.69,0.554020592,0.34,415.515444,0.415515444,0.817865066,0.341397452,0.263844474,0.21262314
16,-21.85,0.59504947,0.36,446.2871026,0.446287103,0.867557797,0.373762477,0.272508327,0.221286993
17,-22.11,0.681100832,0.4,510.8256238,0.510825624,0.970858778,0.442564218,0.289757947,0.238536613
18,-22.36,0.773091327,0.44,579.8184953,0.579818495,1.080122563,0.517281424,0.307031236,0.255809903
19,-22.37,0.821581519,0.46,616.1861394,0.616186139,1.137304236,0.557080136,0.315722717,0.264501384
20,-22.4,0.871901957,0.48,653.9264674,0.653926467,1.196377077,0.59864817,0.32447512,0.273253787
21,-22.44,0.924196241,0.5,693.1471806,0.693147181,1.257503393,0.642110422,0.333307153,0.282085819
22,-22.54,0.978625567,0.52,733.9691751,0.733969175,1.320863795,0.687608672,0.342238228,0.291016895
23,-22.62,1.035371719,0.54,776.5287895,0.776528789,1.386660509,0.735304263,0.35128879,0.300067457
24,-22.88,1.094640736,0.56,820.9805521,0.820980552,1.455121401,0.785381404,0.360480665,0.309259332
25,-22.92,1.156667424,0.58,867.5005677,0.867500568,1.526504898,0.838051282,0.369837475,0.318616141
26,-23.1,1.221720976,0.6,916.2907319,0.916290732,1.601106083,0.893557202,0.379385107,0.328163774
27,-23.23,1.290112035,0.62,967.5840263,0.967584026,1.679264332,0.952181071,0.389152297,0.337930964
28,-23.32,1.362201663,0.64,1021.651248,1.021651248,1.761372996,1.014251664,0.399171332,0.347949999
29,-23.53,1.438412882,0.66,1078.809661,1.078809661,1.847891822,1.080155275,0.40947894,0.358257607
30,-23.76,1.519245711,0.68,1139.434283,1.139434283,1.939363135,1.15034962,0.420117424,0.368896091
31,-23.86,1.605297072,0.7,1203.972804,1.203972804,2.036433217,1.225382262,0.431136144,0.379914811
32,-24.02,1.697287568,0.72,1272.965676,1.272965676,2.139881045,1.305915424,0.442593478,0.391372144
33,-24.09,1.796098197,0.74,1347.073648,1.347073648,2.250657682,1.392760045,0.454559485,0.403338152
34,-24.13,1.902821808,0.76,1427.116356,1.427116356,2.36994141,1.486923539,0.467119602,0.415898269
35,-24.16,2.018836977,0.78,1514.127733,1.514127733,2.499216864,1.589678423,0.480379887,0.429158553
36,-24.18,2.286397904,0.82,1714.798428,1.714798428,2.795976233,1.828040908,0.509578329,0.458356996
37,-24.22,2.443441952,0.84,1832.581464,1.832581464,2.96936523,1.968740007,0.525923278,0.474701945
38,-24.31,2.621483809,0.86,1966.112856,1.966112856,3.165314305,2.128874645,0.543830496,0.492609163
39,-24.67,2.827018048,0.88,2120.263536,2.120263536,3.390780429,2.314477001,0.563762381,0.512541048
40,-24.94,3.070113457,0.9,2302.585093,2.302585093,3.656536579,2.534911669,0.586423122,0.535201788
41,-24.97,3.367638192,0.92,2525.728644,2.525728644,3.980607214,2.805890504,0.612969021,0.561747688
42,-25.52,3.751214289,0.94,2813.410717,2.813410717,4.396731719,3.156918193,0.64551743,0.594296096
43,-25.79,4.291834433,0.96,3218.875825,3.218875825,4.980518975,3.654371224,0.688684542,0.637463209
44,-26.3,5.216030674,0.98,3912.023005,3.912023005,5.972629775,4.510652906,0.756599101,0.705377768
0,-18.15,0.168785387,0.025,25.31780798,0.025317808,0.657588508,0.000115598,0.488803122,0.168669788
1,-18.92,0.341955296,0.05,51.29329439,0.051293294,0.969934965,0.034108961,0.627979669,0.307846335
2,-18.95,0.51974361,0.075,77.96154147,0.077961541,1.256676386,0.102944167,0.736932776,0.416799443
3,-19.11,0.702403438,0.1,105.3605157,0.105360516,1.533085872,0.191854337,0.830682434,0.510549101
4,-19.17,0.890209284,0.125,133.5313926,0.133531393,1.805240408,0.295311494,0.915031123,0.59489779
5,-19.23,1.282479284,0.175,192.3718926,0.192371893,2.348707491,0.536384411,1.066228207,0.746094873
6,-19.35,1.699281664,0.225,254.8922496,0.25489225,2.902417555,0.816279106,1.203135891,0.883002558
7,-19.39,1.917880483,0.25,287.6820725,0.287682072,3.186078434,0.969815865,1.268197951,0.948064618
8,-19.41,2.37783296,0.3,356.6749439,0.356674944,3.771774491,1.304024761,1.393941532,1.073808199
9,-19.47,2.620283921,0.325,393.0425881,0.393042588,4.075603633,1.485097542,1.455319712,1.135186379
10,-19.55,2.871886107,0.35,430.7829161,0.430782916,4.387966397,1.675939151,1.516080289,1.195946956
11,-19.59,3.133357528,0.375,470.0036292,0.470003629,4.709822578,1.877025812,1.57646505,1.256331717
12,-19.65,3.405504158,0.4,510.8256238,0.510825624,5.04219901,2.08894264,1.636694851,1.316561518
13,-19.69,3.689234921,0.425,553.3852382,0.553385238,5.386212173,2.312391003,1.696977251,1.376843918
14,-19.76,3.985580005,0.45,597.8370008,0.597837001,5.743092766,2.548200577,1.757512761,1.437379428
15,-19.83,4.295713443,0.475,644.3570164,0.644357016,6.114213746,2.797346473,1.818500303,1.49836697
16,-19.91,4.9629365,0.525,744.4404749,0.744440475,6.905586351,3.340419982,1.942649851,1.622516518
17,-19.95,5.704440734,0.575,855.6661101,0.85566611,7.77562311,3.953391691,2.071182376,1.751049042
18,-19.99,6.998814163,0.65,1049.822125,1.049822125,9.275743465,5.042018195,2.276929302,1.956795968
19,-20.01,7.492867311,0.675,1123.930097,1.123930097,9.843238335,5.462629621,2.350371024,2.03023769
20,-20.07,8.026485362,0.7,1203.972804,1.203972804,10.45350836,5.919595693,2.427023002,2.106889669
21,-20.1,9.241962407,0.75,1386.294361,1.386294361,11.83458338,6.969474766,2.592620975,2.272487642
22,-20.14,9.944365845,0.775,1491.654877,1.491654877,12.62773312,7.581131901,2.683367277,2.363233944
23,-20.21,11.61979537,0.825,1742.969305,1.742969305,14.50745578,9.052268287,2.887660413,2.56752708
24,-20.29,13.86294361,0.875,2079.441542,2.079441542,17.00226869,11.04375186,3.13932508,2.819191747
25,-20.35,15.35056729,0.9,2302.585093,2.302585093,18.64567088,12.37559702,3.295103596,2.974970263
26,-20.39,19.97154849,0.95,2995.732274,2.995732274,23.70752298,16.55570733,3.735974493,3.415841159
27,-20.43,24.59252969,0.975,3688.879454,3.688879454,28.72069125,20.78450148,4.128161551,3.808028218
0,-16.42,0.124849199,0.022222222,22.47285585,0.022472856,0.486753144,8.11E-05,0.361903945,0.124768142
1,-18.19,0.252568745,0.044444444,45.46237408,0.045462374,0.717238053,0.025035239,0.464669308,0.227533506
2,-18.83,0.38329373,0.066666667,68.99287149,0.068992871,0.928224544,0.07549872,0.544930813,0.307795011
3,-20.63,0.517169017,0.088888889,93.09042307,0.093090423,1.130992993,0.140480843,0.613823976,0.376688174
4,-20.74,0.654350198,0.111111111,117.7830357,0.117783036,1.329999528,0.21583667,0.67564933,0.438513528
5,-20.82,0.795004687,0.133333333,143.1008436,0.143100844,1.527615053,0.299530123,0.732610366,0.495474564
6,-21.38,0.939312945,0.155555556,169.07633,0.16907633,1.725330812,0.390430879,0.786017868,0.548882065
7,-21.54,1.087469873,0.177777778,195.7445771,0.195744577,1.924199373,0.487876175,0.8367295,0.599593698
