,T,INPs_perL,F,K,INPs_perdrop,INPerr_pos,INPerr_neg,delta_INP_pos,delta_INP_neg
8,-21.56,1.239686396,0.2,223.1435513,0.223143551,2.125032008,0.591476587,0.885345611,0.648209809
9,-21.73,1.396191268,0.222222222,251.3144283,0.251314428,2.328499837,0.701018502,0.932308569,0.695172766
10,-21.89,1.55723314,0.244444444,280.3019652,0.280301965,2.535191209,0.816410873,0.977958069,0.740822267
11,-22.01,1.723082935,0.266666667,310.1549283,0.310154928,2.745647135,0.937654537,1.0225642,0.785428398
12,-22.12,1.894036594,0.288888889,340.926587,0.340926587,2.960384942,1.064824049,1.066348348,0.829212546
13,-22.14,2.252583934,0.333333333,405.4651081,0.405465108,3.40475553,1.337548141,1.152171596,0.915035793
14,-22.35,2.440925888,0.355555556,439.3666598,0.43936666,3.635440738,1.483546839,1.194514851,0.957379048
15,-22.37,2.837920132,0.4,510.8256238,0.510825624,4.116636703,1.796339364,1.278716571,1.041580768
16,-22.55,3.047588621,0.422222222,548.5659517,0.548565952,4.368398073,1.963914971,1.320809452,1.08367365
17,-22.59,3.265481472,0.444444444,587.7866649,0.587786665,4.628527231,2.139571515,1.363045759,1.125909957
18,-22.66,3.49227033,0.466666667,628.6086594,0.628608659,4.897805463,2.323871,1.405535133,1.16839933
19,-22.68,3.728712632,0.488888889,671.1682738,0.671168274,5.17710102,2.517460048,1.448388387,1.211252585
20,-22.69,3.975666869,0.511111111,715.6200364,0.715620036,5.467386585,2.721082955,1.491719716,1.254583914
21,-22.71,4.2341114,0.533333333,762.140052,0.762140052,5.769760389,2.935598214,1.535648989,1.298513187
22,-22.72,4.505167868,0.555555556,810.9302162,0.810930216,6.085472132,3.161999406,1.580304264,1.343168462
23,-23.04,4.790130614,0.577777778,862.2235106,0.862223511,6.415955274,3.401441758,1.625824659,1.388688857
24,-23.12,5.090504066,0.6,916.2907319,0.916290732,6.762867814,3.65527612,1.672363748,1.435227945
25,-23.22,5.40805081,0.622222222,973.4491457,0.973449146,7.128144526,3.925092895,1.720093717,1.482957914
26,-23.27,5.744854264,0.644444444,1034.073768,1.034073768,7.514064844,4.212779487,1.76921058,1.532074777
27,-23.29,6.103401604,0.666666667,1098.612289,1.098612289,7.923342502,4.520596508,1.819940898,1.582805096
28,-23.33,6.486695334,0.688888889,1167.60516,1.16760516,8.359245963,4.851280508,1.872550628,1.635414826
29,-23.36,6.898406291,0.711111111,1241.713132,1.241713132,8.825763351,5.208185032,1.927357061,1.690221258
30,-23.51,7.826484539,0.755555556,1408.767217,1.408767217,9.87167627,6.01842861,2.045191731,1.808055929
31,-23.55,8.355985538,0.777777778,1504.077397,1.504077397,10.46528362,6.483823253,2.109298087,1.872162284
32,-23.6,8.941321736,0.8,1609.437912,1.609437912,11.119165,7.000614277,2.177843262,1.940707459
33,-23.65,9.595671934,0.822222222,1727.220948,1.727220948,11.84753652,7.580943154,2.251864582,2.01472878
34,-23.69,10.337513,0.844444444,1860.752341,1.860752341,12.67030512,8.241856688,2.332792118,2.095656316
35,-23.79,11.19390567,0.866666667,2014.903021,2.014903021,13.6165898,9.00835734,2.422684133,2.18554833
36,-23.83,12.20680321,0.888888889,2197.224577,2.197224577,14.73147588,9.919266342,2.524672668,2.287536865
37,-23.91,13.4464896,0.911111111,2420.368129,2.420368129,16.09038683,11.03972818,2.643897227,2.406761425
38,-24.24,15.04472334,0.933333333,2708.050201,2.708050201,17.83448668,12.4920958,2.789763342,2.55262754
39,-24.56,17.29730727,0.955555556,3113.515309,3.113515309,20.28007169,14.55167866,2.982764417,2.745628615
40,-25,21.14812494,0.977777778,3806.66249,3.80666249,24.43370329,18.0996824,3.285578346,3.048442544
0,-13.42,0.114551596,0.020408163,20.6192872,0.020619287,0.446809202,7.18E-05,0.332257606,0.114479828
1,-14.94,0.23151498,0.040816327,41.6726964,0.041672696,0.657953291,0.022854446,0.426438311,0.208660534
2,-19.22,0.350993898,0.06122449,63.17890162,0.063178902,0.850878109,0.068887464,0.499884211,0.282106434
3,-19.88,0.473098935,0.081632653,85.15780834,0.085157808,1.035927104,0.128048545,0.562828168,0.345050391
4,-19.89,0.597948134,0.102040816,107.6306642,0.107630664,1.217169887,0.196504159,0.619221753,0.401443975
5,-20.05,0.72566768,0.12244898,130.6201824,0.130620182,1.396756346,0.272356792,0.671088666,0.453310888
6,-20.33,0.856392666,0.142857143,154.1506798,0.15415068,1.576024204,0.354538906,0.719631538,0.50185376
7,-20.51,1.127449133,0.183673469,202.940844,0.202940844,1.937099561,0.535576484,0.809650427,0.591872649
8,-20.56,1.268103622,0.204081633,228.258652,0.228258652,2.120181301,0.633803721,0.852077679,0.634299901
9,-20.6,1.41241188,0.224489796,254.2341384,0.254234138,2.30563733,0.736964208,0.89322545,0.675447672
10,-20.83,1.560568808,0.244897959,280.9023855,0.280902385,2.493905642,0.845009752,0.933336834,0.715559056
11,-20.94,1.712785331,0.265306122,308.3013597,0.30830136,2.685394758,0.957953683,0.972609426,0.754831648
12,-20.99,2.030332075,0.306122449,365.4597735,0.365459773,3.079605149,1.198836779,1.049273074,0.831495296
13,-21.18,2.19618187,0.326530612,395.3127366,0.395312737,3.283109212,1.327032307,1.086927341,0.869149564
14,-21.24,2.543517187,0.367346939,457.8330936,0.457833094,3.704947306,1.599864845,1.161430119,0.943652341
15,-21.3,2.725682869,0.387755102,490.6229164,0.490622916,3.924152556,1.74499096,1.198469687,0.98069191
16,-21.32,3.1089766,0.428571429,559.6157879,0.559615788,4.381537276,2.054193701,1.272560677,1.054782899
17,-21.35,3.520687556,0.469387755,633.7237601,0.63372376,4.867903956,2.391248934,1.3472164,1.129438622
18,-21.36,3.738580407,0.489795918,672.9444732,0.672944473,5.123541185,2.571397407,1.384960778,1.167183
19,-21.44,4.201811568,0.530612245,756.3260822,0.756326082,5.663520612,2.957880302,1.461709044,1.243931266
20,-21.66,4.448765804,0.551020408,800.7778448,0.800777845,5.949662115,3.165647272,1.50089631,1.283118533
21,-21.7,4.707210335,0.571428571,847.2978604,0.84729786,6.247969195,3.384229254,1.54075886,1.322981082
22,-21.79,4.978266803,0.591836735,896.0880246,0.896088025,6.559674542,3.614636842,1.581407739,1.363629961
23,-21.82,5.563603001,0.632653061,1001.44854,1.00144854,7.22917368,4.1158101,1.665570679,1.447792901
24,-21.84,6.217953199,0.673469388,1119.231576,1.119231576,7.972522513,4.681161664,1.754569314,1.536791536
25,-21.86,6.576500539,0.693877551,1183.770097,1.183770097,8.377852528,4.992926328,1.801351989,1.583574211
26,-21.93,7.816186935,0.755102041,1406.913648,1.406913648,9.770173015,6.079978633,1.95398608,1.736208302
27,-22.05,8.299583474,0.775510204,1493.925025,1.493925025,10.30976921,6.507175518,2.010185733,1.792407956
28,-22.12,8.829084473,0.795918367,1589.235205,1.589235205,10.89898249,6.976964236,2.069898015,1.852120237
29,-22.17,9.414420671,0.816326531,1694.595721,1.694595721,11.54827949,7.498339628,2.133858821,1.916081043
30,-22.22,10.06877087,0.836734694,1812.378756,1.812378756,12.27182047,8.083499045,2.203049601,1.985271824
31,-22.24,10.81061194,0.857142857,1945.910149,1.945910149,13.08943679,8.749564864,2.278824853,2.061047075
32,-22.31,12.67990214,0.897959184,2282.382386,2.282382386,15.13885525,10.43872681,2.458953105,2.241175328
33,-22.32,13.91958854,0.918367347,2505.525937,2.505525937,16.49074348,11.56621137,2.571154943,2.353377165
34,-22.62,15.51782227,0.93877551,2793.208009,2.793208009,18.22649456,13.02692777,2.708672284,2.490894506
35,-22.75,17.77040621,0.959183673,3198.673118,3.198673118,20.66138049,15.0972097,2.890974285,2.673196507
36,-22.95,21.62122388,0.979591837,3891.820298,3.891820298,24.79886564,18.6613599,3.177641759,2.959863981
0,-18.47,0.144971225,0.03125,31.74869831,0.031748698,0.563917755,0.000111454,0.418946529,0.144859771
1,-20.19,0.294696444,0.0625,64.53852114,0.064538521,0.833666166,0.029813479,0.538969723,0.264882965
2,-20.62,0.449498049,0.09375,98.44007281,0.098440073,1.082931322,0.090151535,0.633433272,0.359346514
3,-20.76,0.609732386,0.125,133.5313926,0.133531393,1.324909959,0.168641572,0.715177573,0.441090815
4,-21.25,0.775794689,0.15625,169.8990368,0.169899037,1.564965434,0.260710701,0.789170745,0.515083987
5,-21.81,0.948124953,0.1875,207.6393648,0.207639365,1.806096199,0.364240465,0.857971246,0.583884488
6,-22.32,1.127214968,0.21875,246.8600779,0.246860078,2.050330476,0.478186218,0.923115508,0.64902875
7,-22.43,1.313616769,0.25,287.6820725,0.287682072,2.299241272,0.602079025,0.985624502,0.711537744
8,-22.5,1.507952908,0.28125,330.2416869,0.330241687,2.554182653,0.735809921,1.046229745,0.772142987
9,-22.56,1.923349156,0.34375,421.2134651,0.421213465,3.087197808,1.033587261,1.163848652,0.889761894
10,-22.7,2.146135293,0.375,470.0036292,0.470003629,3.367823559,1.198533786,1.221688265,0.947601507
11,-22.84,2.380351249,0.40625,521.2969236,0.521296924,3.659692976,1.375096281,1.279341726,1.005254968
12,-22.96,2.627233538,0.4375,575.3641449,0.575364145,3.964351851,1.564201984,1.337118313,1.063031555
13,-23.13,2.888230862,0.46875,632.5225587,0.632522559,4.283547529,1.767000953,1.395316667,1.121229909
14,-23.4,3.165055619,0.5,693.1471806,0.693147181,4.619292859,1.984905137,1.45423724,1.180150482
15,-23.5,3.459752063,0.53125,757.6857017,0.757685702,4.973946288,2.219644596,1.514194225,1.240107467
16,-23.66,3.774788005,0.5625,826.6785732,0.826678573,5.350316286,2.473346483,1.575528281,1.301441523
17,-23.72,4.113180572,0.59375,900.7865453,0.900786545,5.751802007,2.748645896,1.638621434,1.364534676
18,-23.78,4.478672388,0.625,980.829253,0.980829253,6.182588318,3.048843217,1.70391593,1.429829172
19,-23.94,4.875984612,0.65625,1067.84063,1.06784063,6.647924204,3.378131777,1.771939592,1.497852834
20,-23.98,5.311190912,0.6875,1163.15081,1.16315081,7.154532682,3.741935901,1.843341769,1.569255011
21,-24.05,5.792289157,0.71875,1268.511325,1.268511325,7.711235876,4.147429196,1.918946719,1.644859961
22,-24.17,6.330111238,0.75,1386.294361,1.386294361,8.329948039,4.604361195,1.999836801,1.725750043
23,-24.59,6.939843624,0.78125,1519.825754,1.519825754,9.027332717,5.12644129,2.087489092,1.813402334
24,-24.83,7.643728007,0.8125,1673.976434,1.673976434,9.827742138,5.733800635,2.18401413,1.909927372
25,-25.01,8.476246531,0.84375,1856.29799,1.85629799,10.76885338,6.457726443,2.292606847,2.018520089
26,-25.17,10.80878363,0.90625,2367.123614,2.367123614,13.37997756,8.51167645,2.571193934,2.297107176
27,-25.37,12.66022248,0.9375,2772.588722,2.772588722,15.43165358,10.16287813,2.771431101,2.497344343
28,-25.68,15.8252781,0.96875,3465.735903,3.465735903,18.90765649,13.01698646,3.082378391,2.808291633
