Datetime,Date,Time,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,hourly_rain,jd,rain
2016-09-08 15:00:00,08-9-2016,15:00,20.07,11.45,23.44,27.06,21.14,0.0,8928.4,57.6,0.0,2457640.125,dry
2016-09-08 16:00:00,08-9-2016,16:00,20.07,11.05,23.58,25.11,21.0,0.0,9801.7,56.1,0.0,2457640.16667,dry
2016-09-08 17:00:00,08-9-2016,17:00,18.71,10.12,19.71,21.85,20.62,0.0,10469.1,57.3,0.0,2457640.20833,dry
2016-09-08 18:00:00,08-9-2016,18:00,17.8,8.63,18.32,19.82,19.94,0.0,10950.0,55.0,0.0,2457640.25,dry
2016-09-08 19:00:00,08-9-2016,19:00,16.38,9.67,14.05,16.77,19.06,0.0,11029.3,64.5,0.0,2457640.29167,dry
2016-09-08 20:00:00,08-9-2016,20:00,15.4,10.22,13.06,15.44,18.27,0.0,11022.5,71.2,0.0,2457640.33333,dry
2016-09-08 21:00:00,08-9-2016,21:00,15.02,10.37,13.03,14.73,17.64,0.0,11015.6,73.7,0.0,2457640.375,dry
2016-09-08 22:00:00,08-9-2016,22:00,14.6,10.64,12.94,14.55,17.19,0.0,11009.7,77.1,0.0,2457640.41667,dry
2016-09-08 23:00:00,08-9-2016,23:00,15.22,10.58,14.04,14.83,16.84,0.0,11005.3,73.8,0.0,2457640.45833,dry
2016-09-09 00:00:00,09-9-2016,00:00,15.48,10.8,13.96,14.62,16.61,0.0,11001.6,73.6,0.0,2457640.5,dry
2016-09-09 01:00:00,09-9-2016,01:00,14.19,10.79,12.45,13.4,16.29,0.0,10994.8,80.0,0.0,2457640.54167,dry
2016-09-09 02:00:00,09-9-2016,02:00,13.18,10.72,11.26,12.71,15.99,0.0,10988.9,85.0,0.0,2457640.58333,dry
2016-09-09 03:00:00,09-9-2016,03:00,13.38,11.55,11.37,12.27,15.64,0.0,10982.1,88.7,0.0,2457640.625,dry
2016-09-09 04:00:00,09-9-2016,04:00,13.81,12.13,12.07,12.43,15.36,0.0,10975.3,89.6,0.0,2457640.66667,dry
2016-09-09 05:00:00,09-9-2016,05:00,13.81,12.26,12.07,12.28,15.16,0.0,10968.4,90.3,0.0,2457640.70833,dry
2016-09-09 06:00:00,09-9-2016,06:00,14.63,13.35,13.1,12.89,15.0,0.0,10981.2,92.0,0.0,2457640.75,dry
2016-09-09 07:00:00,09-9-2016,07:00,15.97,13.77,15.84,15.69,15.18,0.0,11144.0,86.8,0.0,2457640.79167,dry
2016-09-09 08:00:00,09-9-2016,08:00,17.52,14.82,23.8,21.3,15.58,0.0,11628.7,84.2,0.0,2457640.83333,dry
2016-09-09 09:00:00,09-9-2016,09:00,18.65,12.11,23.43,23.42,16.32,0.0,12492.6,65.7,0.0,2457640.875,dry
2016-09-09 10:00:00,09-9-2016,10:00,19.76,12.68,26.5,26.62,16.88,0.0,1217.0,64.0,0.0,2457640.91667,dry
2016-09-09 11:00:00,09-9-2016,11:00,19.94,11.65,23.63,25.18,17.62,0.0,2390.7,58.8,0.0,2457640.95833,dry
2016-09-09 12:00:00,09-9-2016,12:00,19.44,12.93,21.37,22.75,18.04,0.0,3084.9,66.0,0.0,2457641.0,dry
2016-09-09 13:00:00,09-9-2016,13:00,20.1,13.34,22.55,23.99,18.34,0.0,3946.6,65.1,0.0,2457641.04167,dry
2016-09-09 14:00:00,09-9-2016,14:00,20.22,13.57,22.03,23.3,18.64,0.0,4620.6,65.6,0.0,2457641.08333,dry
2016-09-09 15:00:00,09-9-2016,15:00,21.31,14.37,24.48,25.14,18.92,0.0,5448.6,64.6,0.0,2457641.125,dry
2016-09-09 16:00:00,09-9-2016,16:00,20.94,14.57,21.04,22.36,19.22,0.0,6017.4,66.9,0.0,2457641.16667,dry
2016-09-09 17:00:00,09-9-2016,17:00,20.8,14.88,20.05,20.72,19.04,0.0,6145.1,68.9,0.0,2457641.20833,dry
2016-09-09 18:00:00,09-9-2016,18:00,20.3,15.05,19.42,19.81,18.77,0.0,6223.6,71.8,0.0,2457641.25,dry
2016-09-09 19:00:00,09-9-2016,19:00,19.84,14.58,18.76,18.96,18.48,0.0,6241.4,71.7,0.0,2457641.29167,dry
2016-09-09 20:00:00,09-9-2016,20:00,19.09,14.83,17.47,17.51,18.18,0.0,6236.7,76.3,0.0,2457641.33333,dry
2016-09-09 21:00:00,09-9-2016,21:00,18.82,14.98,17.39,17.24,17.92,0.0,6231.0,78.4,0.0,2457641.375,dry
2016-09-09 22:00:00,09-9-2016,22:00,18.83,14.45,17.68,17.13,17.68,0.0,6224.4,75.7,0.0,2457641.41667,dry
2016-09-09 23:00:00,09-9-2016,23:00,18.84,14.26,17.67,17.21,17.49,0.0,6220.4,74.7,0.0,2457641.45833,dry
2016-09-10 00:00:00,10-9-2016,00:00,18.61,14.37,17.72,17.35,17.32,0.0,6216.9,76.3,0.0,2457641.5,dry
2016-09-10 01:00:00,10-9-2016,01:00,17.93,14.99,16.67,16.69,17.25,0.0,6211.2,82.9,0.0,2457641.54167,dry
2016-09-10 02:00:00,10-9-2016,02:00,14.96,12.52,14.15,15.07,17.05,0.0,6205.0,85.3,0.0,2457641.58333,dry
2016-09-10 03:00:00,10-9-2016,03:00,14.82,12.02,14.4,14.98,16.77,0.0,6202.6,83.3,0.0,2457641.625,dry
2016-09-10 04:00:00,10-9-2016,04:00,14.69,12.16,14.19,14.91,16.56,0.0,6200.4,84.8,0.0,2457641.66667,dry
2016-09-10 05:00:00,10-9-2016,05:00,14.52,11.94,13.89,14.65,16.4,0.0,6197.7,84.5,0.0,2457641.70833,dry
2016-09-10 06:00:00,10-9-2016,06:00,13.5,11.46,12.34,13.67,16.18,0.0,6196.2,87.4,0.0,2457641.75,dry
2016-09-10 07:00:00,10-9-2016,07:00,13.44,11.54,13.43,14.31,15.95,0.0,6282.7,88.3,0.0,2457641.79167,dry
2016-09-10 08:00:00,10-9-2016,08:00,13.76,11.34,14.53,15.44,15.96,0.0,6539.5,85.3,0.0,2457641.83333,dry
2016-09-10 09:00:00,10-9-2016,09:00,14.33,10.77,16.55,17.35,16.12,0.0,6959.2,79.2,0.0,2457641.875,dry
2016-09-10 10:00:00,10-9-2016,10:00,15.42,10.1,23.57,24.03,16.62,0.0,1035.9,71.0,0.0,2457641.91667,dry
2016-09-10 11:00:00,10-9-2016,11:00,15.81,10.37,20.34,22.54,17.53,0.0,2070.6,70.1,0.0,2457641.95833,dry
2016-09-10 12:00:00,10-9-2016,12:00,16.41,9.27,22.19,23.88,18.02,0.0,2926.6,62.6,0.0,2457642.0,dry
2016-09-10 13:00:00,10-9-2016,13:00,16.73,7.83,24.07,25.6,18.52,0.0,3906.4,55.6,0.0,2457642.04167,dry
2016-09-10 14:00:00,10-9-2016,14:00,16.83,8.46,20.28,23.4,18.96,0.0,4758.7,57.7,0.0,2457642.08333,dry
2016-09-10 15:00:00,10-9-2016,15:00,16.83,7.14,19.94,23.71,19.4,0.0,5890.9,52.8,0.0,2457642.125,dry
2016-09-10 16:00:00,10-9-2016,16:00,17.09,7.56,20.17,23.58,19.53,0.0,6674.7,53.4,0.0,2457642.16667,dry
2016-09-10 17:00:00,10-9-2016,17:00,17.08,8.24,18.28,21.69,19.46,0.0,7289.4,56.0,0.0,2457642.20833,dry
2016-09-10 18:00:00,10-9-2016,18:00,16.15,9.15,16.38,18.99,18.98,0.0,7518.6,63.2,0.0,2457642.25,dry
2016-09-10 19:00:00,10-9-2016,19:00,14.06,9.82,10.52,14.98,18.24,0.0,7576.5,75.6,0.0,2457642.29167,dry
2016-09-10 20:00:00,10-9-2016,20:00,12.34,9.24,9.16,13.04,17.4,0.0,7566.8,81.3,0.0,2457642.33333,dry
2016-09-10 21:00:00,10-9-2016,21:00,12.22,9.42,10.03,12.1,16.64,0.0,7557.6,83.0,0.0,2457642.375,dry
2016-09-10 22:00:00,10-9-2016,22:00,11.14,8.78,8.41,11.39,16.03,0.0,7549.3,85.4,0.0,2457642.41667,dry
2016-09-10 23:00:00,10-9-2016,23:00,11.18,9.02,8.62,10.89,15.5,0.0,7540.9,86.6,0.0,2457642.45833,dry
2016-09-11 00:00:00,11-9-2016,00:00,10.29,9.04,8.06,10.17,15.02,0.0,7532.4,92.0,0.0,2457642.5,dry
2016-09-11 01:00:00,11-9-2016,01:00,10.28,8.63,8.19,9.72,14.57,0.0,7524.0,89.5,0.0,2457642.54167,dry
2016-09-11 02:00:00,11-9-2016,02:00,10.36,8.99,8.4,9.52,14.16,0.0,7516.1,91.2,0.0,2457642.58333,dry
2016-09-11 03:00:00,11-9-2016,03:00,10.46,8.74,7.86,9.11,13.83,0.0,7507.9,89.0,0.0,2457642.625,dry
2016-09-11 04:00:00,11-9-2016,04:00,10.23,8.46,8.25,9.15,13.53,0.0,7499.5,88.8,0.0,2457642.66667,dry
2016-09-11 05:00:00,11-9-2016,05:00,9.29,8.22,6.37,8.24,13.26,0.0,7490.8,93.0,0.0,2457642.70833,dry
2016-09-11 06:00:00,11-9-2016,06:00,8.95,8.22,6.82,8.2,12.96,0.0,7493.3,95.2,0.0,2457642.75,dry
2016-09-11 07:00:00,11-9-2016,07:00,10.31,9.31,11.3,10.64,12.77,0.0,7736.7,93.5,0.0,2457642.79167,dry
2016-09-11 08:00:00,11-9-2016,08:00,12.58,10.18,16.3,17.01,12.96,0.0,8457.6,85.3,0.0,2457642.83333,dry
2016-09-11 09:00:00,11-9-2016,09:00,14.42,10.98,20.54,21.8,13.72,0.0,9741.8,79.8,0.0,2457642.875,dry
2016-09-11 10:00:00,11-9-2016,10:00,15.43,10.4,21.94,23.77,14.67,0.0,1523.2,72.0,0.0,2457642.91667,dry
2016-09-11 11:00:00,11-9-2016,11:00,16.48,9.93,22.66,25.76,16.02,0.0,3436.8,65.2,0.0,2457642.95833,dry
2016-09-11 12:00:00,11-9-2016,12:00,18.95,8.81,28.47,31.4,17.34,0.0,5539.4,51.7,0.0,2457643.0,dry
2016-09-11 13:00:00,11-9-2016,13:00,18.73,7.57,24.12,27.97,18.4,0.0,7360.5,48.2,0.0,2457643.04167,dry
2016-09-11 14:00:00,11-9-2016,14:00,19.31,7.7,25.7,29.38,19.42,0.0,9568.5,46.9,0.0,2457643.08333,dry
2016-09-11 15:00:00,11-9-2016,15:00,19.24,7.95,25.6,27.95,20.1,0.0,11525.8,47.9,0.0,2457643.125,dry
2016-09-11 16:00:00,11-9-2016,16:00,19.17,8.36,24.03,25.02,20.31,0.0,12936.2,49.5,0.0,2457643.16667,dry
2016-09-11 17:00:00,11-9-2016,17:00,18.17,8.54,17.64,21.57,19.91,0.0,13758.0,53.4,0.0,2457643.20833,dry
2016-09-11 18:00:00,11-9-2016,18:00,17.36,8.59,17.31,18.92,19.14,0.0,14206.2,56.3,0.0,2457643.25,dry
2016-09-11 19:00:00,11-9-2016,19:00,15.74,8.99,13.53,15.7,18.21,0.0,14232.7,64.1,0.0,2457643.29167,dry
2016-09-11 20:00:00,11-9-2016,20:00,14.58,9.46,12.78,14.77,17.41,0.0,14225.7,71.4,0.0,2457643.33333,dry
2016-09-11 21:00:00,11-9-2016,21:00,13.6,9.54,11.51,13.15,16.76,0.0,14217.7,76.4,0.0,2457643.375,dry
2016-09-11 22:00:00,11-9-2016,22:00,12.66,9.55,11.01,12.23,16.15,0.0,14209.7,81.3,0.0,2457643.41667,dry
2016-09-11 23:00:00,11-9-2016,23:00,12.1,9.26,10.03,11.52,15.64,0.0,14202.4,82.8,0.0,2457643.45833,dry
2016-09-12 00:00:00,12-9-2016,00:00,12.52,9.4,10.42,11.31,15.2,0.0,14194.4,81.2,0.0,2457643.5,dry
2016-09-12 01:00:00,12-9-2016,01:00,12.25,9.59,10.25,10.94,14.83,0.0,14187.2,83.8,0.0,2457643.54167,dry
2016-09-12 02:00:00,12-9-2016,02:00,11.08,9.03,9.89,10.53,14.46,0.0,14180.0,87.1,0.0,2457643.58333,dry
2016-09-12 03:00:00,12-9-2016,03:00,11.43,9.45,9.87,10.34,14.13,0.0,14173.0,87.6,0.0,2457643.625,dry
2016-09-12 04:00:00,12-9-2016,04:00,10.7,9.15,9.81,10.37,13.88,0.0,14167.6,90.1,0.0,2457643.66667,dry
2016-09-12 05:00:00,12-9-2016,05:00,10.3,9.22,9.41,9.93,13.64,0.0,14161.9,93.0,0.0,2457643.70833,dry
2016-09-12 06:00:00,12-9-2016,06:00,9.98,9.18,9.11,9.8,13.43,0.0,14170.0,94.8,0.0,2457643.75,dry
2016-09-12 07:00:00,12-9-2016,07:00,11.79,10.52,13.71,11.84,13.3,0.0,14402.4,91.9,0.0,2457643.79167,dry
2016-09-12 08:00:00,12-9-2016,08:00,14.32,12.32,19.42,18.43,13.48,0.0,15029.3,87.8,0.0,2457643.83333,dry
2016-09-12 09:00:00,12-9-2016,09:00,15.99,12.97,19.7,20.39,14.33,0.0,16123.7,82.3,0.0,2457643.875,dry
2016-09-12 10:00:00,12-9-2016,10:00,17.5,14.32,21.81,21.88,15.31,0.0,1124.7,82.0,0.0,2457643.91667,dry
2016-09-12 11:00:00,12-9-2016,11:00,20.2,14.59,25.19,26.72,16.52,0.0,2890.7,70.1,0.0,2457643.95833,dry
2016-09-12 12:00:00,12-9-2016,12:00,21.39,15.55,27.96,29.57,17.85,0.0,4365.2,69.4,0.0,2457644.0,dry
2016-09-12 13:00:00,12-9-2016,13:00,21.81,16.11,24.49,25.35,18.37,0.0,5102.8,70.1,0.0,2457644.04167,dry
2016-09-12 14:00:00,12-9-2016,14:00,23.27,16.29,28.19,29.66,19.0,0.0,6506.8,64.8,0.0,2457644.08333,dry
2016-09-12 15:00:00,12-9-2016,15:00,22.76,16.37,26.71,28.12,20.01,0.0,7883.6,67.2,0.0,2457644.125,dry
2016-09-12 16:00:00,12-9-2016,16:00,22.86,16.36,24.45,26.27,20.44,0.0,9018.0,66.8,0.0,2457644.16667,dry
2016-09-12 17:00:00,12-9-2016,17:00,22.12,16.51,22.2,23.47,20.23,0.0,9374.2,70.5,0.0,2457644.20833,dry
2016-09-12 18:00:00,12-9-2016,18:00,21.54,16.47,20.71,21.59,19.83,0.0,9506.5,72.9,0.0,2457644.25,dry
2016-09-12 19:00:00,12-9-2016,19:00,20.68,16.53,19.74,20.24,19.36,0.0,9515.5,77.1,0.0,2457644.29167,dry
2016-09-12 20:00:00,12-9-2016,20:00,20.17,16.67,19.03,19.37,18.98,0.0,9511.4,80.3,0.0,2457644.33333,dry
2016-09-12 21:00:00,12-9-2016,21:00,19.24,16.49,18.33,18.46,18.64,0.0,9506.5,84.1,0.0,2457644.375,dry
2016-09-12 22:00:00,12-9-2016,22:00,18.5,16.14,17.2,17.62,18.32,0.0,9502.4,86.1,0.0,2457644.41667,dry
2016-09-12 23:00:00,12-9-2016,23:00,18.06,16.09,16.76,17.06,18.02,0.0,9497.9,88.3,0.0,2457644.45833,dry
2016-09-13 00:00:00,13-9-2016,00:00,16.93,15.53,15.62,15.98,17.68,0.0,9492.1,91.4,0.0,2457644.5,dry
2016-09-13 01:00:00,13-9-2016,01:00,16.4,15.37,14.98,15.65,17.33,0.0,9487.1,93.6,0.0,2457644.54167,dry
2016-09-13 02:00:00,13-9-2016,02:00,15.13,14.62,13.65,14.48,16.98,0.0,9480.8,96.8,0.0,2457644.58333,dry
2016-09-13 03:00:00,13-9-2016,03:00,16.04,15.28,14.76,14.85,16.68,0.0,9476.1,95.2,0.0,2457644.625,dry
2016-09-13 04:00:00,13-9-2016,04:00,15.9,15.37,14.94,14.83,16.45,0.0,9470.7,96.7,0.0,2457644.66667,dry
2016-09-13 05:00:00,13-9-2016,05:00,14.85,14.21,12.39,13.68,16.3,0.0,9464.8,96.0,0.0,2457644.70833,dry
2016-09-13 06:00:00,13-9-2016,06:00,13.61,13.22,11.91,13.07,15.98,0.0,9466.3,97.5,0.0,2457644.75,dry
2016-09-13 07:00:00,13-9-2016,07:00,14.96,14.86,16.51,14.75,15.77,0.0,9691.8,99.4,0.0,2457644.79167,dry
2016-09-13 08:00:00,13-9-2016,08:00,17.95,16.96,20.22,20.12,15.97,0.0,10291.5,93.9,0.0,2457644.83333,dry
2016-09-13 09:00:00,13-9-2016,09:00,19.7,16.72,25.0,24.78,16.77,0.0,11359.7,82.9,0.0,2457644.875,dry
2016-09-13 10:00:00,13-9-2016,10:00,21.21,16.66,29.27,28.98,17.81,0.0,1495.8,75.0,0.0,2457644.91667,dry
2016-09-13 11:00:00,13-9-2016,11:00,23.59,17.41,31.58,33.12,19.3,0.0,3374.3,68.3,0.0,2457644.95833,dry
2016-09-13 12:00:00,13-9-2016,12:00,25.03,17.56,33.53,35.74,20.95,0.0,5442.7,63.2,0.0,2457645.0,dry
2016-09-13 13:00:00,13-9-2016,13:00,26.61,17.7,35.7,37.87,22.47,0.0,7535.3,58.1,0.0,2457645.04167,dry
2016-09-13 14:00:00,13-9-2016,14:00,27.67,17.85,35.71,37.47,23.78,0.0,9512.7,55.1,0.0,2457645.08333,dry
2016-09-13 15:00:00,13-9-2016,15:00,28.13,17.04,30.35,33.06,24.5,0.0,10823.4,51.0,0.0,2457645.125,dry
2016-09-13 16:00:00,13-9-2016,16:00,27.17,18.07,28.93,31.21,24.38,0.0,11805.3,57.6,0.0,2457645.16667,dry
2016-09-13 17:00:00,13-9-2016,17:00,25.98,17.88,26.03,27.61,23.85,0.0,12238.8,61.0,0.0,2457645.20833,dry
2016-09-13 18:00:00,13-9-2016,18:00,23.92,17.9,22.34,24.58,23.03,0.0,12354.6,69.1,0.0,2457645.25,dry
2016-09-13 19:00:00,13-9-2016,19:00,23.29,18.28,21.92,23.2,22.3,0.0,12362.9,73.5,0.0,2457645.29167,dry
2016-09-13 20:00:00,13-9-2016,20:00,20.22,15.32,19.51,20.85,21.58,0.0,12359.4,73.4,0.0,2457645.33333,dry
2016-09-13 21:00:00,13-9-2016,21:00,19.13,14.69,17.77,19.03,20.8,0.0,12355.1,75.4,0.0,2457645.375,dry
2016-09-13 22:00:00,13-9-2016,22:00,18.92,14.73,17.45,18.25,20.1,0.0,12350.3,76.6,0.0,2457645.41667,dry
2016-09-13 23:00:00,13-9-2016,23:00,18.13,14.96,16.4,17.43,19.54,0.0,12344.8,81.7,0.0,2457645.45833,dry
2016-09-14 00:00:00,14-9-2016,00:00,17.02,14.86,14.93,16.55,19.06,0.0,12338.7,87.1,0.0,2457645.5,dry
2016-09-14 01:00:00,14-9-2016,01:00,16.9,15.42,15.42,16.37,18.62,0.0,12332.6,91.0,0.0,2457645.54167,dry
2016-09-14 02:00:00,14-9-2016,02:00,15.93,15.05,14.93,15.74,18.28,0.0,12327.2,94.5,0.0,2457645.58333,dry
2016-09-14 03:00:00,14-9-2016,03:00,15.17,14.74,15.06,15.93,18.01,0.0,12325.4,97.3,0.0,2457645.625,dry
2016-09-14 04:00:00,14-9-2016,04:00,14.63,14.4,14.7,15.68,17.77,0.0,12325.4,98.5,0.0,2457645.66667,dry
2016-09-14 05:00:00,14-9-2016,05:00,14.27,14.13,14.37,15.38,17.53,0.0,12325.4,99.1,0.0,2457645.70833,dry
2016-09-14 06:00:00,14-9-2016,06:00,14.5,14.34,14.66,15.44,17.33,0.0,12328.3,99.0,0.0,2457645.75,dry
2016-09-14 07:00:00,14-9-2016,07:00,14.65,14.43,15.28,15.98,17.18,0.0,12402.4,98.6,0.0,2457645.79167,dry
2016-09-14 08:00:00,14-9-2016,08:00,14.92,14.47,16.27,16.99,17.18,0.0,12627.8,97.1,0.0,2457645.83333,dry
2016-09-14 09:00:00,14-9-2016,09:00,15.51,14.68,17.84,18.62,17.36,0.0,13081.7,94.8,0.0,2457645.875,dry
2016-09-14 10:00:00,14-9-2016,10:00,17.18,15.57,23.04,23.35,17.74,0.0,855.3,90.0,0.0,2457645.91667,dry
2016-09-14 11:00:00,14-9-2016,11:00,18.62,15.38,26.54,27.83,18.64,0.0,2656.8,81.5,0.0,2457645.95833,dry
2016-09-14 12:00:00,14-9-2016,12:00,19.08,15.4,27.21,30.36,19.98,0.0,4856.4,79.2,0.0,2457646.0,dry
2016-09-14 13:00:00,14-9-2016,13:00,19.54,15.43,27.59,30.98,21.13,0.0,7014.5,77.1,0.0,2457646.04167,dry
2016-09-14 14:00:00,14-9-2016,14:00,19.47,15.61,24.79,27.57,21.52,0.0,8307.8,78.4,0.0,2457646.08333,dry
2016-09-14 15:00:00,14-9-2016,15:00,19.2,15.25,25.63,27.7,21.96,0.0,10054.6,77.8,0.0,2457646.125,dry
2016-09-14 16:00:00,14-9-2016,16:00,18.62,15.09,23.22,25.24,22.06,0.0,11326.8,79.9,0.0,2457646.16667,dry
2016-09-14 17:00:00,14-9-2016,17:00,17.17,14.74,18.54,21.84,21.63,0.0,12040.4,85.6,0.0,2457646.20833,dry
2016-09-14 18:00:00,14-9-2016,18:00,15.66,14.45,15.48,18.4,20.75,0.0,12239.3,92.5,0.0,2457646.25,dry
2016-09-14 19:00:00,14-9-2016,19:00,14.94,14.27,14.29,16.92,19.84,0.0,12255.6,95.7,0.0,2457646.29167,dry
2016-09-14 20:00:00,14-9-2016,20:00,14.73,14.26,14.55,16.43,19.12,0.0,12252.7,97.0,0.0,2457646.33333,dry
2016-09-14 21:00:00,14-9-2016,21:00,14.77,14.41,14.7,16.37,18.62,0.0,12251.2,97.7,0.0,2457646.375,dry
2016-09-14 22:00:00,14-9-2016,22:00,14.8,14.48,14.87,16.27,18.29,0.0,12251.1,98.0,0.0,2457646.41667,dry
2016-09-14 23:00:00,14-9-2016,23:00,14.71,14.48,14.79,16.15,18.02,0.0,12251.1,98.5,0.0,2457646.45833,dry
2016-09-15 00:00:00,15-9-2016,00:00,14.57,14.41,14.75,16.11,17.81,0.0,12251.1,99.0,0.0,2457646.5,dry
2016-09-15 01:00:00,15-9-2016,01:00,14.44,14.31,14.62,15.93,17.63,0.0,12251.1,99.2,0.0,2457646.54167,dry
2016-09-15 02:00:00,15-9-2016,02:00,14.3,14.23,14.49,15.89,17.45,0.0,12251.1,99.6,0.0,2457646.58333,dry
2016-09-15 03:00:00,15-9-2016,03:00,14.13,14.09,14.27,15.76,17.31,0.0,12251.1,99.7,0.0,2457646.625,dry
2016-09-15 04:00:00,15-9-2016,04:00,13.89,13.88,14.07,15.48,17.17,0.0,12251.1,99.9,0.0,2457646.66667,dry
2016-09-15 05:00:00,15-9-2016,05:00,13.81,13.79,13.95,15.24,17.03,0.0,12251.1,99.9,0.0,2457646.70833,dry
2016-09-15 06:00:00,15-9-2016,06:00,13.67,13.65,13.92,15.15,16.89,0.0,12253.0,99.9,0.0,2457646.75,dry
2016-09-15 07:00:00,15-9-2016,07:00,13.53,13.51,14.23,15.54,16.79,0.0,12308.1,99.9,0.0,2457646.79167,dry
2016-09-15 08:00:00,15-9-2016,08:00,13.81,13.79,15.01,16.65,16.82,0.0,12515.0,99.9,0.0,2457646.83333,dry
2016-09-15 09:00:00,15-9-2016,09:00,13.92,13.9,17.62,18.5,17.03,0.0,12882.1,99.9,0.0,2457646.875,dry
2016-09-15 10:00:00,15-9-2016,10:00,14.9,14.88,20.12,20.98,17.48,0.0,649.3,100.0,0.0,2457646.91667,dry
2016-09-15 11:00:00,15-9-2016,11:00,16.19,15.55,26.31,27.81,18.25,0.0,1837.3,96.0,0.0,2457646.95833,dry
2016-09-15 12:00:00,15-9-2016,12:00,19.18,16.2,29.47,32.17,19.8,0.0,3896.2,82.9,0.0,2457647.0,dry
2016-09-15 13:00:00,15-9-2016,13:00,21.52,16.71,30.49,34.11,21.42,0.0,5967.2,74.1,0.0,2457647.04167,dry
2016-09-15 14:00:00,15-9-2016,14:00,23.38,17.0,32.76,34.67,22.76,0.0,7898.0,67.4,0.0,2457647.08333,dry
2016-09-15 15:00:00,15-9-2016,15:00,24.42,17.7,32.37,33.26,23.62,0.0,9491.2,66.2,0.0,2457647.125,dry
2016-09-15 16:00:00,15-9-2016,16:00,24.81,17.99,29.61,30.86,23.95,0.0,10661.5,65.9,0.0,2457647.16667,dry
2016-09-15 17:00:00,15-9-2016,17:00,24.54,17.68,26.24,27.99,23.67,0.0,11349.6,65.6,0.0,2457647.20833,dry
2016-09-15 18:00:00,15-9-2016,18:00,23.03,17.84,18.87,23.5,22.96,0.0,11616.9,72.6,0.0,2457647.25,dry
2016-09-15 19:00:00,15-9-2016,19:00,20.24,17.77,17.88,21.0,21.96,0.0,11619.6,85.7,0.0,2457647.29167,dry
2016-09-15 20:00:00,15-9-2016,20:00,19.27,17.73,17.07,19.44,21.05,0.0,11612.1,90.8,0.0,2457647.33333,dry
2016-09-15 21:00:00,15-9-2016,21:00,18.24,17.13,15.39,18.12,20.36,0.0,11605.3,93.2,0.0,2457647.375,dry
2016-09-15 22:00:00,15-9-2016,22:00,17.8,17.07,16.37,17.7,19.75,0.0,11599.5,95.5,0.0,2457647.41667,dry
2016-09-15 23:00:00,15-9-2016,23:00,17.5,15.53,15.87,17.32,19.29,0.0,11593.6,88.2,0.0,2457647.45833,dry
2016-09-16 00:00:00,16-9-2016,00:00,17.67,15.18,16.79,17.52,18.93,0.0,11588.9,85.3,0.0,2457647.5,dry
2016-09-16 01:00:00,16-9-2016,01:00,17.61,15.19,17.06,17.93,18.74,0.0,11587.8,85.8,0.0,2457647.54167,dry
2016-09-16 02:00:00,16-9-2016,02:00,16.26,13.04,15.53,16.66,18.48,0.0,11584.1,81.2,0.0,2457647.58333,dry
2016-09-16 03:00:00,16-9-2016,03:00,15.78,13.32,15.23,16.23,18.11,0.0,11580.9,85.3,0.0,2457647.625,dry
2016-09-16 04:00:00,16-9-2016,04:00,15.46,13.67,14.48,15.52,17.79,0.0,11576.5,89.1,0.0,2457647.66667,dry
2016-09-16 05:00:00,16-9-2016,05:00,16.23,14.05,15.74,16.1,17.49,0.0,11572.3,86.9,0.0,2457647.70833,dry
2016-09-16 06:00:00,16-9-2016,06:00,15.43,14.81,14.88,15.91,17.35,2.8,11570.9,96.1,2.8,2457647.75,rain
2016-09-16 07:00:00,16-9-2016,07:00,15.13,14.25,14.67,15.63,17.18,4.6,11587.8,94.5,1.8,2457647.79167,rain
2016-09-16 08:00:00,16-9-2016,08:00,14.84,13.19,14.33,15.52,17.0,5.4,11658.2,89.9,0.8,2457647.83333,rain
2016-09-16 09:00:00,16-9-2016,09:00,13.67,12.44,13.17,14.73,16.89,6.8,11820.8,92.3,1.4,2457647.875,rain
2016-09-16 10:00:00,16-9-2016,10:00,13.5,12.3,13.17,14.64,16.53,2.2,108.9,92.0,0.0,2457647.91667,dry
2016-09-16 11:00:00,16-9-2016,11:00,14.59,12.05,15.05,16.29,16.51,2.2,502.8,84.7,0.0,2457647.95833,dry
2016-09-16 12:00:00,16-9-2016,12:00,15.0,11.39,15.33,16.65,16.62,2.2,959.1,79.0,0.0,2457648.0,dry
2016-09-16 13:00:00,16-9-2016,13:00,16.54,10.84,18.97,20.97,16.84,2.2,2111.9,69.0,0.0,2457648.04167,dry
2016-09-16 14:00:00,16-9-2016,14:00,15.9,9.79,15.92,17.89,17.29,2.2,3075.2,67.0,0.0,2457648.08333,dry
2016-09-16 15:00:00,16-9-2016,15:00,16.48,10.64,19.03,20.6,17.1,2.2,3817.6,68.3,0.0,2457648.125,dry
2016-09-16 16:00:00,16-9-2016,16:00,17.19,10.44,22.2,22.46,17.34,2.2,5082.4,64.4,0.0,2457648.16667,dry
2016-09-16 17:00:00,16-9-2016,17:00,17.38,10.34,21.73,22.41,17.57,2.2,6302.7,63.3,0.0,2457648.20833,dry
2016-09-16 18:00:00,16-9-2016,18:00,15.6,10.08,14.02,16.56,17.28,2.2,6636.8,69.7,0.0,2457648.25,dry
