-22.33,6.15E+01
-25.02,5.93E+01
-22.15,4.99E+01
-24.51,4.77E+01
-21.9,4.32E+01
-24.44,4.09E+01
-21.87,3.84E+01
-24.42,3.62E+01
-24.65,3.55E+01
-21.81,3.47E+01
-27.28,3.44E+01
-24.28,3.41E+01
-25.92,3.40E+01
-27.05,3.28E+01
-26.14,3.28E+01
-24.32,3.24E+01
-21.78,3.16E+01
-23.43,3.03E+01
-24.15,2.94E+01
-24.19,2.94E+01
-26.98,2.92E+01
-21.72,2.90E+01
-22.45,2.87E+01
-26.4,2.84E+01
-26.39,2.81E+01
-24.25,2.81E+01
-25.87,2.80E+01
-26.9,2.74E+01
-25.97,2.70E+01
-21.55,2.68E+01
-24.12,2.68E+01
-26.45,2.66E+01
-23.26,2.58E+01
-24.49,2.58E+01
-21.42,2.49E+01
-24.05,2.46E+01
-20.43,2.46E+01
-27.2,2.46E+01
-23.29,2.45E+01
-24.12,2.45E+01
-25.63,2.45E+01
-26.39,2.44E+01
-25.72,2.40E+01
-26.23,2.38E+01
-25.97,2.36E+01
-21.57,2.36E+01
-24.75,2.33E+01
-23.19,2.33E+01
-21.32,2.31E+01
-26.18,2.30E+01
-23.97,2.26E+01
-26.02,2.24E+01
-23.97,2.20E+01
-25.42,2.20E+01
-24.77,2.18E+01
-26.24,2.18E+01
-21.25,2.15E+01
-23.16,2.13E+01
-25.88,2.12E+01
-24.07,2.12E+01
-23.06,2.12E+01
-25,2.11E+01
-26.04,2.11E+01
-25.72,2.10E+01
-23.88,2.09E+01
-21.04,2.05E+01
-25.88,2.05E+01
-24.55,2.02E+01
-21.02,2.01E+01
-25.4,2.00E+01
-23.91,2.00E+01
-20.39,2.00E+01
-26.64,2.00E+01
-25.95,1.98E+01
-22.85,1.97E+01
-25.84,1.95E+01
-25.33,1.94E+01
-25.65,1.94E+01
-23.63,1.93E+01
-27.32,1.93E+01
-26.04,1.92E+01
-24.36,1.91E+01
-25.69,1.88E+01
-22.85,1.88E+01
-21.02,1.87E+01
-23.98,1.85E+01
-25.75,1.85E+01
-24.98,1.84E+01
-23.91,1.84E+01
-22.76,1.84E+01
-20.91,1.84E+01
-25.95,1.81E+01
-24.77,1.80E+01
-23.36,1.78E+01
-25.37,1.78E+01
-26.04,1.77E+01
-20.88,1.75E+01
-25.66,1.74E+01
-24.56,1.73E+01
-20.39,1.73E+01
-26.62,1.73E+01
-22.7,1.72E+01
-25.33,1.72E+01
-24.71,1.71E+01
-23.74,1.71E+01
-22.65,1.69E+01
-25.72,1.69E+01
-20.6,1.67E+01
-25.78,1.67E+01
-24.19,1.67E+01
-23.74,1.66E+01
-25.04,1.65E+01
-23.11,1.65E+01
-25.89,1.65E+01
-24.53,1.64E+01
-20.68,1.63E+01
-22.45,1.62E+01
-23.18,1.60E+01
-25.07,1.60E+01
-24.55,1.59E+01
-23.67,1.59E+01
-27.26,1.59E+01
-24.82,1.58E+01
-23.37,1.58E+01
-25.3,1.58E+01
-24.51,1.57E+01
-25.75,1.55E+01
-25.69,1.55E+01
-25.89,1.55E+01
-24.99,1.54E+01
-22.45,1.54E+01
-19.69,1.54E+01
-20.35,1.54E+01
-26.59,1.54E+01
-22.98,1.53E+01
-20.62,1.53E+01
-23,1.53E+01
-22.38,1.53E+01
-23.7,1.52E+01
-23.66,1.51E+01
-24.24,1.50E+01
-24.15,1.50E+01
-24.45,1.49E+01
-23.58,1.49E+01
-24.78,1.47E+01
-25.89,1.46E+01
-25.11,1.45E+01
-24.92,1.45E+01
-22.23,1.44E+01
-25.71,1.44E+01
-25.48,1.43E+01
-20.62,1.43E+01
-19.15,1.42E+01
-24.49,1.42E+01
-24.5,1.41E+01
-22.86,1.41E+01
-22.12,1.41E+01
-24.45,1.40E+01
-24.76,1.40E+01
-23.54,1.39E+01
-20.29,1.39E+01
-23.52,1.39E+01
-26.57,1.39E+01
-27.09,1.39E+01
-20.04,1.38E+01
-25.73,1.38E+01
-24.54,1.37E+01
-22.15,1.37E+01
-23.89,1.36E+01
-24.87,1.36E+01
-24.95,1.35E+01
-25.59,1.35E+01
-23.91,1.34E+01
-25.08,1.34E+01
-20.59,1.33E+01
-25.41,1.33E+01
-18.81,1.32E+01
-24.29,1.32E+01
-23.5,1.31E+01
-25.73,1.31E+01
-22.86,1.30E+01
-22.78,1.30E+01
-22.01,1.30E+01
-22.1,1.30E+01
-24.44,1.29E+01
-23.52,1.28E+01
-24.4,1.28E+01
-24.8,1.28E+01
-23.05,1.28E+01
-20.29,1.26E+01
-26.54,1.26E+01
-25.41,1.26E+01
-24.45,1.26E+01
-24.69,1.25E+01
-23.89,1.25E+01
-25.28,1.25E+01
-25.56,1.25E+01
-27.09,1.24E+01
-22.83,1.24E+01
-25.02,1.24E+01
-24.26,1.24E+01
-20.53,1.24E+01
-22.46,1.24E+01
-23.37,1.23E+01
-18.21,1.23E+01
-22.75,1.23E+01
-25.38,1.23E+01
-22.07,1.23E+01
-23.83,1.22E+01
-24.66,1.21E+01
-22.77,1.20E+01
-24.4,1.20E+01
-21.88,1.20E+01
-23.48,1.19E+01
-24.37,1.19E+01
-25.56,1.19E+01
-25.29,1.18E+01
-24.1,1.17E+01
-22.03,1.17E+01
-23.33,1.16E+01
-20.21,1.16E+01
-26.43,1.16E+01
-23.6,1.16E+01
-24.87,1.16E+01
-20.31,1.16E+01
-17.47,1.15E+01
-25.31,1.15E+01
-24.64,1.14E+01
-24.58,1.14E+01
-22.44,1.14E+01
-20,1.14E+01
-24.38,1.14E+01
-25.41,1.13E+01
-26.8,1.13E+01
-24.33,1.13E+01
-24.79,1.12E+01
-23.79,1.12E+01
-23.31,1.12E+01
-21.85,1.11E+01
-21.83,1.11E+01
-25.26,1.11E+01
-22.7,1.11E+01
-23.94,1.11E+01
-24.08,1.10E+01
-23.3,1.10E+01
-22.98,1.09E+01
-25.41,1.09E+01
-17.23,1.08E+01
-24.27,1.08E+01
-23.38,1.08E+01
-24.52,1.08E+01
-22.42,1.07E+01
-19.79,1.07E+01
-20.21,1.07E+01
-26.35,1.07E+01
-25.23,1.07E+01
-22.73,1.07E+01
-24.18,1.07E+01
-21.81,1.06E+01
-24.38,1.05E+01
-23.88,1.05E+01
-23.31,1.05E+01
-26.73,1.04E+01
-25.17,1.04E+01
-25.41,1.04E+01
-23.12,1.04E+01
-24.29,1.04E+01
-23.69,1.03E+01
-21.81,1.03E+01
-23.77,1.03E+01
-22.34,1.02E+01
-24.81,1.02E+01
-24.46,1.02E+01
-17.16,1.02E+01
-22.63,1.02E+01
-24.05,1.01E+01
-21.67,1.01E+01
-23.14,1.01E+01
-24.15,1.01E+01
-22.4,1.00E+01
-25.18,9.99E+00
-25.24,9.97E+00
-19.59,9.96E+00
-20.14,9.94E+00
-26.28,9.94E+00
-19.94,9.94E+00
-23.74,9.91E+00
-24.68,9.87E+00
-22.53,9.86E+00
-23.25,9.82E+00
-23.12,9.82E+00
-25.14,9.78E+00
-24.32,9.78E+00
-23.75,9.73E+00
-26.71,9.69E+00
-24.29,9.66E+00
-21.55,9.64E+00
-23.73,9.64E+00
-21.78,9.61E+00
-23.65,9.60E+00
-17.16,9.59E+00
-25.24,9.57E+00
-22.38,9.55E+00
-24.18,9.52E+00
-22.8,9.50E+00
-18.88,9.50E+00
-24.12,9.50E+00
-23.84,9.50E+00
-22.65,9.48E+00
-23.14,9.45E+00
-23.62,9.38E+00
-25.14,9.33E+00
-22.56,9.33E+00
-22.34,9.33E+00
-23,9.29E+00
-20.1,9.24E+00
-23.13,9.24E+00
-26.11,9.24E+00
-19.14,9.22E+00
-25.06,9.20E+00
-25.24,9.19E+00
-21.52,9.19E+00
-24.27,9.16E+00
-17.97,9.15E+00
-24.32,9.13E+00
-23.62,9.05E+00
-17.12,9.04E+00
-26.17,9.03E+00
-24.08,8.98E+00
-23.6,8.94E+00
-21.74,8.94E+00
-19.94,8.92E+00
-23.67,8.92E+00
-24.65,8.91E+00
-24.7,8.89E+00
-23.48,8.88E+00
-23.14,8.88E+00
-23.71,8.85E+00
-25.24,8.83E+00
-23.96,8.79E+00
-23,8.78E+00
-21.49,8.76E+00
-25.07,8.72E+00
-23.05,8.71E+00
-24.21,8.68E+00
-24.97,8.65E+00
-22.26,8.64E+00
-23.29,8.63E+00
-22.31,8.63E+00
-20.1,8.61E+00
-26.07,8.61E+00
-22.31,8.59E+00
-22.62,8.56E+00
-24.13,8.54E+00
-17.08,8.52E+00
-23.39,8.52E+00
-18.82,8.51E+00
-22.4,8.51E+00
-24.02,8.50E+00
-25.1,8.49E+00
-22.65,8.45E+00
-26.17,8.45E+00
-23.43,8.41E+00
-23.63,8.39E+00
-23.55,8.36E+00
-22.96,8.35E+00
-21.06,8.35E+00
-21.74,8.32E+00
-22.84,8.31E+00
-24.18,8.23E+00
-23.05,8.21E+00
-24.44,8.17E+00
-25.1,8.17E+00
-25.14,8.17E+00
-23.96,8.15E+00
-24.75,8.14E+00
-19.88,8.14E+00
-22.45,8.13E+00
-24.9,8.13E+00
-23.92,8.05E+00
-17.08,8.04E+00
-23.24,8.04E+00
-20.07,8.03E+00
-26.07,8.03E+00
-24,8.03E+00
-22.31,7.98E+00
-23.43,7.97E+00
-20.93,7.96E+00
-24.18,7.96E+00
-26.13,7.93E+00
-23.65,7.93E+00
-23.58,7.89E+00
-22.31,7.87E+00
-22.94,7.87E+00
-25.1,7.86E+00
-22.77,7.86E+00
-18.72,7.83E+00
-23.51,7.83E+00
-22.88,7.81E+00
-22.56,7.81E+00
-24.11,7.80E+00
-23.02,7.75E+00
-21.61,7.75E+00
-22.34,7.74E+00
-22.13,7.66E+00
-24.86,7.63E+00
-23.88,7.62E+00
-24.75,7.61E+00
-23.24,7.59E+00
-22.49,7.59E+00
-16.98,7.59E+00
